Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
23,Dele Alli,eng ENG,"MF,FW",eng Tottenham,21,1996,4.8,23,4.89,15,1,4,0,3,0,10,2.13,6,0,3,0,1,0,Matches
24,André Almeida,pt POR,DF,pt Benfica,26,1990,2.9,7,2.43,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,André Almeida Pinto,pt POR,DF,pt Sporting CP,27,1989,2.0,1,0.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
26,Richard Almeida,az AZE,MF,az Qarabağ,28,1989,6.0,4,0.67,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
27,Stathis Aloneftis,cy CYP,"FW,MF",cy APOEL FC,34,1983,5.6,14,2.53,10,0,3,0,1,0,1,0.18,1,0,0,0,0,0,Matches
28,Marcos Alonso,es ESP,"DF,MF",eng Chelsea,26,1990,6.6,16,2.41,10,1,0,3,2,0,1,0.15,1,0,0,0,0,0,Matches
29,Éder Álvarez Balanta,co COL,DF,ch Basel,24,1993,5.9,5,0.85,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
30,Dani Alves,br BRA,DF,fr Paris S-G,34,1983,8.0,29,3.62,29,0,0,0,0,0,4,0.50,4,0,0,0,0,0,Matches
31,Sofyan Amrabat,ma MAR,"MF,DF",nl Feyenoord,20,1996,5.9,9,1.54,7,0,2,0,0,0,1,0.17,0,0,1,0,0,0,Matches
32,André André,pt POR,"MF,FW",pt Porto,27,1989,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
33,Thanasis Androutsos,gr GRE,FW,gr Olympiacos,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Minas Antoniou,cy CYP,FW,cy APOEL FC,23,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Mirko Antonucci,it ITA,FW,it Roma,18,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Dennis Appiah,fr FRA,"DF,MF",be Anderlecht,25,1992,5.7,10,1.75,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Alphonse Areola,fr FRA,GK,fr Paris S-G,24,1993,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Stuart Armstrong,sct SCO,MF,sct Celtic,25,1992,2.6,7,2.72,2,2,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
39,Tolgay Arslan,de GER,MF,tr Beşiktaş,26,1990,3.6,3,0.84,2,0,0,1,0,0,2,0.56,1,0,0,1,0,0,Matches
40,Kwadwo Asamoah,gh GHA,DF,it Juventus,28,1988,1.1,2,1.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
41,Marco Asensio,es ESP,"MF,FW",es Real Madrid,21,1996,5.2,26,4.89,20,4,1,1,0,0,4,0.75,4,0,0,0,0,0,Matches
42,Pierre-Emerick Aubameyang,ga GAB,FW,de Dortmund,28,1989,6.0,14,2.33,8,0,3,3,0,0,1,0.17,0,0,0,1,0,0,Matches
43,Jean-Kévin Augustin,fr FRA,FW,de RB Leipzig,20,1997,3.8,9,2.38,3,0,4,2,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Filipe Augusto,br BRA,MF,pt Benfica,23,1993,2.6,9,3.43,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Serge Aurier,ci CIV,DF,eng Tottenham,24,1992,5.6,10,1.78,9,1,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
46,Márcio Azevedo,br BRA,DF,ua Shakhtar,31,1986,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
47,César Azpilicueta,es ESP,DF,eng Chelsea,27,1989,7.8,10,1.28,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
48,Ryan Babel,nl NED,FW,tr Beşiktaş,30,1986,6.2,13,2.10,13,0,0,0,0,0,2,0.32,2,0,0,0,0,0,Matches
49,Eric Bailly,ci CIV,DF,eng Manchester Utd,23,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Gregor Bajde,si SVN,"MF,FW",si NK Maribor,23,1994,2.8,5,1.82,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
51,Tiemoué Bakayoko,fr FRA,MF,eng Chelsea,22,1994,4.0,14,3.49,10,0,2,2,0,0,2,0.50,2,0,0,0,0,0,Matches
52,Keita Baldé,sn SEN,"FW,MF",fr Monaco,22,1995,3.2,12,3.71,9,0,1,0,2,0,3,0.93,2,0,0,0,1,0,Matches
53,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,28,1989,3.3,17,5.15,16,0,0,1,0,0,2,0.61,2,0,0,0,0,0,Matches
54,Éver Banega,ar ARG,MF,es Sevilla,29,1988,8.8,55,6.27,36,16,1,1,0,1,5,0.57,2,3,0,0,0,0,Matches
55,Gabriel Barbosa,br BRA,"MF,DF",pt Benfica,20,1996,0.3,4,11.25,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
56,Marc Bartra,es ESP,"DF,MF",de Dortmund,26,1991,3.9,6,1.55,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
57,Andrea Barzagli,it ITA,DF,it Juventus,36,1981,7.3,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
58,Bilal Başaçıkoğlu,tr TUR,FW,nl Feyenoord,22,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
59,Michy Batshuayi,be BEL,FW,eng Chelsea,23,1993,1.4,4,2.88,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Rodrigo Battaglia,ar ARG,MF,pt Sporting CP,26,1991,6.0,5,0.84,2,0,0,0,2,1,1,0.17,0,0,0,0,1,0,Matches
61,Sven van Beek,nl NED,DF,nl Feyenoord,23,1994,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Wissam Ben Yedder,fr FRA,FW,es Sevilla,26,1990,7.2,26,3.62,19,0,2,3,2,0,1,0.14,0,0,0,0,1,0,Matches
63,Diego Benaglio,ch SUI,GK,fr Monaco,33,1983,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Medhi Benatia,ma MAR,DF,it Juventus,30,1987,6.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,20,1997,3.2,8,2.47,5,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
66,Karim Benzema,fr FRA,FW,es Real Madrid,29,1987,6.7,20,3.04,16,0,3,1,0,0,1,0.15,1,0,0,0,0,0,Matches
67,Yuri Berchiche,es ESP,DF,fr Paris S-G,27,1990,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
69,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,5.0,4,0.80,3,0,0,1,0,0,1,0.20,0,0,0,1,0,0,Matches
70,Steven Berghuis,nl NED,FW,nl Feyenoord,25,1991,5.2,17,3.31,12,2,0,1,2,0,2,0.39,2,0,0,0,0,0,Matches
71,Bernard,br BRA,FW,ua Shakhtar,24,1992,7.6,22,2.92,14,5,3,0,0,0,2,0.27,1,0,1,0,0,0,Matches
72,Federico Bernardeschi,it ITA,FW,it Juventus,23,1994,1.5,4,2.57,1,1,0,1,1,0,1,0.64,0,0,0,0,1,0,Matches
73,Bernardo,br BRA,DF,de RB Leipzig,22,1995,1.3,4,3.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
74,Juan Bernat,es ESP,DF,de Bayern Munich,24,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,Jean-Claude Billong,cm CMR,DF,si NK Maribor,23,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
76,Nir Bitton,il ISR,"DF,MF",sct Celtic,25,1991,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77,Daley Blind,nl NED,DF,eng Manchester Utd,27,1990,6.0,17,2.83,10,5,0,0,1,1,1,0.17,1,0,0,0,0,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,28,1988,7.5,10,1.33,8,1,0,0,1,0,2,0.27,2,0,0,0,0,0,Matches
79,Salvatore Bocchetti,it ITA,DF,ru Spartak Moscow,30,1986,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
80,Frank Boeckx,be BEL,GK,be Anderlecht,30,1986,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Jean-Paul Boëtius,nl NED,FW,nl Feyenoord,23,1994,5.8,13,2.26,10,0,0,1,2,0,1,0.17,0,0,0,1,0,0,Matches
82,Damjan Bohar,si SVN,"MF,FW",si NK Maribor,25,1991,5.4,13,2.44,7,4,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
83,Gabriel Boschilia,br BRA,DF,fr Monaco,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Alberto Botía,es ESP,DF,gr Olympiacos,28,1989,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Eric Botteghin,br BRA,DF,nl Feyenoord,29,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,Dedryck Boyata,be BEL,DF,sct Celtic,26,1990,5.0,4,0.80,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,27,1990,6.3,21,3.35,18,0,3,0,0,0,4,0.64,4,0,0,0,0,0,Matches
88,Claudio Bravo,cl CHI,GK,eng Manchester City,34,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Scott Brown,sct SCO,MF,sct Celtic,32,1985,5.8,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,Bruma,pt POR,"FW,MF",de RB Leipzig,22,1994,3.0,18,5.91,11,0,5,2,0,0,1,0.33,0,0,0,1,0,0,Matches
91,Massimo Bruno,be BEL,FW,be Anderlecht,23,1993,0.5,5,8.49,0,0,3,1,1,0,0,0.00,0,0,0,0,0,0,Matches
92,Kevin Bua,ch SUI,"MF,FW",ch Basel,23,1993,1.1,3,2.57,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,Gianluigi Buffon,it ITA,GK,it Juventus,39,1978,9.0,1,0.11,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
94,Roman Bürki,ch SUI,GK,de Dortmund,26,1990,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
95,Sergio Busquets,es ESP,MF,es Barcelona,29,1988,8.5,20,2.35,19,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Bohdan Butko,ua UKR,DF,ua Shakhtar,26,1991,7.0,5,0.71,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
97,Gary Cahill,eng ENG,DF,eng Chelsea,31,1985,5.0,4,0.80,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Fabrizio Caligara,it ITA,FW,it Juventus,17,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,José Callejón,es ESP,FW,it Napoli,30,1987,5.6,10,1.78,5,4,0,0,1,0,1,0.18,1,0,0,0,0,0,Matches
100,Igor de Camargo,be BEL,FW,cy APOEL FC,34,1983,2.6,5,1.92,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
101,Emre Can,de GER,MF,eng Liverpool,23,1994,5.9,10,1.69,9,0,0,0,1,0,2,0.34,1,0,0,0,1,0,Matches
102,Mehdi Carcela,ma MAR,"FW,MF",gr Olympiacos,28,1989,3.0,7,2.39,4,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
103,Carlão,br BRA,DF,cy APOEL FC,31,1986,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
104,Yannick Carrasco,be BEL,"MF,FW",es Atlético Madrid,23,1993,3.0,16,5.37,10,0,3,3,0,0,1,0.34,0,0,0,1,0,0,Matches
105,Guido Carrillo,ar ARG,FW,fr Monaco,26,1991,1.5,4,2.63,3,0,0,1,0,0,1,0.66,0,0,0,1,0,0,Matches
106,Dani Carvajal,es ESP,DF,es Real Madrid,25,1992,7.2,20,2.80,15,0,3,0,2,0,3,0.42,3,0,0,0,0,0,Matches
107,João Carvalho,pt POR,MF,pt Benfica,20,1997,1.0,6,6.00,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,William Carvalho,pt POR,MF,pt Sporting CP,25,1992,5.0,3,0.60,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Casemiro,br BRA,MF,es Real Madrid,25,1992,10.5,19,1.81,16,0,1,0,1,1,2,0.19,2,0,0,0,0,0,Matches
110,Kiko Casilla,es ESP,GK,es Real Madrid,30,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Iker Casillas,es ESP,GK,pt Porto,36,1981,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Gonzalo Castro,de GER,MF,de Dortmund,30,1987,1.5,4,2.69,3,1,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
113,Edinson Cavani,uy URU,FW,fr Paris S-G,30,1987,7.6,14,1.86,11,0,0,2,1,0,5,0.66,4,0,0,0,1,0,Matches
114,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,20,1996,0.9,5,5.36,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Franco Cervi,ar ARG,"MF,FW",pt Benfica,23,1994,1.1,6,5.51,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Bruno César,br BRA,"MF,FW",pt Sporting CP,28,1988,2.8,11,3.93,5,3,0,0,1,2,1,0.36,0,0,0,0,0,1,Matches
117,Júlio César,br BRA,GK,pt Benfica,37,1979,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,19,1998,1.6,4,2.48,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Giorgio Chiellini,it ITA,DF,it Juventus,32,1984,7.0,11,1.57,11,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
120,Alexandru Chipciu,ro ROU,DF,be Anderlecht,28,1989,2.0,3,1.50,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
121,Vlad Chiricheș,ro ROU,DF,it Napoli,27,1989,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Andreas Christensen,dk DEN,DF,eng Chelsea,21,1996,5.0,3,0.59,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
123,Jasper Cillessen,nl NED,GK,es Barcelona,28,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Orkan Çınar,tr TUR,FW,tr Beşiktaş,21,1996,0.2,6,24.55,5,0,1,0,0,0,1,4.09,1,0,0,0,0,0,Matches
125,Nathaniel Clyne,eng ENG,DF,eng Liverpool,26,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
126,Sebastián Coates,uy URU,DF,pt Sporting CP,26,1990,5.0,3,0.60,2,0,0,0,0,1,1,0.20,1,0,0,0,0,0,Matches
127,Fábio Coentrão,pt POR,"DF,MF",pt Sporting CP,29,1988,3.0,6,2.03,3,2,0,1,0,0,1,0.34,0,0,0,1,0,0,Matches
128,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,21,1996,4.3,25,5.80,17,0,5,0,3,0,7,1.62,4,0,3,0,0,0,Matches
129,Marvin Compper,de GER,DF,de RB Leipzig,32,1985,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Sébastien Corchia,fr FRA,DF,es Sevilla,26,1990,1.2,6,5.09,2,1,0,1,1,1,2,1.70,0,0,0,0,1,1,Matches
131,Jesús Corona,mx MEX,MF,pt Porto,24,1993,3.5,14,3.93,10,0,3,0,1,0,2,0.56,1,0,0,0,1,0,Matches
132,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,22,1995,2.8,22,7.67,16,0,2,1,3,0,2,0.70,2,0,0,0,0,0,Matches
133,Joaquín Correa,ar ARG,FW,es Sevilla,22,1994,7.0,28,4.04,21,0,3,2,2,0,5,0.72,4,0,1,0,0,0,Matches
134,Douglas Costa,br BRA,"FW,MF",it Juventus,26,1990,8.0,21,2.64,12,2,6,0,1,0,2,0.25,2,0,0,0,0,0,Matches
135,Thibaut Courtois,be BEL,GK,eng Chelsea,25,1992,8.0,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
136,Philippe Coutinho,br BRA,"MF,FW",eng Liverpool,25,1992,3.9,23,5.97,13,4,2,1,2,1,5,1.30,4,1,0,0,0,0,Matches
137,Juan Cuadrado,co COL,FW,it Juventus,29,1988,4.6,19,4.19,15,0,4,0,0,0,2,0.44,1,0,1,0,0,0,Matches
138,Mahmoud Dahoud,de GER,MF,de Dortmund,21,1996,2.1,4,1.87,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
139,Diogo Dalot,pt POR,DF,pt Porto,18,1999,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Danilo,br BRA,DF,eng Manchester City,26,1991,4.1,9,2.20,6,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
141,Matteo Darmian,it ITA,DF,eng Manchester Utd,27,1989,2.3,5,2.21,1,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham,24,1993,5.0,12,2.40,10,2,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,26,1991,7.4,34,4.60,22,8,2,1,1,0,8,1.08,6,2,0,0,0,0,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,34,1983,8.6,18,2.09,17,1,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,24,1992,4.4,2,0.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
146,Grégoire Defrel,mq MTQ,FW,it Roma,26,1991,1.8,6,3.23,4,0,0,0,1,1,1,0.54,1,0,0,0,0,0,Matches
147,Fabian Delph,eng ENG,DF,eng Manchester City,27,1989,4.3,4,0.94,3,0,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
148,Mousa Dembélé,be BEL,MF,eng Tottenham,30,1987,3.6,7,1.90,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Moussa Dembélé,fr FRA,FW,sct Celtic,21,1996,3.0,5,1.70,2,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Ousmane Dembélé,fr FRA,"MF,FW",es Barcelona,20,1997,1.6,2,1.27,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
151,Diego Demme,de GER,MF,de RB Leipzig,25,1991,3.6,13,3.59,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Leander Dendoncker,be BEL,"MF,DF",be Anderlecht,22,1995,6.0,8,1.33,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
153,Dentinho,br BRA,"MF,FW",ua Shakhtar,28,1989,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Jan-Arie van der Heijden,nl NED,DF,nl Feyenoord,29,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Olivier Deschacht,be BEL,DF,be Anderlecht,36,1981,3.6,4,1.11,4,0,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
156,Gerard Deulofeu,es ESP,"FW,MF",es Barcelona,23,1994,1.6,6,3.70,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,Ángel Di María,ar ARG,FW,fr Paris S-G,29,1988,1.6,6,3.70,4,2,0,0,0,0,1,0.62,1,0,0,0,0,0,Matches
158,Adama Diakhaby,fr FRA,FW,fr Monaco,21,1996,2.5,2,0.79,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Lassana Diarra,fr FRA,MF,fr Paris S-G,32,1985,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Rúben Dias,pt POR,DF,pt Benfica,20,1997,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,Amadou Diawara,gn GUI,MF,it Napoli,20,1997,4.1,6,1.46,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Brahim Díaz,ma MAR,"MF,FW",eng Manchester City,17,1999,0.6,2,3.27,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Serey Die,ci CIV,MF,ch Basel,32,1984,3.2,7,2.19,4,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
164,Eric Dier,eng ENG,"MF,DF",eng Tottenham,23,1994,6.8,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Lucas Digne,fr FRA,DF,es Barcelona,24,1993,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Kevin Diks,id IDN,DF,nl Feyenoord,20,1996,2.0,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Joshgun Diniyev,az AZE,MF,az Qarabağ,21,1995,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Bas Dost,nl NED,FW,pt Sporting CP,28,1989,4.2,8,1.89,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
169,Douglas,br BRA,DF,pt Benfica,26,1990,3.0,12,4.00,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
170,Seydou Doumbia,ci CIV,FW,pt Sporting CP,29,1987,1.3,4,3.03,4,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
171,Julian Draxler,de GER,MF,fr Paris S-G,23,1993,3.5,16,4.51,14,2,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
172,Danny Drinkwater,eng ENG,MF,eng Chelsea,27,1990,0.4,2,4.19,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Paulo Dybala,ar ARG,"MF,FW",it Juventus,23,1993,7.3,41,5.61,14,15,2,6,4,0,1,0.14,0,0,0,1,0,0,Matches
174,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,27,1990,4.1,18,4.44,15,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
175,Edin Džeko,ba BIH,FW,it Roma,31,1986,12.0,38,3.18,28,0,2,4,3,1,4,0.33,2,0,0,1,1,0,Matches
