Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
65,Jelle Bataille,be BEL,DF,be Antwerp,24,1999,4.6,260,222,37,3,2,0,10,33,1,0,0,0,202,1,5,Matches
66,Christoph Baumgartner,at AUT,MF,de RB Leipzig,23,1999,1.3,46,45,1,0,1,1,1,1,0,0,0,0,34,0,2,Matches
67,Sheraldo Becker,sr SUR,FW,de Union Berlin,28,1995,4.1,87,85,1,0,0,0,21,1,0,0,0,0,50,1,6,Matches
68,Sheraldo Becker,sr SUR,FW,es Real Sociedad,28,1995,0.7,18,18,0,0,0,0,3,0,0,0,0,0,9,0,1,Matches
69,Thomas Beelen,nl NED,DF,nl Feyenoord,22,2001,0.9,56,55,1,1,0,0,0,0,0,0,0,0,52,0,1,Matches
70,Kevin Behrens,de GER,FW,de Union Berlin,32,1991,3.3,66,63,2,0,0,0,3,0,0,0,0,0,41,1,2,Matches
71,Armel Bella Kotchap,de GER,DF,nl PSV Eindhoven,21,2001,0.9,50,48,2,2,0,1,0,0,0,0,0,0,43,0,2,Matches
72,Jude Bellingham,eng ENG,"MF,FW",es Real Madrid,20,2003,11.0,587,572,12,1,2,3,14,2,0,0,0,0,517,3,13,Matches
73,Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8.0,271,204,66,16,0,0,0,0,0,0,0,0,206,1,0,Matches
74,Loris Benito,ch SUI,DF,ch Young Boys,31,1992,4.5,244,219,25,8,0,0,0,1,0,0,0,0,215,0,1,Matches
75,Ramy Bensebaini,dz ALG,DF,de Dortmund,28,1995,4.2,226,183,43,7,0,0,9,36,0,0,0,0,174,0,9,Matches
76,Lucas Beraldo,br BRA,DF,fr Paris S-G,19,2003,4.5,344,328,14,6,0,1,0,8,0,0,0,0,303,2,5,Matches
77,Paulo Bernardo,pt POR,MF,sct Celtic,21,2002,3.5,120,119,1,1,0,0,1,0,0,0,0,0,95,0,3,Matches
78,Juan Bernat,es ESP,DF,pt Benfica,30,1993,1.2,64,57,7,1,0,0,0,6,0,0,0,0,61,0,0,Matches
79,Mads Bidstrup,dk DEN,MF,at RB Salzburg,22,2001,5.5,147,142,4,4,0,1,2,0,0,0,0,0,97,1,6,Matches
80,Justin Bijlow,nl NED,GK,nl Feyenoord,25,1998,4.0,178,163,15,3,0,0,0,0,0,0,0,0,155,0,0,Matches
81,Janis Blaswich,de GER,GK,de RB Leipzig,32,1991,5.0,241,185,56,15,0,1,0,0,0,0,0,0,211,0,0,Matches
82,Lewin Blum,ch SUI,DF,ch Young Boys,22,2001,2.4,84,68,15,0,0,0,12,15,0,0,0,0,54,1,1,Matches
83,Oscar Bobb,no NOR,"FW,MF",eng Manchester City,20,2003,2.4,99,96,3,1,0,0,1,1,1,0,0,0,87,0,1,Matches
84,Sacha Boey,fr FRA,DF,tr Galatasaray,22,2000,6.0,372,304,67,3,1,0,16,64,0,0,0,0,298,1,9,Matches
85,Nicolai Boilesen,dk DEN,"DF,FW",dk FC Copenhagen,31,1992,1.0,62,58,4,3,0,0,1,1,0,0,0,0,53,0,0,Matches
86,Valerii Bondar,ua UKR,DF,ua Shakhtar,24,1999,4.0,175,166,8,8,1,1,0,0,0,0,0,0,158,1,4,Matches
87,Artem Bondarenko,ua UKR,MF,ua Shakhtar,22,2000,2.5,145,142,3,2,0,0,2,0,0,0,0,0,130,0,0,Matches
88,Leonardo Bonucci,it ITA,DF,de Union Berlin,36,1987,2.9,83,80,3,2,0,2,0,1,0,0,0,0,60,0,0,Matches
89,Gonçalo Borges,pt POR,FW,pt Porto,22,2001,0.4,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,Matches
90,Cristian Borja,co COL,DF,pt Braga,30,1993,5.7,320,274,45,7,0,0,17,36,2,0,1,0,277,1,5,Matches
91,Olivier Boscagli,fr FRA,DF,nl PSV Eindhoven,25,1997,6.8,442,410,30,16,2,6,1,2,0,0,0,0,357,2,6,Matches
92,Sven Botman,nl NED,DF,eng Newcastle Utd,23,2000,1.0,47,43,4,4,0,1,0,0,0,0,0,0,41,0,0,Matches
93,Julian Brandt,de GER,"MF,FW",de Dortmund,27,1996,8.7,445,378,66,13,1,3,61,1,50,20,25,0,333,1,12,Matches
94,Bruma,pt POR,FW,pt Braga,28,1994,4.1,183,178,5,0,0,1,6,5,0,0,0,0,152,0,5,Matches
95,Osman Bukari,gh GHA,FW,rs Red Star,24,1998,5.4,125,117,5,3,2,0,12,2,0,0,0,0,79,3,3,Matches
96,Dan Burn,eng ENG,DF,eng Newcastle Utd,31,1992,3.1,115,92,23,1,0,0,1,22,0,0,0,0,86,0,2,Matches
97,Jean Butez,fr FRA,GK,be Antwerp,28,1995,5.0,217,197,19,3,0,0,0,0,0,0,0,0,167,1,0,Matches
98,Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,1998,1.3,28,27,1,0,0,0,1,0,0,0,0,0,21,0,1,Matches
99,Jens Cajuste,se SWE,MF,it Napoli,23,1999,1.8,75,72,3,2,0,1,0,1,0,0,0,0,60,0,3,Matches
100,Davide Calabria,it ITA,DF,it Milan,26,1996,4.8,232,190,41,8,0,1,10,33,0,0,0,0,182,1,6,Matches
101,Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,1994,5.7,437,388,48,31,2,7,23,4,13,4,5,1,376,1,6,Matches
102,Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,2002,8.8,508,495,11,7,3,3,1,3,0,0,0,0,460,2,9,Matches
103,Emre Can,de GER,"MF,DF",de Dortmund,29,1994,10.1,498,489,8,7,0,4,2,1,0,0,0,0,429,1,6,Matches
104,João Cancelo,pt POR,DF,es Barcelona,29,1994,9.0,597,516,80,10,0,8,26,70,0,0,0,0,515,1,12,Matches
105,Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1997,2.4,68,64,4,1,0,0,2,2,1,1,0,0,47,0,2,Matches
106,Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3.0,138,131,6,4,0,1,0,0,0,0,0,0,126,1,0,Matches
107,David Carmo,ao ANG,DF,pt Porto,24,1999,4.0,261,246,13,9,0,0,0,0,0,0,0,0,229,2,1,Matches
108,Cameron Carter-Vickers,us USA,DF,sct Celtic,25,1997,3.3,297,289,6,6,0,1,0,0,0,0,0,0,271,2,1,Matches
109,Dani Carvajal,es ESP,DF,es Real Madrid,31,1992,9.4,500,413,87,10,0,1,7,77,0,0,0,0,414,0,17,Matches
110,Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,1.4,41,38,3,1,0,0,1,0,2,0,0,0,34,0,2,Matches
111,Vitor Carvalho,br BRA,MF,pt Braga,26,1997,2.9,189,181,8,2,0,0,1,4,0,0,0,0,175,0,2,Matches
112,Marc Casado,es ESP,MF,es Barcelona,19,2003,0.3,23,23,0,0,0,1,1,0,0,0,0,0,17,0,0,Matches
113,Nicolò Casale,it ITA,DF,it Lazio,25,1998,2.0,154,150,4,4,0,2,0,0,0,0,0,0,146,0,1,Matches
114,Casemiro,br BRA,MF,eng Manchester Utd,31,1992,1.8,95,91,4,4,4,3,0,0,0,0,0,0,75,0,0,Matches
115,Valentín Castellanos,ar ARG,FW,it Lazio,24,1998,2.4,48,46,2,0,0,0,2,0,0,0,0,0,29,0,2,Matches
116,André Castro,pt POR,MF,pt Braga,35,1988,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
117,Danilo Cataldi,it ITA,MF,it Lazio,28,1994,1.8,93,89,4,2,0,0,3,0,2,1,1,0,78,0,4,Matches
118,Dani Ceballos,es ESP,MF,es Real Madrid,26,1996,1.7,143,141,2,1,0,1,4,1,0,0,0,0,127,0,2,Matches
119,Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,2004,0.7,19,19,0,0,0,0,0,0,0,0,0,0,11,0,2,Matches
120,Chiquinho,pt POR,MF,pt Benfica,28,1995,0.6,45,39,6,4,0,0,4,0,2,2,0,0,38,0,1,Matches
121,Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,1996,4.9,343,330,13,8,0,0,0,4,0,0,0,0,324,0,0,Matches
122,Samuel Chukwueze,ng NGA,FW,it Milan,24,1999,1.8,53,51,2,0,0,0,3,2,0,0,0,0,41,0,2,Matches
123,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,1992,5.3,181,174,7,0,1,0,0,1,1,0,0,0,130,0,6,Matches
124,William Clem,dk DEN,MF,dk FC Copenhagen,19,2004,0.8,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
125,Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2000,1.4,37,36,0,0,0,0,3,0,0,0,0,0,19,1,3,Matches
126,Kingsley Coman,fr FRA,FW,de Bayern Munich,27,1996,5.0,236,229,6,1,0,5,23,2,1,0,0,0,186,1,4,Matches
127,Francisco Conceição,pt POR,"FW,MF",pt Porto,20,2002,2.7,82,75,5,0,0,1,12,1,4,2,0,0,62,2,1,Matches
128,Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2005,0.4,14,13,1,0,0,0,0,1,0,0,0,0,12,0,0,Matches
129,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,1993,0.9,23,23,0,0,0,0,1,0,0,0,0,0,14,0,1,Matches
130,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,1995,3.6,120,118,2,0,0,0,6,0,2,1,0,0,97,0,3,Matches
131,David Costa,pt POR,"MF,FW",fr Lens,22,2001,1.3,60,56,3,2,0,0,2,0,1,0,1,0,50,1,4,Matches
132,Diogo Costa,pt POR,GK,pt Porto,23,1999,8.3,374,303,71,19,0,1,0,0,0,0,0,0,284,0,0,Matches
133,Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,2003,6.0,337,316,20,8,0,1,0,0,0,0,0,0,307,1,0,Matches
134,Thibaut Courtois,be BEL,GK,es Real Madrid,31,1992,1.0,23,20,3,1,0,0,0,0,0,0,0,0,19,0,0,Matches
135,Juan Cuadrado,co COL,"DF,FW",it Inter,35,1988,1.3,52,42,10,1,1,2,4,9,0,0,0,0,44,0,0,Matches
136,Pau Cubarsí,es ESP,DF,es Barcelona,16,2007,3.0,145,136,9,7,0,2,0,0,0,0,0,0,125,0,2,Matches
137,Diogo Dalot,pt POR,DF,eng Manchester Utd,24,1999,5.1,280,236,43,4,0,2,13,39,0,0,0,0,214,1,12,Matches
138,Kevin Danso,at AUT,DF,fr Lens,24,1998,6.0,220,196,23,13,0,0,1,0,0,0,0,0,190,1,0,Matches
139,Matteo Darmian,it ITA,"DF,FW",it Inter,33,1989,4.5,261,229,32,5,0,3,7,27,0,0,0,0,211,0,14,Matches
140,David Datro Fofana,ci CIV,FW,de Union Berlin,20,2002,2.2,35,35,0,0,0,0,2,0,0,0,0,0,24,0,3,Matches
141,Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,7.8,471,403,67,13,0,2,4,53,1,1,0,0,406,1,7,Matches
142,Kevin De Bruyne,be BEL,MF,eng Manchester City,32,1991,2.2,163,136,25,1,0,1,31,4,19,7,7,0,114,2,7,Matches
143,Ritchie De Laet,be BEL,DF,be Antwerp,34,1988,2.5,110,72,37,3,1,1,6,34,0,0,0,0,78,1,3,Matches
144,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,1994,6.8,407,393,13,9,4,3,8,1,3,1,1,0,330,1,8,Matches
145,Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6.0,251,208,43,4,0,1,13,35,4,3,0,0,198,0,5,Matches
146,Miloš Degenek,au AUS,FW,rs Red Star,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Ousmane Dembélé,fr FRA,"FW,MF",fr Paris S-G,26,1997,10.6,586,520,60,6,4,1,86,4,48,8,16,0,403,6,29,Matches
148,Kerem Demirbay,de GER,MF,tr Galatasaray,30,1993,0.7,39,36,3,0,0,1,2,1,1,1,0,0,31,0,1,Matches
149,Thomas van den Belt,nl NED,MF,nl Feyenoord,22,2001,0.4,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
150,Sergiño Dest,us USA,DF,nl PSV Eindhoven,22,2000,7.2,363,305,58,3,0,0,19,55,0,0,0,0,299,0,6,Matches
151,Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,1993,8.0,560,461,96,21,3,3,19,75,0,0,0,0,460,3,6,Matches
152,Ángel Di María,ar ARG,FW,pt Benfica,35,1988,4.6,198,173,25,8,3,7,26,9,8,7,1,0,151,0,5,Matches
153,Rúben Dias,pt POR,DF,eng Manchester City,26,1997,8.5,932,906,26,21,0,1,1,4,0,0,0,0,893,0,3,Matches
154,Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,23,1999,3.6,148,141,6,1,1,1,13,0,1,0,0,0,116,1,4,Matches
155,Eric Dier,eng ENG,DF,de Bayern Munich,29,1994,5.0,398,370,27,10,0,1,0,0,0,0,0,0,358,1,2,Matches
156,Kevin Diks,id IDN,DF,dk FC Copenhagen,26,1996,7.9,382,362,18,9,2,3,0,6,0,0,0,0,345,2,3,Matches
157,Javairô Dilrosun,nl NED,DF,nl Feyenoord,25,1998,0.1,10,8,2,0,0,0,2,1,1,1,0,0,7,0,0,Matches
158,Federico Dimarco,it ITA,DF,it Inter,25,1997,4.0,220,188,30,8,0,2,28,17,5,1,0,0,163,2,10,Matches
159,Andy Diouf,fr FRA,MF,fr Lens,20,2003,0.4,23,21,2,1,0,0,3,0,1,0,1,0,17,0,2,Matches
160,Novatus Dismas,tz TAN,DF,ua Shakhtar,20,2002,1.0,53,42,11,2,0,0,1,9,0,0,0,0,46,0,0,Matches
161,Álvaro djaló,es ESP,FW,pt Braga,23,1999,4.5,97,91,6,0,0,0,7,3,1,0,0,0,72,0,7,Matches
162,Nasser Djiga,bf BFA,DF,rs Red Star,20,2002,6.0,216,205,10,6,0,0,0,4,0,0,0,0,178,1,6,Matches
163,Marko Dmitrović,rs SRB,GK,es Sevilla,31,1992,4.0,148,99,48,10,0,0,0,0,0,0,0,0,91,1,0,Matches
164,Danilho Doekhi,nl NED,DF,de Union Berlin,25,1998,2.9,91,86,3,2,0,0,1,1,0,0,0,0,70,2,1,Matches
165,Jeremy Doku,be BEL,"FW,MF",eng Manchester City,21,2002,3.4,184,178,6,3,0,1,13,3,0,0,0,0,159,0,6,Matches
166,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,1999,12.0,354,259,95,24,0,0,0,0,0,0,0,0,305,0,0,Matches
167,Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,20,2002,1.5,38,37,1,0,0,0,2,0,0,0,0,0,30,0,3,Matches
168,Aleksandar Dragović,at AUT,DF,rs Red Star,32,1991,6.0,261,236,23,13,0,2,1,2,0,0,0,0,233,2,3,Matches
169,Martin Dúbravka,sk SVK,GK,eng Newcastle Utd,34,1989,1.0,35,26,8,3,0,0,0,0,0,0,0,0,27,1,0,Matches
170,Denzel Dumfries,nl NED,DF,it Inter,27,1996,3.6,125,97,26,1,0,0,10,25,0,0,0,0,87,2,4,Matches
171,Ederson,br BRA,GK,eng Manchester City,29,1993,7.3,249,216,33,10,0,4,0,0,0,0,0,0,236,0,0,Matches
172,Jorge Eduardo Sánchez,mx MEX,DF,pt Porto,25,1997,2.1,107,83,24,1,0,0,4,23,0,0,0,0,85,0,8,Matches
173,Eguinaldo,br BRA,"MF,FW",ua Shakhtar,18,2004,0.2,5,4,1,0,0,0,1,1,0,0,0,0,1,0,1,Matches
174,Chidera Ejuke,ng NGA,FW,be Antwerp,25,1998,1.7,87,80,7,0,0,1,7,3,4,2,2,0,77,0,3,Matches
175,Jurgen Ekkelenkamp,nl NED,MF,be Antwerp,23,2000,3.0,62,60,2,1,0,0,2,1,0,0,0,0,51,0,1,Matches
176,Meschak Elia,cd COD,"FW,MF",ch Young Boys,25,1997,5.5,100,94,6,0,0,0,9,1,1,1,0,0,74,0,5,Matches
177,Elif Elmas,mk MKD,MF,de RB Leipzig,23,1999,0.2,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0,Matches
178,Elif Elmas,mk MKD,"FW,MF",it Napoli,23,1999,1.6,77,75,2,0,1,0,6,1,1,0,1,0,61,0,0,Matches
179,Mohamed Elneny,eg EGY,MF,eng Arsenal,31,1992,0.7,25,24,1,1,0,0,0,0,0,0,0,0,21,0,1,Matches
180,Aritz Elustondo,es ESP,DF,es Real Sociedad,29,1994,1.9,114,106,7,0,0,2,0,7,0,0,0,0,97,1,2,Matches
181,Mohamed Elyounoussi,no NOR,"FW,MF",dk FC Copenhagen,28,1994,7.6,186,181,4,1,2,0,11,1,0,0,0,0,132,1,8,Matches
182,Youssef En-Nesyri,ma MAR,FW,es Sevilla,26,1997,5.7,66,53,13,0,0,1,0,0,0,0,0,0,43,0,2,Matches
183,Luis Enrique Palma,hn HON,FW,sct Celtic,23,2000,3.0,116,106,10,2,1,5,13,0,8,4,2,0,79,0,5,Matches
184,Christian Eriksen,dk DEN,MF,eng Manchester Utd,31,1992,2.3,139,132,6,3,2,2,6,0,3,1,0,0,108,1,0,Matches
185,Stephen Eustáquio,ca CAN,MF,pt Porto,26,1996,5.9,276,244,32,19,0,1,12,2,11,1,6,0,234,0,6,Matches
186,Evanilson,br BRA,FW,pt Porto,23,1999,5.4,116,101,11,1,2,0,3,3,0,0,0,0,89,4,5,Matches
187,Jonny Evans,nir NIR,DF,eng Manchester Utd,35,1988,0.7,47,43,4,1,0,0,0,1,0,0,0,0,39,0,1,Matches
188,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,31,1992,7.0,356,345,10,9,0,1,1,1,0,0,0,0,307,1,8,Matches
189,João Félix,pt POR,FW,es Barcelona,23,1999,4.1,166,162,3,0,2,1,9,3,0,0,0,0,120,1,4,Matches
190,Bruno Fernandes,pt POR,"MF,FW",eng Manchester Utd,28,1994,6.0,303,249,52,17,2,4,32,8,21,4,12,0,209,2,8,Matches
