Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Matches
92,Sven Botman,nl NED,DF,eng Newcastle Utd,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
93,Julian Brandt,de GER,"MF,FW",de Dortmund,27,1996,12,9,785,8.7,2,2,4,2,0,0,0,0,1.4,1.4,2.1,3.5,18,26,54,0.23,0.23,0.46,0.23,0.46,0.16,0.24,0.40,0.16,0.40,Matches
94,Bruma,pt POR,FW,pt Braga,28,1994,5,4,371,4.1,2,1,3,2,0,0,0,0,0.7,0.7,0.4,1.1,22,26,47,0.49,0.24,0.73,0.49,0.73,0.17,0.09,0.27,0.17,0.27,Matches
95,Osman Bukari,gh GHA,FW,rs Red Star,24,1998,6,5,486,5.4,2,2,4,2,0,0,1,0,1.0,1.0,2.5,3.4,24,22,41,0.37,0.37,0.74,0.37,0.74,0.18,0.46,0.63,0.18,0.63,Matches
96,Dan Burn,eng ENG,DF,eng Newcastle Utd,31,1992,4,3,277,3.1,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,11,8,0.32,0.00,0.32,0.32,0.32,0.07,0.00,0.07,0.07,0.07,Matches
97,Jean Butez,fr FRA,GK,be Antwerp,28,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
98,Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,1998,4,1,120,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,0,2,6,0.75,0.00,0.75,0.75,0.75,0.51,0.09,0.60,0.51,0.60,Matches
99,Jens Cajuste,se SWE,MF,it Napoli,23,1999,6,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Davide Calabria,it ITA,DF,it Milan,26,1996,6,5,428,4.8,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.3,2,16,14,0.00,0.21,0.21,0.00,0.21,0.04,0.22,0.26,0.04,0.26,Matches
101,Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,1994,6,6,509,5.7,1,0,1,0,1,1,2,0,1.1,0.4,1.5,1.8,9,31,11,0.18,0.00,0.18,0.00,0.00,0.22,0.28,0.49,0.07,0.35,Matches
102,Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,2002,11,9,789,8.8,0,1,1,0,0,0,3,0,0.3,0.3,0.7,1.0,13,42,16,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.11,0.03,0.11,Matches
103,Emre Can,de GER,"MF,DF",de Dortmund,29,1994,11,11,909,10.1,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.3,4,44,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
104,João Cancelo,pt POR,DF,es Barcelona,29,1994,10,9,808,9.0,2,1,3,2,0,0,1,0,0.6,0.6,0.9,1.5,32,54,50,0.22,0.11,0.33,0.22,0.33,0.07,0.10,0.17,0.07,0.17,Matches
105,Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1997,4,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,6,7,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
106,Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3,3,269,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
107,David Carmo,ao ANG,DF,pt Porto,24,1999,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
108,Cameron Carter-Vickers,us USA,DF,sct Celtic,25,1997,4,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
109,Dani Carvajal,es ESP,DF,es Real Madrid,31,1992,10,9,846,9.4,1,1,2,1,0,0,3,0,0.6,0.6,1.1,1.7,13,25,43,0.11,0.11,0.21,0.11,0.21,0.06,0.12,0.18,0.06,0.18,Matches
110,Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,3,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,4,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
111,Vitor Carvalho,br BRA,MF,pt Braga,26,1997,5,4,264,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,8,3,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
112,Marc Casado,es ESP,MF,es Barcelona,19,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Nicolò Casale,it ITA,DF,it Lazio,25,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Casemiro,br BRA,MF,eng Manchester Utd,31,1992,2,2,166,1.8,2,0,2,2,0,0,2,1,1.0,1.0,0.1,1.1,1,11,2,1.08,0.00,1.08,1.08,1.08,0.55,0.04,0.58,0.55,0.58,Matches
115,Valentín Castellanos,ar ARG,FW,it Lazio,24,1998,7,1,218,2.4,0,0,0,0,0,0,2,0,1.4,1.4,0.1,1.5,2,5,16,0.00,0.00,0.00,0.00,0.00,0.57,0.05,0.62,0.57,0.62,Matches
116,André Castro,pt POR,MF,pt Braga,35,1988,1,0,5,0.1,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18.00,0.00,18.00,18.00,18.00,0.48,0.00,0.48,0.48,0.48,Matches
117,Danilo Cataldi,it ITA,MF,it Lazio,28,1994,5,1,160,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
118,Dani Ceballos,es ESP,MF,es Real Madrid,26,1996,3,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,4,10,6,0.59,0.00,0.59,0.59,0.59,0.11,0.12,0.23,0.11,0.23,Matches
119,Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
120,Chiquinho,pt POR,MF,pt Benfica,28,1995,5,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
121,Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,1996,7,5,439,4.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,7,22,2,0.21,0.00,0.21,0.21,0.21,0.15,0.03,0.17,0.15,0.17,Matches
122,Samuel Chukwueze,ng NGA,FW,it Milan,24,1999,4,2,165,1.8,2,0,2,2,0,0,0,0,0.9,0.9,0.7,1.6,9,6,18,1.09,0.00,1.09,1.09,1.09,0.51,0.37,0.88,0.51,0.88,Matches
123,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,1992,7,6,479,5.3,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,5,12,17,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.22,0.14,0.22,Matches
124,William Clem,dk DEN,MF,dk FC Copenhagen,19,2004,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
125,Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2000,2,1,126,1.4,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,4,3,7,0.71,0.00,0.71,0.71,0.71,0.57,0.00,0.57,0.57,0.57,Matches
126,Kingsley Coman,fr FRA,FW,de Bayern Munich,27,1996,7,5,446,5.0,2,0,2,2,0,0,0,0,1.8,1.8,0.6,2.4,29,21,73,0.40,0.00,0.40,0.40,0.40,0.37,0.11,0.48,0.37,0.48,Matches
127,Francisco Conceição,pt POR,"FW,MF",pt Porto,20,2002,8,2,241,2.7,1,1,2,1,0,0,2,0,0.9,0.9,0.5,1.4,10,9,25,0.37,0.37,0.75,0.37,0.75,0.34,0.17,0.52,0.34,0.52,Matches
128,Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2005,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,1993,3,0,82,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,2,3,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.25,0.10,0.25,Matches
130,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,1995,10,2,324,3.6,1,0,1,1,0,0,1,0,2.1,2.1,0.8,2.9,7,21,34,0.28,0.00,0.28,0.28,0.28,0.63,0.25,0.88,0.63,0.88,Matches
131,David Costa,pt POR,"MF,FW",fr Lens,22,2001,3,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Diogo Costa,pt POR,GK,pt Porto,23,1999,8,8,750,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,2003,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
134,Thibaut Courtois,be BEL,GK,es Real Madrid,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Juan Cuadrado,co COL,"DF,FW",it Inter,35,1988,2,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,9,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
136,Pau Cubarsí,es ESP,DF,es Barcelona,16,2007,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
137,Diogo Dalot,pt POR,DF,eng Manchester Utd,24,1999,6,5,463,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,16,8,25,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
138,Kevin Danso,at AUT,DF,fr Lens,24,1998,6,6,540,6.0,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,4,15,2,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
139,Matteo Darmian,it ITA,"DF,FW",it Inter,33,1989,7,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,26,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
140,David Datro Fofana,ci CIV,FW,de Union Berlin,20,2002,4,2,199,2.2,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,3,6,14,0.45,0.00,0.45,0.45,0.45,0.41,0.13,0.53,0.41,0.53,Matches
141,Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,10,7,706,7.8,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.5,24,26,39,0.13,0.00,0.13,0.13,0.13,0.03,0.03,0.06,0.03,0.06,Matches
142,Kevin De Bruyne,be BEL,MF,eng Manchester City,32,1991,2,2,201,2.2,2,2,4,2,0,0,0,0,1.2,1.2,0.6,1.7,6,15,28,0.90,0.90,1.79,0.90,1.79,0.52,0.26,0.77,0.52,0.77,Matches
143,Ritchie De Laet,be BEL,DF,be Antwerp,34,1988,4,3,223,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,4,12,8,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,Matches
144,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,1994,8,8,611,6.8,1,0,1,1,0,0,2,1,0.7,0.7,0.7,1.5,14,38,19,0.15,0.00,0.15,0.15,0.15,0.10,0.11,0.21,0.10,0.21,Matches
145,Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6,6,540,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,16,18,27,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
146,Miloš Degenek,au AUS,FW,rs Red Star,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Ousmane Dembélé,fr FRA,"FW,MF",fr Paris S-G,26,1997,11,11,951,10.6,2,1,3,2,0,0,5,0,3.0,3.0,1.8,4.8,95,61,137,0.19,0.09,0.28,0.19,0.28,0.28,0.17,0.45,0.28,0.45,Matches
148,Kerem Demirbay,de GER,MF,tr Galatasaray,30,1993,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Thomas van den Belt,nl NED,MF,nl Feyenoord,22,2001,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
150,Sergiño Dest,us USA,DF,nl PSV Eindhoven,22,2000,8,7,647,7.2,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.7,27,42,27,0.00,0.14,0.14,0.00,0.14,0.02,0.08,0.10,0.02,0.10,Matches
151,Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,1993,8,8,720,8.0,1,1,2,1,0,0,0,0,0.4,0.4,1.7,2.1,11,42,42,0.12,0.12,0.25,0.12,0.25,0.05,0.22,0.27,0.05,0.27,Matches
152,Ángel Di María,ar ARG,FW,pt Benfica,35,1988,5,5,412,4.6,1,1,2,1,0,0,0,0,0.3,0.3,1.8,2.2,19,27,33,0.22,0.22,0.44,0.22,0.44,0.08,0.40,0.48,0.08,0.48,Matches
153,Rúben Dias,pt POR,DF,eng Manchester City,26,1997,9,9,765,8.5,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,14,54,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
154,Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,23,1999,9,3,323,3.6,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.2,17,18,29,0.56,0.28,0.84,0.56,0.84,0.47,0.52,0.99,0.47,0.99,Matches
155,Eric Dier,eng ENG,DF,de Bayern Munich,29,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,11,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
156,Kevin Diks,id IDN,DF,dk FC Copenhagen,26,1996,8,8,707,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,19,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
157,Javairô Dilrosun,nl NED,DF,nl Feyenoord,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.19,0.35,0.55,0.19,0.55,Matches
158,Federico Dimarco,it ITA,DF,it Inter,25,1997,7,4,364,4.0,1,0,1,1,0,0,0,0,0.5,0.5,0.9,1.4,14,12,33,0.25,0.00,0.25,0.25,0.25,0.13,0.23,0.35,0.13,0.35,Matches
159,Andy Diouf,fr FRA,MF,fr Lens,20,2003,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.94,0.00,0.94,Matches
160,Novatus Dismas,tz TAN,DF,ua Shakhtar,20,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
161,Álvaro djaló,es ESP,FW,pt Braga,23,1999,5,5,405,4.5,2,0,2,2,0,1,1,0,1.8,1.1,0.7,1.7,14,15,36,0.44,0.00,0.44,0.44,0.44,0.41,0.15,0.56,0.23,0.38,Matches
162,Nasser Djiga,bf BFA,DF,rs Red Star,20,2002,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,2,7,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
163,Marko Dmitrović,rs SRB,GK,es Sevilla,31,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Danilho Doekhi,nl NED,DF,de Union Berlin,25,1998,3,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Jeremy Doku,be BEL,"FW,MF",eng Manchester City,21,2002,7,1,304,3.4,1,1,2,1,0,0,0,0,1.3,1.3,1.2,2.5,38,14,66,0.30,0.30,0.59,0.30,0.59,0.42,0.39,0.81,0.42,0.81,Matches
166,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,1999,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,20,2002,4,2,138,1.5,0,0,0,0,0,0,0,0,1.1,1.1,0.0,1.1,4,5,16,0.00,0.00,0.00,0.00,0.00,0.72,0.01,0.73,0.72,0.73,Matches
168,Aleksandar Dragović,at AUT,DF,rs Red Star,32,1991,6,6,540,6.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,3,16,0,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches
169,Martin Dúbravka,sk SVK,GK,eng Newcastle Utd,34,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Denzel Dumfries,nl NED,DF,it Inter,27,1996,5,4,320,3.6,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.8,10,4,22,0.00,0.28,0.28,0.00,0.28,0.25,0.24,0.50,0.25,0.50,Matches
171,Ederson,br BRA,GK,eng Manchester City,29,1993,7,7,660,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Jorge Eduardo Sánchez,mx MEX,DF,pt Porto,25,1997,6,1,185,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,4,10,13,0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.30,0.05,0.30,Matches
173,Eguinaldo,br BRA,"MF,FW",ua Shakhtar,18,2004,3,0,16,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,5.63,0.00,5.63,5.63,5.63,0.69,0.00,0.69,0.69,0.69,Matches
174,Chidera Ejuke,ng NGA,FW,be Antwerp,25,1998,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,16,11,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.14,0.23,Matches
175,Jurgen Ekkelenkamp,nl NED,MF,be Antwerp,23,2000,4,4,274,3.0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.3,3,5,8,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
176,Meschak Elia,cd COD,"FW,MF",ch Young Boys,25,1997,6,6,498,5.5,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,15,3,41,0.36,0.00,0.36,0.36,0.36,0.13,0.10,0.24,0.13,0.24,Matches
177,Elif Elmas,mk MKD,MF,de RB Leipzig,23,1999,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Elif Elmas,mk MKD,"FW,MF",it Napoli,23,1999,5,0,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,4,6,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
179,Mohamed Elneny,eg EGY,MF,eng Arsenal,31,1992,2,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
180,Aritz Elustondo,es ESP,DF,es Real Sociedad,29,1994,5,2,172,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
181,Mohamed Elyounoussi,no NOR,"FW,MF",dk FC Copenhagen,28,1994,8,8,684,7.6,3,0,3,3,0,0,0,0,2.1,2.1,1.4,3.5,18,18,29,0.39,0.00,0.39,0.39,0.39,0.28,0.18,0.46,0.28,0.46,Matches
182,Youssef En-Nesyri,ma MAR,FW,es Sevilla,26,1997,6,6,512,5.7,2,0,2,2,0,0,0,0,1.8,1.8,0.0,1.8,3,4,15,0.35,0.00,0.35,0.35,0.35,0.32,0.00,0.32,0.32,0.32,Matches
183,Luis Enrique Palma,hn HON,FW,sct Celtic,23,2000,5,4,266,3.0,2,0,2,1,1,1,3,0,1.1,0.3,0.0,0.3,8,14,38,0.68,0.00,0.68,0.34,0.34,0.36,0.00,0.36,0.09,0.10,Matches
184,Christian Eriksen,dk DEN,MF,eng Manchester Utd,31,1992,4,2,203,2.3,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.8,1,22,1,0.00,0.44,0.44,0.00,0.44,0.16,0.21,0.37,0.16,0.37,Matches
185,Stephen Eustáquio,ca CAN,MF,pt Porto,26,1996,8,6,532,5.9,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.9,2,23,10,0.17,0.00,0.17,0.17,0.17,0.09,0.06,0.15,0.09,0.15,Matches
186,Evanilson,br BRA,FW,pt Porto,23,1999,7,5,488,5.4,4,1,5,3,1,1,0,0,1.7,1.0,1.2,2.2,10,10,28,0.74,0.18,0.92,0.55,0.74,0.32,0.23,0.55,0.18,0.40,Matches
187,Jonny Evans,nir NIR,DF,eng Manchester Utd,35,1988,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
188,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,31,1992,7,7,630,7.0,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,6,30,3,0.00,0.14,0.14,0.00,0.14,0.01,0.09,0.10,0.01,0.10,Matches
189,João Félix,pt POR,FW,es Barcelona,23,1999,9,4,369,4.1,3,1,4,3,0,0,2,0,1.6,1.6,0.5,2.1,13,13,65,0.73,0.24,0.98,0.73,0.98,0.39,0.11,0.51,0.39,0.51,Matches
190,Bruno Fernandes,pt POR,"MF,FW",eng Manchester Utd,28,1994,6,6,540,6.0,2,2,4,1,1,1,2,0,1.6,0.9,2.2,3.0,10,34,25,0.33,0.33,0.67,0.17,0.50,0.27,0.36,0.64,0.14,0.51,Matches
191,Roger Fernandes,gw GNB,FW,pt Braga,17,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
192,Carlos Fernández,es ESP,FW,es Real Sociedad,27,1996,4,0,68,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
193,Fernando,br BRA,FW,at RB Salzburg,24,1999,1,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,1,7,0.00,0.00,0.00,0.00,0.00,0.65,0.16,0.81,0.65,0.81,Matches
194,Fernando,br BRA,MF,es Sevilla,36,1987,4,4,328,3.6,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,1,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
195,Alessandro Florenzi,it ITA,DF,it Milan,32,1991,4,1,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,7,10,3,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,Matches
196,Phil Foden,eng ENG,"FW,MF",eng Manchester City,23,2000,8,7,681,7.6,5,4,9,5,0,0,0,0,3.3,3.3,2.1,5.3,23,53,89,0.66,0.53,1.19,0.66,1.19,0.45,0.28,0.74,0.45,0.74,Matches
197,Diogo Fonseca,pt POR,DF,pt Braga,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,6,0.00,0.00,0.00,0.00,0.00,1.76,0.00,1.76,1.76,1.76,Matches
198,José Fonte,pt POR,DF,pt Braga,39,1983,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,9,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
199,James Forrest,sct SCO,FW,sct Celtic,32,1991,3,1,94,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,5,12,0.00,0.00,0.00,0.00,0.00,0.13,0.09,0.22,0.13,0.22,Matches
200,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,31,1991,6,6,406,4.5,1,0,1,1,0,0,1,0,0.8,0.8,0.4,1.2,6,14,15,0.22,0.00,0.22,0.22,0.22,0.18,0.09,0.27,0.18,0.27,Matches
