Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
191,Sofiane Feghouli,dz ALG,"MF,FW",tr Galatasaray,28,1989,1.5,107,87,20,9,1,0,22,1,10,4,5,0,70,0,3,Matches
192,Ljubomir Fejsa,rs SRB,MF,pt Benfica,29,1988,4.8,200,186,14,13,0,2,0,1,0,0,0,0,169,0,3,Matches
193,Nabil Fekir,fr FRA,"MF,FW",fr Lyon,25,1993,5.6,210,196,12,8,4,1,7,0,3,0,1,0,181,2,2,Matches
194,Felipe,br BRA,DF,pt Porto,29,1989,10.3,577,557,20,19,0,5,2,1,0,0,0,0,456,0,7,Matches
195,João Félix,pt POR,"FW,MF",pt Benfica,18,1999,0.8,30,29,1,0,1,0,4,1,0,0,0,0,22,0,1,Matches
196,Marouane Fellaini,be BEL,MF,eng Manchester Utd,30,1987,3.4,198,195,3,2,0,0,3,1,0,0,0,0,175,0,3,Matches
197,Gedson Fernandes,pt POR,MF,pt Benfica,19,1999,5.1,166,153,12,2,0,0,2,0,0,0,0,0,128,1,9,Matches
198,Manuel Fernandes,pt POR,"FW,MF",ru Loko Moscow,32,1986,3.2,159,135,23,9,0,1,15,6,8,3,3,0,114,1,4,Matches
199,Mário Fernandes,ru RUS,DF,ru CSKA Moscow,27,1990,5.1,220,181,39,2,0,0,11,37,0,0,0,0,170,0,6,Matches
200,Fernandinho,br BRA,"MF,DF",eng Manchester City,33,1985,7.1,495,482,9,8,4,1,0,1,0,0,0,0,429,4,4,Matches
201,Fernando,br BRA,"FW,MF",pt Porto,25,1993,1.6,28,27,1,0,1,0,1,1,0,0,0,0,18,0,2,Matches
202,Fernando,br BRA,FW,ua Shakhtar,19,1999,0.9,25,25,0,0,0,1,0,0,0,0,0,0,17,0,2,Matches
203,Fernando,br BRA,MF,tr Galatasaray,31,1987,3.6,159,156,2,2,0,2,2,0,0,0,0,0,135,1,3,Matches
204,Jordan Ferri,fr FRA,MF,fr Lyon,26,1992,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
205,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,26,1991,7.8,325,316,9,1,6,1,6,5,0,0,0,0,251,0,9,Matches
206,Alessandro Florenzi,it ITA,"DF,FW",it Roma,27,1991,6.9,343,273,67,4,2,4,17,58,5,1,4,0,262,3,7,Matches
207,Phil Foden,eng ENG,MF,eng Manchester City,18,2000,1.4,68,66,1,0,1,0,3,0,1,0,1,0,56,1,2,Matches
208,Hernâni Fortes,pt POR,"FW,MF",pt Porto,26,1991,1.4,27,27,0,0,0,0,6,0,0,0,0,0,14,0,1,Matches
209,Juan Foyth,ar ARG,DF,eng Tottenham,20,1998,1.1,95,90,4,2,0,1,2,2,0,0,0,0,85,1,1,Matches
210,Fred,br BRA,MF,eng Manchester Utd,25,1993,5.1,369,345,20,13,1,4,8,1,6,2,3,1,311,4,6,Matches
211,Gabriel,br BRA,"MF,FW",pt Benfica,24,1993,2.5,137,135,2,2,1,0,1,0,0,0,0,0,100,0,2,Matches
212,Cody Gakpo,nl NED,MF,nl PSV Eindhoven,19,1999,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
213,Konstantinos Galanopoulos,gr GRE,MF,gr AEK Athens,20,1997,5.4,175,171,2,2,0,2,0,0,0,0,0,0,152,2,2,Matches
214,Rodrigo Galo Brito,br BRA,"DF,MF",gr AEK Athens,31,1986,1.3,64,52,12,0,0,1,5,9,3,2,0,0,49,0,1,Matches
215,Kévin Gameiro,fr FRA,FW,es Valencia,31,1987,1.5,45,43,1,0,0,0,0,0,0,0,0,0,37,1,1,Matches
216,Ezequiel Garay,ar ARG,DF,es Valencia,31,1986,2.4,126,116,10,9,0,1,0,1,0,0,0,0,110,0,0,Matches
217,Ulisses Garcia,ch SUI,DF,ch Young Boys,22,1996,1.5,69,60,9,0,0,0,6,9,0,0,0,0,53,0,1,Matches
218,Paulo Gazzaniga,ar ARG,GK,eng Tottenham,26,1992,1.0,28,23,5,3,0,0,0,0,0,0,0,0,24,0,0,Matches
219,David de Gea,es ESP,GK,eng Manchester Utd,27,1990,9.0,211,119,92,20,0,0,0,0,0,0,0,0,144,0,0,Matches
220,Dennis Geiger,de GER,MF,de Hoffenheim,20,1998,0.7,9,7,2,1,0,0,1,0,1,0,1,0,4,0,1,Matches
221,Faouzi Ghoulam,dz ALG,DF,it Napoli,27,1991,0.2,26,21,4,1,0,0,2,2,1,0,1,0,17,1,0,Matches
222,Giorgos Giakoumakis,gr GRE,FW,gr AEK Athens,23,1994,0.6,12,10,2,0,0,0,0,0,0,0,0,0,8,0,0,Matches
223,Giannis Gianniotas,gr GRE,"FW,MF",gr AEK Athens,25,1993,0.6,16,16,0,0,0,0,2,0,0,0,0,0,6,0,2,Matches
224,Kamil Glik,pl POL,DF,fr Monaco,30,1988,4.8,199,189,10,10,0,0,0,0,0,0,0,0,166,0,1,Matches
225,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,23,1995,4.9,163,158,4,0,0,0,12,1,3,2,0,0,117,1,4,Matches
226,Marko Gobeljić,rs SRB,DF,rs Red Star,25,1992,3.4,130,97,33,3,0,0,7,30,0,0,0,0,86,0,7,Matches
227,Diego Godín,uy URU,DF,es Atlético Madrid,32,1986,6.0,266,251,13,13,1,4,0,0,0,0,0,0,212,2,3,Matches
228,Benjamin Goller,de GER,MF,de Schalke 04,19,1999,0.6,11,10,0,0,0,0,0,0,0,0,0,0,5,1,1,Matches
229,Aleksandr Golovin,ru RUS,"FW,MF",fr Monaco,22,1996,2.5,113,111,1,1,3,2,1,0,0,0,0,0,95,1,3,Matches
230,Joe Gomez,eng ENG,DF,eng Liverpool,21,1997,5.9,450,408,42,6,0,2,3,36,0,0,0,0,363,0,4,Matches
231,Sergio Gómez,es ESP,FW,de Dortmund,17,2000,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
232,Leon Goretzka,de GER,MF,de Bayern Munich,23,1995,3.6,184,180,2,2,0,1,2,0,0,0,0,0,159,2,7,Matches
233,Mathieu Gorgelin,fr FRA,GK,fr Lyon,27,1990,0.6,19,15,4,0,0,0,0,0,0,0,0,0,16,0,0,Matches
234,Mario Götze,de GER,"MF,FW",de Dortmund,26,1992,4.9,271,253,16,1,3,4,4,7,2,1,0,0,227,2,3,Matches
235,Gobe Gouano,fr FRA,FW,fr Monaco,17,2000,0.3,6,5,1,0,0,0,0,0,0,0,0,0,3,0,1,Matches
236,Samuel Grandsir,fr FRA,"MF,FW",fr Monaco,21,1996,2.1,73,68,5,2,1,2,15,1,2,0,2,0,50,0,3,Matches
237,Mason Greenwood,eng ENG,MF,eng Manchester Utd,16,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,27,1991,8.0,353,312,38,13,4,6,27,2,15,6,8,0,247,3,10,Matches
239,Vincenzo Grifo,it ITA,DF,de Hoffenheim,25,1993,0.1,5,3,2,0,0,0,1,2,0,0,0,0,4,0,1,Matches
240,Florian Grillitsch,at AUT,MF,de Hoffenheim,22,1995,4.6,206,201,4,3,1,5,1,0,0,0,0,0,168,1,1,Matches
241,Álex Grimaldo,es ESP,DF,pt Benfica,22,1995,6.0,331,287,44,9,0,2,13,33,2,2,0,0,278,0,6,Matches
242,Gonçalo Guedes,pt POR,MF,es Valencia,21,1996,3.5,131,126,3,1,0,0,2,2,0,0,0,0,100,2,4,Matches
243,Raphaël Guerreiro,pt POR,"FW,MF",de Dortmund,24,1993,3.2,257,239,18,3,0,1,14,1,14,5,4,2,224,0,3,Matches
244,Sinan Gümüş,,FW,tr Galatasaray,24,1994,2.5,55,45,8,1,0,0,4,0,3,2,0,0,44,2,0,Matches
245,İlkay Gündoğan,de GER,MF,eng Manchester City,27,1990,6.5,529,492,35,15,6,2,24,1,19,4,11,0,472,2,4,Matches
246,Erick Gutiérrez,mx MEX,MF,nl PSV Eindhoven,23,1995,1.1,56,54,2,1,0,1,0,1,0,0,0,0,48,0,0,Matches
247,Robin Hack,de GER,MF,de Hoffenheim,19,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
248,Munir El Haddadi,ma MAR,FW,es Barcelona,22,1995,0.7,20,17,3,0,0,1,0,2,0,0,0,0,17,0,1,Matches
249,Achraf Hakimi,ma MAR,DF,de Dortmund,19,1998,4.1,394,354,40,6,0,2,9,34,0,0,0,0,332,0,12,Matches
250,Marek Hamšík,sk SVK,MF,it Napoli,31,1987,5.1,444,435,7,7,2,11,0,0,0,0,0,0,393,2,3,Matches
251,Samir Handanović,si SVN,GK,it Inter,34,1984,6.0,201,145,56,14,0,0,0,0,0,0,0,0,169,0,0,Matches
252,Amine Harit,ma MAR,"MF,FW",de Schalke 04,21,1997,1.6,53,51,2,0,0,0,1,0,2,0,0,0,42,0,2,Matches
253,Milan Havel,cz CZE,"FW,DF",cz Viktoria Plzeň,23,1994,2.5,47,38,9,2,0,1,2,7,0,0,0,0,25,0,4,Matches
254,Lukáš Hejda,cz CZE,DF,cz Viktoria Plzeň,28,1990,5.0,154,146,7,7,0,0,0,0,0,0,0,0,117,1,0,Matches
255,Jordan Henderson,eng ENG,MF,eng Liverpool,28,1990,8.9,486,467,16,8,6,9,12,4,0,0,0,0,403,3,8,Matches
256,Jorrit Hendrix,nl NED,MF,nl PSV Eindhoven,23,1995,5.8,182,179,0,0,2,1,1,0,0,0,0,0,139,3,4,Matches
257,Benjamin Henrichs,de GER,"DF,MF",fr Monaco,21,1997,3.3,169,148,19,0,0,1,7,19,0,0,0,0,119,2,5,Matches
258,Lucas Hernández,fr FRA,DF,es Atlético Madrid,22,1996,5.0,290,270,19,3,0,0,0,16,0,0,0,0,251,1,4,Matches
259,Ander Herrera,es ESP,MF,eng Manchester Utd,28,1989,1.9,107,104,2,2,1,1,3,0,0,0,0,0,99,1,0,Matches
260,Héctor Herrera,mx MEX,MF,pt Porto,28,1990,9.2,442,422,19,14,1,1,7,4,0,0,0,0,361,1,11,Matches
261,Son Heung-min,kr KOR,FW,eng Tottenham,26,1992,10.0,297,285,11,0,2,0,8,5,4,1,0,0,243,1,8,Matches
262,Marwin Hitz,ch SUI,GK,de Dortmund,30,1987,1.0,31,25,6,2,0,0,0,0,0,0,0,0,28,0,0,Matches
263,Guillaume Hoarau,fr FRA,FW,ch Young Boys,34,1984,4.5,110,97,12,0,1,0,1,0,0,0,0,0,72,1,0,Matches
264,Justin Hoogma,nl NED,MF,de Hoffenheim,20,1998,1.0,28,28,0,0,0,0,0,0,0,0,0,0,22,0,0,Matches
265,Tomáš Hořava,cz CZE,MF,cz Viktoria Plzeň,30,1988,2.4,104,103,1,1,0,2,1,0,0,0,0,0,86,0,3,Matches
266,Ethan Horvath,us USA,GK,be Club Brugge,23,1995,3.0,97,63,34,6,0,0,0,0,0,0,0,0,48,0,0,Matches
267,Benedikt Höwedes,de GER,DF,ru Loko Moscow,30,1988,5.0,159,145,14,8,0,1,0,6,0,0,0,0,114,0,1,Matches
268,Patrik Hrošovský,sk SVK,MF,cz Viktoria Plzeň,26,1992,6.0,292,261,31,13,1,2,11,2,16,6,0,0,262,0,0,Matches
269,Aleš Hruška,cz CZE,GK,cz Viktoria Plzeň,32,1985,4.0,156,86,70,24,0,0,0,0,0,0,0,0,102,0,0,Matches
270,Benjamin Hübner,de GER,DF,de Hoffenheim,29,1989,1.0,35,32,2,2,0,1,0,0,0,0,0,0,28,1,0,Matches
271,Roman Hubník,cz CZE,DF,cz Viktoria Plzeň,34,1984,6.0,183,175,5,4,0,2,0,1,0,0,0,0,142,3,1,Matches
272,Niklas Hult,se SWE,DF,gr AEK Athens,28,1990,6.0,303,246,57,5,0,1,11,52,0,0,0,0,220,0,13,Matches
273,Mats Hummels,de GER,DF,de Bayern Munich,29,1988,6.0,459,443,16,16,2,5,0,0,0,0,0,0,402,0,0,Matches
274,Klaas-Jan Huntelaar,nl NED,FW,nl Ajax,34,1983,1.1,16,15,1,0,0,0,0,0,0,0,0,0,12,0,1,Matches
275,Elseid Hysaj,al ALB,DF,it Napoli,24,1994,1.7,134,121,13,3,0,0,2,10,0,0,0,0,122,0,1,Matches
276,Mauro Icardi,ar ARG,FW,it Inter,25,1993,6.0,91,78,13,0,1,0,1,0,0,0,0,0,66,0,2,Matches
277,Brian Idowu,ng NGA,DF,ru Loko Moscow,26,1992,3.0,156,123,33,2,0,0,5,31,0,0,0,0,119,0,10,Matches
278,Vladislav Ignatyev,ru RUS,DF,ru Loko Moscow,31,1987,5.8,269,228,39,1,0,0,14,38,0,0,0,0,181,2,16,Matches
279,Selçuk İnan,tr TUR,MF,tr Galatasaray,33,1985,1.2,85,79,5,5,0,1,1,0,0,0,0,0,72,1,0,Matches
280,Lorenzo Insigne,it ITA,FW,it Napoli,27,1991,5.4,292,274,16,3,1,4,10,7,4,2,0,0,230,2,6,Matches
281,Isco,es ESP,"FW,MF",es Real Madrid,26,1992,2.8,249,235,13,2,4,2,9,3,6,1,2,0,210,1,7,Matches
282,Nicolas Isimat-Mirin,fr FRA,DF,nl PSV Eindhoven,26,1991,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
283,Ismaily,br BRA,DF,ua Shakhtar,28,1990,6.0,351,292,59,6,0,1,17,51,2,0,1,0,287,0,14,Matches
284,Jardel,br BRA,DF,pt Benfica,32,1986,4.0,167,156,10,10,0,1,0,0,0,0,0,0,140,1,1,Matches
285,Jemerson,br BRA,DF,fr Monaco,25,1992,5.0,253,237,16,11,0,12,0,5,0,0,0,0,222,0,2,Matches
286,Gabriel Jesus,br BRA,FW,eng Manchester City,21,1997,4.2,109,103,6,0,0,0,1,0,0,0,0,0,89,0,4,Matches
287,Juan Jesus,br BRA,DF,it Roma,27,1991,2.4,139,134,5,5,0,0,0,0,0,0,0,0,129,0,1,Matches
288,Joelinton,br BRA,FW,de Hoffenheim,21,1996,4.3,109,100,8,0,0,1,3,3,0,0,0,0,82,1,1,Matches
289,Jonas,br BRA,FW,pt Benfica,34,1984,1.2,51,45,6,0,0,1,1,1,0,0,0,0,36,0,3,Matches
290,Phil Jones,eng ENG,DF,eng Manchester Utd,26,1992,3.0,139,133,6,5,0,0,2,1,0,0,0,0,128,0,1,Matches
291,Frenkie de Jong,nl NED,MF,nl Ajax,21,1997,10.9,814,785,28,21,0,3,2,7,0,0,0,0,726,1,8,Matches
292,Luuk de Jong,nl NED,"FW,MF",nl PSV Eindhoven,27,1990,5.9,153,147,6,0,0,0,3,0,0,0,0,0,96,0,4,Matches
293,Jorge,br BRA,"MF,FW",pt Porto,22,1996,0.2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
294,Dušan Jovančić,rs SRB,MF,rs Red Star,27,1990,3.0,101,100,0,0,0,0,1,0,0,0,0,0,76,1,1,Matches
295,Dejan Joveljić,rs SRB,FW,rs Red Star,18,1999,0.6,16,14,2,0,0,0,0,0,0,0,0,0,13,0,0,Matches
296,Stevan Jovetić,me MNE,FW,fr Monaco,28,1989,0.1,5,5,0,0,1,0,0,0,0,0,0,0,3,0,0,Matches
297,Branko Jovičić,rs SRB,MF,rs Red Star,25,1993,2.6,109,105,3,3,0,0,0,0,0,0,0,0,78,1,2,Matches
298,Juanfran,es ESP,DF,es Atlético Madrid,33,1985,5.0,233,186,47,0,1,0,7,47,0,0,0,0,181,0,8,Matches
299,Vinicius Júnior,br BRA,FW,es Real Madrid,18,2000,2.6,71,69,2,0,1,0,5,1,0,0,0,0,53,0,1,Matches
300,Ozan Kabak,tr TUR,DF,tr Galatasaray,18,2000,4.0,285,275,9,9,0,2,0,0,0,0,0,0,252,1,1,Matches
301,Pavel Kadeřábek,cz CZE,"DF,MF",de Hoffenheim,26,1992,6.0,263,219,43,3,0,2,15,40,0,0,0,0,203,1,3,Matches
302,Shinji Kagawa,jp JPN,MF,de Dortmund,29,1989,0.3,24,22,2,1,0,0,0,0,1,0,0,0,18,0,2,Matches
303,Nikola Kalinić,hr CRO,FW,es Atlético Madrid,30,1988,1.2,22,21,0,0,0,0,0,0,0,0,0,0,12,1,0,Matches
304,Harry Kane,eng ENG,FW,eng Tottenham,25,1993,8.6,187,170,13,0,2,3,4,6,2,0,0,0,141,4,6,Matches
305,Rick Karsdorp,nl NED,"MF,DF",it Roma,23,1995,0.8,41,31,10,2,1,1,1,8,0,0,0,0,27,0,1,Matches
306,Olarenwaju Kayode,ng NGA,"FW,MF",ua Shakhtar,25,1993,0.5,13,10,3,0,0,0,0,0,0,0,0,0,9,0,1,Matches
307,Moise Kean,it ITA,FW,it Juventus,18,2000,0.8,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
308,Thilo Kehrer,de GER,DF,fr Paris S-G,21,1996,5.4,339,316,23,4,0,0,4,19,0,0,0,0,309,0,2,Matches
309,Naby Keïta,gn GUI,MF,eng Liverpool,23,1995,2.7,145,143,1,1,3,0,0,0,0,0,0,0,117,1,3,Matches
310,Sami Khedira,de GER,MF,it Juventus,31,1987,1.2,72,72,0,0,0,0,1,0,0,0,0,0,63,0,2,Matches
311,Davit Khocholava,ge GEO,DF,ua Shakhtar,25,1993,2.5,139,133,6,6,0,0,0,0,0,0,0,0,123,0,0,Matches
312,Khetag Khosonov,ru RUS,"MF,DF",ru CSKA Moscow,20,1998,0.5,43,37,6,0,0,1,6,1,5,1,3,0,32,0,1,Matches
313,Joshua Kimmich,de GER,"DF,MF",de Bayern Munich,23,1995,7.0,561,483,75,16,2,3,45,35,24,17,4,0,474,3,9,Matches
314,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,22,1995,7.2,517,493,24,17,1,0,0,7,0,0,0,0,474,0,4,Matches
315,Viktor Klonaridis,be BEL,"MF,FW",gr AEK Athens,26,1992,3.5,67,66,1,0,0,0,4,0,0,0,0,0,47,0,6,Matches
316,Justin Kluivert,nl NED,FW,it Roma,19,1999,3.5,94,92,2,0,1,0,5,1,1,1,0,0,71,0,3,Matches
317,Koke,es ESP,MF,es Atlético Madrid,26,1992,6.2,499,467,32,14,3,7,21,2,13,6,3,0,429,0,9,Matches
318,Daniel Kolář,cz CZE,"FW,MF",cz Viktoria Plzeň,32,1985,1.0,24,22,2,0,0,0,0,0,0,0,0,0,18,0,3,Matches
319,Aleksandar Kolarov,rs SRB,"DF,MF",it Roma,32,1985,7.3,468,366,100,26,0,6,42,67,7,2,5,0,340,2,16,Matches
320,Vincent Kompany,be BEL,DF,eng Manchester City,32,1986,2.3,195,191,4,4,0,2,0,0,0,0,0,0,189,0,0,Matches
321,Geoffrey Kondogbia,cf CTA,MF,es Valencia,25,1993,4.5,265,258,6,6,0,3,0,0,0,0,0,0,225,1,4,Matches
322,Yevhen Konoplyanka,ua UKR,"FW,MF",de Schalke 04,28,1989,5.1,144,125,19,6,0,1,36,2,10,6,4,0,94,0,6,Matches
323,Jan Kopic,cz CZE,"MF,FW",cz Viktoria Plzeň,28,1990,3.3,113,110,3,1,1,0,5,2,0,0,0,0,87,0,7,Matches
324,Kalidou Koulibaly,sn SEN,DF,it Napoli,27,1991,6.0,461,449,11,10,0,3,2,1,0,0,0,0,402,1,5,Matches
325,Viktor Kovalenko,ua UKR,"MF,FW",ua Shakhtar,22,1996,4.1,160,154,6,5,1,0,1,1,0,0,0,0,128,0,3,Matches
326,Jan Kovařík,cz CZE,"FW,MF",cz Viktoria Plzeň,30,1988,4.0,127,111,15,3,0,2,24,7,5,5,0,0,82,1,5,Matches
327,Matúš Kozáčik,sk SVK,GK,cz Viktoria Plzeň,34,1983,2.0,72,46,25,13,0,0,0,0,0,0,0,0,38,1,0,Matches
328,Andrej Kramarić,hr CRO,"MF,FW",de Hoffenheim,27,1991,5.3,232,202,25,6,2,2,22,3,12,8,2,0,178,5,3,Matches
329,Rasmus Kristensen,dk DEN,DF,nl Ajax,21,1997,0.1,10,9,0,0,0,0,0,0,0,0,0,0,8,1,0,Matches
330,Michal Krmenčík,cz CZE,FW,cz Viktoria Plzeň,25,1993,2.7,43,34,9,0,0,1,0,1,0,0,0,0,31,0,1,Matches
331,Toni Kroos,de GER,MF,es Real Madrid,28,1990,7.2,712,627,81,23,5,32,53,3,55,13,25,1,630,4,5,Matches
332,Nenad Krstičić,rs SRB,MF,rs Red Star,28,1990,4.8,131,123,8,5,0,1,0,0,0,0,0,0,112,0,1,Matches
333,Grzegorz Krychowiak,pl POL,"MF,DF",ru Loko Moscow,28,1990,6.0,268,257,8,8,0,3,1,0,0,0,0,0,216,3,6,Matches
334,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,27,1991,5.0,244,240,4,4,0,1,0,0,0,0,0,0,207,0,4,Matches
335,Konstantin Kuchayev,ru RUS,MF,ru CSKA Moscow,20,1998,0.2,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
336,Ahmed Kutucu,tr TUR,FW,de Schalke 04,18,2000,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
337,Saba Kvirkvelia,ge GEO,DF,ru Loko Moscow,26,1992,4.8,150,142,8,8,0,2,0,0,0,0,0,0,105,0,0,Matches
338,Georgii Kyrnats,ru RUS,"GK,MF",ru CSKA Moscow,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Zakaria Labyad,ma MAR,MF,nl Ajax,25,1993,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
340,Adam Lallana,eng ENG,"MF,FW",eng Liverpool,30,1988,1.2,58,55,1,0,0,0,2,1,0,0,0,0,41,2,3,Matches
341,Vassilis Lambropoulos,gr GRE,DF,gr AEK Athens,28,1990,3.0,86,81,5,5,0,5,0,0,0,0,0,0,69,0,3,Matches
342,Érik Lamela,ar ARG,"FW,MF",eng Tottenham,26,1992,3.7,142,120,19,5,2,0,14,1,13,4,5,0,104,3,5,Matches
343,Aymeric Laporte,es ESP,DF,eng Manchester City,24,1994,9.8,845,810,33,14,0,21,4,19,0,0,0,0,778,2,4,Matches
344,Toni Lato,es ESP,DF,es Valencia,20,1997,0.6,27,25,2,0,0,0,1,2,0,0,0,0,22,0,2,Matches
345,Sandro Lauper,ch SUI,"DF,MF",ch Young Boys,21,1996,4.5,180,174,5,5,0,2,1,0,0,0,0,0,154,1,2,Matches
346,Diogo Leite,pt POR,DF,pt Porto,19,1999,1.0,30,30,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
347,Cristian Lema,ar ARG,DF,pt Benfica,28,1990,0.5,7,6,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
348,Thomas Lemar,fr FRA,"MF,FW",es Atlético Madrid,22,1995,4.5,275,249,21,5,0,4,23,1,15,5,8,0,206,5,9,Matches
349,Clément Lenglet,fr FRA,DF,es Barcelona,23,1995,11.1,623,604,16,16,1,5,0,0,0,0,0,0,545,3,11,Matches
350,Karlo Letica,hr CRO,GK,be Club Brugge,21,1997,3.0,76,41,35,8,0,0,0,0,0,0,0,0,50,0,0,Matches
351,Robert Lewandowski,pl POL,FW,de Bayern Munich,29,1988,7.9,148,142,4,0,0,0,4,0,0,0,0,0,103,2,7,Matches
352,Matthijs de Ligt,nl NED,DF,nl Ajax,18,1999,11.0,625,605,19,17,0,4,2,2,0,0,0,0,527,1,3,Matches
353,David Limberský,cz CZE,DF,cz Viktoria Plzeň,34,1983,5.5,303,254,46,12,0,3,4,34,0,0,0,0,232,3,9,Matches
354,Victor Lindelöf,se SWE,DF,eng Manchester Utd,24,1994,7.0,260,254,6,3,0,0,0,3,0,0,0,0,232,0,2,Matches
355,Jesse Lingard,eng ENG,"FW,MF",eng Manchester Utd,25,1992,3.3,138,133,5,0,0,2,1,2,0,0,0,0,122,0,1,Matches
356,Martin Linnes,no NOR,DF,tr Galatasaray,26,1991,4.5,228,187,41,3,0,2,9,38,0,0,0,0,179,0,9,Matches
357,Marko Livaja,hr CRO,FW,gr AEK Athens,24,1993,0.7,17,17,0,0,0,1,1,0,0,0,0,0,11,0,1,Matches
358,Fernando Llorente,es ESP,FW,eng Tottenham,33,1985,2.7,85,85,0,0,2,1,0,0,0,0,0,0,47,0,4,Matches
359,Marcos Llorente,es ESP,MF,es Real Madrid,23,1995,1.6,113,112,1,1,0,1,0,0,0,0,0,0,105,0,3,Matches
360,Hugo Lloris,fr FRA,GK,eng Tottenham,31,1986,10.9,386,285,100,19,0,1,0,0,0,0,0,0,297,1,0,Matches
361,Anthony Lopes,pt POR,GK,fr Lyon,27,1990,7.4,229,149,80,13,0,1,0,0,0,0,0,0,144,0,0,Matches
362,Adrián López,es ESP,"FW,MF",pt Porto,30,1988,1.3,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0,Matches
363,Dejan Lovren,hr CRO,DF,eng Liverpool,29,1989,2.0,143,137,4,4,0,0,0,0,0,0,0,0,125,2,0,Matches
364,Hirving Lozano,mx MEX,FW,nl PSV Eindhoven,23,1995,6.0,145,107,36,16,2,1,32,3,13,5,4,0,88,2,5,Matches
365,Filipe Luís,br BRA,DF,es Atlético Madrid,32,1985,4.5,308,266,41,4,0,0,18,37,0,0,0,0,254,1,14,Matches
366,José Luis Gayà,es ESP,DF,es Valencia,23,1995,5.0,272,227,43,12,1,1,17,31,0,0,0,0,213,2,7,Matches
367,Romelu Lukaku,be BEL,FW,eng Manchester Utd,25,1993,6.1,132,125,7,1,0,3,7,1,0,0,0,0,92,0,7,Matches
368,Mikhail Lysov,ru RUS,DF,ru Loko Moscow,20,1998,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0,Matches
369,Lisandro Magallán,ar ARG,DF,nl Ajax,24,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
370,Hörður Magnússon,is ISL,DF,ru CSKA Moscow,25,1993,2.6,128,108,20,7,0,5,2,13,0,0,0,0,98,0,4,Matches
371,Riyad Mahrez,dz ALG,FW,eng Manchester City,27,1991,4.3,237,217,20,3,4,3,26,9,8,5,0,0,187,0,6,Matches
372,Maicon,br BRA,DF,tr Galatasaray,29,1988,3.2,175,162,10,10,0,5,1,0,0,0,0,0,146,3,1,Matches
373,Nikola Maksimović,rs SRB,DF,it Napoli,26,1991,4.8,319,286,33,7,0,2,1,26,0,0,0,0,281,0,4,Matches
374,Malcom,br BRA,"FW,MF",es Barcelona,21,1997,0.5,23,23,0,0,0,0,1,0,0,0,0,0,18,0,1,Matches
375,Donyell Malen,nl NED,"FW,MF",nl PSV Eindhoven,19,1999,2.0,36,35,1,1,1,0,4,0,0,0,0,0,26,0,1,Matches
376,Mario Mandžukić,hr CRO,FW,it Juventus,32,1986,6.4,139,133,5,0,0,0,3,4,0,0,0,0,86,1,6,Matches
377,Sadio Mané,sn SEN,FW,eng Liverpool,26,1992,12.8,349,339,7,1,1,1,16,4,2,0,0,0,252,3,20,Matches
378,Kostas Manolas,gr GRE,DF,it Roma,27,1991,7.3,298,286,12,12,0,3,0,0,0,0,0,0,259,0,4,Matches
379,Petros Mantalos,gr GRE,"FW,MF",gr AEK Athens,26,1991,4.8,219,190,28,14,1,3,19,3,8,4,2,0,162,1,7,Matches
380,Fernando Marçal,br BRA,DF,fr Lyon,29,1989,3.0,201,192,8,5,0,1,1,3,0,0,0,0,174,1,3,Matches
381,Iván Marcano,es ESP,DF,it Roma,31,1987,1.8,93,91,2,2,0,0,0,0,0,0,0,0,86,0,2,Matches
