Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
545,James Rodríguez,co COL,MF,de Bayern Munich,27,1991,3.7,0,5,2,40.0,1.35,0.54,0.00,0.00,16.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
546,Marko Rog,hr CRO,"FW,MF",it Napoli,23,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,Marcos Rojo,ar ARG,DF,eng Manchester Utd,28,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
548,Maximiliano Romero,ar ARG,FW,nl PSV Eindhoven,19,1999,0.1,0,2,1,50.0,15.00,7.50,0.00,0.00,12.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
549,Sergio Romero,ar ARG,GK,eng Manchester Utd,31,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
550,Cristiano Ronaldo,pt POR,FW,it Juventus,33,1985,8.3,6,47,11,23.4,5.66,1.32,0.11,0.45,19.1,6,1,1,4.9,4.1,0.09,+1.1,+0.9,Matches
551,Pablo Rosario,nl NED,MF,nl PSV Eindhoven,21,1997,5.9,1,6,3,50.0,1.02,0.51,0.17,0.33,22.3,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
552,Danny Rose,eng ENG,DF,eng Tottenham,28,1990,5.9,0,5,2,40.0,0.85,0.34,0.00,0.00,19.6,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
553,Boris Rotenberg,fi FIN,FW,ru Loko Moscow,32,1986,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
554,Sebastian Rudy,de GER,MF,de Schalke 04,28,1990,2.7,0,1,0,0.0,0.38,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
555,Daniele Rugani,it ITA,DF,it Juventus,24,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
556,Mário Rui,pt POR,DF,it Napoli,27,1991,5.8,0,3,0,0.0,0.52,0.00,0.00,,27.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
557,Fabián Ruiz Peña,es ESP,MF,it Napoli,22,1996,5.2,0,17,4,23.5,3.27,0.77,0.00,0.00,24.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
558,Maciej Rybus,pl POL,DF,ru Loko Moscow,28,1989,2.0,0,1,0,0.0,0.50,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
559,Michal Sadílek,cz CZE,MF,nl PSV Eindhoven,19,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
560,Trent Sainsbury,au AUS,DF,nl PSV Eindhoven,26,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
561,Mohamed Salah,eg EGY,FW,eng Liverpool,26,1992,11.7,5,50,13,26.0,4.26,1.11,0.06,0.23,17.6,1,2,2,7.1,5.5,0.11,-2.1,-2.5,Matches
562,Eduardo Salvio,ar ARG,"FW,MF",pt Benfica,28,1990,2.7,0,5,1,20.0,1.86,0.37,0.00,0.00,14.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
563,Renato Sanches,pt POR,MF,de Bayern Munich,20,1997,1.4,1,3,1,33.3,2.08,0.69,0.33,1.00,23.2,0,0,0,0.8,0.8,0.26,+0.2,+0.2,Matches
564,Alexis Sánchez,cl CHI,FW,eng Manchester Utd,29,1988,2.3,0,4,1,25.0,1.71,0.43,0.00,0.00,20.0,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
565,Davinson Sánchez,co COL,DF,eng Tottenham,22,1996,7.0,0,4,1,25.0,0.57,0.14,0.00,0.00,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
566,Javi Sánchez,es ESP,DF,es Real Madrid,21,1997,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
567,Jadon Sancho,eng ENG,"FW,MF",de Dortmund,18,2000,4.8,1,3,2,66.7,0.62,0.41,0.33,0.50,12.5,0,0,0,1.2,1.2,0.39,-0.2,-0.2,Matches
568,Alex Sandro,br BRA,DF,it Juventus,27,1991,8.3,0,6,0,0.0,0.73,0.00,0.00,,16.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
569,Leroy Sané,de GER,"FW,DF",eng Manchester City,22,1996,4.4,4,12,5,41.7,2.71,1.13,0.33,0.80,17.7,2,0,0,1.6,1.6,0.13,+2.4,+2.4,Matches
570,Salif Sané,sn SEN,DF,de Schalke 04,27,1990,6.0,0,4,0,0.0,0.67,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
571,Sékou Sanogo,ci CIV,MF,ch Young Boys,29,1989,3.3,0,5,2,40.0,1.50,0.60,0.00,0.00,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
572,Davide Santon,it ITA,DF,it Roma,27,1991,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
573,Stefan Savić,me MNE,DF,es Atlético Madrid,27,1991,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
574,Vujadin Savić,rs SRB,DF,rs Red Star,28,1990,2.5,0,1,0,0.0,0.40,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
575,Patrik Schick,cz CZE,FW,it Roma,22,1996,2.8,0,6,2,33.3,2.13,0.71,0.00,0.00,15.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
576,Thorsten Schick,at AUT,"DF,FW",ch Young Boys,28,1990,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
577,Marcel Schmelzer,de GER,DF,de Dortmund,30,1988,2.2,0,3,1,33.3,1.39,0.46,0.00,0.00,15.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
578,Lasse Schöne,dk DEN,MF,nl Ajax,32,1986,9.8,1,16,5,31.3,1.63,0.51,0.06,0.20,28.2,10,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
579,Alessandro Schöpf,at AUT,"DF,FW",de Schalke 04,24,1994,3.3,1,5,3,60.0,1.51,0.90,0.20,0.33,17.7,0,0,0,1.2,1.2,0.24,-0.2,-0.2,Matches
580,Siebe Schrijvers,be BEL,FW,be Club Brugge,22,1996,0.8,0,1,0,0.0,1.25,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
581,Nico Schulz,de GER,"DF,MF",de Hoffenheim,25,1993,4.9,0,10,3,30.0,2.03,0.61,0.00,0.00,24.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
582,Daniel Schwaab,de GER,DF,nl PSV Eindhoven,29,1988,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
583,Haris Seferović,ch SUI,FW,pt Benfica,26,1992,4.8,1,14,5,35.7,2.94,1.05,0.07,0.20,16.2,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
584,Alfa Semedo,gw GNB,"MF,FW",pt Benfica,20,1997,1.5,1,3,1,33.3,2.01,0.67,0.33,1.00,16.7,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
585,Nélson Semedo,pt POR,DF,es Barcelona,24,1993,6.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
586,Suat Serdar,de GER,MF,de Schalke 04,21,1997,5.6,0,8,3,37.5,1.43,0.54,0.00,0.00,18.7,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
587,Julien Serrano,fr FRA,DF,fr Monaco,20,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
588,Stephan El Shaarawy,it ITA,FW,it Roma,25,1992,2.9,0,6,4,66.7,2.07,1.38,0.00,0.00,20.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
589,Xherdan Shaqiri,ch SUI,"FW,MF",eng Liverpool,26,1991,2.0,0,4,1,25.0,2.05,0.51,0.00,0.00,20.1,1,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
590,Luke Shaw,eng ENG,DF,eng Manchester Utd,23,1995,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
591,Georgi Shchennikov,ru RUS,"DF,FW",ru CSKA Moscow,27,1991,2.4,1,4,1,25.0,1.68,0.42,0.25,1.00,9.0,0,0,0,1.5,1.5,0.37,-0.5,-0.5,Matches
592,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,26,1992,3.7,0,3,0,0.0,0.81,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
593,Arnór Sigurðsson,is ISL,"MF,FW",ru CSKA Moscow,19,1999,3.9,2,10,5,50.0,2.54,1.27,0.20,0.40,23.0,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
594,Bernardo Silva,pt POR,"MF,FW",eng Manchester City,23,1994,6.4,4,12,6,50.0,1.87,0.93,0.33,0.67,16.7,0,0,0,1.7,1.7,0.14,+2.3,+2.3,Matches
595,David Silva,es ESP,MF,eng Manchester City,32,1986,7.9,3,13,3,23.1,1.64,0.38,0.23,1.00,12.3,1,0,0,1.9,1.9,0.14,+1.1,+1.1,Matches
596,Rafa Silva,pt POR,"FW,MF",pt Benfica,25,1993,4.1,0,7,2,28.6,1.71,0.49,0.00,0.00,16.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
597,Thiago Silva,br BRA,DF,fr Paris S-G,33,1984,6.8,0,1,0,0.0,0.15,0.00,0.00,,9.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
598,Veljko Simić,rs SRB,FW,rs Red Star,23,1995,2.3,0,2,1,50.0,0.87,0.43,0.00,0.00,19.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
599,André Simões,pt POR,MF,gr AEK Athens,28,1989,3.9,0,2,0,0.0,0.52,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
600,Daley Sinkgraven,nl NED,"DF,FW",nl Ajax,23,1995,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
601,Moussa Sissoko,fr FRA,MF,eng Tottenham,28,1989,8.1,0,4,0,0.0,0.49,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
602,Milan Škriniar,sk SVK,DF,it Inter,23,1995,6.0,0,2,0,0.0,0.33,0.00,0.00,,7.7,0,0,0,0.6,0.6,0.31,-0.6,-0.6,Matches
603,Steven Skrzybski,de GER,"FW,MF",de Schalke 04,25,1992,1.1,0,4,1,25.0,3.79,0.95,0.00,0.00,16.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
604,Chris Smalling,eng ENG,DF,eng Manchester Utd,28,1989,8.0,0,4,0,0.0,0.50,0.00,0.00,,12.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
605,Fyodor Smolov,ru RUS,FW,ru Loko Moscow,28,1990,1.3,0,4,0,0.0,3.05,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
606,Tiquinho Soares,br BRA,FW,pt Porto,27,1991,3.0,1,11,2,18.2,3.63,0.66,0.09,0.50,15.9,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
607,Carlos Soler,es ESP,MF,es Valencia,21,1997,4.4,2,12,5,41.7,2.76,1.15,0.17,0.40,22.9,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
608,Djibril Sow,ch SUI,MF,ch Young Boys,21,1997,5.6,0,5,0,0.0,0.89,0.00,0.00,,24.9,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
609,Leonardo Spinazzola,it ITA,DF,it Juventus,25,1993,0.7,0,1,0,0.0,1.36,0.00,0.00,,21.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
610,Slavoljub Srnić,rs SRB,"FW,MF",rs Red Star,26,1992,2.7,0,2,0,0.0,0.74,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
611,Benjamin Stambouli,fr FRA,DF,de Schalke 04,27,1990,4.8,0,1,0,0.0,0.21,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
612,Taras Stepanenko,ua UKR,MF,ua Shakhtar,28,1989,5.8,0,3,0,0.0,0.51,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
613,Raheem Sterling,eng ENG,FW,eng Manchester City,23,1994,9.7,5,23,10,43.5,2.38,1.04,0.22,0.50,15.2,0,0,0,3.0,3.0,0.13,+2.0,+2.0,Matches
614,Nikola Stojiljković,rs SRB,FW,rs Red Star,25,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
615,Filip Stojković,me MNE,DF,rs Red Star,25,1993,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
616,John Stones,eng ENG,DF,eng Manchester City,24,1994,4.7,0,2,1,50.0,0.43,0.21,0.00,0.00,9.1,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
617,Daniel Sturridge,eng ENG,FW,eng Liverpool,28,1989,2.3,1,9,3,33.3,3.84,1.28,0.11,0.33,15.4,0,0,0,1.6,1.6,0.18,-0.6,-0.6,Matches
618,Denis Suárez,es ESP,FW,es Barcelona,24,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
619,Luis Suárez,uy URU,FW,es Barcelona,31,1987,10.0,1,38,9,23.7,3.80,0.90,0.03,0.11,16.4,2,0,0,4.5,4.5,0.12,-3.5,-3.5,Matches
620,Danijel Subašić,hr CRO,GK,fr Monaco,33,1984,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
621,Niklas Süle,de GER,DF,de Bayern Munich,22,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
622,Miralem Sulejmani,rs SRB,"MF,FW",ch Young Boys,29,1988,3.8,0,8,1,12.5,2.11,0.26,0.00,0.00,19.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
623,Moussa Sylla,ml MLI,FW,fr Monaco,18,1999,3.8,1,6,3,50.0,1.57,0.78,0.17,0.33,15.0,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
624,Ádám Szalai,hu HUN,"FW,MF",de Hoffenheim,30,1987,3.0,0,6,2,33.3,2.01,0.67,0.00,0.00,11.3,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
625,Wojciech Szczęsny,pl POL,GK,it Juventus,28,1990,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
626,Dušan Tadić,rs SRB,FW,nl Ajax,29,1988,12.0,6,19,8,42.1,1.58,0.67,0.21,0.50,13.3,0,2,2,4.8,3.2,0.17,+1.2,+0.8,Matches
627,Nicolás Tagliafico,ar ARG,DF,nl Ajax,25,1992,10.0,3,9,5,55.6,0.90,0.50,0.33,0.60,14.8,0,0,0,1.9,1.9,0.21,+1.1,+1.1,Matches
628,Taison,br BRA,"FW,MF",ua Shakhtar,30,1988,4.8,2,10,7,70.0,2.06,1.44,0.20,0.29,23.2,0,0,0,1.2,1.2,0.12,+0.8,+0.8,Matches
629,Alex Telles,br BRA,DF,pt Porto,25,1992,10.3,1,5,2,40.0,0.48,0.19,0.00,0.00,29.4,1,1,2,1.8,0.2,0.04,-0.8,-0.2,Matches
630,Marc-André ter Stegen,de GER,GK,es Barcelona,26,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
631,Martin Terrier,fr FRA,"FW,MF",fr Lyon,21,1997,1.8,0,5,3,60.0,2.85,1.71,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
632,Kenny Tete,nl NED,DF,fr Lyon,22,1995,2.2,0,1,0,0.0,0.46,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
633,Cedric Teuchert,de GER,FW,de Schalke 04,21,1997,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
634,Khéphren Thuram,fr FRA,MF,fr Monaco,17,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
635,Youri Tielemans,be BEL,MF,fr Monaco,21,1997,6.0,0,12,7,58.3,2.00,1.17,0.00,0.00,28.2,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
636,Ömer Toprak,tr TUR,DF,de Dortmund,29,1989,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,11.8,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
637,Ferrán Torres,es ESP,MF,es Valencia,18,2000,1.2,0,3,0,0.0,2.55,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
638,Óliver Torres,es ESP,MF,pt Porto,23,1994,3.9,0,2,0,0.0,0.52,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
639,Almamy Touré,ml MLI,DF,fr Monaco,22,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
640,Lucas Tousart,fr FRA,MF,fr Lyon,21,1997,5.4,1,3,2,66.7,0.56,0.37,0.33,0.50,15.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
641,Adama Traoré,ml MLI,"FW,MF",fr Monaco,23,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
642,Bertrand Traoré,bf BFA,"FW,MF",fr Lyon,22,1995,3.6,1,6,3,50.0,1.69,0.84,0.17,0.33,16.0,0,0,0,1.4,1.4,0.24,-0.4,-0.4,Matches
643,Kieran Trippier,eng ENG,DF,eng Tottenham,27,1990,6.9,0,1,0,0.0,0.14,0.00,0.00,,27.8,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
644,Samuel Umtiti,fr FRA,DF,es Barcelona,24,1993,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
645,Cengiz Ünder,tr TUR,"FW,MF",it Roma,21,1997,4.8,3,14,6,42.9,2.89,1.24,0.21,0.50,21.5,0,0,0,1.9,1.9,0.13,+1.1,+1.1,Matches
646,Mark Uth,de GER,"FW,MF",de Schalke 04,26,1991,4.4,1,9,4,44.4,2.07,0.92,0.11,0.25,18.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
647,Antonio Valencia,ec ECU,DF,eng Manchester Utd,32,1985,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
648,Borja Valero,es ESP,MF,it Inter,33,1985,2.6,0,2,1,50.0,0.77,0.38,0.00,0.00,12.4,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
649,Jesús Vallejo,es ESP,DF,es Real Madrid,21,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
650,Federico Valverde,uy URU,MF,es Real Madrid,20,1998,1.6,0,4,1,25.0,2.54,0.63,0.00,0.00,24.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
651,Virgil van Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,2,10,5,50.0,0.83,0.42,0.20,0.40,12.5,0,0,0,2.0,2.0,0.20,0.0,0.0,Matches
652,Hans Vanaken,be BEL,"MF,FW",be Club Brugge,25,1992,6.0,2,8,1,12.5,1.34,0.17,0.13,1.00,20.0,1,1,1,1.7,1.0,0.12,+0.3,0.0,Matches
653,Raphaël Varane,fr FRA,DF,es Real Madrid,25,1993,4.0,0,4,1,25.0,1.00,0.25,0.00,0.00,10.0,0,0,0,0.9,0.9,0.22,-0.9,-0.9,Matches
654,Lucas Vázquez,es ESP,"FW,DF",es Real Madrid,27,1991,4.3,1,6,2,33.3,1.40,0.47,0.17,0.50,14.3,0,0,0,1.3,1.3,0.22,-0.3,-0.3,Matches
655,Matías Vecino,uy URU,MF,it Inter,26,1991,5.0,1,12,1,8.3,2.40,0.20,0.08,1.00,17.2,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
656,Joël Veltman,nl NED,DF,nl Ajax,26,1992,3.5,0,3,2,66.7,0.87,0.58,0.00,0.00,15.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
657,Simone Verdi,it ITA,MF,it Napoli,26,1992,0.3,0,1,0,0.0,3.91,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
658,Thomas Vermaelen,be BEL,DF,es Barcelona,32,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
659,Marco Verratti,it ITA,MF,fr Paris S-G,25,1992,6.6,0,2,1,50.0,0.30,0.15,0.00,0.00,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
660,Jan Vertonghen,be BEL,DF,eng Tottenham,31,1987,9.4,1,6,1,16.7,0.64,0.11,0.17,1.00,9.9,0,0,0,1.7,1.7,0.33,-0.7,-0.7,Matches
661,Rúben Vezo,pt POR,DF,es Valencia,24,1994,1.7,0,1,0,0.0,0.60,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
662,Arturo Vidal,cl CHI,MF,es Barcelona,31,1987,4.0,0,5,0,0.0,1.24,0.00,0.00,,16.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
663,Nick Viergever,nl NED,DF,nl PSV Eindhoven,28,1989,5.7,0,1,0,0.0,0.17,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
664,Vitolo,es ESP,MF,es Atlético Madrid,28,1989,1.1,0,1,0,0.0,0.91,0.00,0.00,,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
665,Odisseas Vlachodimos,gr GRE,GK,pt Benfica,24,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
666,Nikola Vlašić,hr CRO,MF,ru CSKA Moscow,20,1997,6.0,3,13,6,46.2,2.17,1.00,0.08,0.17,27.9,0,2,2,2.1,0.5,0.04,+0.9,+0.5,Matches
667,Thibault Vlietinck,be BEL,"FW,DF",be Club Brugge,20,1997,2.3,0,1,0,0.0,0.44,0.00,0.00,,17.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
668,Kevin Vogt,de GER,DF,de Hoffenheim,26,1991,4.0,0,2,0,0.0,0.50,0.00,0.00,,9.1,0,0,0,0.7,0.7,0.35,-0.7,-0.7,Matches
669,Michel Vorm,nl NED,GK,eng Tottenham,34,1983,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
670,Ruud Vormer,nl NED,MF,be Club Brugge,30,1988,6.0,1,5,2,40.0,0.83,0.33,0.20,0.50,18.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
671,Jelle Vossen,be BEL,FW,be Club Brugge,29,1989,0.9,0,2,0,0.0,2.22,0.00,0.00,,8.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
672,Stefan de Vrij,nl NED,DF,it Inter,26,1992,4.9,0,3,1,33.3,0.61,0.20,0.00,0.00,12.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
673,Šime Vrsaljko,hr CRO,DF,it Inter,26,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
674,Sandro Wagner,de GER,"FW,MF",de Bayern Munich,30,1987,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
675,Kyle Walker,eng ENG,DF,eng Manchester City,28,1990,8.3,0,4,0,0.0,0.48,0.00,0.00,,30.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
676,Kyle Walker-Peters,eng ENG,DF,eng Tottenham,21,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
677,Victor Wanyama,ke KEN,MF,eng Tottenham,27,1991,3.2,0,1,0,0.0,0.31,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
678,Daniel Wass,dk DEN,"DF,MF",es Valencia,29,1989,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,13.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
679,Julian Weigl,de GER,"MF,DF",de Dortmund,22,1995,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,6.4,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
680,Georginio Wijnaldum,nl NED,MF,eng Liverpool,27,1990,10.8,2,12,2,16.7,1.12,0.19,0.17,1.00,17.4,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
681,Harry Winks,eng ENG,MF,eng Tottenham,22,1996,7.5,0,4,0,0.0,0.53,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
682,Dani de Wit,nl NED,MF,nl Ajax,20,1998,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,11.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
683,Axel Witsel,be BEL,MF,de Dortmund,29,1989,7.0,1,10,3,30.0,1.43,0.43,0.10,0.33,22.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
684,Maximilian Wöber,at AUT,DF,nl Ajax,20,1998,2.8,0,1,0,0.0,0.36,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
685,Marius Wolf,de GER,"FW,DF",de Dortmund,23,1995,2.3,0,7,1,14.3,2.99,0.43,0.00,0.00,25.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
686,Marco Wölfli,ch SUI,GK,ch Young Boys,35,1982,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
687,Jeong Woo-yeong,kr KOR,MF,de Bayern Munich,18,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
688,Gregory Wüthrich,ch SUI,MF,ch Young Boys,23,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
689,Dmitry Yefremov,ru RUS,DF,ru CSKA Moscow,23,1995,1.3,0,3,0,0.0,2.33,0.00,0.00,,16.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
690,Ashley Young,eng ENG,DF,eng Manchester Utd,33,1985,6.5,0,1,0,0.0,0.15,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
