Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%,Matches
87,Sergio Busquets,es ESP,MF,es Barcelona,32,1988,3.7,1,0,0,5,8,0,1,1,3,0,0,0,22,4,2,66.7,Matches
88,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,27,1993,3.8,2,0,0,7,8,1,2,4,6,0,0,0,17,0,4,0.0,Matches
89,Rémy Cabella,fr FRA,"MF,FW",ru Krasnodar,30,1990,2.8,0,0,0,4,6,2,5,0,4,0,0,0,17,0,6,0.0,Matches
90,Júnior Caiçara,br BRA,DF,tr Başakşehir,31,1989,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
91,Felipe Caicedo,ec ECU,FW,it Lazio,31,1988,1.5,1,0,0,1,2,0,0,0,0,0,0,0,6,3,5,37.5,Matches
92,Jens Cajuste,se SWE,MF,dk Midtjylland,20,1999,3.6,1,0,0,3,4,0,1,5,5,0,0,0,19,2,5,28.6,Matches
93,Mattia Caldara,it ITA,MF,it Atalanta,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
94,Duje Ćaleta-Car,hr CRO,DF,fr Marseille,23,1996,4.0,1,0,0,5,1,0,0,5,1,0,0,0,18,12,4,75.0,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,23,1997,3.2,2,0,0,11,3,3,4,0,3,0,0,0,25,0,4,0.0,Matches
96,Mohamed Camara,ml MLI,MF,at RB Salzburg,20,2000,4.6,3,0,0,9,15,2,0,11,8,0,0,0,49,3,9,25.0,Matches
97,Eduardo Camavinga,fr FRA,MF,fr Rennes,17,2002,3.6,1,0,0,11,6,0,1,6,3,1,0,0,21,4,3,57.1,Matches
98,Sergio Camello,es ESP,FW,es Atlético Madrid,19,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
99,Emre Can,de GER,"MF,DF",de Dortmund,26,1994,5.2,2,0,0,9,3,0,0,5,5,0,2,0,37,3,5,37.5,Matches
100,João Cancelo,pt POR,DF,eng Manchester City,26,1994,6.7,3,0,0,11,2,0,15,6,17,0,0,0,42,12,5,70.6,Matches
101,Diego Carlos,br BRA,DF,es Sevilla,27,1993,8.0,1,0,0,15,3,1,1,12,6,0,1,0,50,21,8,72.4,Matches
102,Yannick Carrasco,be BEL,"MF,DF",es Atlético Madrid,26,1993,4.2,0,0,0,5,5,2,22,1,2,0,0,0,20,2,2,50.0,Matches
103,Dani Carvajal,es ESP,DF,es Real Madrid,28,1992,1.8,0,0,0,1,0,0,1,2,1,0,0,0,8,1,2,33.3,Matches
104,Casemiro,br BRA,MF,es Real Madrid,28,1992,9.2,4,0,0,14,17,1,5,18,13,0,0,0,87,24,8,75.0,Matches
105,Danilo Cataldi,it ITA,MF,it Lazio,25,1994,1.0,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,,Matches
106,Edinson Cavani,uy URU,FW,eng Manchester Utd,33,1987,2.3,0,0,0,2,3,3,1,0,0,0,0,0,5,2,3,40.0,Matches
107,Murilo Cerqueira,br BRA,DF,ru Loko Moscow,23,1997,5.0,3,0,0,8,2,0,0,11,5,0,0,0,22,18,6,75.0,Matches
108,Nacer Chadli,be BEL,MF,tr Başakşehir,30,1989,1.3,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,100.0,Matches
109,Yevgeni Chernov,ru RUS,DF,ru Krasnodar,27,1992,3.2,0,0,0,2,7,0,11,3,0,0,0,0,11,5,4,55.6,Matches
110,Giorgio Chiellini,it ITA,DF,it Juventus,35,1984,1.6,0,0,0,2,0,0,0,2,1,0,0,0,11,1,2,33.3,Matches
111,Federico Chiesa,it ITA,"MF,FW",it Juventus,22,1997,6.1,2,0,0,7,10,4,29,1,5,0,0,0,32,1,6,14.3,Matches
112,Ben Chilwell,eng ENG,"DF,FW",eng Chelsea,23,1996,8.6,1,0,0,16,11,1,29,15,6,0,0,0,44,10,11,47.6,Matches
113,Andreas Christensen,dk DEN,DF,eng Chelsea,24,1996,6.6,1,0,0,9,1,0,0,10,2,0,0,0,32,16,11,59.3,Matches
114,Eldar Ćivić,ba BIH,DF,hu Ferencváros,24,1996,0.7,1,0,0,2,0,0,2,2,2,0,0,0,3,0,0,,Matches
115,Viktor Claesson,se SWE,"FW,MF",ru Krasnodar,28,1992,3.2,0,0,0,4,1,0,0,6,1,0,0,0,15,4,4,50.0,Matches
116,Leighton Clarkson,eng ENG,MF,eng Liverpool,18,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100.0,Matches
117,Kingsley Coman,fr FRA,FW,de Bayern Munich,24,1996,6.0,1,0,0,7,7,1,31,2,2,0,0,0,22,4,4,50.0,Matches
118,Francisco Conceição,pt POR,"FW,MF",pt Porto,17,2002,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
119,Dion Cools,my MAS,DF,dk Midtjylland,24,1996,2.3,1,0,0,1,1,1,10,6,2,0,0,0,15,2,3,40.0,Matches
120,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,34,1986,4.5,0,0,0,2,5,0,1,11,7,0,0,0,23,11,3,78.6,Matches
121,Jesús Corona,mx MEX,"MF,FW",pt Porto,27,1993,8.4,2,0,0,6,23,3,17,13,2,1,0,0,38,6,14,30.0,Matches
122,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,25,1995,5.4,0,0,0,6,9,2,13,0,1,0,0,0,26,3,4,42.9,Matches
123,Joaquín Correa,ar ARG,FW,it Lazio,25,1994,7.4,2,0,0,9,11,3,4,1,4,0,0,0,15,4,4,50.0,Matches
124,Diogo Costa,pt POR,GK,pt Porto,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
125,Douglas Costa,br BRA,"FW,MF",de Bayern Munich,29,1990,2.6,0,0,0,3,2,2,12,1,1,0,0,0,13,1,0,100.0,Matches
126,Thibaut Courtois,be BEL,GK,es Real Madrid,28,1992,12.0,1,0,0,0,1,0,0,0,0,0,0,0,20,3,0,100.0,Matches
