Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
184,Christian Eriksen,dk DEN,MF,eng Tottenham,27,1992,3.3,5,3,0,5,0,3,11,27.3,8,1,0,1,0,5,4,0,Matches
185,Aleksandr Erokhin,ru RUS,"MF,FW",ru Zenit,29,1989,1.8,0,0,0,0,0,0,0,,0,4,1,3,1,1,3,0,Matches
186,Sebastiano Esposito,it ITA,"MF,FW",it Inter,17,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
187,Fabinho,br BRA,MF,eng Liverpool,25,1993,5.4,16,11,4,10,2,8,16,50.0,8,4,0,4,7,23,1,0,Matches
188,Malachi Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
189,Radamel Falcao,co COL,"FW,MF",tr Galatasaray,33,1986,2.3,3,1,2,1,0,1,3,33.3,2,0,0,0,0,3,0,0,Matches
190,Patrick Farkas,at AUT,DF,at RB Salzburg,26,1992,0.1,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
191,Ansu Fati,es ESP,FW,es Barcelona,16,2002,1.3,2,0,1,0,1,2,6,33.3,4,0,0,0,1,3,0,0,Matches
192,Sofiane Feghouli,dz ALG,"FW,MF",tr Galatasaray,29,1989,3.8,3,2,3,0,0,0,2,0.0,2,3,0,3,4,7,1,0,Matches
193,Ljubomir Fejsa,rs SRB,MF,pt Benfica,30,1988,1.7,5,3,2,2,1,3,4,75.0,1,4,1,3,3,8,1,1,Matches
194,Felipe,br BRA,DF,es Atlético Madrid,30,1989,7.3,12,3,8,3,1,6,12,50.0,6,13,10,3,14,26,34,1,Matches
195,João Félix,pt POR,"FW,MF",es Atlético Madrid,19,1999,4.7,1,0,0,0,1,0,3,0.0,3,1,0,1,1,2,1,0,Matches
196,Gedson Fernandes,pt POR,MF,eng Tottenham,20,1999,0.8,2,0,1,1,0,1,3,33.3,2,4,1,3,0,2,4,0,Matches
197,Gedson Fernandes,pt POR,"MF,FW",pt Benfica,20,1999,1.5,5,2,4,0,1,1,6,16.7,5,3,1,2,1,6,0,0,Matches
198,Fernandinho,br BRA,DF,eng Manchester City,34,1985,7.3,11,10,5,4,2,7,9,77.8,2,7,4,3,15,26,12,0,Matches
199,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,27,1991,7.0,13,12,5,6,2,1,10,10.0,9,6,0,6,3,16,2,0,Matches
200,Junior Firpo,do DOM,"DF,FW",es Barcelona,22,1996,3.0,5,3,3,2,0,3,7,42.9,4,1,1,0,4,9,4,0,Matches
201,Alessandro Florenzi,it ITA,MF,es Valencia,28,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
202,Phil Foden,eng ENG,"MF,FW",eng Manchester City,19,2000,2.8,4,2,2,1,1,4,4,100.0,0,2,0,2,2,6,3,0,Matches
203,José Fonte,pt POR,DF,fr Lille,35,1983,4.0,7,7,5,2,0,6,6,100.0,0,4,2,2,3,10,19,0,Matches
204,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,27,1991,5.8,8,7,2,4,2,4,9,44.4,5,5,0,5,1,9,1,0,Matches
205,Juan Foyth,ar ARG,DF,eng Tottenham,21,1998,2.2,4,2,4,0,0,2,3,66.7,1,2,2,0,2,6,7,0,Matches
206,Remo Freuler,ch SUI,MF,it Atalanta,27,1992,7.4,15,9,4,10,1,9,20,45.0,11,10,3,7,9,24,10,0,Matches
207,Michal Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,1.9,1,1,1,0,0,1,6,16.7,5,0,0,0,3,4,6,0,Matches
208,Gabriel,br BRA,MF,pt Benfica,25,1993,4.9,16,10,7,9,0,7,21,33.3,14,6,2,4,16,32,10,0,Matches
209,Gianluca Gaetano,it ITA,MF,it Napoli,19,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
210,Roberto Gagliardini,it ITA,MF,it Inter,25,1994,2.4,6,2,4,2,0,3,4,75.0,1,4,0,4,2,8,2,0,Matches
211,Kévin Gameiro,fr FRA,FW,es Valencia,32,1987,3.5,0,0,0,0,0,0,5,0.0,5,0,0,0,0,0,0,0,Matches
212,Idrissa Gana Gueye,sn SEN,MF,fr Paris S-G,29,1989,6.3,20,8,7,7,6,9,15,60.0,6,10,3,7,12,32,7,0,Matches
213,Ezequiel Garay,ar ARG,DF,es Valencia,32,1986,4.0,5,2,5,0,0,2,6,33.3,4,6,5,1,3,8,16,0,Matches
214,Eric García,es ESP,DF,eng Manchester City,18,2001,2.0,4,1,2,2,0,2,3,66.7,1,0,0,0,1,5,4,0,Matches
215,Mateo García,ar ARG,"FW,MF",rs Red Star,22,1996,5.4,19,13,8,10,1,8,30,26.7,22,6,0,6,7,26,7,0,Matches
216,Mario Gavranović,ch SUI,FW,hr Dinamo Zagreb,29,1989,0.9,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
217,Paulo Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
218,Olivier Giroud,fr FRA,FW,eng Chelsea,32,1986,1.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
219,Serge Gnabry,de GER,FW,de Bayern Munich,24,1995,8.5,21,13,8,11,2,10,25,40.0,15,9,0,9,5,26,3,0,Matches
220,Marko Gobeljić,rs SRB,DF,rs Red Star,26,1992,5.5,19,11,14,5,0,14,21,66.7,7,4,2,2,7,26,18,1,Matches
221,Diego Godín,uy URU,DF,it Inter,33,1986,5.0,16,4,13,3,0,9,14,64.3,5,10,5,5,15,31,15,0,Matches
222,Amer Gojak,ba BIH,MF,hr Dinamo Zagreb,22,1997,1.9,9,7,7,1,1,4,5,80.0,1,3,1,2,0,9,2,0,Matches
223,Pierluigi Gollini,it ITA,GK,it Atalanta,24,1995,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
224,Joe Gomez,eng ENG,DF,eng Liverpool,22,1997,5.7,9,4,7,1,1,5,8,62.5,3,3,0,3,15,24,10,0,Matches
225,Maxi Gómez,uy URU,FW,es Valencia,22,1996,4.7,1,0,0,1,0,0,2,0.0,2,1,1,0,1,2,8,0,Matches
226,Papu Gómez,ar ARG,"MF,FW",it Atalanta,31,1988,7.9,6,4,3,2,1,2,11,18.2,9,7,1,6,6,12,3,0,Matches
227,Leon Goretzka,de GER,MF,de Bayern Munich,24,1995,5.8,15,11,2,9,4,9,20,45.0,11,8,2,6,11,26,3,0,Matches
228,Robin Gosens,de GER,DF,it Atalanta,25,1994,7.3,23,14,4,18,1,12,17,70.6,5,8,0,8,11,34,15,0,Matches
229,Mario Götze,de GER,"FW,MF",de Dortmund,27,1992,0.8,3,2,2,0,1,0,1,0.0,1,0,0,0,0,3,0,0,Matches
230,Amine Gouiri,dz ALG,FW,fr Lyon,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
231,Antoine Griezmann,fr FRA,"FW,MF",es Barcelona,28,1991,7.3,7,3,2,1,4,3,12,25.0,9,5,0,5,6,13,5,1,Matches
232,Álex Grimaldo,es ESP,DF,pt Benfica,23,1995,6.0,9,7,4,3,2,5,11,45.5,6,9,3,6,9,18,18,0,Matches
233,Gonçalo Guedes,pt POR,"FW,MF",es Valencia,22,1996,2.2,4,4,2,2,0,1,2,50.0,1,1,0,1,0,4,0,0,Matches
234,Raphaël Guerreiro,pt POR,"DF,MF",de Dortmund,25,1993,6.1,6,3,4,2,0,0,2,0.0,2,4,0,4,10,16,6,0,Matches
235,Guilherme,br BRA,MF,gr Olympiacos,28,1991,5.0,10,3,9,1,0,7,17,41.2,10,9,3,6,3,13,6,1,Matches
236,Bruno Guimarães,br BRA,MF,fr Lyon,21,1997,3.3,8,4,5,1,2,2,7,28.6,5,4,0,4,4,12,4,0,Matches
237,Péter Gulácsi,hu HUN,GK,de RB Leipzig,29,1990,9.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
238,İlkay Gündoğan,de GER,MF,eng Manchester City,28,1990,9.0,11,5,6,3,2,8,23,34.8,15,7,2,5,11,22,6,1,Matches
239,Erling Haaland,no NOR,FW,at RB Salzburg,19,2000,4.1,1,1,0,0,1,1,5,20.0,4,0,0,0,1,2,6,0,Matches
240,Erling Haaland,no NOR,FW,de Dortmund,19,2000,2.0,3,2,0,1,2,1,2,50.0,1,1,1,0,2,5,3,0,Matches
241,Ianis Hagi,ro ROU,MF,be Genk,20,1998,1.6,2,1,0,1,1,0,4,0.0,4,3,0,3,1,3,0,0,Matches
242,Amadou Haidara,ml MLI,"MF,FW",de RB Leipzig,21,1998,3.0,7,7,6,1,0,6,12,50.0,6,4,0,4,8,15,4,0,Matches
243,Izet Hajrović,ba BIH,MF,hr Dinamo Zagreb,27,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
244,Achraf Hakimi,ma MAR,"MF,DF",de Dortmund,20,1998,7.9,20,5,11,6,3,14,17,82.4,3,6,1,5,7,27,10,0,Matches
245,Marcel Halstenberg,de GER,DF,de RB Leipzig,27,1991,5.7,12,7,9,3,0,6,10,60.0,4,5,0,5,7,19,17,0,Matches
246,Samir Handanović,si SVN,GK,it Inter,35,1984,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
247,Taylor Harwood-Bellis,eng ENG,DF,eng Manchester City,17,2002,0.1,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0,Matches
248,Hans Hateboer,nl NED,DF,it Atalanta,25,1994,6.6,8,3,4,4,0,4,16,25.0,12,10,1,9,7,15,12,1,Matches
249,Kai Havertz,de GER,"MF,FW",de Leverkusen,20,1999,4.8,2,1,2,0,0,1,4,25.0,3,2,0,2,1,3,5,0,Matches
250,Eden Hazard,be BEL,FW,es Real Madrid,28,1991,5.0,3,3,1,0,2,1,6,16.7,5,0,0,0,3,6,0,0,Matches
251,Thorgan Hazard,be BEL,"FW,MF",de Dortmund,26,1993,5.3,10,8,2,6,2,4,15,26.7,11,6,0,6,1,11,1,0,Matches
252,Hwang Hee-chan,kr KOR,FW,at RB Salzburg,23,1996,6.0,3,2,0,2,1,0,1,0.0,1,1,0,1,1,4,1,0,Matches
253,Jordan Henderson,eng ENG,MF,eng Liverpool,29,1990,5.7,11,7,2,8,1,3,8,37.5,5,7,0,7,8,19,2,0,Matches
254,Mario Hermoso,es ESP,DF,es Atlético Madrid,24,1995,3.9,4,3,2,2,0,1,3,33.3,2,2,0,2,8,12,17,1,Matches
255,Lucas Hernández,fr FRA,DF,de Bayern Munich,23,1996,1.7,1,1,0,1,0,0,1,0.0,1,2,0,2,2,3,2,0,Matches
256,Ander Herrera,es ESP,MF,fr Paris S-G,29,1989,3.6,4,2,3,1,0,2,5,40.0,3,11,1,10,8,12,5,0,Matches
257,Héctor Herrera,mx MEX,MF,es Atlético Madrid,29,1990,2.9,1,0,1,0,0,1,8,12.5,7,1,0,1,2,3,5,0,Matches
258,Son Heung-min,kr KOR,FW,eng Tottenham,27,1992,4.1,8,1,3,5,0,4,13,30.8,9,2,0,2,2,10,1,0,Matches
259,Bryan Heynen,be BEL,"MF,FW",be Genk,22,1997,2.9,6,5,2,4,0,3,12,25.0,9,6,4,2,6,12,3,0,Matches
260,Gonzalo Higuaín,ar ARG,FW,it Juventus,31,1987,5.7,0,0,0,0,0,0,5,0.0,5,4,1,3,0,0,2,0,Matches
261,David Hovorka,cz CZE,DF,cz Slavia Prague,25,1993,3.0,3,3,2,1,0,2,3,66.7,1,8,2,6,5,8,9,0,Matches
262,Benedikt Höwedes,de GER,DF,ru Loko Moscow,31,1988,6.0,5,4,3,1,1,2,7,28.6,5,6,4,2,14,19,22,0,Matches
263,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,29,1989,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,2,Matches
264,Patrik Hrošovský,sk SVK,MF,be Genk,27,1992,4.6,8,5,3,4,1,2,6,33.3,4,5,3,2,5,13,4,0,Matches
265,Callum Hudson-Odoi,eng ENG,"FW,MF",eng Chelsea,18,2000,2.9,1,1,1,0,0,0,2,0.0,2,1,0,1,2,3,0,1,Matches
266,Mats Hummels,de GER,DF,de Dortmund,30,1988,8.0,18,12,13,5,0,12,20,60.0,8,9,5,4,30,48,32,2,Matches
267,Klaas-Jan Huntelaar,nl NED,FW,nl Ajax,35,1983,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
268,Josef Hušbauer,cz CZE,MF,cz Slavia Prague,29,1990,2.3,2,1,0,1,1,1,3,33.3,2,5,0,5,3,5,1,0,Matches
269,Roger Ibanez,br BRA,"DF,FW",it Atalanta,20,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
270,Mauro Icardi,ar ARG,FW,fr Paris S-G,26,1993,5.3,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,5,0,Matches
271,Brian Idowu,ng NGA,DF,ru Loko Moscow,27,1992,2.7,4,3,2,2,0,2,5,40.0,3,5,0,5,4,8,11,0,Matches
272,Vladislav Ignatyev,ru RUS,"DF,MF",ru Loko Moscow,32,1987,4.9,16,10,12,4,0,8,17,47.1,9,11,5,6,5,21,17,0,Matches
273,Jonathan Ikone,fr FRA,"MF,FW",fr Lille,21,1998,2.7,1,0,0,0,1,1,4,25.0,3,2,0,2,0,1,0,0,Matches
274,Josip Iličić,si SVN,"FW,MF",it Atalanta,31,1988,5.7,4,1,0,2,2,2,7,28.6,5,1,0,1,4,8,3,0,Matches
275,Selçuk İnan,tr TUR,"MF,FW",tr Galatasaray,34,1985,0.7,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,Matches
276,Lorenzo Insigne,it ITA,"MF,FW",it Napoli,28,1991,3.9,5,3,2,2,1,3,13,23.1,10,3,0,3,6,11,0,1,Matches
277,Isco,es ESP,"MF,FW",es Real Madrid,27,1992,3.0,6,3,4,1,1,2,5,40.0,3,1,0,1,3,9,0,0,Matches
278,Ismaily,br BRA,DF,ua Shakhtar,29,1990,6.0,16,12,12,2,2,4,9,44.4,5,8,0,8,13,29,24,1,Matches
279,Junya Ito,jp JPN,"MF,FW",be Genk,26,1993,4.9,11,6,4,5,2,2,9,22.2,7,6,0,6,4,15,7,0,Matches
280,Mirko Ivanić,me MNE,MF,rs Red Star,25,1993,1.2,3,1,0,3,0,1,8,12.5,7,2,0,2,2,5,1,1,Matches
281,Branislav Ivanović,rs SRB,DF,ru Zenit,35,1984,5.8,3,2,1,1,1,1,1,100.0,0,5,3,2,5,8,34,0,Matches
282,Luka Ivanušec,hr CRO,"MF,DF",hr Dinamo Zagreb,20,1998,1.1,2,1,0,1,1,0,2,0.0,2,0,0,0,1,3,3,0,Matches
283,Reece James,eng ENG,DF,eng Chelsea,19,1999,4.2,7,5,5,2,0,6,13,46.2,7,6,2,4,5,12,11,0,Matches
284,Jardel,br BRA,DF,pt Benfica,33,1986,1.8,3,1,1,1,1,2,4,50.0,2,2,2,0,3,6,9,0,Matches
285,Léo Jardim,br BRA,GK,fr Lille,24,1995,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
286,Gabriel Jesus,br BRA,"FW,MF",eng Manchester City,22,1997,6.5,6,3,1,2,3,3,8,37.5,5,6,2,4,8,14,3,0,Matches
287,Frenkie de Jong,nl NED,MF,es Barcelona,22,1997,8.3,16,10,7,6,3,5,20,25.0,15,6,1,5,12,28,5,0,Matches
288,Siem de Jong,nl NED,MF,nl Ajax,30,1989,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
289,Jorginho,it ITA,MF,eng Chelsea,27,1991,6.8,21,10,6,12,3,8,27,29.6,19,7,1,6,13,34,4,0,Matches
290,Jota,pt POR,FW,pt Benfica,20,1999,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
291,Dušan Jovančić,rs SRB,MF,rs Red Star,28,1990,2.0,5,4,0,4,1,1,3,33.3,2,5,2,3,4,9,0,0,Matches
292,Luka Jović,rs SRB,FW,es Real Madrid,21,1997,1.3,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,2,0,Matches
293,Vinicius Júnior,br BRA,FW,es Real Madrid,19,2000,2.2,5,2,1,2,2,1,2,50.0,1,0,0,0,1,6,0,0,Matches
294,Zlatko Junuzović,at AUT,MF,at RB Salzburg,31,1987,5.6,11,6,5,5,1,9,19,47.4,10,10,5,5,10,21,5,0,Matches
295,Damian Kądzior,pl POL,"MF,FW",hr Dinamo Zagreb,27,1992,0.7,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,Matches
296,Kevin Kampl,si SVN,MF,de RB Leipzig,28,1990,3.2,4,1,3,1,0,3,5,60.0,2,0,0,0,5,9,6,0,Matches
297,Harry Kane,eng ENG,FW,eng Tottenham,26,1993,5.0,3,3,0,2,1,0,2,0.0,2,2,0,2,0,3,4,0,Matches
298,Lee Kang-in,kr KOR,"MF,FW",es Valencia,18,2001,1.4,3,3,1,1,1,3,5,60.0,2,4,0,4,0,3,0,0,Matches
299,N'Golo Kanté,fr FRA,MF,eng Chelsea,28,1991,4.0,10,4,3,7,0,4,10,40.0,6,8,1,7,9,19,3,1,Matches
300,Vyacheslav Karavayev,ru RUS,DF,ru Zenit,24,1995,4.6,13,9,11,1,1,6,12,50.0,6,1,0,1,4,17,13,0,Matches
301,Thilo Kehrer,de GER,DF,fr Paris S-G,22,1996,4.2,14,11,7,7,0,7,10,70.0,3,8,3,5,3,17,6,0,Matches
302,Naby Keïta,gn GUI,"MF,FW",eng Liverpool,24,1995,2.8,9,7,4,5,0,2,6,33.3,4,1,0,1,2,11,2,0,Matches
303,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
304,Sami Khedira,de GER,MF,it Juventus,32,1987,2.9,7,4,3,2,2,1,3,33.3,2,3,1,2,3,10,5,0,Matches
305,Joshua Kimmich,de GER,"DF,MF",de Bayern Munich,24,1995,10.0,15,8,2,9,4,9,19,47.4,10,6,2,4,10,25,11,1,Matches
306,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,23,1995,10.0,22,14,14,8,0,12,16,75.0,4,7,3,4,15,37,32,1,Matches
307,Simon Kjær,dk DEN,DF,it Atalanta,30,1989,1.0,4,2,3,1,0,4,6,66.7,2,0,0,0,0,4,6,0,Matches
308,Lukas Klostermann,de GER,DF,de RB Leipzig,23,1996,9.0,11,7,8,3,0,5,15,33.3,10,11,4,7,16,27,26,1,Matches
309,Anton Kochenkov,kg KGZ,GK,ru Loko Moscow,32,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
310,Sekou Koita,ml MLI,MF,at RB Salzburg,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
311,Koke,es ESP,MF,es Atlético Madrid,27,1992,8.8,16,9,9,5,2,8,26,30.8,18,3,0,3,7,23,13,1,Matches
312,Ondřej Kolář,cz CZE,GK,cz Slavia Prague,24,1994,6.0,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,4,0,Matches
313,Aleksandr Kolomeytsev,ru RUS,MF,ru Loko Moscow,30,1989,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
314,Ibrahima Konaté,fr FRA,DF,de RB Leipzig,20,1999,1.2,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,5,0,Matches
315,Geoffrey Kondogbia,cf CTA,"MF,DF",es Valencia,26,1993,4.5,18,9,4,12,2,6,10,60.0,4,11,3,8,13,31,7,0,Matches
316,Youssouf Koné,ml MLI,DF,fr Lyon,24,1995,4.4,7,6,5,2,0,5,8,62.5,3,2,0,2,11,18,12,0,Matches
317,Yevhen Konoplyanka,ua UKR,"FW,MF",ua Shakhtar,29,1989,2.0,1,1,0,0,1,1,4,25.0,3,3,1,2,1,2,0,0,Matches
318,Odilon Kossounou,ci CIV,DF,be Club Brugge,18,2001,2.0,3,3,2,1,0,3,3,100.0,0,1,1,0,1,4,5,0,Matches
319,Kalidou Koulibaly,sn SEN,DF,it Napoli,28,1991,7.0,14,10,11,2,1,8,16,50.0,8,16,10,6,12,26,31,0,Matches
320,Mateo Kovačić,hr CRO,MF,eng Chelsea,25,1994,6.8,10,5,4,5,1,1,6,16.7,5,7,1,6,7,17,6,1,Matches
321,Viktor Kovalenko,ua UKR,MF,ua Shakhtar,23,1996,3.7,6,4,2,4,0,2,5,40.0,3,1,0,1,2,8,3,0,Matches
322,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,22,1997,5.9,20,12,13,6,1,13,25,52.0,12,10,3,7,5,25,21,1,Matches
323,Toni Kroos,de GER,MF,es Real Madrid,29,1990,6.0,15,12,5,6,4,6,18,33.3,12,4,0,4,9,24,2,0,Matches
324,Grzegorz Krychowiak,pl POL,MF,ru Loko Moscow,29,1990,5.9,12,5,3,5,4,3,8,37.5,5,8,2,6,8,20,7,1,Matches
325,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,28,1991,6.0,5,3,3,1,1,3,4,75.0,1,11,10,1,4,9,23,2,Matches
326,Ondřej Kúdela,cz CZE,DF,cz Slavia Prague,32,1987,6.0,5,4,3,2,0,3,6,50.0,3,5,1,4,10,15,9,0,Matches
327,Daniil Kulikov,ru RUS,MF,ru Loko Moscow,21,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
328,Layvin Kurzawa,fr FRA,DF,fr Paris S-G,26,1992,2.3,5,3,4,1,0,2,3,66.7,1,1,1,0,6,11,6,0,Matches
329,Daler Kuzyaev,ru RUS,MF,ru Zenit,26,1993,1.5,2,0,2,0,0,1,12,8.3,11,4,1,3,6,8,2,0,Matches
330,Saba Kvirkvelia,ge GEO,DF,ru Loko Moscow,27,1992,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,9,0,Matches
331,Rajiv van La Parra,nl NED,FW,rs Red Star,28,1991,3.9,11,5,2,5,4,3,10,30.0,7,1,0,1,1,12,1,0,Matches
332,Zakaria Labyad,ma MAR,FW,nl Ajax,26,1993,0.5,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
333,Konrad Laimer,at AUT,"MF,DF",de RB Leipzig,22,1997,7.9,38,21,14,20,4,19,46,41.3,27,19,2,17,4,42,5,0,Matches
334,Érik Lamela,ar ARG,"MF,FW",eng Tottenham,27,1992,2.6,4,4,2,1,1,1,5,20.0,4,1,0,1,1,5,2,0,Matches
335,Noa Lang,nl NED,FW,nl Ajax,20,1999,1.4,8,6,2,3,3,2,4,50.0,2,1,0,1,3,11,0,0,Matches
336,Aymeric Laporte,es ESP,DF,eng Manchester City,25,1994,2.4,2,0,1,1,0,2,3,66.7,1,2,1,1,4,6,5,0,Matches
337,Valentino Lazaro,at AUT,"DF,FW",it Inter,23,1996,1.2,2,2,2,0,0,1,4,25.0,3,2,0,2,1,3,3,0,Matches
338,Thomas Lemar,fr FRA,MF,es Atlético Madrid,23,1995,2.6,2,2,1,0,1,1,2,50.0,1,2,0,2,2,4,1,0,Matches
339,Mario Lemina,ga GAB,MF,tr Galatasaray,25,1993,3.7,8,6,3,4,1,2,9,22.2,7,4,0,4,4,12,6,0,Matches
340,Clément Lenglet,fr FRA,DF,es Barcelona,24,1995,8.0,6,4,3,2,1,5,10,50.0,5,17,9,8,10,16,22,0,Matches
341,Marin Leovac,hr CRO,"DF,MF",hr Dinamo Zagreb,30,1988,5.0,8,6,3,5,0,4,13,30.8,9,2,2,0,8,16,11,0,Matches
342,Robert Lewandowski,pl POL,FW,de Bayern Munich,30,1988,9.8,10,6,2,6,2,2,10,20.0,8,5,0,5,2,12,8,0,Matches
343,Matthijs de Ligt,nl NED,DF,it Juventus,19,1999,6.0,7,5,5,2,0,5,5,100.0,0,8,5,3,6,13,20,0,Matches
344,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1,Matches
345,Fernando Llorente,es ESP,FW,it Napoli,34,1985,1.0,1,1,1,0,0,0,2,0.0,2,2,0,2,1,2,6,0,Matches
346,Marcos Llorente,es ESP,"MF,FW",es Atlético Madrid,24,1995,2.3,2,0,0,1,1,1,6,16.7,5,1,1,0,0,2,7,0,Matches
347,Hugo Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
348,Giovani Lo Celso,ar ARG,"MF,FW",eng Tottenham,23,1996,3.7,9,3,3,5,1,8,17,47.1,9,5,1,4,5,14,5,0,Matches
349,Stanislav Lobotka,sk SVK,MF,it Napoli,24,1994,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
350,Renan Lodi,br BRA,DF,es Atlético Madrid,21,1998,8.4,23,15,16,3,4,12,22,54.5,10,7,0,7,16,39,25,0,Matches
351,Ademola Lookman,ng NGA,FW,de RB Leipzig,21,1997,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
352,Anthony Lopes,pt POR,GK,fr Lyon,28,1990,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Matches
353,Maximiliano Lovera,ar ARG,"FW,MF",gr Olympiacos,20,1999,1.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
354,Dejan Lovren,hr CRO,DF,eng Liverpool,30,1989,2.6,3,2,0,3,0,2,2,100.0,0,3,2,1,2,5,7,1,Matches
355,Hirving Lozano,mx MEX,"FW,MF",it Napoli,24,1995,4.6,4,4,4,0,0,2,7,28.6,5,6,0,6,4,8,1,0,Matches
356,Caio Lucas Fernandes,ae UAE,"MF,FW",pt Benfica,25,1994,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
357,Jean Lucas,br BRA,MF,fr Lyon,21,1998,0.0,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
358,Jhon Lucumí,co COL,DF,be Genk,21,1998,6.0,9,4,6,3,0,4,9,44.4,5,15,7,8,15,24,25,1,Matches
359,Florentino Luís,pt POR,MF,pt Benfica,19,1999,2.0,12,8,4,6,2,3,11,27.3,8,0,0,0,2,14,3,0,Matches
360,José Luis Gayà,es ESP,DF,es Valencia,24,1995,6.0,15,9,10,5,0,6,11,54.5,5,8,3,5,3,18,17,0,Matches
361,José Luis Palomino,ar ARG,DF,it Atalanta,29,1990,6.3,25,15,19,6,0,14,18,77.8,4,8,5,3,17,42,16,1,Matches
362,Romelu Lukaku,be BEL,FW,it Inter,26,1993,4.5,2,1,1,1,0,0,2,0.0,2,3,0,3,1,3,2,0,Matches
363,Andrey Lunyov,ru RUS,GK,ru Zenit,27,1991,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
364,Sebastiano Luperto,it ITA,DF,it Napoli,22,1996,1.5,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,6,0,Matches
365,Christian Luyindama,cd COD,DF,tr Galatasaray,25,1994,4.0,11,6,10,1,0,7,13,53.8,6,11,5,6,4,15,17,0,Matches
366,Gabriel Magalhães,br BRA,DF,fr Lille,21,1997,6.0,12,7,8,4,0,5,7,71.4,2,11,6,5,13,25,25,0,Matches
