Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
342,Robert Lewandowski,pl POL,FW,de Bayern Munich,30,1988,9.8,48,4.88,33,0,2,6,6,1,10,1.02,7,0,1,1,1,0,Matches
343,Matthijs de Ligt,nl NED,DF,it Juventus,19,1999,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
345,Fernando Llorente,es ESP,FW,it Napoli,34,1985,1.0,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
346,Marcos Llorente,es ESP,"MF,FW",es Atlético Madrid,24,1995,2.3,3,1.50,3,0,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
347,Hugo Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
348,Giovani Lo Celso,ar ARG,"MF,FW",eng Tottenham,23,1996,3.7,14,3.82,10,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
349,Stanislav Lobotka,sk SVK,MF,it Napoli,24,1994,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
350,Renan Lodi,br BRA,DF,es Atlético Madrid,21,1998,8.4,18,2.22,11,4,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches
351,Ademola Lookman,ng NGA,FW,de RB Leipzig,21,1997,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches
352,Anthony Lopes,pt POR,GK,fr Lyon,28,1990,10.0,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
353,Maximiliano Lovera,ar ARG,"FW,MF",gr Olympiacos,20,1999,1.1,3,2.65,2,0,1,0,0,0,1,0.88,1,0,0,0,0,0,Matches
354,Dejan Lovren,hr CRO,DF,eng Liverpool,30,1989,2.6,4,1.55,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
355,Hirving Lozano,mx MEX,"FW,MF",it Napoli,24,1995,4.6,12,2.62,8,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
356,Caio Lucas Fernandes,ae UAE,"MF,FW",pt Benfica,25,1994,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
357,Jean Lucas,br BRA,MF,fr Lyon,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,Jhon Lucumí,co COL,DF,be Genk,21,1998,6.0,4,0.67,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
359,Florentino Luís,pt POR,MF,pt Benfica,19,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
360,José Luis Gayà,es ESP,DF,es Valencia,24,1995,6.0,15,2.50,8,1,2,1,3,0,3,0.50,1,1,0,0,1,0,Matches
361,José Luis Palomino,ar ARG,DF,it Atalanta,29,1990,6.3,4,0.63,4,0,0,0,0,0,2,0.32,2,0,0,0,0,0,Matches
362,Romelu Lukaku,be BEL,FW,it Inter,26,1993,4.5,15,3.35,11,0,4,0,0,0,4,0.89,2,0,2,0,0,0,Matches
363,Andrey Lunyov,ru RUS,GK,ru Zenit,27,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Sebastiano Luperto,it ITA,DF,it Napoli,22,1996,1.5,4,2.67,2,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
365,Christian Luyindama,cd COD,DF,tr Galatasaray,25,1994,4.0,1,0.25,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
366,Gabriel Magalhães,br BRA,DF,fr Lille,21,1997,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,Stanislav Magkeev,ru RUS,DF,ru Loko Moscow,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
368,Riyad Mahrez,dz ALG,"FW,MF",eng Manchester City,28,1991,6.4,23,3.62,18,2,2,0,0,1,4,0.63,4,0,0,0,0,0,Matches
369,Thiago Maia,br BRA,FW,fr Lille,22,1997,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
370,Mike Maignan,fr FRA,GK,fr Lille,24,1995,5.8,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
371,Lovro Majer,hr CRO,MF,hr Dinamo Zagreb,21,1998,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
372,Róbert Mak,sk SVK,MF,ru Zenit,28,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
373,Nikola Maksimović,rs SRB,DF,it Napoli,27,1991,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
374,Kévin Malcuit,ma MAR,DF,it Napoli,28,1991,1.6,7,4.26,6,0,0,1,0,0,2,1.22,2,0,0,0,0,0,Matches
375,Ruslan Malinovskyi,ua UKR,MF,it Atalanta,26,1993,2.9,16,5.50,9,6,1,0,0,0,2,0.69,1,1,0,0,0,0,Matches
376,Reinildo Mandava,mz MOZ,DF,fr Lille,25,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
377,Sadio Mané,sn SEN,FW,eng Liverpool,27,1992,7.0,33,4.94,22,0,6,2,2,1,4,0.60,3,0,1,0,0,0,Matches
378,Eliaquim Mangala,fr FRA,DF,es Valencia,28,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
379,Kostas Manolas,gr GRE,DF,it Napoli,28,1991,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
380,Fernando Marçal,br BRA,DF,fr Lyon,30,1989,5.6,6,1.07,4,2,0,0,0,0,2,0.36,2,0,0,0,0,0,Matches
381,Marcão,br BRA,DF,tr Galatasaray,23,1996,6.0,7,1.17,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
382,Marcelo,br BRA,DF,es Real Madrid,31,1988,3.0,16,5.41,14,1,0,1,0,0,3,1.02,3,0,0,0,0,0,Matches
383,Marcelo,br BRA,DF,fr Lyon,32,1987,8.1,6,0.74,5,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
384,José María Giménez,uy URU,DF,es Atlético Madrid,24,1995,3.3,3,0.95,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
385,Mariano,br BRA,DF,tr Galatasaray,33,1986,6.0,8,1.34,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
386,Marko Marin,de GER,"MF,FW",rs Red Star,30,1989,6.0,26,4.33,14,8,2,0,2,0,2,0.33,0,2,0,0,0,0,Matches
387,Guilherme Marinato,ru RUS,GK,ru Loko Moscow,33,1985,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
388,João Mário,pt POR,"MF,FW",ru Loko Moscow,26,1993,3.9,13,3.31,8,4,0,1,0,0,2,0.51,1,0,0,1,0,0,Matches
389,Marlos,ua UKR,"FW,MF",ua Shakhtar,31,1988,4.1,13,3.18,7,1,2,2,1,0,2,0.49,1,0,1,0,0,0,Matches
390,Marquinhos,br BRA,"MF,DF",fr Paris S-G,25,1994,10.8,8,0.74,7,0,0,1,0,0,3,0.28,3,0,0,0,0,0,Matches
391,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,30,1988,3.8,8,2.10,7,0,0,0,1,0,3,0.79,2,0,0,0,1,0,Matches
392,Lautaro Martínez,ar ARG,FW,it Inter,21,1997,5.8,21,3.63,14,1,2,2,2,0,2,0.35,2,0,0,0,0,0,Matches
393,Lisandro Martínez,ar ARG,"MF,DF",nl Ajax,21,1998,6.0,6,1.01,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
394,Andrea Masiello,it ITA,DF,it Atalanta,33,1986,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
395,Lukáš Masopust,cz CZE,FW,cz Slavia Prague,26,1993,5.2,15,2.87,12,0,0,1,1,1,2,0.38,2,0,0,0,0,0,Matches
396,Giorgos Masouras,gr GRE,"FW,MF",gr Olympiacos,25,1994,4.7,15,3.19,9,6,0,0,0,0,2,0.43,0,2,0,0,0,0,Matches
397,Clinton Mata,ao ANG,DF,be Club Brugge,26,1992,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
398,Joël Matip,cm CMR,DF,eng Liverpool,27,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
399,Blaise Matuidi,fr FRA,MF,it Juventus,32,1987,3.8,6,1.59,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
400,Mykola Matviyenko,ua UKR,DF,ua Shakhtar,23,1996,5.9,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
401,Eric Maxim Choupo-Moting,cm CMR,FW,fr Paris S-G,30,1989,1.4,6,4.15,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
402,Noussair Mazraoui,ma MAR,"DF,MF",nl Ajax,21,1997,2.5,7,2.80,5,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
403,Kylian Mbappé,fr FRA,FW,fr Paris S-G,20,1998,7.3,35,4.82,27,0,3,3,2,0,9,1.24,6,0,2,0,1,0,Matches
404,Brandon Mechele,be BEL,DF,be Club Brugge,26,1993,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
405,Arthur Melo,br BRA,MF,es Barcelona,22,1996,3.3,5,1.51,2,1,1,0,1,0,1,0.30,1,0,0,0,0,0,Matches
406,Memphis,nl NED,"FW,MF",fr Lyon,25,1994,6.6,27,4.12,12,9,1,0,5,0,1,0.15,0,0,0,0,1,0,Matches
407,Thiago Mendes,br BRA,MF,fr Lyon,27,1992,5.1,9,1.75,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
408,Benjamin Mendy,fr FRA,DF,eng Manchester City,25,1994,4.9,10,2.05,9,0,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
409,Ferland Mendy,fr FRA,DF,es Real Madrid,24,1995,4.5,7,1.54,7,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
410,Alex Meret,it ITA,GK,it Napoli,22,1997,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
411,Yassine Meriah,tn TUN,DF,gr Olympiacos,26,1993,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
412,Dries Mertens,be BEL,FW,it Napoli,32,1987,6.5,25,3.86,15,4,1,3,1,1,3,0.46,2,0,0,0,1,0,Matches
413,Lionel Messi,ar ARG,FW,es Barcelona,32,1987,7.4,45,6.12,27,3,5,4,5,1,10,1.36,6,0,1,1,1,1,Matches
414,Thomas Meunier,be BEL,DF,fr Paris S-G,27,1991,5.0,8,1.60,8,0,0,0,0,0,2,0.40,2,0,0,0,0,0,Matches
415,Simon Mignolet,be BEL,GK,be Club Brugge,31,1988,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Arkadiusz Milik,pl POL,FW,it Napoli,25,1994,2.4,6,2.51,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
417,Éder Militão,br BRA,DF,es Real Madrid,21,1998,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
418,James Milner,eng ENG,"MF,DF",eng Liverpool,33,1986,4.6,18,4.19,14,2,2,0,0,0,2,0.47,1,1,0,0,0,0,Matches
419,Nemanja Milunović,rs SRB,DF,rs Red Star,30,1989,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
420,Takumi Minamino,jp JPN,MF,at RB Salzburg,24,1995,5.6,31,5.49,24,0,3,2,1,1,6,1.06,5,0,1,0,0,0,Matches
421,Takumi Minamino,jp JPN,MF,eng Liverpool,24,1995,0.1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
422,Aleksei Miranchuk,ru RUS,"FW,MF",ru Loko Moscow,23,1995,4.0,18,4.50,10,3,2,3,0,0,1,0.25,0,0,0,1,0,0,Matches
423,Anton Miranchuk,ru RUS,MF,ru Loko Moscow,23,1995,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
424,Matej Mitrović,hr CRO,DF,be Club Brugge,25,1993,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
425,Luka Modrić,hr CRO,MF,es Real Madrid,33,1985,4.3,16,3.68,11,2,0,0,2,1,3,0.69,3,0,0,0,0,0,Matches
426,Monchu,es ESP,MF,es Barcelona,19,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
427,Emre Mor,tr TUR,"FW,MF",tr Galatasaray,22,1997,1.2,5,4.09,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
428,Júnior Moraes,ua UKR,FW,ua Shakhtar,32,1987,5.8,16,2.74,9,0,1,1,4,1,2,0.34,1,0,1,0,0,0,Matches
429,Álvaro Morata,es ESP,FW,es Atlético Madrid,26,1992,5.4,11,2.11,9,0,0,1,0,1,2,0.38,2,0,0,0,0,0,Matches
430,Nikola Moro,hr CRO,MF,hr Dinamo Zagreb,21,1998,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,François Moubandje,ch SUI,DF,hr Dinamo Zagreb,29,1990,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
432,Mason Mount,eng ENG,MF,eng Chelsea,20,1999,5.0,19,3.80,9,4,2,2,1,1,2,0.40,1,0,1,0,0,0,Matches
433,Lucas Moura,br BRA,"FW,MF",eng Tottenham,26,1992,4.4,10,2.26,5,0,1,1,3,0,1,0.23,1,0,0,0,0,0,Matches
434,Nordi Mukiele,fr FRA,DF,de RB Leipzig,21,1997,7.8,23,2.96,21,0,0,0,1,1,3,0.39,3,0,0,0,0,0,Matches
435,Thomas Müller,de GER,"MF,FW",de Bayern Munich,29,1989,7.9,44,5.57,37,2,1,1,1,2,8,1.01,5,0,0,1,1,1,Matches
436,Simone Muratore,it ITA,MF,it Juventus,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
437,Luis Muriel,co COL,FW,it Atalanta,28,1991,2.4,16,6.55,7,2,1,3,3,0,1,0.41,0,0,0,0,1,0,Matches
438,Fernando Muslera,uy URU,GK,tr Galatasaray,33,1986,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
439,Yvon Mvogo,ch SUI,GK,de RB Leipzig,25,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
440,Enock Mwepu,zm ZAM,MF,at RB Salzburg,21,1998,4.5,17,3.80,16,0,1,0,0,0,4,0.89,4,0,0,0,0,0,Matches
441,Joakim Mæhle,dk DEN,DF,be Genk,22,1997,6.0,13,2.17,8,0,4,1,0,0,0,0.00,0,0,0,0,0,0,Matches
442,Nacho,es ESP,DF,es Real Madrid,29,1990,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
443,Yuto Nagatomo,jp JPN,DF,tr Galatasaray,32,1986,5.8,6,1.03,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
444,Keylor Navas,cr CRC,GK,fr Paris S-G,32,1986,8.9,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
445,Tanguy Ndombele,fr FRA,MF,eng Tottenham,22,1996,3.8,14,3.72,12,0,0,1,1,0,3,0.80,3,0,0,0,0,0,Matches
446,Dieumerci Ndongala,cd COD,"MF,FW",be Genk,28,1991,1.3,4,3.03,3,0,0,0,1,0,2,1.51,1,0,0,0,1,0,Matches
447,David Neres,br BRA,FW,nl Ajax,22,1997,2.0,7,3.50,6,0,0,1,0,0,3,1.50,3,0,0,0,0,0,Matches
448,Neto,br BRA,GK,es Barcelona,30,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
449,Manuel Neuer,de GER,GK,de Bayern Munich,33,1986,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,Neymar,br BRA,"MF,FW",fr Paris S-G,27,1992,6.5,34,5.23,21,2,6,1,4,0,10,1.54,6,0,1,1,2,0,Matches
451,Tanguy Nianzou,fr FRA,MF,fr Paris S-G,17,2002,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
452,Saúl Ñíguez,es ESP,"MF,DF",es Atlético Madrid,24,1994,9.3,16,1.78,11,1,1,0,1,2,1,0.11,0,0,0,0,0,1,Matches
453,Christopher Nkunku,fr FRA,"FW,MF",de RB Leipzig,21,1997,5.7,24,4.24,14,7,0,0,3,0,1,0.18,0,0,0,0,1,0,Matches
454,Casper de Norre,be BEL,DF,be Genk,22,1997,2.8,5,1.76,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
455,Steven Nzonzi,fr FRA,"MF,DF",tr Galatasaray,30,1988,4.3,2,0.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
456,Jan Oblak,si SVN,GK,es Atlético Madrid,26,1993,9.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
457,Stephen Odey,ng NGA,FW,be Genk,21,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
458,Álvaro Odriozola,es ESP,DF,de Bayern Munich,23,1995,0.2,1,4.50,1,0,0,0,0,0,1,4.50,1,0,0,0,0,0,Matches
459,Álvaro Odriozola,es ESP,DF,es Real Madrid,23,1995,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
460,David Okereke,ng NGA,FW,be Club Brugge,21,1997,1.9,7,3.64,5,0,0,2,0,0,1,0.52,1,0,0,0,0,0,Matches
461,Masaya Okugawa,jp JPN,"MF,FW",at RB Salzburg,23,1996,0.8,1,1.18,1,0,0,0,0,0,1,1.18,1,0,0,0,0,0,Matches
462,Peter Olayinka,ng NGA,"FW,MF",cz Slavia Prague,23,1995,5.9,24,4.04,17,0,1,1,5,0,1,0.17,0,0,0,0,1,0,Matches
463,Marco Olivieri,it ITA,FW,it Juventus,20,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Dani Olmo,es ESP,MF,de RB Leipzig,21,1998,1.4,4,2.83,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
465,Dani Olmo,es ESP,"MF,FW",hr Dinamo Zagreb,21,1998,6.0,15,2.50,8,2,2,2,1,0,2,0.33,1,0,0,1,0,0,Matches
466,André Onana,cm CMR,GK,nl Ajax,23,1996,6.0,2,0.33,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
467,Jérôme Onguéné,cm CMR,DF,at RB Salzburg,21,1997,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
468,Paul Onuachu,ng NGA,FW,be Genk,25,1994,2.4,6,2.52,3,0,2,1,0,0,1,0.42,0,0,0,1,0,0,Matches
469,Loïs Openda,be BEL,FW,be Club Brugge,19,2000,1.5,2,1.30,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
470,Willi Orban,hu HUN,DF,de RB Leipzig,26,1992,3.1,2,0.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,Divock Origi,be BEL,FW,eng Liverpool,24,1995,2.1,8,4.11,6,0,1,1,0,0,2,1.03,1,0,1,0,0,0,Matches
472,Mislav Oršić,hr CRO,"FW,MF",hr Dinamo Zagreb,26,1992,5.2,11,2.10,7,1,1,1,1,0,1,0.19,1,0,0,0,0,0,Matches
473,Victor Osimhen,ng NGA,FW,fr Lille,20,1998,5.0,13,2.60,8,0,1,1,2,1,1,0.20,0,0,0,1,0,0,Matches
474,Yordan Osorio,ve VEN,DF,ru Zenit,25,1994,3.6,2,0.56,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
475,David Ospina,co COL,GK,it Napoli,30,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
476,Nicolás Otamendi,ar ARG,DF,eng Manchester City,31,1988,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
477,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",eng Liverpool,25,1993,3.1,12,3.84,9,1,2,0,0,0,1,0.32,1,0,0,0,0,0,Matches
478,Şener Özbayraklı,tr TUR,"MF,DF",tr Galatasaray,29,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
479,Magomed Ozdoyev,ru RUS,MF,ru Zenit,26,1992,5.1,10,1.94,6,1,1,0,1,1,3,0.58,1,1,0,0,0,1,Matches
480,Joseph Paintsil,gh GHA,"MF,FW",be Genk,21,1998,1.7,10,5.81,5,1,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
481,Emerson Palmieri,it ITA,DF,eng Chelsea,24,1994,2.2,4,1.81,2,1,1,0,0,0,1,0.45,0,1,0,0,0,0,Matches
482,Radovan Pankov,rs SRB,DF,rs Red Star,23,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
483,Leandro Paredes,ar ARG,MF,fr Paris S-G,25,1994,4.1,13,3.16,11,0,1,0,1,0,1,0.24,1,0,0,0,0,0,Matches
484,Daniel Parejo,es ESP,MF,es Valencia,30,1989,8.0,36,4.50,19,15,0,2,0,0,4,0.50,2,1,0,1,0,0,Matches
485,Thomas Partey,gh GHA,MF,es Atlético Madrid,26,1993,8.2,29,3.70,20,3,4,1,0,1,1,0.13,1,0,0,0,0,0,Matches
486,Mario Pašalić,hr CRO,"MF,FW",it Atalanta,24,1995,7.7,23,3.00,20,0,1,1,0,1,3,0.39,3,0,0,0,0,0,Matches
487,Alan Patrick,br BRA,MF,ua Shakhtar,28,1991,5.5,18,3.28,15,2,1,0,0,0,3,0.55,3,0,0,0,0,0,Matches
488,Paulinho,br BRA,"FW,MF",de Leverkusen,19,2000,0.4,2,4.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
489,Gabriel Paulista,br BRA,DF,es Valencia,28,1990,6.0,4,0.67,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
490,Benjamin Pavard,fr FRA,DF,de Bayern Munich,23,1996,7.1,14,1.97,11,1,0,2,0,0,4,0.56,4,0,0,0,0,0,Matches
491,Milan Pavkov,rs SRB,FW,rs Red Star,25,1994,2.1,2,1.02,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
492,Pedro,es ESP,"MF,DF",eng Chelsea,32,1987,1.1,8,7.27,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
493,Carles Pérez,es ESP,FW,es Barcelona,21,1998,0.9,3,3.21,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
494,Dino Perić,hr CRO,DF,hr Dinamo Zagreb,25,1994,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
495,Ivan Perišić,hr CRO,FW,de Bayern Munich,30,1989,4.7,21,4.47,17,2,0,2,0,0,4,0.85,4,0,0,0,0,0,Matches
496,Bruno Petković,hr CRO,FW,hr Dinamo Zagreb,24,1994,5.1,11,2.14,7,0,2,0,2,0,2,0.39,2,0,0,0,0,0,Matches
497,Njegoš Petrović,rs SRB,MF,rs Red Star,20,1999,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
498,Jérémy Pied,fr FRA,DF,fr Lille,30,1989,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches
499,Gerard Piqué,es ESP,DF,es Barcelona,32,1987,7.0,3,0.43,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
500,Łukasz Piszczek,pl POL,DF,de Dortmund,34,1985,4.0,4,0.99,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
501,Pizzi,pt POR,"MF,FW",pt Benfica,29,1989,4.5,19,4.25,11,6,1,0,1,0,2,0.45,2,0,0,0,0,0,Matches
502,Miralem Pjanić,ba BIH,MF,it Juventus,29,1990,7.3,26,3.56,20,3,0,1,1,1,3,0.41,2,0,0,1,0,0,Matches
503,Daniel Podence,pt POR,"FW,MF",gr Olympiacos,23,1995,5.1,19,3.74,13,1,3,1,0,1,2,0.39,1,0,0,0,0,1,Matches
504,Matteo Politano,it ITA,"FW,MF",it Napoli,25,1993,0.4,3,7.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
505,Matteo Politano,it ITA,"FW,DF",it Inter,25,1993,0.7,7,9.69,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
506,Marin Pongračić,hr CRO,DF,at RB Salzburg,21,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
507,Yussuf Poulsen,dk DEN,"FW,MF",de RB Leipzig,25,1994,6.4,9,1.41,8,0,0,0,1,0,1,0.16,0,0,0,0,1,0,Matches
508,Quincy Promes,nl NED,"FW,MF",nl Ajax,27,1992,4.7,16,3.40,11,3,1,1,0,0,1,0.21,0,0,0,1,0,0,Matches
509,Lukáš Provod,cz CZE,"FW,MF",cz Slavia Prague,22,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,Christian Pulisic,us USA,"FW,MF",eng Chelsea,20,1998,3.0,18,6.09,12,0,1,3,2,0,4,1.35,3,0,0,0,1,0,Matches
511,Andriy Pyatov,ua UKR,GK,ua Shakhtar,35,1984,6.0,3,0.50,2,0,0,0,1,0,1,0.17,0,0,0,0,1,0,Matches
512,Adrien Rabiot,fr FRA,MF,it Juventus,24,1995,4.1,11,2.70,8,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
513,Rafael,br BRA,DF,fr Lyon,29,1990,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
514,Ivan Rakitić,hr CRO,MF,es Barcelona,31,1988,3.8,3,0.78,1,1,1,0,0,0,1,0.26,0,1,0,0,0,0,Matches
515,Yaroslav Rakitskiy,ua UKR,DF,ru Zenit,29,1989,5.0,4,0.80,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,André Ramalho,br BRA,DF,at RB Salzburg,27,1992,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
517,Sergio Ramos,es ESP,DF,es Real Madrid,33,1986,4.9,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
518,Aaron Ramsey,wls WAL,MF,it Juventus,28,1990,2.2,9,4.03,8,0,0,0,1,0,1,0.45,1,0,0,0,0,0,Matches
519,Lazar Ranđelović,rs SRB,FW,gr Olympiacos,21,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
