Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
152,Jason Denayer,be BEL,"DF,MF",fr Lyon,24,1995,8.7,390,377,12,12,0,0,1,0,0,0,0,0,347,1,1,Matches
153,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,21,1997,5.0,144,127,14,0,0,0,16,11,0,0,0,0,91,3,7,Matches
154,Dentinho,br BRA,"FW,DF",ua Shakhtar,30,1989,0.2,8,7,1,0,0,0,0,0,0,0,0,0,7,0,0,Matches
155,Sergiño Dest,us USA,DF,nl Ajax,18,2000,4.5,238,214,24,4,0,1,7,20,0,0,0,0,198,0,4,Matches
156,Sébastien Dewaest,be BEL,DF,be Genk,28,1991,4.0,183,177,5,5,0,2,0,0,0,0,0,0,144,1,1,Matches
157,Giovanni Di Lorenzo,it ITA,"DF,MF",it Napoli,25,1993,8.0,488,414,72,15,1,4,16,57,0,0,0,0,400,2,10,Matches
158,Ángel Di María,ar ARG,"FW,MF",fr Paris S-G,31,1988,8.3,362,317,45,11,9,4,47,6,28,8,12,0,270,0,6,Matches
159,Moussa Diaby,fr FRA,"MF,FW",de Leverkusen,20,1999,2.0,91,88,1,0,0,0,15,1,0,0,0,0,64,2,2,Matches
160,Mbaye Diagne,sn SEN,FW,be Club Brugge,27,1991,0.5,11,10,0,0,0,1,0,0,0,0,0,0,7,1,1,Matches
161,Mouctar Diakhaby,gn GUI,DF,es Valencia,22,1996,3.4,139,129,10,10,0,0,1,0,0,0,0,0,118,0,0,Matches
162,Abdou Diallo,sn SEN,DF,fr Paris S-G,23,1996,1.2,84,77,7,3,0,0,0,4,0,0,0,0,75,0,0,Matches
163,Rúben Dias,pt POR,DF,pt Benfica,22,1997,6.0,295,281,13,12,0,1,2,1,0,0,0,0,253,1,0,Matches
164,Krépin Diatta,sn SEN,"FW,MF",be Club Brugge,20,1999,4.8,175,146,27,1,4,2,18,17,9,2,7,0,109,2,3,Matches
165,Brahim Díaz,ma MAR,FW,es Real Madrid,19,1999,0.2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
166,Eric Dier,eng ENG,"DF,MF",eng Tottenham,25,1994,3.5,220,217,3,3,0,2,1,0,0,0,0,0,187,0,1,Matches
167,Emir Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6.0,203,187,15,15,0,3,0,0,0,0,0,0,169,1,1,Matches
168,Tiago Djaló,pt POR,DF,fr Lille,19,2000,3.0,146,137,9,3,0,1,1,6,0,0,0,0,121,0,1,Matches
169,Berat Djimsiti,al ALB,DF,it Atalanta,26,1993,5.7,233,219,14,12,0,1,0,2,0,0,0,0,192,0,1,Matches
170,Dodô,br BRA,DF,ua Shakhtar,20,1998,3.1,168,147,21,1,1,1,4,20,0,0,0,0,139,0,3,Matches
171,Jaume Doménech,es ESP,GK,es Valencia,28,1990,2.0,73,43,30,8,0,0,0,0,0,0,0,0,35,0,0,Matches
172,Ryan Donk,sr SUR,DF,tr Galatasaray,33,1986,4.0,140,134,5,4,0,1,1,1,0,0,0,0,112,1,3,Matches
173,Aleksandar Dragović,at AUT,DF,de Leverkusen,28,1991,1.0,51,51,0,0,0,2,0,0,0,0,0,0,45,0,0,Matches
174,Julian Draxler,de GER,"MF,FW",fr Paris S-G,25,1993,0.8,56,54,2,0,0,0,2,1,1,0,1,0,49,0,1,Matches
175,Sebastián Driussi,ar ARG,MF,ru Zenit,23,1996,4.0,189,172,16,2,1,5,19,3,10,3,3,0,145,1,7,Matches
176,Leo Dubois,fr FRA,DF,fr Lyon,24,1994,8.4,498,405,92,3,1,4,30,88,1,0,1,0,367,1,8,Matches
177,Paulo Dybala,ar ARG,"FW,MF",it Juventus,25,1993,3.5,222,201,21,3,3,2,21,2,10,4,6,0,179,0,3,Matches
178,Artem Dzyuba,ru RUS,FW,ru Zenit,30,1988,6.0,229,217,11,2,3,1,4,3,0,0,0,0,160,1,10,Matches
179,Éder,pt POR,FW,ru Loko Moscow,31,1987,3.8,72,67,5,1,0,0,2,1,0,0,0,0,55,0,2,Matches
180,Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,254,217,37,8,2,1,0,0,0,0,0,0,206,0,0,Matches
181,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0.0,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
182,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,5.1,298,244,54,2,0,1,10,52,0,0,0,0,253,0,12,Matches
183,Elif Elmas,mk MKD,MF,it Napoli,19,1999,1.2,83,82,1,0,0,1,0,1,0,0,0,0,70,0,0,Matches
184,Christian Eriksen,dk DEN,MF,eng Tottenham,27,1992,3.3,195,174,19,9,6,3,17,0,6,4,2,0,143,2,6,Matches
185,Aleksandr Erokhin,ru RUS,"MF,FW",ru Zenit,29,1989,1.8,61,60,0,0,1,0,7,0,0,0,0,0,37,1,4,Matches
186,Sebastiano Esposito,it ITA,"MF,FW",it Inter,17,2002,0.6,11,11,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
187,Fabinho,br BRA,MF,eng Liverpool,25,1993,5.4,399,389,10,9,1,3,1,1,0,0,0,0,349,0,6,Matches
188,Malachi Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,0.0,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
189,Radamel Falcao,co COL,"FW,MF",tr Galatasaray,33,1986,2.3,53,49,4,0,0,0,0,0,0,0,0,0,39,0,2,Matches
