Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
56,Abdülkerim Bardakcı,tr TUR,DF,tr Galatasaray,28,1994,6.0,19,9,13,4,2,13,19,68.4,6,6,5,1,11,30,25,0,Matches
57,Roony Bardghji,se SWE,"MF,FW",dk FC Copenhagen,17,2005,1.6,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,1,0,Matches
58,Nicolò Barella,it ITA,MF,it Inter,26,1997,5.2,16,13,6,7,3,5,10,50.0,5,6,2,4,5,21,5,0,Matches
59,Harvey Barnes,eng ENG,FW,eng Newcastle Utd,25,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
60,Romário Baró,pt POR,MF,pt Porto,23,2000,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,1,Matches
61,Ander Barrenetxea,es ESP,"FW,MF",es Real Sociedad,21,2001,4.4,12,6,7,2,3,7,14,50.0,7,3,0,3,1,13,2,0,Matches
62,Pablo Barrios,es ESP,MF,es Atlético Madrid,20,2003,2.9,5,5,4,1,0,2,6,33.3,4,4,3,1,7,12,4,0,Matches
63,Davide Bartesaghi,it ITA,FW,it Milan,17,2005,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
64,Alessandro Bastoni,it ITA,DF,it Inter,24,1999,5.6,5,1,3,2,0,1,3,33.3,2,6,1,5,6,11,15,1,Matches
65,Jelle Bataille,be BEL,DF,be Antwerp,24,1999,4.6,9,6,6,1,2,7,12,58.3,5,3,0,3,5,14,2,0,Matches
66,Christoph Baumgartner,at AUT,MF,de RB Leipzig,23,1999,1.3,3,1,2,0,1,2,5,40.0,3,2,0,2,3,6,3,0,Matches
67,Sheraldo Becker,sr SUR,FW,de Union Berlin,28,1995,4.1,0,0,0,0,0,0,0,,0,3,1,2,1,1,1,0,Matches
68,Sheraldo Becker,sr SUR,FW,es Real Sociedad,28,1995,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
69,Thomas Beelen,nl NED,DF,nl Feyenoord,22,2001,0.9,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0,Matches
70,Kevin Behrens,de GER,FW,de Union Berlin,32,1991,3.3,3,2,0,2,1,1,2,50.0,1,4,2,2,1,4,9,0,Matches
71,Armel Bella Kotchap,de GER,DF,nl PSV Eindhoven,21,2001,0.9,3,2,3,0,0,3,4,75.0,1,2,2,0,0,3,1,0,Matches
72,Jude Bellingham,eng ENG,"MF,FW",es Real Madrid,20,2003,11.0,20,9,8,7,5,5,12,41.7,7,7,2,5,7,27,7,0,Matches
73,Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
74,Loris Benito,ch SUI,DF,ch Young Boys,31,1992,4.5,6,4,3,3,0,3,8,37.5,5,7,5,2,7,13,15,0,Matches
75,Ramy Bensebaini,dz ALG,DF,de Dortmund,28,1995,4.2,21,12,12,7,2,12,15,80.0,3,16,6,10,7,28,9,0,Matches
76,Lucas Beraldo,br BRA,DF,fr Paris S-G,19,2003,4.5,11,7,7,4,0,6,13,46.2,7,4,2,2,5,16,13,0,Matches
77,Paulo Bernardo,pt POR,MF,sct Celtic,21,2002,3.5,2,0,2,0,0,0,7,0.0,7,8,2,6,5,7,2,0,Matches
78,Juan Bernat,es ESP,DF,pt Benfica,30,1993,1.2,3,2,1,2,0,3,3,100.0,0,1,1,0,1,4,1,0,Matches
79,Mads Bidstrup,dk DEN,MF,at RB Salzburg,22,2001,5.5,22,15,12,8,2,9,18,50.0,9,22,4,18,7,29,16,0,Matches
80,Justin Bijlow,nl NED,GK,nl Feyenoord,25,1998,4.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,Matches
81,Janis Blaswich,de GER,GK,de RB Leipzig,32,1991,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
82,Lewin Blum,ch SUI,DF,ch Young Boys,22,2001,2.4,5,5,4,0,1,4,7,57.1,3,2,1,1,2,7,6,0,Matches
83,Oscar Bobb,no NOR,"FW,MF",eng Manchester City,20,2003,2.4,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
84,Sacha Boey,fr FRA,DF,tr Galatasaray,22,2000,6.0,20,12,13,5,2,11,22,50.0,11,10,3,7,6,26,20,0,Matches
85,Nicolai Boilesen,dk DEN,"DF,FW",dk FC Copenhagen,31,1992,1.0,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,5,0,Matches
86,Valerii Bondar,ua UKR,DF,ua Shakhtar,24,1999,4.0,7,4,4,3,0,5,7,71.4,2,6,3,3,5,12,18,2,Matches
87,Artem Bondarenko,ua UKR,MF,ua Shakhtar,22,2000,2.5,4,4,2,2,0,2,4,50.0,2,6,1,5,2,6,4,0,Matches
88,Leonardo Bonucci,it ITA,DF,de Union Berlin,36,1987,2.9,1,0,1,0,0,1,2,50.0,1,5,5,0,2,3,23,0,Matches
89,Gonçalo Borges,pt POR,FW,pt Porto,22,2001,0.4,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,Matches
90,Cristian Borja,co COL,DF,pt Braga,30,1993,5.7,13,7,6,6,1,6,8,75.0,2,10,0,10,3,16,11,0,Matches
91,Olivier Boscagli,fr FRA,DF,nl PSV Eindhoven,25,1997,6.8,15,7,9,5,1,6,10,60.0,4,10,5,5,11,26,26,0,Matches
92,Sven Botman,nl NED,DF,eng Newcastle Utd,23,2000,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0,Matches
93,Julian Brandt,de GER,"MF,FW",de Dortmund,27,1996,8.7,17,9,7,9,1,14,22,63.6,8,10,0,10,4,21,10,0,Matches
94,Bruma,pt POR,FW,pt Braga,28,1994,4.1,8,4,3,3,2,4,7,57.1,3,3,0,3,1,9,2,0,Matches
95,Osman Bukari,gh GHA,FW,rs Red Star,24,1998,5.4,5,3,1,1,3,2,4,50.0,2,2,0,2,2,7,2,0,Matches
96,Dan Burn,eng ENG,DF,eng Newcastle Utd,31,1992,3.1,6,3,5,1,0,3,4,75.0,1,9,5,4,1,7,16,0,Matches
97,Jean Butez,fr FRA,GK,be Antwerp,28,1995,5.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,2,Matches
98,Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,1998,1.3,3,2,1,2,0,1,1,100.0,0,0,0,0,0,3,2,0,Matches
99,Jens Cajuste,se SWE,MF,it Napoli,23,1999,1.8,7,4,5,2,0,4,6,66.7,2,3,1,2,2,9,2,0,Matches
100,Davide Calabria,it ITA,DF,it Milan,26,1996,4.8,18,14,10,3,5,11,18,61.1,7,8,2,6,3,21,10,0,Matches
101,Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,1994,5.7,10,5,7,2,1,4,13,30.8,9,8,2,6,6,16,4,0,Matches
102,Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,2002,8.8,25,13,13,6,6,10,20,50.0,10,21,6,15,9,34,20,0,Matches
103,Emre Can,de GER,"MF,DF",de Dortmund,29,1994,10.1,19,12,10,8,1,11,22,50.0,11,13,3,10,12,31,14,0,Matches
104,João Cancelo,pt POR,DF,es Barcelona,29,1994,9.0,32,22,16,11,5,21,28,75.0,7,13,6,7,19,51,17,1,Matches
105,Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1997,2.4,9,3,6,3,0,4,9,44.4,5,4,0,4,6,15,3,0,Matches
106,Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3.0,2,2,0,1,1,0,1,0.0,1,3,2,1,3,5,5,0,Matches
107,David Carmo,ao ANG,DF,pt Porto,24,1999,4.0,5,2,4,1,0,2,3,66.7,1,7,5,2,4,9,20,0,Matches
108,Cameron Carter-Vickers,us USA,DF,sct Celtic,25,1997,3.3,4,2,2,2,0,3,4,75.0,1,4,2,2,4,8,12,0,Matches
109,Dani Carvajal,es ESP,DF,es Real Madrid,31,1992,9.4,24,13,13,11,0,11,18,61.1,7,17,7,10,9,33,27,0,Matches
110,Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,1.4,6,2,2,1,3,3,10,30.0,7,3,0,3,1,7,0,0,Matches
111,Vitor Carvalho,br BRA,MF,pt Braga,26,1997,2.9,4,3,2,2,0,3,5,60.0,2,5,2,3,1,5,6,0,Matches
112,Marc Casado,es ESP,MF,es Barcelona,19,2003,0.3,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,0,Matches
113,Nicolò Casale,it ITA,DF,it Lazio,25,1998,2.0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,9,0,Matches
114,Casemiro,br BRA,MF,eng Manchester Utd,31,1992,1.8,6,3,4,2,0,3,9,33.3,6,3,0,3,1,7,4,0,Matches
115,Valentín Castellanos,ar ARG,FW,it Lazio,24,1998,2.4,2,0,1,1,0,0,5,0.0,5,1,0,1,0,2,2,0,Matches
116,André Castro,pt POR,MF,pt Braga,35,1988,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
117,Danilo Cataldi,it ITA,MF,it Lazio,28,1994,1.8,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,1,0,Matches
118,Dani Ceballos,es ESP,MF,es Real Madrid,26,1996,1.7,3,1,1,1,1,1,4,25.0,3,1,0,1,3,6,2,0,Matches
119,Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,2004,0.7,1,1,0,1,0,0,7,0.0,7,5,2,3,1,2,1,0,Matches
120,Chiquinho,pt POR,MF,pt Benfica,28,1995,0.6,1,1,0,1,0,0,0,,0,1,1,0,0,1,2,0,Matches
121,Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,1996,4.9,11,7,5,5,1,5,7,71.4,2,3,1,2,7,18,11,0,Matches
122,Samuel Chukwueze,ng NGA,FW,it Milan,24,1999,1.8,2,2,0,1,1,1,3,33.3,2,2,1,1,0,2,1,0,Matches
123,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,1992,5.3,7,4,4,1,2,6,11,54.5,5,17,3,14,4,11,10,0,Matches
124,William Clem,dk DEN,MF,dk FC Copenhagen,19,2004,0.8,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,2,0,Matches
125,Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2000,1.4,3,2,1,2,0,1,4,25.0,3,2,0,2,1,4,0,0,Matches
126,Kingsley Coman,fr FRA,FW,de Bayern Munich,27,1996,5.0,4,2,2,2,0,0,4,0.0,4,6,0,6,0,4,1,0,Matches
127,Francisco Conceição,pt POR,"FW,MF",pt Porto,20,2002,2.7,2,1,1,0,1,0,5,0.0,5,3,0,3,1,3,1,0,Matches
128,Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2005,0.4,1,0,0,1,0,0,0,,0,0,0,0,1,2,4,0,Matches
129,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,1993,0.9,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
130,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,1995,3.6,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,4,0,Matches
131,David Costa,pt POR,"MF,FW",fr Lens,22,2001,1.3,2,2,0,1,1,2,2,100.0,0,1,0,1,2,4,0,0,Matches
132,Diogo Costa,pt POR,GK,pt Porto,23,1999,8.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Matches
133,Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,2003,6.0,5,3,5,0,0,3,4,75.0,1,8,7,1,7,12,26,0,Matches
134,Thibaut Courtois,be BEL,GK,es Real Madrid,31,1992,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
135,Juan Cuadrado,co COL,"DF,FW",it Inter,35,1988,1.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
136,Pau Cubarsí,es ESP,DF,es Barcelona,16,2007,3.0,6,5,5,1,0,1,1,100.0,0,2,1,1,1,7,13,0,Matches
137,Diogo Dalot,pt POR,DF,eng Manchester Utd,24,1999,5.1,7,5,4,2,1,3,8,37.5,5,8,4,4,3,10,13,0,Matches
138,Kevin Danso,at AUT,DF,fr Lens,24,1998,6.0,4,2,3,1,0,3,5,60.0,2,4,2,2,4,8,27,0,Matches
139,Matteo Darmian,it ITA,"DF,FW",it Inter,33,1989,4.5,8,3,3,4,1,5,9,55.6,4,9,2,7,2,10,10,0,Matches
140,David Datro Fofana,ci CIV,FW,de Union Berlin,20,2002,2.2,2,1,0,1,1,1,1,100.0,0,1,0,1,0,2,6,0,Matches
141,Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,7.8,14,9,10,2,2,8,17,47.1,9,11,3,8,5,19,14,0,Matches
142,Kevin De Bruyne,be BEL,MF,eng Manchester City,32,1991,2.2,4,3,0,2,2,3,6,50.0,3,2,0,2,0,4,0,0,Matches
143,Ritchie De Laet,be BEL,DF,be Antwerp,34,1988,2.5,4,2,3,1,0,2,5,40.0,3,5,3,2,3,7,11,0,Matches
144,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,1994,6.8,10,4,3,6,1,6,11,54.5,5,16,0,16,4,14,7,1,Matches
145,Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6.0,12,4,9,1,2,7,13,53.8,6,10,2,8,6,18,21,0,Matches
146,Miloš Degenek,au AUS,FW,rs Red Star,29,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
147,Ousmane Dembélé,fr FRA,"FW,MF",fr Paris S-G,26,1997,10.6,15,10,3,7,5,6,15,40.0,9,6,0,6,6,21,1,0,Matches
148,Kerem Demirbay,de GER,MF,tr Galatasaray,30,1993,0.7,2,1,1,0,1,2,4,50.0,2,0,0,0,0,2,0,0,Matches
149,Thomas van den Belt,nl NED,MF,nl Feyenoord,22,2001,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
150,Sergiño Dest,us USA,DF,nl PSV Eindhoven,22,2000,7.2,13,7,6,5,2,9,14,64.3,5,9,0,9,4,17,11,0,Matches
151,Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,1993,8.0,20,12,13,7,0,15,21,71.4,6,11,2,9,6,26,15,0,Matches
152,Ángel Di María,ar ARG,FW,pt Benfica,35,1988,4.6,3,3,2,1,0,1,7,14.3,6,4,0,4,1,4,2,0,Matches
153,Rúben Dias,pt POR,DF,eng Manchester City,26,1997,8.5,11,8,4,6,1,7,11,63.6,4,8,4,4,9,20,20,0,Matches
154,Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,23,1999,3.6,8,4,2,4,2,1,2,50.0,1,1,1,0,0,8,0,0,Matches
155,Eric Dier,eng ENG,DF,de Bayern Munich,29,1994,5.0,7,5,4,2,1,3,3,100.0,0,6,4,2,6,13,18,0,Matches
156,Kevin Diks,id IDN,DF,dk FC Copenhagen,26,1996,7.9,8,5,8,0,0,6,6,100.0,0,8,5,3,7,15,39,0,Matches
157,Javairô Dilrosun,nl NED,DF,nl Feyenoord,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
158,Federico Dimarco,it ITA,DF,it Inter,25,1997,4.0,0,0,0,0,0,0,5,0.0,5,6,1,5,3,3,4,0,Matches
159,Andy Diouf,fr FRA,MF,fr Lens,20,2003,0.4,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,Matches
160,Novatus Dismas,tz TAN,DF,ua Shakhtar,20,2002,1.0,1,0,1,0,0,0,2,0.0,2,0,0,0,3,4,2,0,Matches
161,Álvaro djaló,es ESP,FW,pt Braga,23,1999,4.5,7,7,1,3,3,0,5,0.0,5,1,0,1,3,10,2,0,Matches
162,Nasser Djiga,bf BFA,DF,rs Red Star,20,2002,6.0,8,4,7,1,0,7,9,77.8,2,8,6,2,12,20,25,1,Matches
163,Marko Dmitrović,rs SRB,GK,es Sevilla,31,1992,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
164,Danilho Doekhi,nl NED,DF,de Union Berlin,25,1998,2.9,5,2,4,1,0,2,7,28.6,5,4,2,2,1,6,11,0,Matches
165,Jeremy Doku,be BEL,"FW,MF",eng Manchester City,21,2002,3.4,6,3,0,5,1,3,4,75.0,1,5,0,5,0,6,0,0,Matches
166,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,1999,12.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,3,Matches
167,Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,20,2002,1.5,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0,Matches
168,Aleksandar Dragović,at AUT,DF,rs Red Star,32,1991,6.0,6,2,3,3,0,3,8,37.5,5,17,15,2,6,12,34,0,Matches
169,Martin Dúbravka,sk SVK,GK,eng Newcastle Utd,34,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
170,Denzel Dumfries,nl NED,DF,it Inter,27,1996,3.6,3,2,1,2,0,1,1,100.0,0,4,1,3,0,3,3,0,Matches
171,Ederson,br BRA,GK,eng Manchester City,29,1993,7.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
172,Jorge Eduardo Sánchez,mx MEX,DF,pt Porto,25,1997,2.1,7,4,4,1,2,4,8,50.0,4,0,0,0,1,8,5,0,Matches
173,Eguinaldo,br BRA,"MF,FW",ua Shakhtar,18,2004,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
174,Chidera Ejuke,ng NGA,FW,be Antwerp,25,1998,1.7,2,1,1,1,0,2,4,50.0,2,2,0,2,3,5,0,0,Matches
175,Jurgen Ekkelenkamp,nl NED,MF,be Antwerp,23,2000,3.0,0,0,0,0,0,0,4,0.0,4,5,0,5,1,1,3,0,Matches
176,Meschak Elia,cd COD,"FW,MF",ch Young Boys,25,1997,5.5,4,2,2,2,0,1,6,16.7,5,8,0,8,0,4,2,0,Matches
177,Elif Elmas,mk MKD,MF,de RB Leipzig,23,1999,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,Matches
178,Elif Elmas,mk MKD,"FW,MF",it Napoli,23,1999,1.6,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0,Matches
179,Mohamed Elneny,eg EGY,MF,eng Arsenal,31,1992,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
180,Aritz Elustondo,es ESP,DF,es Real Sociedad,29,1994,1.9,7,4,5,1,1,5,6,83.3,1,3,0,3,1,8,7,0,Matches
181,Mohamed Elyounoussi,no NOR,"FW,MF",dk FC Copenhagen,28,1994,7.6,20,9,14,4,2,9,20,45.0,11,10,2,8,11,31,7,1,Matches
