Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match_Report,Notes
22.0,Sat,2015-02-21,15:30 (16:30),Augsburg,2–2,Leverkusen,28154.0,WWK Arena,Tobias Welz,Match Report,
22.0,Sat,2015-02-21,18:30 (19:30),Köln,1–1,Hannover 96,47300.0,RheinEnergieSTADION,Günter Perl,Match Report,
22.0,Sun,2015-02-22,15:30 (16:30),Hamburger SV,1–1,Gladbach,52105.0,Volksparkstadion,Felix Zwayer,Match Report,
22.0,Sun,2015-02-22,17:30 (18:30),Wolfsburg,2–1,Hertha BSC,27683.0,Volkswagen Arena,Guido Winkmann,Match Report,
,,,,,,,,,,,
23.0,Fri,2015-02-27,20:30 (21:30),Bayern Munich,4–1,Köln,75000.0,Allianz Arena,Daniel Siebert,Match Report,
23.0,Sat,2015-02-28,15:30 (16:30),Hannover 96,1–1,Stuttgart,40200.0,HDI-Arena,Wolfgang Stark,Match Report,
23.0,Sat,2015-02-28,15:30 (16:30),Dortmund,3–0,Schalke 04,79500.0,Signal Iduna Park,Felix Zwayer,Match Report,
23.0,Sat,2015-02-28,15:30 (16:30),Hertha BSC,1–0,Augsburg,36015.0,Olympiastadion Berlin,Tobias Stieler,Match Report,
23.0,Sat,2015-02-28,15:30 (16:30),Leverkusen,1–0,Freiburg,28624.0,BayArena,Robert Hartmann,Match Report,
23.0,Sat,2015-02-28,15:30 (16:30),Hoffenheim,2–0,Mainz 05,24310.0,PreZero Arena,Peter Sippel,Match Report,
23.0,Sat,2015-02-28,18:30 (19:30),Eint Frankfurt,2–1,Hamburger SV,50500.0,Commerzbank-Arena,Florian Meyer,Match Report,
23.0,Sun,2015-03-01,15:30 (16:30),Gladbach,2–0,Paderborn 07,53152.0,Stadion im Borussia-Park,Michael Weiner,Match Report,
23.0,Sun,2015-03-01,17:30 (18:30),Werder Bremen,3–5,Wolfsburg,40126.0,Weserstadion,Marco Fritz,Match Report,
,,,,,,,,,,,
24.0,Fri,2015-03-06,20:30 (21:30),Stuttgart,0–0,Hertha BSC,45420.0,Mercedes-Benz Arena,Felix Brych,Match Report,
24.0,Sat,2015-03-07,15:30 (16:30),Freiburg,0–1,Werder Bremen,24000.0,Schwarzwald-Stadion,Deniz Aytekin,Match Report,
24.0,Sat,2015-03-07,15:30 (16:30),Augsburg,1–0,Wolfsburg,28721.0,WWK Arena,Manuel Gräfe,Match Report,
24.0,Sat,2015-03-07,15:30 (16:30),Schalke 04,3–1,Hoffenheim,60607.0,Veltins-Arena,Bastian Dankert,Match Report,
24.0,Sat,2015-03-07,15:30 (16:30),Hannover 96,1–3,Bayern Munich,49000.0,HDI-Arena,Tobias Welz,Match Report,
24.0,Sat,2015-03-07,15:30 (16:30),Hamburger SV,0–0,Dortmund,57000.0,Volksparkstadion,Peter Gagelmann,Match Report,
24.0,Sat,2015-03-07,18:30 (19:30),Mainz 05,2–2,Gladbach,34000.0,Opel Arena,Marco Fritz,Match Report,
24.0,Sun,2015-03-08,15:30 (16:30),Köln,4–2,Eint Frankfurt,50000.0,RheinEnergieSTADION,Knut Kircher,Match Report,
24.0,Sun,2015-03-08,17:30 (18:30),Paderborn 07,0–3,Leverkusen,14905.0,Benteler-Arena,Daniel Siebert,Match Report,
,,,,,,,,,,,
25.0,Fri,2015-03-13,20:30 (21:30),Leverkusen,4–0,Stuttgart,29384.0,BayArena,Tobias Stieler,Match Report,
25.0,Sat,2015-03-14,15:30 (16:30),Hertha BSC,2–2,Schalke 04,59156.0,Olympiastadion Berlin,Michael Weiner,Match Report,
25.0,Sat,2015-03-14,15:30 (16:30),Hoffenheim,3–0,Hamburger SV,30150.0,PreZero Arena,Günter Perl,Match Report,
25.0,Sat,2015-03-14,15:30 (16:30),Eint Frankfurt,4–0,Paderborn 07,46000.0,Commerzbank-Arena,Guido Winkmann,Match Report,
25.0,Sat,2015-03-14,15:30 (16:30),Augsburg,0–2,Mainz 05,28359.0,WWK Arena,Knut Kircher,Match Report,
25.0,Sat,2015-03-14,15:30 (16:30),Werder Bremen,0–4,Bayern Munich,42100.0,Weserstadion,Thorsten Kinhöfer,Match Report,
25.0,Sat,2015-03-14,18:30 (19:30),Dortmund,0–0,Köln,80667.0,Signal Iduna Park,Markus Schmidt,Match Report,
25.0,Sun,2015-03-15,15:30 (16:30),Wolfsburg,3–0,Freiburg,26538.0,Volkswagen Arena,Sascha Stegemann,Match Report,
25.0,Sun,2015-03-15,17:30 (18:30),Gladbach,2–0,Hannover 96,49134.0,Stadion im Borussia-Park,Jochen Drees,Match Report,
,,,,,,,,,,,
26.0,Fri,2015-03-20,20:30 (21:30),Hamburger SV,0–1,Hertha BSC,53640.0,Volksparkstadion,Christian Dingert,Match Report,
26.0,Sat,2015-03-21,15:30 (16:30),Freiburg,2–0,Augsburg,23700.0,Schwarzwald-Stadion,Felix Zwayer,Match Report,
26.0,Sat,2015-03-21,15:30 (16:30),Stuttgart,3–1,Eint Frankfurt,48500.0,Mercedes-Benz Arena,Jochen Drees,Match Report,
26.0,Sat,2015-03-21,15:30 (16:30),Hannover 96,2–3,Dortmund,49000.0,HDI-Arena,Felix Brych,Match Report,
26.0,Sat,2015-03-21,15:30 (16:30),Köln,1–1,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Hartmann,Match Report,
26.0,Sat,2015-03-21,15:30 (16:30),Paderborn 07,0–0,Hoffenheim,14401.0,Benteler-Arena,Markus Schmidt,Match Report,
26.0,Sat,2015-03-21,18:30 (19:30),Schalke 04,0–1,Leverkusen,61973.0,Veltins-Arena,Peter Gagelmann,Match Report,
26.0,Sun,2015-03-22,15:30 (16:30),Mainz 05,1–1,Wolfsburg,32236.0,Opel Arena,Wolfgang Stark,Match Report,
26.0,Sun,2015-03-22,17:30 (18:30),Bayern Munich,0–2,Gladbach,75000.0,Allianz Arena,Frank Willenborg,Match Report,
,,,,,,,,,,,
27.0,Sat,2015-04-04,15:30,Eint Frankfurt,2–2,Hannover 96,49600.0,Commerzbank-Arena,Deniz Aytekin,Match Report,
27.0,Sat,2015-04-04,15:30,Leverkusen,4–0,Hamburger SV,30210.0,BayArena,Manuel Gräfe,Match Report,
27.0,Sat,2015-04-04,15:30,Werder Bremen,0–0,Mainz 05,41000.0,Weserstadion,Michael Weiner,Match Report,
27.0,Sat,2015-04-04,15:30,Wolfsburg,3–1,Stuttgart,30000.0,Volkswagen Arena,Tobias Welz,Match Report,
27.0,Sat,2015-04-04,15:30,Freiburg,1–0,Köln,23800.0,Schwarzwald-Stadion,Bastian Dankert,Match Report,
27.0,Sat,2015-04-04,15:30,Hoffenheim,1–4,Gladbach,30150.0,PreZero Arena,Thorsten Kinhöfer,Match Report,
27.0,Sat,2015-04-04,18:30,Dortmund,0–1,Bayern Munich,80667.0,Signal Iduna Park,Knut Kircher,Match Report,
27.0,Sun,2015-04-05,15:30,Augsburg,0–0,Schalke 04,30660.0,WWK Arena,Florian Meyer,Match Report,
27.0,Sun,2015-04-05,17:30,Hertha BSC,2–0,Paderborn 07,44031.0,Olympiastadion Berlin,Peter Sippel,Match Report,
,,,,,,,,,,,
28.0,Fri,2015-04-10,20:30,Hannover 96,1–1,Hertha BSC,46000.0,HDI-Arena,Marco Fritz,Match Report,
28.0,Sat,2015-04-11,15:30,Paderborn 07,2–1,Augsburg,14446.0,Benteler-Arena,Tobias Stieler,Match Report,
28.0,Sat,2015-04-11,15:30,Schalke 04,0–0,Freiburg,61471.0,Veltins-Arena,Jochen Drees,Match Report,
28.0,Sat,2015-04-11,15:30,Mainz 05,2–3,Leverkusen,31578.0,Opel Arena,Guido Winkmann,Match Report,
28.0,Sat,2015-04-11,15:30,Bayern Munich,3–0,Eint Frankfurt,75000.0,Allianz Arena,Markus Schmidt,Match Report,
28.0,Sat,2015-04-11,15:30,Gladbach,3–1,Dortmund,54010.0,Stadion im Borussia-Park,Manuel Gräfe,Match Report,
28.0,Sat,2015-04-11,18:30,Hamburger SV,0–2,Wolfsburg,57000.0,Volksparkstadion,Felix Zwayer,Match Report,
28.0,Sun,2015-04-12,15:30,Köln,3–2,Hoffenheim,45000.0,RheinEnergieSTADION,Peter Sippel,Match Report,
28.0,Sun,2015-04-12,17:30,Stuttgart,3–2,Werder Bremen,51330.0,Mercedes-Benz Arena,Günter Perl,Match Report,
,,,,,,,,,,,
29.0,Fri,2015-04-17,20:30,Eint Frankfurt,0–0,Gladbach,51500.0,Commerzbank-Arena,Marco Fritz,Match Report,
29.0,Sat,2015-04-18,15:30,Hertha BSC,0–0,Köln,51203.0,Olympiastadion Berlin,Knut Kircher,Match Report,
29.0,Sat,2015-04-18,15:30,Freiburg,2–3,Mainz 05,24000.0,Schwarzwald-Stadion,Sascha Stegemann,Match Report,
29.0,Sat,2015-04-18,15:30,Leverkusen,4–0,Hannover 96,29482.0,BayArena,Daniel Siebert,Match Report,
29.0,Sat,2015-04-18,15:30,Dortmund,3–0,Paderborn 07,80667.0,Signal Iduna Park,Felix Brych,Match Report,
29.0,Sat,2015-04-18,15:30,Hoffenheim,0–2,Bayern Munich,30150.0,PreZero Arena,Tobias Stieler,Match Report,
29.0,Sat,2015-04-18,18:30,Augsburg,2–1,Stuttgart,30660.0,WWK Arena,Thorsten Kinhöfer,Match Report,
29.0,Sun,2015-04-19,15:30,Werder Bremen,1–0,Hamburger SV,42100.0,Weserstadion,Wolfgang Stark,Match Report,
29.0,Sun,2015-04-19,17:30,Wolfsburg,1–1,Schalke 04,30000.0,Volkswagen Arena,Christian Dingert,Match Report,
,,,,,,,,,,,
30.0,Fri,2015-04-24,20:30,Mainz 05,2–0,Schalke 04,34000.0,Opel Arena,Robert Hartmann,Match Report,
30.0,Sat,2015-04-25,15:30,Hannover 96,1–2,Hoffenheim,46200.0,HDI-Arena,Günter Perl,Match Report,
30.0,Sat,2015-04-25,15:30,Stuttgart,2–2,Freiburg,58000.0,Mercedes-Benz Arena,Wolfgang Stark,Match Report,
30.0,Sat,2015-04-25,15:30,Köln,1–1,Leverkusen,45600.0,RheinEnergieSTADION,Deniz Aytekin,Match Report,
30.0,Sat,2015-04-25,15:30,Dortmund,2–0,Eint Frankfurt,80667.0,Signal Iduna Park,Michael Weiner,Match Report,
30.0,Sat,2015-04-25,15:30,Hamburger SV,3–2,Augsburg,51321.0,Volksparkstadion,Tobias Welz,Match Report,
30.0,Sat,2015-04-25,18:30,Bayern Munich,1–0,Hertha BSC,75000.0,Allianz Arena,Guido Winkmann,Match Report,
30.0,Sun,2015-04-26,15:30,Paderborn 07,2–2,Werder Bremen,15000.0,Benteler-Arena,Florian Meyer,Match Report,
30.0,Sun,2015-04-26,17:30,Gladbach,1–0,Wolfsburg,52147.0,Stadion im Borussia-Park,Bastian Dankert,Match Report,
,,,,,,,,,,,
31.0,Sat,2015-05-02,15:30,Augsburg,0–0,Köln,29185.0,WWK Arena,Marco Fritz,Match Report,
31.0,Sat,2015-05-02,15:30,Freiburg,1–2,Paderborn 07,24000.0,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
31.0,Sat,2015-05-02,15:30,Schalke 04,3–2,Stuttgart,61973.0,Veltins-Arena,Felix Zwayer,Match Report,
31.0,Sat,2015-05-02,15:30,Hoffenheim,1–1,Dortmund,30150.0,PreZero Arena,Jochen Drees,Match Report,
31.0,Sat,2015-05-02,15:30,Wolfsburg,2–2,Hannover 96,29514.0,Volkswagen Arena,Felix Brych,Match Report,
31.0,Sat,2015-05-02,15:30,Werder Bremen,1–0,Eint Frankfurt,42100.0,Weserstadion,Robert Hartmann,Match Report,
31.0,Sat,2015-05-02,18:30,Leverkusen,2–0,Bayern Munich,30210.0,BayArena,Christian Dingert,Match Report,
31.0,Sun,2015-05-03,15:30,Mainz 05,1–2,Hamburger SV,34000.0,Opel Arena,Peter Sippel,Match Report,
31.0,Sun,2015-05-03,17:30,Hertha BSC,1–2,Gladbach,56881.0,Olympiastadion Berlin,Thorsten Kinhöfer,Match Report,
,,,,,,,,,,,
32.0,Fri,2015-05-08,20:30,Hamburger SV,1–1,Freiburg,57000.0,Volksparkstadion,Knut Kircher,Match Report,
32.0,Sat,2015-05-09,15:30,Eint Frankfurt,3–1,Hoffenheim,50600.0,Commerzbank-Arena,Daniel Siebert,Match Report,
32.0,Sat,2015-05-09,15:30,Gladbach,3–0,Leverkusen,53761.0,Stadion im Borussia-Park,Peter Gagelmann,Match Report,
32.0,Sat,2015-05-09,15:30,Dortmund,2–0,Hertha BSC,80667.0,Signal Iduna Park,Tobias Stieler,Match Report,
32.0,Sat,2015-05-09,15:30,Hannover 96,1–1,Werder Bremen,49000.0,HDI-Arena,Deniz Aytekin,Match Report,
32.0,Sat,2015-05-09,15:30,Bayern Munich,0–1,Augsburg,75000.0,Allianz Arena,Sascha Stegemann,Match Report,
32.0,Sat,2015-05-09,18:30,Stuttgart,2–0,Mainz 05,54300.0,Mercedes-Benz Arena,Michael Weiner,Match Report,
32.0,Sun,2015-05-10,15:30,Paderborn 07,1–3,Wolfsburg,14659.0,Benteler-Arena,Markus Schmidt,Match Report,
32.0,Sun,2015-05-10,17:30,Köln,2–0,Schalke 04,46500.0,RheinEnergieSTADION,Wolfgang Stark,Match Report,
,,,,,,,,,,,
33.0,Sat,2015-05-16,15:30,Schalke 04,1–0,Paderborn 07,61973.0,Veltins-Arena,Bastian Dankert,Match Report,
33.0,Sat,2015-05-16,15:30,Augsburg,1–2,Hannover 96,29899.0,WWK Arena,Felix Zwayer,Match Report,
33.0,Sat,2015-05-16,15:30,Hertha BSC,0–0,Eint Frankfurt,60168.0,Olympiastadion Berlin,Florian Meyer,Match Report,
33.0,Sat,2015-05-16,15:30,Leverkusen,2–0,Hoffenheim,29072.0,BayArena,Robert Hartmann,Match Report,
33.0,Sat,2015-05-16,15:30,Wolfsburg,2–1,Dortmund,30000.0,Volkswagen Arena,Marco Fritz,Match Report,
33.0,Sat,2015-05-16,15:30,Stuttgart,2–1,Hamburger SV,60000.0,Mercedes-Benz Arena,Manuel Gräfe,Match Report,
33.0,Sat,2015-05-16,15:30,Werder Bremen,0–2,Gladbach,42100.0,Weserstadion,Christian Dingert,Match Report,
33.0,Sat,2015-05-16,15:30,Freiburg,2–1,Bayern Munich,24000.0,Schwarzwald-Stadion,Tobias Welz,Match Report,
33.0,Sat,2015-05-16,15:30,Mainz 05,2–0,Köln,33702.0,Opel Arena,Günter Perl,Match Report,
,,,,,,,,,,,
34.0,Sat,2015-05-23,15:30,Köln,2–2,Wolfsburg,49200.0,RheinEnergieSTADION,Peter Gagelmann,Match Report,
34.0,Sat,2015-05-23,15:30,Hannover 96,2–1,Freiburg,49000.0,HDI-Arena,Wolfgang Stark,Match Report,
34.0,Sat,2015-05-23,15:30,Eint Frankfurt,2–1,Leverkusen,51500.0,Commerzbank-Arena,Guido Winkmann,Match Report,
34.0,Sat,2015-05-23,15:30,Hoffenheim,2–1,Hertha BSC,30150.0,PreZero Arena,Knut Kircher,Match Report,
34.0,Sat,2015-05-23,15:30,Gladbach,1–3,Augsburg,54010.0,Stadion im Borussia-Park,Michael Weiner,Match Report,
34.0,Sat,2015-05-23,15:30,Dortmund,3–2,Werder Bremen,80667.0,Signal Iduna Park,Manuel Gräfe,Match Report,
34.0,Sat,2015-05-23,15:30,Paderborn 07,1–2,Stuttgart,15000.0,Benteler-Arena,Deniz Aytekin,Match Report,
34.0,Sat,2015-05-23,15:30,Bayern Munich,2–0,Mainz 05,75000.0,Allianz Arena,Thorsten Kinhöfer,Match Report,
34.0,Sat,2015-05-23,15:30,Hamburger SV,2–0,Schalke 04,57000.0,Volksparkstadion,Tobias Welz,Match Report,
