Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
284,Sergei Ignashevich,ru RUS,DF,ru CSKA Moscow,37,1979,4.0,,2,,,,,,,,,,,11,,,,Matches
285,Kelechi Iheanacho,ng NGA,"FW,MF",eng Manchester City,19,1996,1.1,,0,,,,,,,,,,,1,,,,Matches
286,Jonathan Ikone,fr FRA,"FW,MF",fr Paris S-G,18,1998,0.0,,0,,,,,,,,,,,0,,,,Matches
287,Andrés Iniesta,es ESP,MF,es Barcelona,32,1984,6.6,,10,,,,,,,,,,,7,,,,Matches
288,Gökhan Inler,ch SUI,MF,tr Beşiktaş,32,1984,2.6,,6,,,,,,,,,,,6,,,,Matches
289,Lorenzo Insigne,it ITA,"FW,MF",it Napoli,25,1991,5.3,,6,,,,,,,,,,,6,,,,Matches
290,Roberto Insigne,it ITA,"FW,MF",it Napoli,22,1994,0.2,,,,,,,,,,,,,,,,,Matches
291,Aleksei Ionov,ru RUS,"FW,MF",ru CSKA Moscow,27,1989,2.4,,1,,,,,,,,,,,1,,,,Matches
292,Isco,es ESP,"FW,MF",es Real Madrid,24,1992,4.3,,4,,,,,,,,,,,2,,,,Matches
293,Nicolas Isimat-Mirin,fr FRA,DF,nl PSV Eindhoven,24,1991,5.2,,6,,,,,,,,,,,9,,,,Matches
294,Alex Iwobi,ng NGA,"FW,MF",eng Arsenal,20,1996,4.6,,3,,,,,,,,,,,2,,,,Matches
295,Emilio Izaguirre,hn HON,DF,sct Celtic,30,1986,3.0,,8,,,,,,,,,,,7,,,,Matches
296,José Izquierdo,co COL,"FW,MF",be Club Brugge,24,1992,2.9,,1,,,,,,,,,,,2,,,,Matches
297,Marc Janko,at AUT,FW,ch Basel,33,1983,2.0,,1,,,,,,,,,,,0,,,,Matches
298,Vincent Janssen,nl NED,FW,eng Tottenham,22,1994,2.6,,1,,,,,,,,,,,1,,,,Matches
299,Tony Jantschke,de GER,"DF,MF",de Gladbach,26,1990,2.1,,10,,,,,,,,,,,19,,,,Matches
300,Corentin Jean,fr FRA,"FW,MF",fr Monaco,21,1995,0.8,,0,,,,,,,,,,,1,,,,Matches
301,Tin Jedvaj,hr CRO,DF,de Leverkusen,20,1995,3.2,,7,,,,,,,,,,,6,,,,Matches
302,Jemerson,br BRA,DF,fr Monaco,23,1992,11.0,,20,,,,,,,,,,,30,,,,Matches
303,Carl Jenkinson,eng ENG,DF,eng Arsenal,24,1992,1.9,,3,,,,,,,,,,,4,,,,Matches
304,Jesé,es ESP,"FW,MF",fr Paris S-G,23,1993,0.2,,0,,,,,,,,,,,1,,,,Matches
305,Raúl Jiménez,mx MEX,FW,pt Benfica,25,1991,1.7,,1,,,,,,,,,,,4,,,,Matches
306,Tomasz Jodłowiec,pl POL,"DF,MF",pl Legia Warsaw,30,1985,3.4,,7,,,,,,,,,,,10,,,,Matches
307,Fabian Johnson,us USA,"DF,MF",de Gladbach,28,1987,3.8,,9,,,,,,,,,,,5,,,,Matches
308,Jonas,br BRA,FW,pt Benfica,32,1984,0.3,,1,,,,,,,,,,,0,,,,Matches
309,Luuk de Jong,nl NED,FW,nl PSV Eindhoven,25,1990,5.0,,4,,,,,,,,,,,6,,,,Matches
310,Siem de Jong,nl NED,"FW,MF",nl PSV Eindhoven,27,1989,1.5,,4,,,,,,,,,,,3,,,,Matches
311,Jorginho,it ITA,MF,it Napoli,24,1991,3.7,,6,,,,,,,,,,,12,,,,Matches
312,Diogo Jota,pt POR,"FW,MF",pt Porto,19,1996,4.3,,2,,,,,,,,,,,3,,,,Matches
313,Stevan Jovetić,me MNE,"FW,MF",es Sevilla,26,1989,1.5,,0,,,,,,,,,,,1,,,,Matches
314,Juanfran,es ESP,"DF,MF",es Atlético Madrid,31,1985,4.8,,8,,,,,,,,,,,5,,,,Matches
315,Mathias Jørgensen,dk DEN,DF,dk FC Copenhagen,26,1990,6.0,,4,,,,,,,,,,,14,,,,Matches
316,Shinji Kagawa,jp JPN,"FW,MF",de Dortmund,27,1989,4.1,,1,,,,,,,,,,,3,,,,Matches
317,Timofei Kalachev,by BLR,"DF,MF",ru Rostov,35,1981,4.7,,23,,,,,,,,,,,18,,,,Matches
318,Aldo Kalulu,cd COD,"FW,MF",fr Lyon,20,1996,0.4,,1,,,,,,,,,,,1,,,,Matches
319,Kevin Kampl,si SVN,MF,de Leverkusen,25,1990,6.9,,18,,,,,,,,,,,19,,,,Matches
320,Harry Kane,eng ENG,FW,eng Tottenham,23,1993,2.9,,2,,,,,,,,,,,0,,,,Matches
321,Moise Kean,it ITA,FW,it Juventus,16,2000,0.1,,0,,,,,,,,,,,0,,,,Matches
322,Aboubakar Keita,ci CIV,MF,dk FC Copenhagen,18,1997,0.0,,1,,,,,,,,,,,0,,,,Matches
323,Claudiu Keșerü,ro ROU,FW,bg Ludogorets,29,1986,2.1,,2,,,,,,,,,,,0,,,,Matches
324,Yevhen Khacheridi,ua UKR,DF,ua Dynamo Kyiv,29,1987,6.0,,5,,,,,,,,,,,15,,,,Matches
325,Sami Khedira,de GER,MF,it Juventus,29,1987,9.9,,7,,,,,,,,,,,14,,,,Matches
326,Stefan Kießling,de GER,"FW,MF",de Leverkusen,32,1984,2.3,,2,,,,,,,,,,,1,,,,Matches
327,Joshua Kimmich,de GER,"DF,MF",de Bayern Munich,21,1995,3.5,,4,,,,,,,,,,,8,,,,Matches
328,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,20,1995,1.0,,2,,,,,,,,,,,0,,,,Matches
329,Andy King,wls WAL,MF,eng Leicester City,27,1988,2.6,,5,,,,,,,,,,,5,,,,Matches
330,Igor Kireyev,ru RUS,MF,ru Rostov,24,1992,1.0,,4,,,,,,,,,,,1,,,,Matches
331,Hiroshi Kiyotake,jp JPN,"FW,MF",es Sevilla,26,1989,0.2,,0,,,,,,,,,,,0,,,,Matches
332,Bojan Knežević,hr CRO,MF,hr Dinamo Zagreb,19,1997,3.0,,1,,,,,,,,,,,7,,,,Matches
333,Koke,es ESP,MF,es Atlético Madrid,24,1992,11.6,,19,,,,,,,,,,,17,,,,Matches
334,Aleksandar Kolarov,rs SRB,DF,eng Manchester City,30,1985,6.0,,6,,,,,,,,,,,21,,,,Matches
335,Timothée Kolodziejczak,fr FRA,DF,es Sevilla,24,1991,0.0,,0,,,,,,,,,,,0,,,,Matches
336,Michał Kopczyński,pl POL,"FW,MF",pl Legia Warsaw,24,1992,3.1,,4,,,,,,,,,,,8,,,,Matches
337,Julian Korb,de GER,"DF,MF",de Gladbach,24,1992,4.4,,11,,,,,,,,,,,12,,,,Matches
338,Nikita Korzun,by BLR,MF,ua Dynamo Kyiv,21,1995,2.1,,1,,,,,,,,,,,3,,,,Matches
339,Laurent Koscielny,fr FRA,DF,eng Arsenal,30,1985,7.1,,11,,,,,,,,,,,21,,,,Matches
340,Kalidou Koulibaly,sn SEN,DF,it Napoli,25,1991,8.0,,22,,,,,,,,,,,8,,,,Matches
341,Mateo Kovačić,hr CRO,MF,es Real Madrid,22,1994,2.4,,7,,,,,,,,,,,2,,,,Matches
342,Christoph Kramer,de GER,MF,de Gladbach,25,1991,3.8,,17,,,,,,,,,,,9,,,,Matches
343,Matías Kranevitter,ar ARG,MF,es Sevilla,23,1993,2.1,,3,,,,,,,,,,,3,,,,Matches
344,Toni Kroos,de GER,MF,es Real Madrid,26,1990,11.4,,13,,,,,,,,,,,12,,,,Matches
345,Robbie Kruse,au AUS,"FW,MF",de Leverkusen,27,1988,0.2,,1,,,,,,,,,,,0,,,,Matches
346,Grzegorz Krychowiak,pl POL,MF,fr Paris S-G,26,1990,2.3,,0,,,,,,,,,,,6,,,,Matches
347,Michał Kucharczyk,pl POL,"FW,MF",pl Legia Warsaw,25,1991,2.5,,5,,,,,,,,,,,5,,,,Matches
348,Fyodor Kudryashov,ru RUS,DF,ru Rostov,29,1987,4.0,,8,,,,,,,,,,,12,,,,Matches
349,Layvin Kurzawa,fr FRA,DF,fr Paris S-G,23,1992,4.1,,6,,,,,,,,,,,8,,,,Matches
350,Kasper Kusk,dk DEN,"FW,MF",dk FC Copenhagen,24,1991,0.2,,0,,,,,,,,,,,0,,,,Matches
351,William Kvist,dk DEN,MF,dk FC Copenhagen,31,1985,6.0,,10,,,,,,,,,,,15,,,,Matches
352,Alexandre Lacazette,fr FRA,FW,fr Lyon,25,1991,3.8,,5,,,,,,,,,,,0,,,,Matches
353,Philipp Lahm,de GER,"DF,MF",de Bayern Munich,32,1983,7.3,,10,,,,,,,,,,,18,,,,Matches
354,Érik Lamela,ar ARG,"FW,MF",eng Tottenham,24,1992,2.6,,6,,,,,,,,,,,4,,,,Matches
355,Michael Lang,ch SUI,"DF,MF",ch Basel,25,1991,5.0,,4,,,,,,,,,,,7,,,,Matches
356,Steeven Langil,fr FRA,"FW,MF",pl Legia Warsaw,28,1988,1.5,,5,,,,,,,,,,,3,,,,Matches
357,Miguel Layún,mx MEX,"DF,MF",pt Porto,28,1988,4.8,,8,,,,,,,,,,,15,,,,Matches
358,Thomas Lemar,fr FRA,MF,fr Monaco,20,1995,9.9,,14,,,,,,,,,,,14,,,,Matches
359,Mario Lemina,ga GAB,"DF,MF",it Juventus,22,1993,3.0,,5,,,,,,,,,,,7,,,,Matches
360,Clément Lenglet,fr FRA,DF,es Sevilla,21,1995,0.6,,2,,,,,,,,,,,1,,,,Matches
361,Bernd Leno,de GER,GK,de Leverkusen,24,1992,7.0,,0,,,,,,,,,,,0,,,,Matches
362,Robert Lewandowski,pl POL,FW,de Bayern Munich,27,1988,8.8,,3,,,,,,,,,,,4,,,,Matches
363,Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,32,1984,0.8,,1,,,,,,,,,,,0,,,,Matches
364,Anthony Limbombe,be BEL,"DF,FW",be Club Brugge,22,1994,2.2,,2,,,,,,,,,,,1,,,,Matches
365,Victor Lindelöf,se SWE,DF,pt Benfica,22,1994,8.0,,4,,,,,,,,,,,14,,,,Matches
366,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,21,1995,4.0,,0,,,,,,,,,,,1,,,,Matches
367,Hugo Lloris,fr FRA,GK,eng Tottenham,29,1986,6.0,,0,,,,,,,,,,,0,,,,Matches
368,Anthony Lopes,pt POR,GK,fr Lyon,25,1990,6.0,,1,,,,,,,,,,,2,,,,Matches
369,Adrián López,es ESP,FW,pt Porto,28,1988,0.7,,1,,,,,,,,,,,1,,,,Matches
370,Lisandro López,ar ARG,DF,pt Benfica,26,1989,2.0,,2,,,,,,,,,,,6,,,,Matches
371,Filipe Luís,br BRA,DF,es Atlético Madrid,30,1985,9.7,,23,,,,,,,,,,,12,,,,Matches
372,José Luis Palomino,ar ARG,DF,bg Ludogorets,26,1990,5.0,,11,,,,,,,,,,,14,,,,Matches
373,Luisão,br BRA,DF,pt Benfica,35,1981,6.0,,5,,,,,,,,,,,14,,,,Matches
374,Jody Lukoki,cd COD,"FW,MF",bg Ludogorets,23,1992,0.6,,3,,,,,,,,,,,0,,,,Matches
375,Ramon Lundqvist,se SWE,"FW,MF",nl PSV Eindhoven,19,1997,0.1,,1,,,,,,,,,,,0,,,,Matches
376,Mikael Lustig,se SWE,DF,sct Celtic,29,1986,6.0,,15,,,,,,,,,,,26,,,,Matches
377,Paulo Machado,pt POR,MF,hr Dinamo Zagreb,30,1986,1.8,,4,,,,,,,,,,,1,,,,Matches
378,Gary Mackay-Steven,sct SCO,MF,sct Celtic,25,1990,0.4,,2,,,,,,,,,,,0,,,,Matches
379,Pablo Maffeo,es ESP,"DF,MF",eng Manchester City,19,1997,0.7,,4,,,,,,,,,,,2,,,,Matches
380,Christian Maggio,it ITA,"DF,MF",it Napoli,34,1982,1.0,,0,,,,,,,,,,,3,,,,Matches
381,Riyad Mahrez,dz ALG,"FW,MF",eng Leicester City,25,1991,8.6,,9,,,,,,,,,,,4,,,,Matches
382,Yevhen Makarenko,ua UKR,"DF,MF",ua Dynamo Kyiv,25,1991,3.0,,2,,,,,,,,,,,3,,,,Matches
383,Nikola Maksimović,rs SRB,DF,it Napoli,24,1991,1.9,,2,,,,,,,,,,,3,,,,Matches
384,Arkadiusz Malarz,pl POL,GK,pl Legia Warsaw,36,1980,5.0,,1,,,,,,,,,,,1,,,,Matches
385,Emanuel Mammana,ar ARG,DF,fr Lyon,20,1996,1.0,,0,,,,,,,,,,,2,,,,Matches
386,Mario Mandžukić,hr CRO,"FW,MF",it Juventus,30,1986,10.2,,13,,,,,,,,,,,9,,,,Matches
387,Iván Marcano,es ESP,DF,pt Porto,29,1987,8.0,,6,,,,,,,,,,,19,,,,Matches
388,Marcelinho,bg BUL,MF,bg Ludogorets,31,1984,5.0,,5,,,,,,,,,,,6,,,,Matches
389,Marcelo,br BRA,DF,tr Beşiktaş,29,1987,6.0,,8,,,,,,,,,,,23,,,,Matches
390,Marcelo,br BRA,"DF,MF",es Real Madrid,28,1988,11.1,,14,,,,,,,,,,,23,,,,Matches
391,Claudio Marchisio,it ITA,MF,it Juventus,30,1986,5.9,,6,,,,,,,,,,,9,,,,Matches
392,José María Giménez,uy URU,DF,es Atlético Madrid,21,1995,5.6,,14,,,,,,,,,,,18,,,,Matches
393,Mariano,do DOM,FW,es Real Madrid,22,1993,0.1,,0,,,,,,,,,,,0,,,,Matches
394,Mariano,br BRA,"DF,MF",es Sevilla,30,1986,6.5,,14,,,,,,,,,,,12,,,,Matches
395,Lazar Marković,rs SRB,"FW,MF",pt Sporting CP,22,1994,2.0,,1,,,,,,,,,,,2,,,,Matches
396,Marlon,br BRA,"DF,MF",es Barcelona,20,1995,0.2,,1,,,,,,,,,,,1,,,,Matches
397,Marquinhos,br BRA,"DF,MF",fr Paris S-G,22,1994,8.0,,11,,,,,,,,,,,20,,,,Matches
398,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,27,1988,4.8,,6,,,,,,,,,,,7,,,,Matches
399,Gelson Martins,pt POR,"FW,MF",pt Sporting CP,21,1995,5.6,,4,,,,,,,,,,,6,,,,Matches
400,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,32,1984,7.1,,18,,,,,,,,,,,24,,,,Matches
401,Alexandru Mățel,ro ROU,DF,hr Dinamo Zagreb,26,1989,0.7,,4,,,,,,,,,,,6,,,,Matches
402,Jérémy Mathieu,fr FRA,DF,es Barcelona,32,1983,0.9,,1,,,,,,,,,,,1,,,,Matches
403,Blaise Matuidi,fr FRA,MF,fr Paris S-G,29,1987,7.8,,19,,,,,,,,,,,10,,,,Matches
404,Maxwell,br BRA,DF,fr Paris S-G,34,1981,3.9,,4,,,,,,,,,,,5,,,,Matches
405,Kylian Mbappé,fr FRA,"FW,MF",fr Monaco,17,1998,6.0,,0,,,,,,,,,,,3,,,,Matches
406,Callum McGregor,sct SCO,MF,sct Celtic,23,1993,1.5,,3,,,,,,,,,,,7,,,,Matches
407,Brandon Mechele,be BEL,DF,be Club Brugge,23,1993,2.0,,3,,,,,,,,,,,7,,,,Matches
408,Admir Mehmedi,ch SUI,"FW,MF",de Leverkusen,25,1991,3.3,,8,,,,,,,,,,,8,,,,Matches
409,Tiago Mendes,pt POR,MF,es Atlético Madrid,35,1981,1.2,,2,,,,,,,,,,,1,,,,Matches
410,Benjamin Mendy,fr FRA,DF,fr Monaco,22,1994,5.8,,20,,,,,,,,,,,11,,,,Matches
411,Nampalys Mendy,sn SEN,MF,eng Leicester City,24,1992,1.0,,1,,,,,,,,,,,2,,,,Matches
412,Gabriel Mercado,ar ARG,DF,es Sevilla,29,1987,6.5,,23,,,,,,,,,,,11,,,,Matches
413,Dries Mertens,be BEL,"FW,MF",it Napoli,29,1987,6.3,,5,,,,,,,,,,,5,,,,Matches
414,Lionel Messi,ar ARG,"FW,MF",es Barcelona,29,1987,9.0,,8,,,,,,,,,,,0,,,,Matches
415,Thomas Meunier,be BEL,"DF,MF",fr Paris S-G,24,1991,5.0,,13,,,,,,,,,,,11,,,,Matches
416,Miha Mevlja,si SVN,"DF,MF",ru Rostov,26,1990,6.0,,12,,,,,,,,,,,21,,,,Matches
417,Georgi Milanov,bg BUL,"FW,MF",ru CSKA Moscow,24,1992,3.8,,8,,,,,,,,,,,6,,,,Matches
418,Arkadiusz Milik,pl POL,FW,it Napoli,22,1994,2.2,,1,,,,,,,,,,,0,,,,Matches
419,Yordan Minev,bg BUL,DF,bg Ludogorets,35,1980,4.0,,9,,,,,,,,,,,16,,,,Matches
420,Virgil Misidjan,sr SUR,"FW,MF",bg Ludogorets,23,1993,4.4,,8,,,,,,,,,,,9,,,,Matches
421,Kostas Mitroglou,gr GRE,FW,pt Benfica,28,1988,5.5,,0,,,,,,,,,,,1,,,,Matches
422,Luka Modrić,hr CRO,MF,es Real Madrid,30,1985,10.9,,6,,,,,,,,,,,26,,,,Matches
423,Nacho Monreal,es ESP,DF,eng Arsenal,30,1986,2.8,,6,,,,,,,,,,,6,,,,Matches
424,Emre Mor,tr TUR,MF,de Dortmund,19,1997,0.6,,1,,,,,,,,,,,1,,,,Matches
425,Júnior Moraes,ua UKR,FW,ua Dynamo Kyiv,29,1987,4.1,,4,,,,,,,,,,,0,,,,Matches
426,Wesley Moraes,br BRA,FW,be Club Brugge,19,1996,2.3,,1,,,,,,,,,,,1,,,,Matches
427,Álvaro Morata,es ESP,FW,es Real Madrid,23,1992,1.8,,1,,,,,,,,,,,1,,,,Matches
428,Jérémy Morel,mg MAD,DF,fr Lyon,32,1984,6.0,,9,,,,,,,,,,,18,,,,Matches
429,Héctor Moreno,mx MEX,DF,nl PSV Eindhoven,28,1988,6.0,,9,,,,,,,,,,,17,,,,Matches
430,Wes Morgan,jm JAM,DF,eng Leicester City,32,1984,8.9,,6,,,,,,,,,,,7,,,,Matches
431,Nikola Moro,hr CRO,MF,hr Dinamo Zagreb,18,1998,0.9,,1,,,,,,,,,,,3,,,,Matches
432,Mykola Morozyuk,ua UKR,"DF,MF",ua Dynamo Kyiv,28,1988,3.0,,4,,,,,,,,,,,8,,,,Matches
433,Cosmin Moți,ro ROU,DF,bg Ludogorets,31,1984,6.0,,4,,,,,,,,,,,17,,,,Matches
434,Thiago Motta,it ITA,MF,fr Paris S-G,33,1982,4.2,,10,,,,,,,,,,,3,,,,Matches
435,Thibault Moulin,fr FRA,MF,pl Legia Warsaw,26,1990,4.7,,10,,,,,,,,,,,8,,,,Matches
436,Lucas Moura,br BRA,"FW,MF",fr Paris S-G,23,1992,5.7,,13,,,,,,,,,,,8,,,,Matches
437,João Moutinho,pt POR,MF,fr Monaco,29,1986,7.0,,8,,,,,,,,,,,17,,,,Matches
438,Thomas Müller,de GER,"FW,MF",de Bayern Munich,26,1989,5.1,,3,,,,,,,,,,,1,,,,Matches
439,Ahmed Musa,ng NGA,"FW,MF",eng Leicester City,23,1992,2.4,,2,,,,,,,,,,,1,,,,Matches
440,Shkodran Mustafi,de GER,DF,eng Arsenal,24,1992,7.0,,9,,,,,,,,,,,14,,,,Matches
441,Kévin N'Doram,fr FRA,"DF,MF",fr Monaco,20,1996,1.0,,2,,,,,,,,,,,2,,,,Matches
442,Georges-Kévin N'Koudou,cm CMR,"FW,MF",eng Tottenham,21,1995,0.8,,2,,,,,,,,,,,1,,,,Matches
443,Kirill Nababkin,ru RUS,"DF,MF",ru CSKA Moscow,29,1986,1.0,,3,,,,,,,,,,,2,,,,Matches
444,Nacho,es ESP,DF,es Real Madrid,26,1990,3.8,,4,,,,,,,,,,,14,,,,Matches
445,Luciano Narsingh,nl NED,"FW,MF",nl PSV Eindhoven,25,1990,3.2,,0,,,,,,,,,,,0,,,,Matches
446,Jefferson Nascimento,br BRA,DF,pt Sporting CP,28,1988,1.0,,2,,,,,,,,,,,2,,,,Matches
447,Samir Nasri,fr FRA,"FW,MF",es Sevilla,29,1987,4.8,,3,,,,,,,,,,,3,,,,Matches
448,Natanael,br BRA,"DF,MF",bg Ludogorets,25,1990,5.9,,15,,,,,,,,,,,21,,,,Matches
449,Bibras Natkho,il ISR,MF,ru CSKA Moscow,28,1988,4.2,,5,,,,,,,,,,,8,,,,Matches
450,César Navas,es ESP,DF,ru Rostov,36,1980,6.0,,7,,,,,,,,,,,25,,,,Matches
451,Jesús Navas,es ESP,"DF,FW",eng Manchester City,30,1985,2.5,,3,,,,,,,,,,,4,,,,Matches
452,Keylor Navas,cr CRC,GK,es Real Madrid,29,1986,12.3,,0,,,,,,,,,,,1,,,,Matches
453,Wilfred Ndidi,ng NGA,"DF,MF",eng Leicester City,19,1996,4.0,,7,,,,,,,,,,,11,,,,Matches
454,Neto,br BRA,GK,it Juventus,27,1989,1.0,,0,,,,,,,,,,,0,,,,Matches
455,Manuel Neuer,de GER,GK,de Bayern Munich,30,1986,9.3,,0,,,,,,,,,,,0,,,,Matches
456,Rúben Neves,pt POR,MF,pt Porto,19,1997,1.1,,1,,,,,,,,,,,4,,,,Matches
457,Neymar,br BRA,"FW,MF",es Barcelona,24,1992,8.9,,15,,,,,,,,,,,3,,,,Matches
458,Saúl Ñíguez,es ESP,"DF,MF",es Atlético Madrid,21,1994,9.3,,18,,,,,,,,,,,15,,,,Matches
459,Nemanja Nikolić,hu HUN,FW,pl Legia Warsaw,28,1987,2.1,,1,,,,,,,,,,,0,,,,Matches
460,Nicolas Nkoulou,cm CMR,DF,fr Lyon,26,1990,4.0,,1,,,,,,,,,,,12,,,,Matches
461,Christopher Nkunku,fr FRA,"FW,MF",fr Paris S-G,18,1997,0.2,,1,,,,,,,,,,,1,,,,Matches
462,Christian Noboa,ec ECU,MF,ru Rostov,31,1985,6.0,,12,,,,,,,,,,,32,,,,Matches
463,Nolito,es ESP,"FW,MF",eng Manchester City,29,1986,2.5,,9,,,,,,,,,,,0,,,,Matches
464,Atınç Nukan,tr TUR,DF,tr Beşiktaş,23,1993,0.3,,0,,,,,,,,,,,1,,,,Matches
465,Steven Nzonzi,fr FRA,MF,es Sevilla,27,1988,8.0,,17,,,,,,,,,,,14,,,,Matches
466,Eoghan O'Connell,ie IRL,DF,sct Celtic,20,1995,0.2,,4,,,,,,,,,,,3,,,,Matches
467,Jan Oblak,si SVN,GK,es Atlético Madrid,23,1993,11.0,,0,,,,,,,,,,,0,,,,Matches
468,Vadis Odjidja-Ofoe,be BEL,"DF,MF",pl Legia Warsaw,27,1989,5.1,,14,,,,,,,,,,,9,,,,Matches
469,Shinji Okazaki,jp JPN,"FW,MF",eng Leicester City,30,1986,3.8,,3,,,,,,,,,,,2,,,,Matches
470,Paulo Oliveira,pt POR,DF,pt Sporting CP,24,1992,1.6,,4,,,,,,,,,,,2,,,,Matches
471,Robin Olsen,se SWE,GK,dk FC Copenhagen,26,1990,6.0,,0,,,,,,,,,,,0,,,,Matches
472,Josh Onomah,eng ENG,"FW,MF",eng Tottenham,19,1997,0.1,,0,,,,,,,,,,,0,,,,Matches
473,David Ospina,co COL,GK,eng Arsenal,27,1988,8.0,,0,,,,,,,,,,,2,,,,Matches
474,Nicolás Otamendi,ar ARG,DF,eng Manchester City,28,1988,6.0,,12,,,,,,,,,,,31,,,,Matches
475,Otávio,pt POR,"FW,MF",pt Porto,21,1995,4.7,,14,,,,,,,,,,,4,,,,Matches
476,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",eng Arsenal,22,1993,4.2,,7,,,,,,,,,,,5,,,,Matches
477,Ramazan Özcan,at AUT,GK,de Leverkusen,32,1984,1.0,,0,,,,,,,,,,,0,,,,Matches
478,Mesut Özil,de GER,MF,eng Arsenal,27,1988,7.0,,5,,,,,,,,,,,5,,,,Matches
479,Oğuzhan Özyakup,tr TUR,MF,tr Beşiktaş,23,1992,2.8,,1,,,,,,,,,,,0,,,,Matches
480,Sokratis Papastathopoulos,gr GRE,DF,de Dortmund,28,1988,9.0,,9,,,,,,,,,,,17,,,,Matches
481,Nicolás Pareja,ar ARG,DF,es Sevilla,32,1984,6.0,,7,,,,,,,,,,,10,,,,Matches
482,Thomas Partey,gh GHA,"DF,MF",es Atlético Madrid,23,1993,2.0,,4,,,,,,,,,,,4,,,,Matches
483,Felix Passlack,de GER,"DF,MF",de Dortmund,18,1998,2.0,,3,,,,,,,,,,,4,,,,Matches
484,Javier Pastore,ar ARG,MF,fr Paris S-G,27,1989,0.2,,0,,,,,,,,,,,0,,,,Matches
485,Remko Pasveer,nl NED,GK,nl PSV Eindhoven,32,1983,1.0,,0,,,,,,,,,,,0,,,,Matches
486,Rui Patrício,pt POR,GK,pt Sporting CP,28,1988,6.0,,0,,,,,,,,,,,0,,,,Matches
487,Gabriel Paulista,br BRA,DF,eng Arsenal,25,1990,1.5,,4,,,,,,,,,,,1,,,,Matches
488,Domagoj Pavičić,hr CRO,MF,hr Dinamo Zagreb,22,1994,4.4,,7,,,,,,,,,,,4,,,,Matches
489,Andrija Pavlović,rs SRB,FW,dk FC Copenhagen,22,1993,2.2,,3,,,,,,,,,,,3,,,,Matches
490,Michał Pazdan,pl POL,"DF,MF",pl Legia Warsaw,28,1987,3.0,,5,,,,,,,,,,,14,,,,Matches
491,Rui Pedro,pt POR,"FW,MF",pt Porto,28,1988,0.1,,,,,,,,,,,,,,,,,Matches
492,Pepe,pt POR,"DF,MF",es Real Madrid,33,1983,2.2,,4,,,,,,,,,,,5,,,,Matches
493,Danilo Pereira,pt POR,"DF,FW",pt Porto,24,1991,7.8,,15,,,,,,,,,,,18,,,,Matches
494,João Pereira,pt POR,"DF,MF",pt Sporting CP,32,1984,2.7,,3,,,,,,,,,,,7,,,,Matches
495,Maxi Pereira,uy URU,DF,pt Porto,32,1984,4.4,,12,,,,,,,,,,,10,,,,Matches
496,Gastón Pereiro,uy URU,"FW,MF",nl PSV Eindhoven,21,1995,3.0,,1,,,,,,,,,,,3,,,,Matches
497,Lucas Pérez,es ESP,"FW,MF",eng Arsenal,27,1988,1.5,,0,,,,,,,,,,,1,,,,Matches
498,Dino Perić,hr CRO,DF,hr Dinamo Zagreb,22,1994,0.3,,0,,,,,,,,,,,2,,,,Matches
499,Radosav Petrović,rs SRB,"DF,MF",pt Sporting CP,27,1989,0.0,,0,,,,,,,,,,,0,,,,Matches
500,Tomás Pina Isla,es ESP,MF,be Club Brugge,28,1987,4.5,,14,,,,,,,,,,,9,,,,Matches
501,Gerard Piqué,es ESP,DF,es Barcelona,29,1987,7.2,,7,,,,,,,,,,,9,,,,Matches
502,Łukasz Piszczek,pl POL,"DF,MF",de Dortmund,31,1985,7.5,,9,,,,,,,,,,,10,,,,Matches
503,Josip Pivarić,hr CRO,DF,hr Dinamo Zagreb,27,1989,5.0,,4,,,,,,,,,,,8,,,,Matches
504,Pizzi,pt POR,"FW,MF",pt Benfica,26,1989,8.0,,8,,,,,,,,,,,13,,,,Matches
505,Marko Pjaca,hr CRO,"FW,MF",it Juventus,21,1995,1.0,,2,,,,,,,,,,,0,,,,Matches
506,Miralem Pjanić,ba BIH,MF,it Juventus,26,1990,10.1,,18,,,,,,,,,,,16,,,,Matches
507,Ihor Plastun,ua UKR,DF,bg Ludogorets,25,1990,1.1,,1,,,,,,,,,,,3,,,,Matches
508,Joel Pohjanpalo,fi FIN,FW,de Leverkusen,21,1994,0.8,,0,,,,,,,,,,,0,,,,Matches
509,Dmitry Poloz,ru RUS,"FW,MF",ru Rostov,25,1991,5.4,,2,,,,,,,,,,,7,,,,Matches
510,Benoît Poulain,fr FRA,"DF,MF",be Club Brugge,29,1987,4.4,,5,,,,,,,,,,,7,,,,Matches
511,Andrei Prepeliță,ro ROU,MF,ru Rostov,30,1985,1.0,,1,,,,,,,,,,,1,,,,Matches
