Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
2266,John Ruddy,eng ENG,GK,Norwich City,eng Premier League,28,1986,27.0,,,,,,,,,,,,,,,0,,,,,,Matches
2267,Antonio Rüdiger,de GER,DF,Roma,it Serie A,22,1993,29.3,,,,,,,,,,,,,,,0,,,,,,Matches
2268,Artjoms Rudņevs,lv LVA,FW,Hamburger SV,de Bundesliga,27,1988,6.7,,,,,,,,,,,,,,,1,,,,,,Matches
2269,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,25,1990,19.9,,,,,,,,,,,,,,,1,,,,,,Matches
2270,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,28,1986,38.0,,,,,,,,,,,,,,,0,,,,,,Matches
2271,Daniele Rugani,it ITA,DF,Juventus,it Serie A,21,1994,13.0,,,,,,,,,,,,,,,0,,,,,,Matches
2272,Mário Rui,pt POR,"DF,MF",Empoli,it Serie A,24,1991,36.0,,,,,,,,,,,,,,,2,,,,,,Matches
2273,Fabián Ruiz Peña,es ESP,MF,Betis,es La Liga,19,1996,4.8,,,,,,,,,,,,,,,1,,,,,,Matches
2274,Salva Ruiz,es ESP,DF,Granada,es La Liga,20,1995,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
2275,Víctor Ruiz,es ESP,"DF,MF",Villarreal,es La Liga,26,1989,33.2,,,,,,,,,,,,,,,0,,,,,,Matches
2276,Antonio Rukavina,rs SRB,DF,Villarreal,es La Liga,31,1984,15.0,,,,,,,,,,,,,,,0,,,,,,Matches
2277,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,23,1992,35.5,,,,,,,,,,,,,,,0,,,,,,Matches
2278,Lukas Rupp,de GER,MF,Stuttgart,de Bundesliga,24,1991,23.3,,,,,,,,,,,,,,,4,,,,,,Matches
2279,Marco Russ,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,29,1985,26.1,,,,,,,,,,,,,,,2,,,,,,Matches
2280,Adriano Russo,it ITA,DF,Frosinone,it Serie A,28,1987,9.8,,,,,,,,,,,,,,,0,,,,,,Matches
2281,Mathew Ryan,au AUS,GK,Valencia,es La Liga,23,1992,8.0,,,,,,,,,,,,,,,0,,,,,,Matches
2282,Youssouf Sabaly,sn SEN,DF,Nantes,fr Ligue 1,22,1993,27.8,,,,,,,,,,,,,,,1,,,,,,Matches
2283,Stefano Sabelli,it ITA,"DF,MF",Carpi,it Serie A,22,1993,6.2,,,,,,,,,,,,,,,0,,,,,,Matches
2284,Umar Sadiq,ng NGA,FW,Roma,it Serie A,18,1997,2.1,,,,,,,,,,,,,,,0,,,,,,Matches
2285,Bacary Sagna,fr FRA,DF,Manchester City,eng Premier League,32,1983,27.2,,,,,,,,,,,,,,,3,,,,,,Matches
2286,Nuri Şahin,tr TUR,MF,Dortmund,de Bundesliga,26,1988,5.6,,,,,,,,,,,,,,,2,,,,,,Matches
2287,Wesley Saïd,fr FRA,"FW,MF",Rennes,fr Ligue 1,20,1995,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
2288,Jamel Saihi,tn TUN,MF,Montpellier,fr Ligue 1,28,1987,6.6,,,,,,,,,,,,,,,0,,,,,,Matches
2289,Marco Sailer,de GER,FW,Darmstadt 98,de Bundesliga,29,1985,4.9,,,,,,,,,,,,,,,1,,,,,,Matches
2290,Allan Saint-Maximin,fr FRA,"FW,MF",Hannover 96,de Bundesliga,18,1997,4.9,,,,,,,,,,,,,,,0,,,,,,Matches
2291,Romain Saïss,ma MAR,"DF,MF",Angers,fr Ligue 1,25,1990,34.5,,,,,,,,,,,,,,,1,,,,,,Matches
2292,Henri Saivet,sn SEN,"FW,MF",Newcastle Utd,eng Premier League,24,1990,1.6,,,,,,,,,,,,,,,0,,,,,,Matches
2293,Henri Saivet,sn SEN,"FW,MF",Bordeaux,fr Ligue 1,24,1990,17.3,,,,,,,,,,,,,,,0,,,,,,Matches
2294,Gōtoku Sakai,jp JPN,"DF,MF",Hamburger SV,de Bundesliga,24,1991,21.0,,,,,,,,,,,,,,,1,,,,,,Matches
2295,Hiroki Sakai,jp JPN,"DF,MF",Hannover 96,de Bundesliga,25,1990,25.5,,,,,,,,,,,,,,,0,,,,,,Matches
2296,Diafra Sakho,sn SEN,FW,West Ham,eng Premier League,25,1989,16.9,,,,,,,,,,,,,,,1,,,,,,Matches
2297,Mamadou Sakho,fr FRA,DF,Liverpool,eng Premier League,25,1990,20.6,,,,,,,,,,,,,,,0,,,,,,Matches
2298,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,eng Premier League,27,1988,11.9,,,,,,,,,,,,,,,1,,,,,,Matches
2299,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,24,1990,21.8,,,,,,,,,,,,,,,3,,,,,,Matches
2300,Jacopo Sala,it ITA,"DF,FW",Hellas Verona,it Serie A,23,1991,16.4,,,,,,,,,,,,,,,1,,,,,,Matches
2301,Jacopo Sala,it ITA,"DF,FW",Sampdoria,it Serie A,23,1991,2.2,,,,,,,,,,,,,,,0,,,,,,Matches
2302,Mohamed Salah,eg EGY,"FW,MF",Roma,it Serie A,23,1992,30.3,,,,,,,,,,,,,,,6,,,,,,Matches
2303,Yannis Salibur,fr FRA,"FW,MF",Guingamp,fr Ligue 1,24,1991,25.9,,,,,,,,,,,,,,,6,,,,,,Matches
2304,Sebastien Salles-Lamonge,fr FRA,MF,Rennes,fr Ligue 1,19,1996,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
2305,Sidney Sam,de GER,"FW,MF",Schalke 04,de Bundesliga,27,1988,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
2306,Mamadou Samassa,ml MLI,GK,Guingamp,fr Ligue 1,25,1990,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
2307,Paolo Sammarco,it ITA,MF,Frosinone,it Serie A,32,1983,25.8,,,,,,,,,,,,,,,1,,,,,,Matches
2308,Sergi Samper,es ESP,MF,Barcelona,es La Liga,20,1995,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
2309,Jairo Samperio,es ESP,"FW,MF",Mainz 05,de Bundesliga,22,1993,25.5,,,,,,,,,,,,,,,5,,,,,,Matches
2310,Mikel San José,es ESP,"DF,MF",Athletic Club,es La Liga,26,1989,29.9,,,,,,,,,,,,,,,3,,,,,,Matches
2311,Antonio Sanabria,py PAR,FW,Sporting Gijón,es La Liga,19,1996,25.1,,,,,,,,,,,,,,,1,,,,,,Matches
2312,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,eng Premier League,26,1988,27.1,,,,,,,,,,,,,,,4,,,,,,Matches
2313,Carlos Sánchez,co COL,"DF,MF",Aston Villa,eng Premier League,29,1986,15.2,,,,,,,,,,,,,,,0,,,,,,Matches
2314,Víctor Sánchez,es ESP,"DF,MF",Espanyol,es La Liga,27,1987,25.4,,,,,,,,,,,,,,,6,,,,,,Matches
2315,Sandro,br BRA,MF,West Brom,eng Premier League,26,1989,4.2,,,,,,,,,,,,,,,0,,,,,,Matches
2316,Alex Sandro,br BRA,"DF,MF",Juventus,it Serie A,24,1991,16.7,,,,,,,,,,,,,,,3,,,,,,Matches
2317,Lamine Sané,sn SEN,"DF,MF",Bordeaux,fr Ligue 1,28,1987,10.3,,,,,,,,,,,,,,,0,,,,,,Matches
2318,Leroy Sané,de GER,"FW,MF",Schalke 04,de Bundesliga,19,1996,25.7,,,,,,,,,,,,,,,6,,,,,,Matches
2319,Salif Sané,sn SEN,"DF,MF",Hannover 96,de Bundesliga,24,1990,30.6,,,,,,,,,,,,,,,0,,,,,,Matches
2320,Younousse Sankharé,sn SEN,MF,Guingamp,fr Ligue 1,25,1989,32.4,,,,,,,,,,,,,,,2,,,,,,Matches
2321,Morgan Sanson,fr FRA,MF,Montpellier,fr Ligue 1,20,1994,6.2,,,,,,,,,,,,,,,0,,,,,,Matches
2322,Nicola Sansone,it ITA,"FW,MF",Sassuolo,it Serie A,23,1991,28.2,,,,,,,,,,,,,,,4,,,,,,Matches
2323,Roque Santa Cruz,py PAR,FW,Málaga,es La Liga,33,1981,4.8,,,,,,,,,,,,,,,1,,,,,,Matches
2324,Davide Santon,it ITA,DF,Inter,it Serie A,24,1991,10.8,,,,,,,,,,,,,,,1,,,,,,Matches
2325,Aderlan Santos,br BRA,DF,Valencia,es La Liga,26,1989,16.9,,,,,,,,,,,,,,,0,,,,,,Matches
2326,Samir Santos,br BRA,DF,Hellas Verona,it Serie A,20,1994,3.0,,,,,,,,,,,,,,,0,,,,,,Matches
2327,Riccardo Saponara,it ITA,"FW,MF",Empoli,it Serie A,23,1991,29.2,,,,,,,,,,,,,,,11,,,,,,Matches
2328,Pablo Sarabia,es ESP,"FW,MF",Getafe,es La Liga,23,1992,28.1,,,,,,,,,,,,,,,5,,,,,,Matches
2329,Gennaro Sardo,it ITA,DF,Chievo,it Serie A,36,1979,3.7,,,,,,,,,,,,,,,0,,,,,,Matches
2330,Bouna Sarr,sn SEN,"DF,MF",Marseille,fr Ligue 1,23,1992,11.1,,,,,,,,,,,,,,,1,,,,,,Matches
2331,Matthieu Saunier,fr FRA,DF,Troyes,fr Ligue 1,25,1990,26.8,,,,,,,,,,,,,,,0,,,,,,Matches
2332,Stefan Savić,me MNE,"DF,MF",Atlético Madrid,es La Liga,24,1991,10.3,,,,,,,,,,,,,,,0,,,,,,Matches
2333,Stefan Šćepović,rs SRB,FW,Getafe,es La Liga,25,1990,20.2,,,,,,,,,,,,,,,1,,,,,,Matches
2334,Marcel Schäfer,de GER,"DF,MF",Wolfsburg,de Bundesliga,31,1984,14.5,,,,,,,,,,,,,,,2,,,,,,Matches
2335,Fabian Schär,ch SUI,DF,Hoffenheim,de Bundesliga,23,1991,19.2,,,,,,,,,,,,,,,0,,,,,,Matches
2336,Julian Schieber,de GER,FW,Hertha BSC,de Bundesliga,26,1989,1.6,,,,,,,,,,,,,,,1,,,,,,Matches
2337,Sven Schipplock,de GER,FW,Hamburger SV,de Bundesliga,26,1988,10.3,,,,,,,,,,,,,,,4,,,,,,Matches
2338,Jeffrey Schlupp,gh GHA,"DF,FW",Leicester City,eng Premier League,22,1992,15.4,,,,,,,,,,,,,,,2,,,,,,Matches
2339,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,28,1986,38.0,,,,,,,,,,,,,,,0,,,,,,Matches
2340,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,27,1988,22.9,,,,,,,,,,,,,,,4,,,,,,Matches
2341,Jonathan Schmid,fr FRA,"DF,MF",Hoffenheim,de Bundesliga,25,1990,16.1,,,,,,,,,,,,,,,0,,,,,,Matches
2342,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,26,1988,20.0,,,,,,,,,,,,,,,1,,,,,,Matches
2343,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,eng Premier League,25,1989,24.5,,,,,,,,,,,,,,,0,,,,,,Matches
2344,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,21,1994,5.3,,,,,,,,,,,,,,,1,,,,,,Matches
2345,Christian Schulz,de GER,"DF,MF",Hannover 96,de Bundesliga,32,1983,23.6,,,,,,,,,,,,,,,0,,,,,,Matches
2346,Marvin Schulz,de GER,"DF,MF",Gladbach,de Bundesliga,20,1995,4.4,,,,,,,,,,,,,,,1,,,,,,Matches
2347,Nico Schulz,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1993,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
2348,Nico Schulz,de GER,"DF,FW",Gladbach,de Bundesliga,22,1993,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
2349,André Schürrle,de GER,"FW,MF",Wolfsburg,de Bundesliga,24,1990,21.2,,,,,,,,,,,,,,,3,,,,,,Matches
2350,Daniel Schwaab,de GER,DF,Stuttgart,de Bundesliga,26,1988,26.5,,,,,,,,,,,,,,,1,,,,,,Matches
2351,Pirmin Schwegler,ch SUI,MF,Hoffenheim,de Bundesliga,28,1987,15.7,,,,,,,,,,,,,,,0,,,,,,Matches
2352,Bastian Schweinsteiger,de GER,"DF,MF",Manchester Utd,eng Premier League,30,1984,13.4,,,,,,,,,,,,,,,0,,,,,,Matches
2353,Andrea Seculin,it ITA,GK,Chievo,it Serie A,25,1990,3.0,,,,,,,,,,,,,,,0,,,,,,Matches
2354,Haris Seferović,ch SUI,FW,Eint Frankfurt,de Bundesliga,23,1992,24.5,,,,,,,,,,,,,,,5,,,,,,Matches
2355,Paul Seguin,de GER,"DF,MF",Wolfsburg,de Bundesliga,20,1995,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
2356,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,21,1994,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
2357,Josep Señé,es ESP,MF,Celta Vigo,es La Liga,23,1991,4.3,,,,,,,,,,,,,,,1,,,,,,Matches
2358,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,18,1997,2.3,,,,,,,,,,,,,,,0,,,,,,Matches
2359,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,24,1991,34.5,,,,,,,,,,,,,,,6,,,,,,Matches
2360,Mathias Serin,fr FRA,MF,Angers,fr Ligue 1,23,1991,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
2361,Grégory Sertic,fr FRA,MF,Bordeaux,fr Ligue 1,25,1989,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
2362,Stéphane Sessègnon,bj BEN,"FW,MF",West Brom,eng Premier League,31,1984,19.5,,,,,,,,,,,,,,,2,,,,,,Matches
2363,Nicolas Seube,fr FRA,"DF,MF",Caen,fr Ligue 1,35,1979,24.1,,,,,,,,,,,,,,,1,,,,,,Matches
2364,Salva Sevilla,es ESP,MF,Espanyol,es La Liga,31,1984,5.9,,,,,,,,,,,,,,,0,,,,,,Matches
2365,Stephan El Shaarawy,it ITA,"DF,FW",Roma,it Serie A,22,1992,13.2,,,,,,,,,,,,,,,2,,,,,,Matches
2366,Stephan El Shaarawy,it ITA,"DF,FW",Monaco,fr Ligue 1,22,1992,7.6,,,,,,,,,,,,,,,0,,,,,,Matches
2367,Xherdan Shaqiri,ch SUI,"FW,MF",Stoke City,eng Premier League,23,1991,22.4,,,,,,,,,,,,,,,6,,,,,,Matches
2368,Luke Shaw,eng ENG,"DF,MF",Manchester Utd,eng Premier League,20,1995,5.0,,,,,,,,,,,,,,,1,,,,,,Matches
2369,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,27,1987,18.8,,,,,,,,,,,,,,,0,,,,,,Matches
2370,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,23,1992,11.7,,,,,,,,,,,,,,,3,,,,,,Matches
2371,Jonjo Shelvey,eng ENG,MF,Swansea City,eng Premier League,23,1992,13.5,,,,,,,,,,,,,,,2,,,,,,Matches
2372,Djibril Sidibé,fr FRA,"DF,MF",Lille,fr Ligue 1,23,1992,36.4,,,,,,,,,,,,,,,3,,,,,,Matches
2373,Sidnei,br BRA,DF,La Coruña,es La Liga,25,1989,32.2,,,,,,,,,,,,,,,0,,,,,,Matches
2374,Steve Sidwell,eng ENG,MF,Stoke City,eng Premier League,32,1982,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
2375,Franco Signorelli,ve VEN,MF,Empoli,it Serie A,24,1991,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
2376,Franck Signorino,fr FRA,DF,Reims,fr Ligue 1,33,1981,28.4,,,,,,,,,,,,,,,2,,,,,,Matches
2377,Gylfi Sigurðsson,is ISL,"FW,MF",Swansea City,eng Premier League,25,1989,32.4,,,,,,,,,,,,,,,3,,,,,,Matches
2378,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,25,1990,18.8,,,,,,,,,,,,,,,0,,,,,,Matches
2379,Luca Siligardi,it ITA,"FW,MF",Hellas Verona,it Serie A,27,1988,15.6,,,,,,,,,,,,,,,0,,,,,,Matches
2380,Bernardo Silva,pt POR,"FW,MF",Monaco,fr Ligue 1,20,1994,24.9,,,,,,,,,,,,,,,1,,,,,,Matches
2381,David Silva,es ESP,"FW,MF",Manchester City,eng Premier League,29,1986,19.9,,,,,,,,,,,,,,,11,,,,,,Matches
2382,Gabriel Silva,br BRA,"DF,MF",Genoa,it Serie A,24,1991,8.5,,,,,,,,,,,,,,,0,,,,,,Matches
2383,Gabriel Silva,br BRA,"DF,MF",Carpi,it Serie A,24,1991,14.2,,,,,,,,,,,,,,,2,,,,,,Matches
2384,Gastón Silva,uy URU,DF,Torino,it Serie A,21,1994,9.9,,,,,,,,,,,,,,,1,,,,,,Matches
2385,Lucas Silva,br BRA,MF,Marseille,fr Ligue 1,22,1993,11.5,,,,,,,,,,,,,,,0,,,,,,Matches
2386,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,30,1984,29.1,,,,,,,,,,,,,,,1,,,,,,Matches
2387,Eddy Silvestre,az AZE,MF,Eibar,es La Liga,22,1992,2.4,,,,,,,,,,,,,,,0,,,,,,Matches
2388,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,30,1984,21.9,,,,,,,,,,,,,,,0,,,,,,Matches
2389,David Simón,es ESP,DF,Las Palmas,es La Liga,26,1988,25.1,,,,,,,,,,,,,,,2,,,,,,Matches
2390,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,28,1987,29.0,,,,,,,,,,,,,,,0,,,,,,Matches
2391,Scott Sinclair,eng ENG,"FW,MF",Aston Villa,eng Premier League,26,1989,17.7,,,,,,,,,,,,,,,0,,,,,,Matches
2392,Giovanni Sio,ci CIV,"FW,MF",Rennes,fr Ligue 1,26,1989,28.9,,,,,,,,,,,,,,,7,,,,,,Matches
2393,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,27,1988,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
2394,Guilherme Siqueira,br BRA,"DF,MF",Atlético Madrid,es La Liga,29,1986,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
2395,Guilherme Siqueira,br BRA,"DF,MF",Valencia,es La Liga,29,1986,12.1,,,,,,,,,,,,,,,0,,,,,,Matches
2396,Pantxi Sirieix,fr FRA,MF,Toulouse,fr Ligue 1,34,1980,0.8,,,,,,,,,,,,,,,2,,,,,,Matches
2397,Salvatore Sirigu,it ITA,GK,Paris S-G,fr Ligue 1,28,1987,2.5,,,,,,,,,,,,,,,0,,,,,,Matches
2398,Sandro Sirigu,de GER,DF,Darmstadt 98,de Bundesliga,26,1988,1.4,,,,,,,,,,,,,,,2,,,,,,Matches
2399,Maicon Sisenando,br BRA,DF,Roma,it Serie A,34,1981,11.2,,,,,,,,,,,,,,,2,,,,,,Matches
2400,Moussa Sissoko,fr FRA,"FW,MF",Newcastle Utd,eng Premier League,25,1989,35.7,,,,,,,,,,,,,,,7,,,,,,Matches
2401,Slimane Sissoko,fr FRA,FW,Angers,fr Ligue 1,24,1991,3.5,,,,,,,,,,,,,,,1,,,,,,Matches
2402,Sito,es ESP,MF,Valencia,es La Liga,18,1996,0.6,,,,,,,,,,,,,,,0,,,,,,Matches
2403,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,20,1995,9.1,,,,,,,,,,,,,,,0,,,,,,Matches
2404,Łukasz Skorupski,pl POL,GK,Empoli,it Serie A,24,1991,31.0,,,,,,,,,,,,,,,0,,,,,,Matches
2405,Milan Škriniar,sk SVK,"DF,MF",Sampdoria,it Serie A,20,1995,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
2406,Martin Škrtel,sk SVK,DF,Liverpool,eng Premier League,30,1984,20.9,,,,,,,,,,,,,,,0,,,,,,Matches
2407,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,25,1989,35.0,,,,,,,,,,,,,,,1,,,,,,Matches
2408,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,24,1991,23.3,,,,,,,,,,,,,,,0,,,,,,Matches
2409,Brad Smith,au AUS,"DF,MF",Liverpool,eng Premier League,21,1994,3.2,,,,,,,,,,,,,,,0,,,,,,Matches
2410,Cédric Soares,pt POR,"DF,MF",Southampton,eng Premier League,23,1991,21.8,,,,,,,,,,,,,,,2,,,,,,Matches
2411,Danilo Soares,br BRA,"DF,MF",Ingolstadt 04,de Bundesliga,23,1991,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
2412,Artur Sobiech,pl POL,FW,Hannover 96,de Bundesliga,25,1990,18.1,,,,,,,,,,,,,,,0,,,,,,Matches
2413,Danilo Soddimo,it ITA,MF,Frosinone,it Serie A,27,1987,19.9,,,,,,,,,,,,,,,2,,,,,,Matches
2414,Enrique Sola,es ESP,FW,Athletic Club,es La Liga,29,1986,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
2415,Roberto Soldado,es ESP,FW,Villarreal,es La Liga,30,1985,25.0,,,,,,,,,,,,,,,10,,,,,,Matches
2416,Somália,br BRA,"DF,FW",Toulouse,fr Ligue 1,26,1988,23.5,,,,,,,,,,,,,,,2,,,,,,Matches
2417,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,26,1988,32.0,,,,,,,,,,,,,,,0,,,,,,Matches
2418,Alexandre Song,cm CMR,"DF,MF",West Ham,eng Premier League,27,1987,7.3,,,,,,,,,,,,,,,0,,,,,,Matches
2419,Kévin Soni,cm CMR,MF,Bordeaux,fr Ligue 1,17,1998,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
2420,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,31,1983,33.7,,,,,,,,,,,,,,,0,,,,,,Matches
2421,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,25,1990,17.7,,,,,,,,,,,,,,,0,,,,,,Matches
2422,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,31,1984,28.8,,,,,,,,,,,,,,,1,,,,,,Matches
2423,Roberto Soriano,it ITA,MF,Sampdoria,it Serie A,24,1991,31.3,,,,,,,,,,,,,,,4,,,,,,Matches
2424,Stefano Sorrentino,it ITA,GK,Palermo,it Serie A,36,1979,34.4,,,,,,,,,,,,,,,0,,,,,,Matches
2425,Elkin Soto,co COL,MF,Mainz 05,de Bundesliga,34,1980,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
2426,Florian Sotoca,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,1990,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
2427,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,25,1990,33.5,,,,,,,,,,,,,,,1,,,,,,Matches
2428,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,23,1992,25.8,,,,,,,,,,,,,,,0,,,,,,Matches
2429,Samuel Souprayen,fr FRA,DF,Hellas Verona,it Serie A,26,1989,17.6,,,,,,,,,,,,,,,0,,,,,,Matches
2430,Emir Spahić,ba BIH,DF,Hamburger SV,de Bundesliga,34,1980,25.2,,,,,,,,,,,,,,,1,,,,,,Matches
2431,Uroš Spajić,rs SRB,DF,Toulouse,fr Ligue 1,22,1993,12.1,,,,,,,,,,,,,,,0,,,,,,Matches
2432,Stéphane Sparagna,fr FRA,DF,Marseille,fr Ligue 1,20,1995,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
2433,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,36,1979,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
2434,Nicolás Spolli,ar ARG,DF,Carpi,it Serie A,32,1983,3.6,,,,,,,,,,,,,,,0,,,,,,Matches
2435,Nicolás Spolli,ar ARG,DF,Chievo,it Serie A,32,1983,8.6,,,,,,,,,,,,,,,0,,,,,,Matches
2436,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,23,1992,36.0,,,,,,,,,,,,,,,0,,,,,,Matches
2437,Sébastien Squillaci,fr FRA,DF,Bastia,fr Ligue 1,34,1980,29.6,,,,,,,,,,,,,,,2,,,,,,Matches
2438,Kostas Stafylidis,gr GRE,"DF,MF",Augsburg,de Bundesliga,21,1993,7.6,,,,,,,,,,,,,,,0,,,,,,Matches
2439,Benjamin Stambouli,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,24,1990,16.7,,,,,,,,,,,,,,,0,,,,,,Matches
2440,Junior Stanislas,eng ENG,"FW,MF",Bournemouth,eng Premier League,25,1989,15.9,,,,,,,,,,,,,,,2,,,,,,Matches
2441,Niklas Stark,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,1995,15.7,,,,,,,,,,,,,,,0,,,,,,Matches
2442,Maarten Stekelenburg,nl NED,GK,Southampton,eng Premier League,32,1982,17.0,,,,,,,,,,,,,,,0,,,,,,Matches
2443,Guglielmo Stendardo,it ITA,DF,Atalanta,it Serie A,34,1981,12.4,,,,,,,,,,,,,,,0,,,,,,Matches
2444,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,19,1995,22.7,,,,,,,,,,,,,,,1,,,,,,Matches
2445,Raheem Sterling,eng ENG,"FW,MF",Manchester City,eng Premier League,20,1994,21.3,,,,,,,,,,,,,,,2,,,,,,Matches
2446,Janek Sternberg,de GER,"DF,MF",Werder Bremen,de Bundesliga,22,1992,5.0,,,,,,,,,,,,,,,0,,,,,,Matches
2447,Jamie Sterry,eng ENG,"DF,MF",Newcastle Utd,eng Premier League,19,1995,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
2448,Kevin Stewart,jm JAM,"DF,MF",Liverpool,eng Premier League,21,1993,6.3,,,,,,,,,,,,,,,0,,,,,,Matches
2449,Zoltán Stieber,hu HUN,"FW,MF",Hamburger SV,de Bundesliga,26,1988,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
2450,Lars Stindl,de GER,"FW,MF",Gladbach,de Bundesliga,26,1988,28.8,,,,,,,,,,,,,,,8,,,,,,Matches
2451,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,26,1989,9.3,,,,,,,,,,,,,,,0,,,,,,Matches
2452,John Stones,eng ENG,DF,Everton,eng Premier League,21,1994,30.9,,,,,,,,,,,,,,,0,,,,,,Matches
2453,Martin Stranzl,at AUT,"DF,MF",Gladbach,de Bundesliga,35,1980,1.8,,,,,,,,,,,,,,,0,,,,,,Matches
2454,Ivan Strinić,hr CRO,DF,Napoli,it Serie A,28,1987,2.8,,,,,,,,,,,,,,,0,,,,,,Matches
2455,Tobias Strobl,de GER,"DF,MF",Hoffenheim,de Bundesliga,25,1990,23.1,,,,,,,,,,,,,,,1,,,,,,Matches
2456,Dominik Stroh-Engel,de GER,FW,Darmstadt 98,de Bundesliga,29,1985,5.7,,,,,,,,,,,,,,,1,,,,,,Matches
2457,Kevin Strootman,nl NED,MF,Roma,it Serie A,25,1990,2.1,,,,,,,,,,,,,,,1,,,,,,Matches
2458,Aljaž Struna,si SVN,"DF,MF",Palermo,it Serie A,24,1990,20.4,,,,,,,,,,,,,,,0,,,,,,Matches
2459,Stefano Sturaro,it ITA,MF,Juventus,it Serie A,22,1993,11.4,,,,,,,,,,,,,,,0,,,,,,Matches
2460,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,eng Premier League,25,1989,10.9,,,,,,,,,,,,,,,1,,,,,,Matches
2461,Emanuele Suagher,it ITA,DF,Carpi,it Serie A,22,1992,8.0,,,,,,,,,,,,,,,0,,,,,,Matches
2462,Damián Suárez,uy URU,"DF,MF",Getafe,es La Liga,27,1988,29.3,,,,,,,,,,,,,,,3,,,,,,Matches
