Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%,Matches
51,Wílmar Barrios,co COL,"MF,DF",ru Zenit,27,1993,6.0,1,0,0,7,9,0,2,9,10,0,0,0,50,3,3,50.0,Matches
52,Gil Bastião Dias,pt POR,FW,pt Benfica,24,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
53,Alessandro Bastoni,it ITA,DF,it Inter,22,1999,7.4,2,0,0,11,8,0,12,6,5,0,0,0,45,7,8,46.7,Matches
54,Michy Batshuayi,be BEL,FW,tr Beşiktaş,27,1993,4.3,1,0,0,6,3,7,3,1,3,0,0,0,9,4,7,36.4,Matches
55,Donny van de Beek,nl NED,MF,eng Manchester Utd,24,1997,2.3,1,0,0,4,2,0,0,5,3,0,0,0,13,1,1,50.0,Matches
56,Jude Bellingham,eng ENG,"MF,FW",de Dortmund,18,2003,5.6,1,0,0,8,17,1,7,7,8,1,0,0,36,10,6,62.5,Matches
57,Hatem Ben Arfa,fr FRA,"FW,MF",fr Lille,34,1987,0.3,1,0,0,1,1,0,2,0,0,0,0,0,1,1,1,50.0,Matches
58,Ismaël Bennacer,dz ALG,MF,it Milan,23,1997,4.2,1,0,0,7,9,0,10,5,8,0,1,0,39,7,5,58.3,Matches
59,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,24,1997,4.2,0,0,0,5,2,1,4,4,8,0,0,0,24,1,5,16.7,Matches
60,Karim Benzema,fr FRA,FW,es Real Madrid,33,1987,12.2,1,0,0,2,4,8,10,1,2,1,0,0,35,7,9,43.8,Matches
61,Steven Berghuis,nl NED,MF,nl Ajax,29,1991,6.9,1,0,0,3,1,2,27,2,2,0,0,0,30,6,2,75.0,Matches
62,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,27,1994,3.2,0,0,0,2,4,1,19,5,1,0,0,0,19,1,4,20.0,Matches
63,Bernardo,br BRA,"DF,MF",at RB Salzburg,26,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,Matches
64,Paulo Bernardo,pt POR,MF,pt Benfica,19,2002,0.5,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,,Matches
65,Veljko Birmančević,rs SRB,"MF,FW",se Malmö,23,1998,3.9,0,0,0,2,10,0,2,2,4,0,0,0,9,3,6,33.3,Matches
66,Antonio Blanco,es ESP,MF,es Real Madrid,21,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
67,Daley Blind,nl NED,DF,nl Ajax,31,1990,6.3,1,0,0,5,0,1,16,5,5,0,0,0,37,8,5,61.5,Matches
68,Valerii Bondar,ua UKR,DF,ua Shakhtar,22,1999,1.0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,1,50.0,Matches
69,Artem Bondarenko,ua UKR,MF,ua Shakhtar,20,2000,0.9,0,0,0,1,2,0,0,1,2,0,0,0,6,1,0,100.0,Matches
70,Solomon Bonnah,nl NED,DF,de RB Leipzig,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
71,Leonardo Bonucci,it ITA,DF,it Juventus,34,1987,6.4,0,0,0,0,2,0,1,15,5,0,0,1,24,8,10,44.4,Matches
72,Sebastiaan Bornauw,be BEL,DF,de Wolfsburg,22,1999,2.3,1,0,0,3,0,0,0,2,3,0,0,0,8,6,3,66.7,Matches
73,Sven Botman,nl NED,DF,fr Lille,21,2000,4.6,1,0,0,1,4,0,0,3,3,0,1,0,25,14,4,77.8,Matches
74,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6.0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0.0,Matches
75,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
76,Can Bozdogan,de GER,MF,tr Beşiktaş,20,2001,2.4,1,0,0,4,7,0,0,1,4,0,0,0,12,2,1,66.7,Matches
77,Domagoj Bradarić,hr CRO,DF,fr Lille,21,1999,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,100.0,Matches
78,Conor Bradley,nir NIR,FW,eng Liverpool,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
79,Daniel Bragança,pt POR,MF,pt Sporting CP,22,1999,1.5,1,0,0,3,6,0,0,4,5,0,1,0,13,1,1,50.0,Matches
80,Julian Brandt,de GER,"MF,FW",de Dortmund,25,1996,4.4,0,0,0,2,2,1,21,4,4,0,0,0,32,1,3,25.0,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,19,2002,0.1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0,Matches
82,Brian Brobbey,nl NED,"FW,MF",de RB Leipzig,19,2002,1.2,0,0,0,3,2,1,1,0,1,1,0,0,4,4,4,50.0,Matches
83,John Brooks,us USA,DF,de Wolfsburg,28,1993,3.7,3,1,1,5,0,0,0,7,3,0,0,0,21,6,2,75.0,Matches
84,Franz Brorsson,se SWE,DF,se Malmö,25,1996,5.0,2,0,0,5,1,0,0,9,3,0,0,0,12,4,5,44.4,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,28,1992,7.0,0,0,0,5,5,0,8,14,10,0,0,0,55,2,0,100.0,Matches
86,Nicolas Bürgy,ch SUI,DF,ch Young Boys,25,1995,2.0,0,0,0,1,2,1,0,3,0,0,0,0,10,3,6,33.3,Matches
87,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
88,Sergio Busquets,es ESP,MF,es Barcelona,33,1988,5.4,1,0,0,9,14,0,0,11,8,0,0,0,41,4,8,33.3,Matches
89,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1993,4.8,1,0,0,2,14,4,1,2,3,0,0,0,18,2,4,33.3,Matches
90,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,23,1998,0.9,0,0,0,2,0,0,1,2,0,0,0,0,3,1,0,100.0,Matches
91,Davide Calabria,it ITA,DF,it Milan,24,1996,3.5,0,0,0,2,3,0,7,2,7,0,0,0,20,4,3,57.1,Matches
92,Hakan Çalhanoğlu,tr TUR,MF,it Inter,27,1994,4.6,0,0,0,5,4,0,32,2,2,0,0,0,38,1,2,33.3,Matches
