Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
43,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,22,1997,0.5,2,2,0,1,1,2,3,66.7,1,1,0,1,1,3,0,0,Matches
44,Sardar Azmoun,ir IRN,FW,ru Zenit,25,1995,3.2,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,3,0,Matches
45,César Azpilicueta,es ESP,DF,eng Chelsea,30,1989,10.7,26,14,14,11,1,16,23,69.6,7,21,9,12,11,37,31,0,Matches
46,Demba Ba,sn SEN,FW,tr Başakşehir,35,1985,3.6,1,0,0,1,0,0,4,0.0,4,1,1,0,2,3,2,0,Matches
47,Ousseynou Ba,sn SEN,DF,gr Olympiacos,24,1995,2.1,5,3,5,0,0,1,5,20.0,4,2,1,1,1,6,12,0,Matches
48,Youssouph Badji,sn SEN,FW,be Club Brugge,18,2001,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
49,Mitchel Bakker,nl NED,DF,fr Paris S-G,20,2000,4.6,7,6,3,3,1,3,7,42.9,4,2,0,2,4,11,13,1,Matches
50,Leonardo Balerdi,ar ARG,DF,fr Marseille,21,1999,2.8,2,0,1,1,0,1,3,33.3,2,2,1,1,7,9,2,0,Matches
51,Tudor Băluță,ro ROU,MF,ua Dynamo Kyiv,21,1999,0.1,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,Matches
52,Nicolò Barella,it ITA,MF,it Inter,23,1997,5.9,14,11,2,9,3,4,15,26.7,11,4,0,4,6,20,0,0,Matches
53,Romário Baró,pt POR,MF,pt Porto,20,2000,0.7,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,2,0,Matches
54,Wílmar Barrios,co COL,MF,ru Zenit,26,1993,5.5,12,9,10,2,0,6,14,42.9,8,9,4,5,15,27,10,0,Matches
55,Alessandro Bastoni,it ITA,DF,it Inter,21,1999,4.6,5,2,3,2,0,3,7,42.9,4,1,0,1,4,9,8,0,Matches
56,Roko Baturina,hr CRO,FW,hu Ferencváros,20,2000,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
57,Donny van de Beek,nl NED,"MF,FW",eng Manchester Utd,23,1997,3.1,5,2,1,0,4,2,3,66.7,1,2,0,2,2,7,1,0,Matches
58,Jude Bellingham,eng ENG,MF,de Dortmund,17,2003,7.6,24,9,7,9,8,8,16,50.0,8,19,2,17,5,29,8,0,Matches
59,Darío Benedetto,ar ARG,FW,fr Marseille,30,1990,2.9,1,1,1,0,0,0,0,,0,3,0,3,0,1,2,0,Matches
60,László Bénes,sk SVK,MF,de Gladbach,22,1997,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
61,Ramy Bensebaini,dz ALG,DF,de Gladbach,25,1995,5.0,15,9,10,5,0,10,16,62.5,6,10,0,10,11,26,19,2,Matches
62,Rodrigo Bentancur,uy URU,MF,it Juventus,23,1997,5.2,13,12,5,8,0,6,10,60.0,4,8,1,7,10,23,9,1,Matches
63,Karim Benzema,fr FRA,FW,es Real Madrid,32,1987,9.3,8,2,1,5,2,2,3,66.7,1,3,1,2,2,10,2,0,Matches
64,Marcus Berg,se SWE,FW,ru Krasnodar,33,1986,5.7,3,1,0,2,1,2,7,28.6,5,5,0,5,2,5,4,0,Matches
65,Mergim Berisha,de GER,"MF,FW",at RB Salzburg,22,1998,5.2,1,1,1,0,0,0,8,0.0,8,2,0,2,3,4,2,0,Matches
66,Federico Bernardeschi,it ITA,"MF,FW",it Juventus,26,1994,1.7,2,1,1,0,1,0,0,,0,1,0,1,2,4,3,0,Matches
67,Miha Blažič,si SVN,DF,hu Ferencváros,27,1993,6.0,5,3,3,2,0,2,7,28.6,5,5,3,2,16,21,21,0,Matches
68,Daley Blind,nl NED,"DF,MF",nl Ajax,30,1990,4.6,9,5,1,8,0,2,6,33.3,4,5,2,3,5,14,14,2,Matches
69,Jérôme Boateng,de GER,DF,de Bayern Munich,31,1988,5.8,15,6,9,5,1,9,13,69.2,4,9,5,4,14,29,17,0,Matches
70,Franck Boli,ci CIV,FW,hu Ferencváros,26,1993,0.9,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
71,Boli Bolingoli-Mbombo,be BEL,DF,tr Başakşehir,25,1995,4.1,4,1,3,0,1,3,6,50.0,3,11,4,7,9,13,9,0,Matches
72,Valerii Bondar,ua UKR,DF,ua Shakhtar,21,1999,6.0,6,4,5,1,0,4,7,57.1,3,13,6,7,10,16,33,0,Matches
73,Leonardo Bonucci,it ITA,DF,it Juventus,33,1987,5.5,5,1,2,3,0,3,5,60.0,2,2,2,0,8,13,9,0,Matches
74,Endre Botka,hu HUN,DF,hu Ferencváros,25,1994,2.9,1,0,0,0,1,0,3,0.0,3,5,3,2,5,6,5,0,Matches
75,Andreas Bouchalakis,gr GRE,MF,gr Olympiacos,27,1993,4.6,7,1,0,6,1,3,8,37.5,5,5,1,4,9,16,3,2,Matches
76,Yassine Bounou,ma MAR,GK,es Sevilla,29,1991,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
77,Benjamin Bourigeaud,fr FRA,MF,fr Rennes,26,1994,4.1,4,2,2,1,1,2,13,15.4,11,7,1,6,5,9,6,0,Matches
78,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
79,Martin Braithwaite,dk DEN,FW,es Barcelona,29,1991,2.6,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0,Matches
80,Julian Brandt,de GER,MF,de Dortmund,24,1996,2.4,4,2,2,2,0,2,4,50.0,2,0,0,0,0,4,4,0,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,18,2002,0.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
82,Marcelo Brozović,hr CRO,MF,it Inter,27,1992,4.1,6,3,1,3,2,1,7,14.3,6,12,3,9,4,10,0,0,Matches
83,Bruma,pt POR,"FW,MF",gr Olympiacos,25,1994,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
84,Gianluigi Buffon,it ITA,GK,it Juventus,42,1978,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
85,Roman Bürki,ch SUI,GK,de Dortmund,29,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
86,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,26,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
87,Sergio Busquets,es ESP,MF,es Barcelona,32,1988,3.7,8,3,2,3,3,5,12,41.7,7,3,0,3,1,9,1,0,Matches
88,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,27,1993,3.8,9,6,5,4,0,4,11,36.4,7,4,0,4,4,13,0,0,Matches
89,Rémy Cabella,fr FRA,"MF,FW",ru Krasnodar,30,1990,2.8,6,4,1,4,1,0,5,0.0,5,3,1,2,0,6,0,0,Matches
90,Júnior Caiçara,br BRA,DF,tr Başakşehir,31,1989,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0,Matches
91,Felipe Caicedo,ec ECU,FW,it Lazio,31,1988,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
92,Jens Cajuste,se SWE,MF,dk Midtjylland,20,1999,3.6,7,5,3,3,1,3,9,33.3,6,8,2,6,5,12,3,1,Matches
93,Mattia Caldara,it ITA,MF,it Atalanta,26,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
94,Duje Ćaleta-Car,hr CRO,DF,fr Marseille,23,1996,4.0,3,1,3,0,0,1,3,33.3,2,3,3,0,5,8,14,0,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,23,1997,3.2,9,3,4,5,0,3,9,33.3,6,0,0,0,0,9,0,0,Matches
96,Mohamed Camara,ml MLI,MF,at RB Salzburg,20,2000,4.6,15,8,4,9,2,7,19,36.8,12,10,0,10,11,26,2,0,Matches
97,Eduardo Camavinga,fr FRA,MF,fr Rennes,17,2002,3.6,6,3,0,3,3,2,9,22.2,7,4,2,2,6,12,1,0,Matches
98,Sergio Camello,es ESP,FW,es Atlético Madrid,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
99,Emre Can,de GER,"MF,DF",de Dortmund,26,1994,5.2,7,5,5,2,0,3,8,37.5,5,11,7,4,5,12,13,1,Matches
100,João Cancelo,pt POR,DF,eng Manchester City,26,1994,6.7,24,17,9,10,5,11,20,55.0,9,2,0,2,6,30,8,1,Matches
101,Diego Carlos,br BRA,DF,es Sevilla,27,1993,8.0,9,6,4,4,1,3,5,60.0,2,9,4,5,12,21,25,1,Matches
102,Yannick Carrasco,be BEL,"MF,DF",es Atlético Madrid,26,1993,4.2,4,2,2,0,2,4,5,80.0,1,4,0,4,1,5,3,0,Matches
103,Dani Carvajal,es ESP,DF,es Real Madrid,28,1992,1.8,3,1,0,0,3,2,2,100.0,0,3,0,3,2,5,1,0,Matches
104,Casemiro,br BRA,MF,es Real Madrid,28,1992,9.2,23,13,11,12,0,8,25,32.0,17,18,3,15,18,41,12,0,Matches
105,Danilo Cataldi,it ITA,MF,it Lazio,25,1994,1.0,1,0,1,0,0,0,3,0.0,3,1,0,1,1,2,1,0,Matches
106,Edinson Cavani,uy URU,FW,eng Manchester Utd,33,1987,2.3,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,Matches
107,Murilo Cerqueira,br BRA,DF,ru Loko Moscow,23,1997,5.0,6,5,3,3,0,3,6,50.0,3,8,2,6,11,17,43,1,Matches
108,Nacer Chadli,be BEL,MF,tr Başakşehir,30,1989,1.3,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,0,0,Matches
109,Yevgeni Chernov,ru RUS,DF,ru Krasnodar,27,1992,3.2,1,0,0,1,0,1,2,50.0,1,3,3,0,3,4,10,0,Matches
110,Giorgio Chiellini,it ITA,DF,it Juventus,35,1984,1.6,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,5,1,Matches
111,Federico Chiesa,it ITA,"MF,FW",it Juventus,22,1997,6.1,9,5,3,3,3,3,12,25.0,9,5,0,5,1,10,4,0,Matches
112,Ben Chilwell,eng ENG,"DF,FW",eng Chelsea,23,1996,8.6,11,6,7,2,2,8,19,42.1,11,7,0,7,15,26,31,1,Matches
113,Andreas Christensen,dk DEN,DF,eng Chelsea,24,1996,6.6,3,2,0,3,0,2,5,40.0,3,4,4,0,10,13,21,0,Matches
114,Eldar Ćivić,ba BIH,DF,hu Ferencváros,24,1996,0.7,4,2,3,1,0,3,7,42.9,4,2,0,2,2,6,1,0,Matches
115,Viktor Claesson,se SWE,"FW,MF",ru Krasnodar,28,1992,3.2,2,1,0,2,0,1,7,14.3,6,6,0,6,6,8,2,0,Matches
116,Leighton Clarkson,eng ENG,MF,eng Liverpool,18,2001,1.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0,Matches
117,Kingsley Coman,fr FRA,FW,de Bayern Munich,24,1996,6.0,7,2,3,1,3,3,7,42.9,4,6,0,6,2,9,3,0,Matches
118,Francisco Conceição,pt POR,"FW,MF",pt Porto,17,2002,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
119,Dion Cools,my MAS,DF,dk Midtjylland,24,1996,2.3,4,2,2,2,0,0,2,0.0,2,1,0,1,6,10,6,0,Matches
120,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,34,1986,4.5,10,7,9,1,0,7,10,70.0,3,7,7,0,11,21,25,0,Matches
121,Jesús Corona,mx MEX,"MF,FW",pt Porto,27,1993,8.4,10,2,9,1,0,6,17,35.3,11,11,0,11,13,23,9,1,Matches
122,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,25,1995,5.4,3,1,1,2,0,2,12,16.7,10,5,0,5,0,3,8,0,Matches
123,Joaquín Correa,ar ARG,FW,it Lazio,25,1994,7.4,4,4,2,2,0,1,9,11.1,8,3,1,2,1,5,4,0,Matches
124,Diogo Costa,pt POR,GK,pt Porto,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
125,Douglas Costa,br BRA,"FW,MF",de Bayern Munich,29,1990,2.6,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,Matches
126,Thibaut Courtois,be BEL,GK,es Real Madrid,28,1992,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
127,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,28,1992,1.5,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,0,0,Matches
128,Enzo Crivelli,fr FRA,FW,tr Başakşehir,25,1995,2.7,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,Matches
129,Juan Cuadrado,co COL,DF,it Juventus,32,1988,6.1,12,8,6,6,0,8,18,44.4,10,4,1,3,5,17,4,0,Matches
130,Mickaël Cuisance,fr FRA,"MF,FW",fr Marseille,20,1999,2.6,8,5,4,2,2,2,9,22.2,7,2,0,2,2,10,0,0,Matches
131,Szymon Czyż,pl POL,MF,it Lazio,19,2001,0.3,3,3,1,0,2,1,2,50.0,1,0,0,0,0,3,0,0,Matches
132,Danilo D'Ambrosio,it ITA,DF,it Inter,31,1988,3.4,8,3,1,3,4,0,5,0.0,5,0,0,0,7,15,4,0,Matches
133,Damien Da Silva,fr FRA,DF,fr Rennes,32,1988,5.8,3,2,3,0,0,2,4,50.0,2,5,4,1,8,11,25,0,Matches
134,Colin Dagba,fr FRA,DF,fr Paris S-G,21,1998,2.5,7,5,6,1,0,6,15,40.0,9,6,2,4,3,10,11,0,Matches
135,Mahmoud Dahoud,de GER,MF,de Dortmund,24,1996,5.4,13,10,7,5,1,4,15,26.7,11,10,1,9,5,18,5,0,Matches
136,Patson Daka,zm ZAM,FW,at RB Salzburg,21,1998,2.3,5,2,1,2,2,0,2,0.0,2,6,0,6,0,5,1,0,Matches
137,Danilo,br BRA,DF,it Juventus,29,1991,6.3,18,10,11,7,0,13,18,72.2,5,7,3,4,20,38,10,0,Matches
138,Matteo Darmian,it ITA,DF,it Inter,30,1989,1.9,2,2,2,0,0,2,6,33.3,4,3,0,3,2,4,2,0,Matches
139,Alphonso Davies,ca CAN,DF,de Bayern Munich,19,2000,3.6,8,3,3,5,0,5,10,50.0,5,7,1,6,6,14,5,0,Matches
140,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,29,1991,7.4,9,3,1,4,4,4,20,20.0,16,12,2,10,2,11,2,0,Matches
141,Charles De Ketelaere,be BEL,"FW,DF",be Club Brugge,19,2001,5.1,11,8,4,4,3,5,11,45.5,6,16,1,15,3,14,3,0,Matches
142,Konrad De La Fuente,us USA,FW,es Barcelona,19,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
143,Romain Del Castillo,fr FRA,"FW,MF",fr Rennes,24,1996,1.5,5,3,1,2,2,2,4,50.0,2,1,0,1,3,8,0,0,Matches
144,Thomas Delaney,dk DEN,"MF,DF",de Dortmund,28,1991,4.8,11,8,3,6,2,3,5,60.0,2,5,0,5,4,15,8,0,Matches
145,Simon Deli,ci CIV,DF,be Club Brugge,28,1991,3.5,1,0,1,0,0,1,2,50.0,1,4,4,0,5,6,12,1,Matches
146,Moussa Dembélé,fr FRA,"FW,MF",es Atlético Madrid,24,1996,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
147,Ousmane Dembélé,fr FRA,FW,es Barcelona,23,1997,4.2,4,1,2,2,0,2,11,18.2,9,2,0,2,2,6,1,0,Matches
148,Merih Demiral,tr TUR,DF,it Juventus,22,1998,4.4,5,3,3,2,0,2,3,66.7,1,2,1,1,9,14,12,1,Matches
149,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,22,1997,3.8,3,1,2,1,0,0,2,0.0,2,4,0,4,1,4,0,0,Matches
150,Dentinho,br BRA,FW,ua Shakhtar,31,1989,1.8,1,0,1,0,0,1,2,50.0,1,7,0,7,2,3,1,0,Matches
151,Fabio Depaoli,it ITA,DF,it Atalanta,23,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
152,Sergiño Dest,us USA,DF,es Barcelona,19,2000,6.5,9,7,3,5,1,5,10,50.0,5,6,1,5,2,11,7,0,Matches
153,Ángel Di María,ar ARG,"FW,MF",fr Paris S-G,32,1988,7.7,15,10,5,8,2,7,23,30.4,16,9,1,8,8,23,2,0,Matches
154,Abdou Diallo,sn SEN,DF,fr Paris S-G,24,1996,5.6,12,9,10,2,0,8,11,72.7,3,5,3,2,5,17,14,0,Matches
155,Amad Diallo,ci CIV,FW,it Atalanta,18,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
156,Rúben Dias,pt POR,DF,eng Manchester City,23,1997,10.8,14,8,5,7,2,5,8,62.5,3,12,8,4,16,30,23,0,Matches
157,Krépin Diatta,sn SEN,"MF,FW",be Club Brugge,21,1999,4.6,10,5,5,5,0,2,4,50.0,2,2,0,2,5,15,1,0,Matches
158,Luis Díaz,co COL,"FW,MF",pt Porto,23,1997,5.0,8,3,4,4,0,3,8,37.5,5,2,0,2,2,10,2,0,Matches
159,Dénes Dibusz,hu HUN,GK,hu Ferencváros,29,1990,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,2,Matches
160,Berat Djimsiti,al ALB,DF,it Atalanta,27,1993,8.0,11,4,8,3,0,2,10,20.0,8,7,6,1,24,35,34,0,Matches
161,Dodô,br BRA,DF,ua Shakhtar,21,1998,6.0,6,4,4,1,1,3,10,30.0,7,5,1,4,12,18,13,0,Matches
162,Jeremy Doku,be BEL,"FW,MF",fr Rennes,18,2002,4.5,4,3,2,2,0,0,2,0.0,2,0,0,0,2,6,1,0,Matches
163,Tommy Doyle,eng ENG,MF,eng Manchester City,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
164,Mohamed Dräger,tn TUN,DF,gr Olympiacos,24,1996,0.7,3,2,1,1,1,1,1,100.0,0,2,0,2,0,3,6,0,Matches
165,Radu Drăgușin,ro ROU,DF,it Juventus,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
166,Julian Draxler,de GER,"FW,MF",fr Paris S-G,26,1993,3.0,0,0,0,0,0,0,4,0.0,4,4,0,4,7,7,2,0,Matches
167,Anders Dreyer,dk DEN,"FW,MF",dk Midtjylland,22,1998,5.5,1,1,0,0,1,1,8,12.5,7,6,0,6,4,5,1,0,Matches
168,Sebastián Driussi,ar ARG,"MF,FW",ru Zenit,24,1996,3.1,7,3,5,2,0,4,14,28.6,10,2,0,2,3,10,2,0,Matches
169,Hugo Duro,es ESP,FW,es Real Madrid,20,1999,0.2,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
170,Lasha Dvali,ge GEO,DF,hu Ferencváros,25,1995,4.1,3,2,2,1,0,2,4,50.0,2,2,0,2,12,15,10,0,Matches
171,Paulo Dybala,ar ARG,"FW,MF",it Juventus,26,1993,2.4,1,0,0,1,0,0,8,0.0,8,1,0,1,1,2,1,0,Matches
172,Artem Dzyuba,ru RUS,FW,ru Zenit,31,1988,3.8,0,0,0,0,0,0,3,0.0,3,1,1,0,0,0,2,0,Matches
173,Éder,pt POR,FW,ru Loko Moscow,32,1987,2.8,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,Matches
174,Ederson,br BRA,GK,eng Manchester City,26,1993,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
175,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,20,2000,1.0,1,0,0,0,1,0,2,0.0,2,2,0,2,2,3,0,0,Matches
176,Nico Elvedi,ch SUI,DF,de Gladbach,23,1996,6.9,15,6,13,2,0,5,5,100.0,0,13,7,6,11,26,32,0,Matches
177,Breel Embolo,ch SUI,"FW,MF",de Gladbach,23,1997,3.3,3,1,0,2,1,0,5,0.0,5,2,0,2,2,5,0,0,Matches
178,Youssef En-Nesyri,ma MAR,FW,es Sevilla,23,1997,4.3,1,0,0,1,0,0,1,0.0,1,1,0,1,2,3,7,0,Matches
179,Alexandru Epureanu,md MDA,DF,tr Başakşehir,33,1986,4.5,2,2,0,2,0,2,5,40.0,3,6,5,1,10,12,21,1,Matches
