Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
180,Christian Eriksen,dk DEN,"MF,FW",it Inter,28,1992,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,0,0,Matches
181,Aleksandr Erokhin,ru RUS,"MF,FW",ru Zenit,30,1989,3.0,6,3,0,4,2,1,4,25.0,3,3,0,3,4,10,2,0,Matches
182,Gonzalo Escalante,ar ARG,MF,it Lazio,27,1993,1.6,2,1,2,0,0,2,6,33.3,4,2,0,2,4,6,0,0,Matches
183,Sergio Escudero,es ESP,DF,es Sevilla,30,1989,2.0,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,1,0,Matches
184,Evander,br BRA,"MF,FW",dk Midtjylland,22,1998,1.7,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,Matches
185,Evanilson,br BRA,"FW,DF",pt Porto,20,1999,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
186,Fabinho,br BRA,"DF,MF",eng Liverpool,26,1993,6.2,19,13,11,7,1,10,14,71.4,4,10,3,7,13,32,28,0,Matches
187,Mohamed Fares,dz ALG,DF,it Lazio,24,1996,3.8,9,4,5,3,1,5,11,45.5,6,4,0,4,8,17,11,0,Matches
188,Ansu Fati,es ESP,FW,es Barcelona,17,2002,1.8,1,1,0,0,1,0,3,0.0,3,3,1,2,1,2,2,0,Matches
189,Felipe,br BRA,DF,es Atlético Madrid,31,1989,4.3,10,6,6,3,1,6,9,66.7,3,6,4,2,7,17,27,0,Matches
190,Luiz Felipe,it ITA,DF,it Lazio,23,1997,2.0,4,3,2,2,0,3,3,100.0,0,5,2,3,4,8,8,0,Matches
191,João Félix,pt POR,"FW,MF",es Atlético Madrid,20,1999,7.8,6,5,1,3,2,3,8,37.5,5,2,0,2,4,10,3,0,Matches
192,Bruno Fernandes,pt POR,MF,eng Manchester Utd,25,1994,4.9,9,6,2,4,3,1,11,9.1,10,5,0,5,4,13,2,0,Matches
193,Matheus Fernandes,br BRA,MF,es Barcelona,22,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
194,Carlos Fernández,es ESP,FW,es Sevilla,24,1996,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
195,Fernandinho,br BRA,MF,eng Manchester City,35,1985,3.8,9,2,0,6,3,4,9,44.4,5,7,1,6,7,16,4,1,Matches
196,Fernando,br BRA,"MF,DF",es Sevilla,33,1987,5.5,8,3,4,4,0,3,10,30.0,7,6,1,5,10,18,7,0,Matches
197,Fernando,br BRA,FW,ua Shakhtar,21,1999,0.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,Matches
198,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,28,1991,3.7,3,2,3,0,0,1,4,25.0,3,5,0,5,2,5,4,0,Matches
199,Junior Firpo,do DOM,DF,es Barcelona,23,1996,2.9,7,4,2,3,2,2,3,66.7,1,5,2,3,2,9,3,1,Matches
200,Alessandro Florenzi,it ITA,DF,fr Paris S-G,29,1991,9.0,11,6,8,3,0,2,14,14.3,12,7,3,4,10,21,17,0,Matches
201,Phil Foden,eng ENG,"FW,MF",eng Manchester City,20,2000,11.8,16,10,5,5,6,7,15,46.7,8,13,1,12,9,25,3,1,Matches
202,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,28,1991,5.1,2,1,1,0,1,0,2,0.0,2,0,0,0,1,3,0,0,Matches
203,Kostas Fortounis,gr GRE,"FW,MF",gr Olympiacos,27,1992,3.2,3,3,0,3,0,2,6,33.3,4,1,0,1,2,5,0,0,Matches
204,Timothy Fosu-Mensah,nl NED,DF,eng Manchester Utd,22,1998,0.3,2,1,0,2,0,1,1,100.0,0,1,0,1,2,4,0,0,Matches
205,Gianluca Frabotta,it ITA,DF,it Juventus,21,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
206,Lassina Franck Traoré,bf BFA,FW,nl Ajax,19,2001,2.2,0,0,0,0,0,0,0,,0,3,0,3,1,1,5,0,Matches
207,Fred,br BRA,MF,eng Manchester Utd,27,1993,3.8,12,3,4,7,1,6,13,46.2,7,9,0,9,7,19,4,0,Matches
208,Remo Freuler,ch SUI,MF,it Atalanta,28,1992,5.8,19,8,6,10,3,8,19,42.1,11,7,1,6,11,30,6,0,Matches
209,Abraham Frimpong,gh GHA,DF,hu Ferencváros,27,1993,2.0,4,2,3,1,0,1,3,33.3,2,6,3,3,4,8,4,1,Matches
210,Roberto Gagliardini,it ITA,MF,it Inter,26,1994,2.8,6,1,2,3,1,1,4,25.0,3,1,0,1,5,11,3,0,Matches
211,Idrissa Gana Gueye,sn SEN,MF,fr Paris S-G,30,1989,5.4,18,10,9,7,2,3,9,33.3,6,14,2,12,5,23,9,0,Matches
212,Eric García,es ESP,DF,eng Manchester City,19,2001,2.3,2,1,1,1,0,1,2,50.0,1,0,0,0,3,5,5,0,Matches
213,Yuri Gazinskiy,ru RUS,MF,ru Krasnodar,31,1989,4.2,7,1,2,5,0,5,12,41.7,7,5,1,4,13,20,4,0,Matches
214,Yann Gboho,fr FRA,MF,fr Rennes,19,2001,1.1,2,1,2,0,0,1,1,100.0,0,1,0,1,1,3,0,0,Matches
215,David de Gea,es ESP,GK,eng Manchester Utd,29,1990,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
216,Valère Germain,fr FRA,"FW,MF",fr Marseille,30,1990,2.2,2,0,1,0,1,0,3,0.0,3,0,0,0,1,3,1,0,Matches
217,Billy Gilmour,sct SCO,MF,eng Chelsea,19,2001,1.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,Matches
218,Matthias Ginter,de GER,DF,de Gladbach,26,1994,8.0,3,3,2,1,0,2,4,50.0,2,9,7,2,5,8,27,0,Matches
219,Olivier Giroud,fr FRA,FW,eng Chelsea,33,1986,2.9,2,1,0,1,1,0,0,,0,3,0,3,2,4,2,0,Matches
220,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,25,1995,4.0,4,1,2,2,0,2,7,28.6,5,5,0,5,6,10,2,0,Matches
221,Pierluigi Gollini,it ITA,GK,it Atalanta,25,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
222,Eulânio Ângelo Chipela Gomes,gw GNB,DF,pt Porto,26,1994,1.5,2,1,1,1,0,0,3,0.0,3,2,0,2,2,4,1,0,Matches
223,Joe Gomez,eng ENG,DF,eng Liverpool,23,1997,3.0,4,2,3,1,0,1,4,25.0,3,0,0,0,5,9,19,0,Matches
224,Papu Gómez,ar ARG,"MF,FW",it Atalanta,32,1988,5.0,2,2,0,1,1,1,8,12.5,7,5,2,3,2,4,0,0,Matches
225,Papu Gómez,ar ARG,"MF,FW",es Sevilla,32,1988,1.0,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,Matches
226,Sergi Gómez,es ESP,DF,es Sevilla,28,1992,2.2,1,0,1,0,0,1,1,100.0,0,4,3,1,1,2,6,0,Matches
227,Alfred Gomis,sn SEN,GK,fr Rennes,26,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
228,Álvaro González,es ESP,DF,fr Marseille,30,1990,6.0,8,7,5,3,0,5,10,50.0,5,5,2,3,7,15,13,0,Matches
229,Leon Goretzka,de GER,MF,de Bayern Munich,25,1995,4.8,6,5,1,5,0,2,10,20.0,8,10,1,9,13,19,5,0,Matches
230,Yevgeni Gorodov,ru RUS,GK,ru Krasnodar,34,1985,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
231,Robin Gosens,de GER,DF,it Atalanta,26,1994,6.3,11,4,4,5,2,4,7,57.1,3,14,3,11,6,17,11,0,Matches
232,Ryan Gravenberch,nl NED,MF,nl Ajax,18,2002,5.9,15,4,3,8,4,3,8,37.5,5,7,0,7,11,26,4,0,Matches
233,Mason Greenwood,eng ENG,FW,eng Manchester Utd,18,2001,2.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
234,Clément Grenier,fr FRA,MF,fr Rennes,29,1991,2.5,8,5,1,6,1,2,5,40.0,3,2,0,2,2,10,0,0,Matches
235,Antoine Griezmann,fr FRA,"FW,MF",es Barcelona,29,1991,5.6,8,1,3,5,0,4,6,66.7,2,4,0,4,5,13,3,0,Matches
236,Marko Grujić,rs SRB,MF,pt Porto,24,1996,4.3,11,2,6,2,3,6,13,46.2,7,8,3,5,5,16,8,0,Matches
237,Nemanja Gudelj,rs SRB,"MF,DF",es Sevilla,28,1991,5.5,7,3,4,3,0,1,3,33.3,2,7,5,2,4,11,5,1,Matches
238,Raphaël Guerreiro,pt POR,DF,de Dortmund,26,1993,7.4,7,4,4,3,0,4,6,66.7,2,3,0,3,5,12,6,0,Matches
239,Pape Gueye,sn SEN,MF,fr Marseille,21,1999,1.9,4,3,2,2,0,2,2,100.0,0,1,0,1,7,11,2,0,Matches
240,Serhou Guirassy,gn GUI,FW,fr Rennes,24,1996,3.8,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,2,0,Matches
241,Péter Gulácsi,hu HUN,GK,de RB Leipzig,30,1990,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
242,Fredrik Gulbrandsen,no NOR,FW,tr Başakşehir,27,1992,2.3,1,1,0,0,1,1,3,33.3,2,1,0,1,0,1,2,0,Matches
243,İlkay Gündoğan,de GER,MF,eng Manchester City,29,1990,10.8,15,4,3,10,2,4,14,28.6,10,8,0,8,11,26,5,0,Matches
244,Mert Günok,tr TUR,GK,tr Başakşehir,31,1989,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches
245,Erling Haaland,no NOR,FW,de Dortmund,20,2000,7.8,1,0,1,0,0,1,3,33.3,2,3,1,2,3,4,10,0,Matches
246,Munir El Haddadi,ma MAR,"FW,MF",es Sevilla,24,1995,3.3,4,1,2,2,0,1,3,33.3,2,2,0,2,1,5,0,0,Matches
247,Amadou Haidara,ml MLI,"MF,DF",de RB Leipzig,22,1998,4.7,16,8,4,11,1,10,20,50.0,10,8,0,8,9,25,4,0,Matches
248,Achraf Hakimi,ma MAR,"DF,MF",it Inter,21,1998,4.0,8,4,3,3,2,3,10,30.0,7,6,1,5,7,15,2,1,Matches
249,Marcel Halstenberg,de GER,DF,de RB Leipzig,28,1991,2.0,2,1,1,1,0,1,3,33.3,2,0,0,0,3,5,6,0,Matches
250,Samir Handanović,si SVN,GK,it Inter,36,1984,6.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
251,Jesper Hansen,dk DEN,GK,dk Midtjylland,35,1985,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
252,Denys Harmash,ua UKR,"MF,FW",ua Dynamo Kyiv,30,1990,1.7,9,4,4,5,0,5,9,55.6,4,5,1,4,2,11,6,0,Matches
253,Hans Hateboer,nl NED,DF,it Atalanta,26,1994,5.9,9,4,5,2,2,6,15,40.0,9,6,1,5,7,16,9,0,Matches
254,Kai Havertz,de GER,"MF,FW",eng Chelsea,21,1999,8.7,17,10,7,8,2,7,15,46.7,8,8,0,8,9,26,12,0,Matches
255,Eden Hazard,be BEL,FW,es Real Madrid,29,1991,3.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
256,Thorgan Hazard,be BEL,"FW,MF",de Dortmund,27,1993,4.9,8,7,4,3,1,3,8,37.5,5,7,1,6,3,11,0,0,Matches
257,Hwang Hee-chan,kr KOR,FW,de RB Leipzig,24,1996,1.0,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,1,0,Matches
258,Marcel Heister,de GER,DF,hu Ferencváros,28,1992,4.3,9,6,8,1,0,4,9,44.4,5,3,2,1,6,15,5,0,Matches
259,Dean Henderson,eng ENG,GK,eng Manchester Utd,23,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
260,Jordan Henderson,eng ENG,"MF,DF",eng Liverpool,30,1990,4.0,1,1,1,0,0,1,5,20.0,4,5,2,3,7,8,8,0,Matches
261,Benjamin Henrichs,de GER,"DF,FW",de RB Leipzig,23,1997,1.3,9,3,3,5,1,2,4,50.0,2,1,0,1,2,11,2,0,Matches
262,Dalbert Henrique,br BRA,"DF,FW",fr Rennes,26,1993,2.5,2,1,1,1,0,2,5,40.0,3,2,1,1,2,4,2,0,Matches
263,Luis Henrique,br BRA,"FW,MF",fr Marseille,18,2001,1.1,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,Matches
264,Mario Hermoso,es ESP,DF,es Atlético Madrid,25,1995,3.9,11,7,6,5,0,6,11,54.5,5,7,2,5,7,18,12,1,Matches
265,Lucas Hernández,fr FRA,DF,de Bayern Munich,24,1996,7.7,24,16,14,7,3,8,15,53.3,7,10,2,8,5,29,17,0,Matches
266,Ander Herrera,es ESP,MF,fr Paris S-G,30,1989,6.0,20,12,5,13,2,6,21,28.6,15,25,7,18,13,33,11,0,Matches
267,Héctor Herrera,mx MEX,MF,es Atlético Madrid,30,1990,3.3,5,3,2,3,0,4,6,66.7,2,7,4,3,6,11,3,0,Matches
268,Patrick Herrmann,de GER,"FW,MF",de Gladbach,29,1991,0.7,0,0,0,0,0,0,2,0.0,2,3,0,3,1,1,2,0,Matches
269,Marwin Hitz,ch SUI,GK,de Dortmund,32,1987,6.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,6,0,Matches
270,Wesley Hoedt,nl NED,DF,it Lazio,26,1994,5.4,14,8,14,0,0,10,13,76.9,3,4,0,4,7,21,31,1,Matches
271,Jonas Hofmann,de GER,FW,de Gladbach,28,1992,4.8,6,2,3,1,2,5,21,23.8,16,4,0,4,2,8,4,0,Matches
272,José Holebas,gr GRE,DF,gr Olympiacos,36,1984,4.8,8,5,5,1,2,5,9,55.6,4,3,0,3,11,19,11,0,Matches
273,Ethan Horvath,us USA,GK,be Club Brugge,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
274,Callum Hudson-Odoi,eng ENG,"FW,DF",eng Chelsea,19,2000,3.8,5,4,2,1,2,1,3,33.3,2,3,0,3,4,9,3,0,Matches
275,Mats Hummels,de GER,DF,de Dortmund,31,1988,8.8,12,5,10,2,0,7,12,58.3,5,17,10,7,19,31,46,1,Matches
276,Adrien Hunou,fr FRA,"FW,MF",fr Rennes,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
277,Klaas-Jan Huntelaar,nl NED,FW,nl Ajax,36,1983,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
278,Daniel Høegh,dk DEN,DF,dk Midtjylland,29,1991,1.0,2,2,1,1,0,0,0,,0,3,2,1,4,6,10,0,Matches
279,Mauro Icardi,ar ARG,FW,fr Paris S-G,27,1993,2.7,3,0,1,2,0,0,1,0.0,1,2,1,1,3,6,3,0,Matches
280,Oussama Idrissi,ma MAR,"FW,DF",es Sevilla,24,1996,1.7,6,4,0,4,2,2,9,22.2,7,1,1,0,0,6,3,0,Matches
281,Odion Ighalo,ng NGA,DF,eng Manchester Utd,31,1989,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
282,Vladislav Ignatyev,ru RUS,"MF,FW",ru Loko Moscow,33,1987,4.3,12,5,9,1,2,4,20,20.0,16,9,2,7,7,19,13,0,Matches
283,Josip Iličić,si SVN,"FW,MF",it Atalanta,32,1988,3.1,5,2,3,0,2,4,8,50.0,4,1,0,1,1,6,1,0,Matches
284,Ciro Immobile,it ITA,FW,it Lazio,30,1990,4.6,2,1,0,2,0,0,4,0.0,4,3,0,3,1,3,0,0,Matches
285,Nikita Iosifov,ru RUS,MF,ru Loko Moscow,19,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
286,Isael,br BRA,"FW,MF",hu Ferencváros,32,1988,4.0,5,3,2,2,1,0,3,0.0,3,2,0,2,5,10,2,0,Matches
287,Gustav Isaksen,dk DEN,"MF,FW",dk Midtjylland,19,2001,0.5,0,0,0,0,0,0,0,,0,3,0,3,2,2,0,0,Matches
288,Isco,es ESP,"FW,MF",es Real Madrid,28,1992,1.1,2,0,1,1,0,2,4,50.0,2,2,0,2,3,5,1,0,Matches
289,Daniel James,wls WAL,FW,eng Manchester Utd,22,1997,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
290,Manjrekar James,ca CAN,DF,dk Midtjylland,26,1993,1.0,5,4,4,1,0,3,5,60.0,2,5,1,4,3,8,3,0,Matches
291,Reece James,eng ENG,DF,eng Chelsea,20,1999,6.3,22,15,16,5,1,11,19,57.9,8,11,3,8,4,26,24,0,Matches
292,Tony Jantschke,de GER,DF,de Gladbach,30,1990,0.6,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,1,0,Matches
293,Gabriel Jesus,br BRA,FW,eng Manchester City,23,1997,3.0,3,0,0,1,2,0,3,0.0,3,6,0,6,2,5,0,0,Matches
294,Curtis Jones,eng ENG,MF,eng Liverpool,19,2001,4.5,6,3,3,3,0,2,4,50.0,2,6,1,5,7,13,4,0,Matches
295,Frenkie de Jong,nl NED,"MF,DF",es Barcelona,23,1997,6.5,8,5,3,3,2,3,9,33.3,6,4,1,3,15,23,7,0,Matches
296,Luuk de Jong,nl NED,FW,es Sevilla,29,1990,4.2,3,1,1,1,1,2,4,50.0,2,3,0,3,1,4,1,0,Matches
297,Joan Jordán,es ESP,MF,es Sevilla,26,1994,4.5,11,7,3,4,4,7,15,46.7,8,1,0,1,6,17,3,0,Matches
298,Jorginho,it ITA,MF,eng Chelsea,28,1991,11.4,26,17,8,14,4,13,35,37.1,22,18,5,13,26,52,14,0,Matches
299,Diogo Jota,pt POR,FW,eng Liverpool,23,1996,6.0,6,2,3,3,0,1,8,12.5,7,7,1,6,2,8,2,0,Matches
300,Luka Jović,rs SRB,FW,es Real Madrid,22,1997,0.6,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
301,Vinicius Júnior,br BRA,FW,es Real Madrid,20,2000,7.0,11,8,4,4,3,4,11,36.4,7,10,1,9,1,12,3,0,Matches
302,Zlatko Junuzović,at AUT,MF,at RB Salzburg,32,1987,5.1,15,9,4,10,1,7,15,46.7,8,10,2,8,13,28,3,0,Matches
303,Sory Kaba,gn GUI,FW,dk Midtjylland,25,1995,5.1,6,3,1,2,3,3,4,75.0,1,4,0,4,3,9,5,0,Matches
304,Ozan Kabak,tr TUR,DF,eng Liverpool,20,2000,3.5,6,3,5,1,0,1,2,50.0,1,10,5,5,6,12,6,1,Matches
305,İrfan Kahveci,tr TUR,MF,tr Başakşehir,25,1995,5.4,8,3,3,4,1,5,9,55.6,4,7,2,5,3,11,0,0,Matches
306,François Kamano,gn GUI,MF,ru Loko Moscow,24,1996,2.0,6,3,4,0,2,5,11,45.5,6,1,0,1,0,6,2,0,Matches
307,Boubacar Kamara,fr FRA,MF,fr Marseille,20,1999,4.3,9,5,5,3,1,5,10,50.0,5,3,1,2,8,17,6,1,Matches
308,Ruslan Kambolov,ru RUS,MF,ru Krasnodar,30,1990,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,Matches
309,Kevin Kampl,si SVN,MF,de RB Leipzig,29,1990,4.1,7,4,4,2,1,3,11,27.3,8,5,0,5,6,13,6,0,Matches
310,N'Golo Kanté,fr FRA,MF,eng Chelsea,29,1991,7.9,10,8,8,1,1,3,8,37.5,5,13,3,10,14,24,13,0,Matches
311,Emre Kaplan,tr TUR,DF,tr Başakşehir,19,2001,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,Matches
312,Oleksandr Karavayev,ua UKR,DF,ua Dynamo Kyiv,28,1992,2.5,0,0,0,0,0,0,0,,0,2,0,2,4,4,6,0,Matches
313,Vyacheslav Karavayev,ru RUS,DF,ru Zenit,25,1995,3.1,5,4,4,1,0,5,7,71.4,2,2,0,2,3,8,7,0,Matches
314,Moise Kean,it ITA,FW,fr Paris S-G,20,2000,4.9,2,1,1,1,0,1,3,33.3,2,4,0,4,3,5,4,0,Matches
315,Tomasz Kędziora,pl POL,DF,ua Dynamo Kyiv,26,1994,6.0,8,7,4,4,0,6,11,54.5,5,6,0,6,14,22,19,0,Matches
316,Thilo Kehrer,de GER,"DF,FW",fr Paris S-G,23,1996,0.8,1,1,1,0,0,1,2,50.0,1,1,1,0,2,3,1,0,Matches
317,Naby Keïta,gn GUI,MF,eng Liverpool,25,1995,1.6,2,2,1,1,0,0,3,0.0,3,3,0,3,4,6,2,0,Matches
318,Caoimhín Kelleher,ie IRL,GK,eng Liverpool,21,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
319,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,33,1987,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
320,Ihor Kharatin,ua UKR,MF,hu Ferencváros,25,1995,3.6,7,5,6,0,1,4,7,57.1,3,6,3,3,5,12,2,0,Matches
321,Davit Khocholava,ge GEO,DF,ua Shakhtar,27,1993,3.3,1,1,1,0,0,1,4,25.0,3,4,3,1,7,8,21,0,Matches
322,Joshua Kimmich,de GER,MF,de Bayern Munich,25,1995,6.8,13,4,7,5,1,2,20,10.0,18,6,1,5,12,25,8,1,Matches
323,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,24,1995,10.9,13,7,9,4,0,2,8,25.0,6,9,4,5,5,18,41,1,Matches
324,Davy Klaassen,nl NED,MF,nl Ajax,27,1993,5.0,9,5,5,3,1,6,9,66.7,3,4,0,4,6,15,11,1,Matches
325,Sean Klaiber,sr SUR,DF,nl Ajax,26,1994,0.6,2,1,0,0,2,1,1,100.0,0,1,0,1,2,4,1,0,Matches
326,Lukas Klostermann,de GER,DF,de RB Leipzig,24,1996,2.0,2,2,1,1,0,1,3,33.3,2,0,0,0,4,6,9,0,Matches
327,Justin Kluivert,nl NED,"MF,FW",de RB Leipzig,21,1999,1.7,2,1,1,0,1,0,4,0.0,4,2,0,2,2,4,0,0,Matches
328,Ansgar Knauff,de GER,FW,de Dortmund,18,2002,1.5,5,1,1,4,0,4,6,66.7,2,1,0,1,1,6,3,0,Matches
329,Sekou Koita,ml MLI,FW,at RB Salzburg,20,1999,4.5,1,1,0,1,0,0,3,0.0,3,10,1,9,2,3,2,0,Matches
330,Koka,eg EGY,FW,gr Olympiacos,27,1993,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
331,Koke,es ESP,MF,es Atlético Madrid,28,1992,7.4,16,10,6,5,5,10,30,33.3,20,9,3,6,11,27,4,0,Matches
332,Aleksandar Kolarov,rs SRB,DF,it Inter,34,1985,1.0,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,Matches
333,Ibrahima Konaté,fr FRA,DF,de RB Leipzig,21,1999,5.3,10,3,6,4,0,3,7,42.9,4,7,5,2,7,17,12,0,Matches
334,Viktor Korniienko,ua UKR,DF,ua Shakhtar,21,1999,3.0,0,0,0,0,0,0,1,0.0,1,3,2,1,4,4,7,0,Matches
335,Odilon Kossounou,ci CIV,DF,be Club Brugge,19,2001,5.0,9,5,7,2,0,4,7,57.1,3,10,5,5,9,18,6,0,Matches
336,Billy Koumetio,fr FRA,DF,eng Liverpool,17,2002,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,7,0,Matches
337,Jules Koundé,fr FRA,DF,es Sevilla,21,1998,5.7,3,1,2,1,0,3,3,100.0,0,7,4,3,6,9,13,0,Matches
338,Adnan Kovačević,ba BIH,DF,hu Ferencváros,26,1993,1.9,8,3,5,2,1,3,4,75.0,1,3,3,0,5,13,4,0,Matches
339,Mateo Kovačić,hr CRO,MF,eng Chelsea,26,1994,6.7,13,11,7,6,0,8,16,50.0,8,4,0,4,7,20,5,0,Matches
340,Viktor Kovalenko,ua UKR,MF,ua Shakhtar,24,1996,2.4,2,1,1,1,0,2,3,66.7,1,1,0,1,2,4,3,0,Matches
341,Bozhidar Kraev,bg BUL,"MF,FW",dk Midtjylland,23,1997,0.6,1,0,0,1,0,1,3,33.3,2,1,0,1,1,2,0,0,Matches
342,Christoph Kramer,de GER,MF,de Gladbach,29,1991,6.9,9,5,4,5,0,3,19,15.8,16,12,4,8,11,20,6,0,Matches
343,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,23,1997,5.0,13,7,10,2,1,10,13,76.9,3,7,3,4,13,26,17,0,Matches
344,Michal Krmenčík,cz CZE,FW,be Club Brugge,27,1993,0.8,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,2,0,Matches
345,Toni Kroos,de GER,MF,es Real Madrid,30,1990,10.7,19,6,10,8,1,9,26,34.6,17,11,2,9,19,38,3,0,Matches
346,Danil Krugovoy,ru RUS,"DF,MF",ru Zenit,22,1998,1.8,0,0,0,0,0,0,4,0.0,4,2,0,2,4,4,3,0,Matches
347,Grzegorz Krychowiak,pl POL,MF,ru Loko Moscow,30,1990,4.0,1,0,1,0,0,0,4,0.0,4,4,1,3,7,8,6,0,Matches
348,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,29,1991,1.0,2,2,2,0,0,1,1,100.0,0,1,0,1,3,5,1,0,Matches
349,Mohammed Kudus,gh GHA,FW,nl Ajax,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
350,Daniil Kulikov,ru RUS,MF,ru Loko Moscow,22,1998,4.0,13,4,8,2,3,8,21,38.1,13,4,2,2,8,21,10,0,Matches
351,Dejan Kulusevski,se SWE,"FW,MF",it Juventus,20,2000,3.0,3,1,1,2,0,0,8,0.0,8,3,1,2,5,8,1,0,Matches
352,Layvin Kurzawa,fr FRA,DF,fr Paris S-G,27,1992,4.2,14,10,8,3,3,8,11,72.7,3,7,1,6,8,22,13,0,Matches
353,Daler Kuzyaev,ru RUS,"MF,FW",ru Zenit,27,1993,4.9,14,8,11,2,1,2,12,16.7,10,8,2,6,9,23,3,0,Matches
354,Zakaria Labyad,ma MAR,MF,nl Ajax,27,1993,2.0,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,0,0,Matches
355,Aïssa Laïdouni,tn TUN,MF,hu Ferencváros,23,1996,2.5,6,4,3,2,1,1,4,25.0,3,4,0,4,5,11,1,0,Matches
356,Stefan Lainer,at AUT,DF,de Gladbach,27,1992,7.6,21,12,8,8,5,13,19,68.4,6,16,3,13,11,32,25,0,Matches
357,Sam Lammers,nl NED,FW,it Atalanta,23,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
358,Michael Lang,ch SUI,DF,de Gladbach,29,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
359,Noa Lang,nl NED,"MF,FW",be Club Brugge,21,1999,3.3,4,4,0,3,1,1,2,50.0,1,0,0,0,1,5,2,0,Matches
360,Aymeric Laporte,es ESP,DF,eng Manchester City,26,1994,3.1,2,1,1,1,0,1,2,50.0,1,1,1,0,4,6,9,0,Matches
361,Valentino Lazaro,at AUT,"FW,DF",de Gladbach,24,1996,2.7,7,3,5,2,0,5,6,83.3,1,5,1,4,2,9,2,0,Matches
362,Manuel Lazzari,it ITA,DF,it Lazio,26,1993,3.6,4,2,0,3,1,1,5,20.0,4,2,0,2,2,6,2,0,Matches
363,James Lea Siliki,cm CMR,"MF,FW",fr Rennes,24,1996,2.4,4,2,2,2,0,1,5,20.0,4,3,0,3,1,5,3,0,Matches
