Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match_Report,Notes
22.0,Fri,2017-02-24,20:30 (21:30),Wolfsburg,1–2,Werder Bremen,30000.0,Volkswagen Arena,Wolfgang Stark,Match Report,
22.0,Sat,2017-02-25,15:30 (16:30),Leverkusen,0–2,Mainz 05,27086.0,BayArena,Benjamin Brand,Match Report,
22.0,Sat,2017-02-25,15:30 (16:30),Freiburg,0–3,Dortmund,24000.0,Schwarzwald-Stadion,Daniel Siebert,Match Report,
22.0,Sat,2017-02-25,15:30 (16:30),Bayern Munich,8–0,Hamburger SV,75000.0,Allianz Arena,Bastian Dankert,Match Report,
22.0,Sat,2017-02-25,15:30 (16:30),Darmstadt 98,1–2,Augsburg,16200.0,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,Match Report,
22.0,Sat,2017-02-25,15:30 (16:30),RB Leipzig,3–1,Köln,39335.0,Red Bull Arena,Marco Fritz,Match Report,
22.0,Sat,2017-02-25,18:30 (19:30),Hertha BSC,2–0,Eint Frankfurt,43323.0,Olympiastadion Berlin,Sascha Stegemann,Match Report,
22.0,Sun,2017-02-26,15:30 (16:30),Ingolstadt 04,0–2,Gladbach,15200.0,Audi-Sportpark,Christian Dingert,Match Report,
22.0,Sun,2017-02-26,17:30 (18:30),Schalke 04,1–1,Hoffenheim,58839.0,Veltins-Arena,Deniz Aytekin,Match Report,
,,,,,,,,,,,
23.0,Fri,2017-03-03,20:30 (21:30),Augsburg,2–2,RB Leipzig,28314.0,WWK Arena,Patrick Ittrich,Match Report,
23.0,Sat,2017-03-04,15:30 (16:30),Werder Bremen,2–0,Darmstadt 98,41000.0,Weserstadion,Guido Winkmann,Match Report,
23.0,Sat,2017-03-04,15:30 (16:30),Hoffenheim,5–2,Ingolstadt 04,23028.0,Wirsol Rhein-Neckar-Arena,Bastian Dankert,Match Report,
23.0,Sat,2017-03-04,15:30 (16:30),Dortmund,6–2,Leverkusen,79100.0,Signal Iduna Park,Christian Dingert,Match Report,
23.0,Sat,2017-03-04,15:30 (16:30),Mainz 05,1–1,Wolfsburg,27238.0,Opel Arena,Benjamin Cortus,Match Report,
23.0,Sat,2017-03-04,15:30 (16:30),Köln,0–3,Bayern Munich,50000.0,RheinEnergieSTADION,Jochen Drees,Match Report,
23.0,Sat,2017-03-04,18:30 (19:30),Gladbach,4–2,Schalke 04,54014.0,Stadion im Borussia-Park,Manuel Gräfe,Match Report,
23.0,Sun,2017-03-05,15:30 (16:30),Eint Frankfurt,1–2,Freiburg,51500.0,Commerzbank-Arena,Günter Perl,Match Report,
23.0,Sun,2017-03-05,17:30 (18:30),Hamburger SV,1–0,Hertha BSC,44445.0,Volksparkstadion,Felix Brych,Match Report,
,,,,,,,,,,,
24.0,Fri,2017-03-10,20:30 (21:30),Leverkusen,1–1,Werder Bremen,30210.0,BayArena,Tobias Stieler,Match Report,
24.0,Sat,2017-03-11,15:30 (16:30),RB Leipzig,0–1,Wolfsburg,42558.0,Red Bull Arena,Benjamin Brand,Match Report,
24.0,Sat,2017-03-11,15:30 (16:30),Bayern Munich,3–0,Eint Frankfurt,75000.0,Allianz Arena,Markus Schmidt,Match Report,
24.0,Sat,2017-03-11,15:30 (16:30),Darmstadt 98,2–1,Mainz 05,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Frank Willenborg,Match Report,
24.0,Sat,2017-03-11,15:30 (16:30),Freiburg,1–1,Hoffenheim,24000.0,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
24.0,Sat,2017-03-11,15:30 (16:30),Hertha BSC,2–1,Dortmund,74667.0,Olympiastadion Berlin,Robert Hartmann,Match Report,
24.0,Sat,2017-03-11,18:30 (19:30),Ingolstadt 04,2–2,Köln,15200.0,Audi-Sportpark,Felix Zwayer,Match Report,
24.0,Sun,2017-03-12,15:30 (16:30),Schalke 04,3–0,Augsburg,59481.0,Veltins-Arena,Robert Kampka,Match Report,
24.0,Sun,2017-03-12,17:30 (18:30),Hamburger SV,2–1,Gladbach,52501.0,Volksparkstadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,
25.0,Fri,2017-03-17,20:30 (21:30),Dortmund,1–0,Ingolstadt 04,81360.0,Signal Iduna Park,Daniel Siebert,Match Report,
25.0,Sat,2017-03-18,15:30 (16:30),Hoffenheim,1–0,Leverkusen,28117.0,Wirsol Rhein-Neckar-Arena,Manuel Gräfe,Match Report,
25.0,Sat,2017-03-18,15:30 (16:30),Wolfsburg,1–0,Darmstadt 98,28104.0,Volkswagen Arena,Felix Brych,Match Report,
25.0,Sat,2017-03-18,15:30 (16:30),Köln,4–2,Hertha BSC,49500.0,RheinEnergieSTADION,Marco Fritz,Match Report,
25.0,Sat,2017-03-18,15:30 (16:30),Werder Bremen,3–0,RB Leipzig,41384.0,Weserstadion,Christian Dingert,Match Report,
25.0,Sat,2017-03-18,15:30 (16:30),Augsburg,1–1,Freiburg,28843.0,WWK Arena,Sascha Stegemann,Match Report,
25.0,Sat,2017-03-18,18:30 (19:30),Eint Frankfurt,0–0,Hamburger SV,51500.0,Commerzbank-Arena,Benjamin Cortus,Match Report,
25.0,Sun,2017-03-19,15:30 (16:30),Mainz 05,0–1,Schalke 04,30847.0,Opel Arena,Wolfgang Stark,Match Report,
25.0,Sun,2017-03-19,17:30 (18:30),Gladbach,0–1,Bayern Munich,54014.0,Stadion im Borussia-Park,Tobias Stieler,Match Report,
,,,,,,,,,,,
26.0,Fri,2017-03-31,20:30,Hertha BSC,1–3,Hoffenheim,42401.0,Olympiastadion Berlin,Benjamin Brand,Match Report,
26.0,Sat,2017-04-01,15:30,Hamburger SV,2–1,Köln,57000.0,Volksparkstadion,Daniel Siebert,Match Report,
26.0,Sat,2017-04-01,15:30,Schalke 04,1–1,Dortmund,62271.0,Veltins-Arena,Felix Zwayer,Match Report,
26.0,Sat,2017-04-01,15:30,RB Leipzig,4–0,Darmstadt 98,39394.0,Red Bull Arena,Bastian Dankert,Match Report,
26.0,Sat,2017-04-01,15:30,Bayern Munich,6–0,Augsburg,75000.0,Allianz Arena,Christian Dingert,Match Report,
26.0,Sat,2017-04-01,15:30,Freiburg,2–5,Werder Bremen,24000.0,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
26.0,Sat,2017-04-01,18:30,Eint Frankfurt,0–0,Gladbach,51500.0,Commerzbank-Arena,Harm Osmers,Match Report,
26.0,Sun,2017-04-02,15:30,Ingolstadt 04,2–1,Mainz 05,14000.0,Audi-Sportpark,Patrick Ittrich,Match Report,
26.0,Sun,2017-04-02,17:30,Leverkusen,3–3,Wolfsburg,28576.0,BayArena,Deniz Aytekin,Match Report,
,,,,,,,,,,,
27.0,Tue,2017-04-04,20:00,Werder Bremen,3–0,Schalke 04,42100.0,Weserstadion,Robert Hartmann,Match Report,
27.0,Tue,2017-04-04,20:00,Köln,1–0,Eint Frankfurt,49300.0,RheinEnergieSTADION,Wolfgang Stark,Match Report,
27.0,Tue,2017-04-04,20:00,Hoffenheim,1–0,Bayern Munich,30150.0,Wirsol Rhein-Neckar-Arena,Sascha Stegemann,Match Report,
27.0,Tue,2017-04-04,20:00,Dortmund,3–0,Hamburger SV,81360.0,Signal Iduna Park,Markus Schmidt,Match Report,
27.0,Wed,2017-04-05,20:00,Darmstadt 98,0–2,Leverkusen,16200.0,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,Match Report,
27.0,Wed,2017-04-05,20:00,Wolfsburg,0–1,Freiburg,24179.0,Volkswagen Arena,Guido Winkmann,Match Report,
27.0,Wed,2017-04-05,20:00,Gladbach,1–0,Hertha BSC,44347.0,Stadion im Borussia-Park,Günter Perl,Match Report,
27.0,Wed,2017-04-05,20:00,Mainz 05,2–3,RB Leipzig,26379.0,Opel Arena,Tobias Stieler,Match Report,
27.0,Wed,2017-04-05,20:00,Augsburg,2–3,Ingolstadt 04,29528.0,WWK Arena,Marco Fritz,Match Report,
,,,,,,,,,,,
28.0,Fri,2017-04-07,20:30,Eint Frankfurt,2–2,Werder Bremen,51000.0,Commerzbank-Arena,Bastian Dankert,Match Report,
28.0,Sat,2017-04-08,15:30,Hamburger SV,2–1,Hoffenheim,53565.0,Volksparkstadion,Felix Zwayer,Match Report,
28.0,Sat,2017-04-08,15:30,Köln,2–3,Gladbach,50000.0,RheinEnergieSTADION,Felix Brych,Match Report,
28.0,Sat,2017-04-08,15:30,Schalke 04,4–1,Wolfsburg,61298.0,Veltins-Arena,Benjamin Brand,Match Report,
28.0,Sat,2017-04-08,15:30,Freiburg,1–0,Mainz 05,24000.0,Schwarzwald-Stadion,Harm Osmers,Match Report,
28.0,Sat,2017-04-08,15:30,RB Leipzig,1–0,Leverkusen,42558.0,Red Bull Arena,Robert Kampka,Match Report,
28.0,Sat,2017-04-08,18:30,Bayern Munich,4–1,Dortmund,75000.0,Allianz Arena,Marco Fritz,Match Report,
28.0,Sun,2017-04-09,15:30,Hertha BSC,2–0,Augsburg,43451.0,Olympiastadion Berlin,Tobias Stieler,Match Report,
28.0,Sun,2017-04-09,17:30,Ingolstadt 04,3–2,Darmstadt 98,14081.0,Audi-Sportpark,Manuel Gräfe,Match Report,
,,,,,,,,,,,
29.0,Sat,2017-04-15,15:30,Dortmund,3–1,Eint Frankfurt,81360.0,Signal Iduna Park,Robert Hartmann,Match Report,
29.0,Sat,2017-04-15,15:30,Augsburg,2–1,Köln,30660.0,WWK Arena,Guido Winkmann,Match Report,
29.0,Sat,2017-04-15,15:30,Mainz 05,1–0,Hertha BSC,30579.0,Opel Arena,Deniz Aytekin,Match Report,
29.0,Sat,2017-04-15,15:30,Hoffenheim,5–3,Gladbach,30150.0,Wirsol Rhein-Neckar-Arena,Christian Dingert,Match Report,
29.0,Sat,2017-04-15,15:30,RB Leipzig,4–0,Freiburg,41446.0,Red Bull Arena,Manuel Gräfe,Match Report,
29.0,Sat,2017-04-15,15:30,Wolfsburg,3–0,Ingolstadt 04,26374.0,Volkswagen Arena,Tobias Stieler,Match Report,
29.0,Sat,2017-04-15,18:30,Leverkusen,0–0,Bayern Munich,30210.0,BayArena,Daniel Siebert,Match Report,
29.0,Sun,2017-04-16,15:30,Werder Bremen,2–1,Hamburger SV,42100.0,Weserstadion,Felix Brych,Match Report,
29.0,Sun,2017-04-16,17:30,Darmstadt 98,2–1,Schalke 04,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Patrick Ittrich,Match Report,
,,,,,,,,,,,
30.0,Fri,2017-04-21,20:30,Köln,1–1,Hoffenheim,49600.0,RheinEnergieSTADION,Marco Fritz,Match Report,
30.0,Sat,2017-04-22,15:30,Hamburger SV,1–2,Darmstadt 98,56132.0,Volksparkstadion,Sascha Stegemann,Match Report,
30.0,Sat,2017-04-22,15:30,Eint Frankfurt,3–1,Augsburg,50200.0,Commerzbank-Arena,Felix Zwayer,Match Report,
30.0,Sat,2017-04-22,15:30,Ingolstadt 04,2–4,Werder Bremen,15200.0,Audi-Sportpark,Markus Schmidt,Match Report,
30.0,Sat,2017-04-22,15:30,Bayern Munich,2–2,Mainz 05,75000.0,Allianz Arena,Frank Willenborg,Match Report,
30.0,Sat,2017-04-22,15:30,Hertha BSC,1–0,Wolfsburg,42521.0,Olympiastadion Berlin,Bastian Dankert,Match Report,
30.0,Sat,2017-04-22,18:30,Gladbach,2–3,Dortmund,54014.0,Stadion im Borussia-Park,Wolfgang Stark,Match Report,
30.0,Sun,2017-04-23,15:30,Freiburg,2–1,Leverkusen,24000.0,Schwarzwald-Stadion,Felix Brych,Match Report,
30.0,Sun,2017-04-23,17:30,Schalke 04,1–1,RB Leipzig,60916.0,Veltins-Arena,Günter Perl,Match Report,
,,,,,,,,,,,
31.0,Fri,2017-04-28,20:30,Leverkusen,1–4,Schalke 04,30210.0,BayArena,Marco Fritz,Match Report,
31.0,Sat,2017-04-29,15:30,Werder Bremen,2–0,Hertha BSC,42100.0,Weserstadion,Patrick Ittrich,Match Report,
31.0,Sat,2017-04-29,15:30,Mainz 05,1–2,Gladbach,34000.0,Opel Arena,Sascha Stegemann,Match Report,
31.0,Sat,2017-04-29,15:30,Darmstadt 98,3–0,Freiburg,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Cortus,Match Report,
31.0,Sat,2017-04-29,15:30,RB Leipzig,0–0,Ingolstadt 04,41053.0,Red Bull Arena,Daniel Siebert,Match Report,
31.0,Sat,2017-04-29,15:30,Dortmund,0–0,Köln,81360.0,Signal Iduna Park,Tobias Stieler,Match Report,
31.0,Sat,2017-04-29,18:30,Wolfsburg,0–6,Bayern Munich,30000.0,Volkswagen Arena,Felix Zwayer,Match Report,
31.0,Sun,2017-04-30,15:30,Augsburg,4–0,Hamburger SV,30660.0,WWK Arena,Manuel Gräfe,Match Report,
31.0,Sun,2017-04-30,17:30,Hoffenheim,1–0,Eint Frankfurt,30150.0,Wirsol Rhein-Neckar-Arena,Günter Perl,Match Report,
,,,,,,,,,,,
32.0,Fri,2017-05-05,20:30,Köln,4–3,Werder Bremen,50000.0,RheinEnergieSTADION,Wolfgang Stark,Match Report,
32.0,Sat,2017-05-06,15:30,Dortmund,2–1,Hoffenheim,81360.0,Signal Iduna Park,Felix Brych,Match Report,
32.0,Sat,2017-05-06,15:30,Bayern Munich,1–0,Darmstadt 98,75000.0,Allianz Arena,Guido Winkmann,Match Report,
32.0,Sat,2017-05-06,15:30,Ingolstadt 04,1–1,Leverkusen,14351.0,Audi-Sportpark,Harm Osmers,Match Report,
32.0,Sat,2017-05-06,15:30,Gladbach,1–1,Augsburg,52362.0,Stadion im Borussia-Park,Bastian Dankert,Match Report,
32.0,Sat,2017-05-06,15:30,Eint Frankfurt,0–2,Wolfsburg,49000.0,Commerzbank-Arena,Manuel Gräfe,Match Report,
32.0,Sat,2017-05-06,18:30,Hertha BSC,1–4,RB Leipzig,62301.0,Olympiastadion Berlin,Robert Hartmann,Match Report,
32.0,Sun,2017-05-07,15:30,Hamburger SV,0–0,Mainz 05,53915.0,Volksparkstadion,Daniel Siebert,Match Report,
32.0,Sun,2017-05-07,17:30,Freiburg,2–0,Schalke 04,24000.0,Schwarzwald-Stadion,Robert Kampka,Match Report,
,,,,,,,,,,,
33.0,Sat,2017-05-13,15:30,Werder Bremen,3–5,Hoffenheim,41000.0,Weserstadion,Daniel Siebert,Match Report,
33.0,Sat,2017-05-13,15:30,Leverkusen,2–2,Köln,30210.0,BayArena,Günter Perl,Match Report,
33.0,Sat,2017-05-13,15:30,Freiburg,1–1,Ingolstadt 04,24000.0,Schwarzwald-Stadion,Bastian Dankert,Match Report,
33.0,Sat,2017-05-13,15:30,Mainz 05,4–2,Eint Frankfurt,34000.0,Opel Arena,Marco Fritz,Match Report,
33.0,Sat,2017-05-13,15:30,RB Leipzig,4–5,Bayern Munich,42558.0,Red Bull Arena,Tobias Stieler,Match Report,
33.0,Sat,2017-05-13,15:30,Wolfsburg,1–1,Gladbach,28721.0,Volkswagen Arena,Christian Dingert,Match Report,
33.0,Sat,2017-05-13,15:30,Schalke 04,1–1,Hamburger SV,62271.0,Veltins-Arena,Markus Schmidt,Match Report,
33.0,Sat,2017-05-13,15:30,Darmstadt 98,0–2,Hertha BSC,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,Match Report,
33.0,Sat,2017-05-13,15:30,Augsburg,1–1,Dortmund,30660.0,WWK Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,
34.0,Sat,2017-05-20,15:30,Hoffenheim,0–0,Augsburg,30150.0,Wirsol Rhein-Neckar-Arena,Marco Fritz,Match Report,
34.0,Sat,2017-05-20,15:30,Eint Frankfurt,2–2,RB Leipzig,51000.0,Commerzbank-Arena,Felix Brych,Match Report,
34.0,Sat,2017-05-20,15:30,Bayern Munich,4–1,Freiburg,75000.0,Allianz Arena,Jochen Drees,Match Report,
34.0,Sat,2017-05-20,15:30,Ingolstadt 04,1–1,Schalke 04,15200.0,Audi-Sportpark,Frank Willenborg,Match Report,
34.0,Sat,2017-05-20,15:30,Hamburger SV,2–1,Wolfsburg,57000.0,Volksparkstadion,Manuel Gräfe,Match Report,
34.0,Sat,2017-05-20,15:30,Hertha BSC,2–6,Leverkusen,55617.0,Olympiastadion Berlin,Deniz Aytekin,Match Report,
34.0,Sat,2017-05-20,15:30,Köln,2–0,Mainz 05,50000.0,RheinEnergieSTADION,Robert Hartmann,Match Report,
34.0,Sat,2017-05-20,15:30,Gladbach,2–2,Darmstadt 98,54014.0,Stadion im Borussia-Park,Wolfgang Stark,Match Report,
34.0,Sat,2017-05-20,15:30,Dortmund,4–3,Werder Bremen,81360.0,Signal Iduna Park,Günter Perl,Match Report,
