Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
339,Jorge,br BRA,DF,fr Monaco,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
340,Jorginho,it ITA,MF,it Napoli,24,1991,4,329,82,45.7,3.7,4,,2,0,,4,1.75,8,6,+2,+0.55,+1.24,Matches
341,Diogo Jota,pt POR,"FW,MF",pt Porto,19,1996,8,386,48,53.6,4.3,4,,2,4,,0,1.38,6,2,+4,+0.93,+1.20,Matches
342,Stevan Jovetić,me MNE,"FW,MF",es Sevilla,26,1989,2,134,67,18.6,1.5,1,,1,1,,0,1.50,2,2,0,0.00,-0.46,Matches
343,Florian Jozefzoon,sr SUR,"FW,MF",nl PSV Eindhoven,25,1991,0,,,,,0,,0,0,,4,,,,,,,Matches
344,Juanfran,es ESP,"DF,MF",es Atlético Madrid,31,1985,6,429,72,39.7,4.8,5,,4,1,,3,2.67,5,0,+5,+1.05,+0.63,Matches
345,Hidde Jurjus,nl NED,GK,nl PSV Eindhoven,22,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
346,Mathias Jørgensen,dk DEN,DF,dk FC Copenhagen,26,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.92,7,2,+5,+0.83,,Matches
347,Bashkim Kadrii,dk DEN,"FW,MF",dk FC Copenhagen,25,1991,0,,,,,0,,0,0,,1,,,,,,,Matches
348,Shinji Kagawa,jp JPN,"FW,MF",de Dortmund,27,1989,5,369,74,41.0,4.1,4,,4,1,,2,1.80,14,11,+3,+0.73,-0.79,Matches
349,Timofei Kalachev,by BLR,"DF,MF",ru Rostov,35,1981,5,420,84,77.8,4.7,5,,2,0,,0,1.44,6,10,-4,-0.86,+0.64,Matches
350,Aldo Kalulu,cd COD,"FW,MF",fr Lyon,20,1996,2,38,19,7.0,0.4,0,,0,2,,1,1.50,0,0,0,0.00,-0.36,Matches
351,Kevin Kampl,si SVN,MF,de Leverkusen,25,1990,7,625,89,86.8,6.9,7,,5,0,,0,1.14,7,8,-1,-0.14,-1.09,Matches
352,Harry Kane,eng ENG,FW,eng Tottenham,23,1993,3,263,88,48.7,2.9,3,,2,0,,0,1.00,5,5,0,0.00,0.00,Matches
353,Moise Kean,it ITA,FW,it Juventus,16,2000,1,6,6,0.5,0.1,0,,0,1,,2,3.00,1,0,+1,+15.00,+13.84,Matches
354,Aboubakar Keita,ci CIV,MF,dk FC Copenhagen,18,1997,1,2,2,0.4,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.84,Matches
355,Claudiu Keșerü,ro ROU,FW,bg Ludogorets,29,1986,5,193,39,35.7,2.1,2,,0,3,,1,1.45,2,4,-2,-0.93,+0.88,Matches
356,Yevhen Khacheridi,ua UKR,DF,ua Dynamo Kyiv,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,0.83,8,6,+2,+0.33,,Matches
357,Sami Khedira,de GER,MF,it Juventus,29,1987,11,895,81,76.5,9.9,11,,9,0,,1,2.18,15,6,+9,+0.91,-1.39,Matches
358,Stefan Kießling,de GER,"FW,MF",de Leverkusen,32,1984,3,207,69,28.8,2.3,2,,2,1,,1,1.67,4,1,+3,+1.30,+1.83,Matches
359,Joshua Kimmich,de GER,"DF,MF",de Bayern Munich,21,1995,8,319,40,34.3,3.5,3,,1,5,,2,2.25,13,5,+8,+2.26,+1.52,Matches
360,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,20,1995,1,90,90,12.5,1.0,1,,1,0,,4,3.00,4,0,+4,+4.00,+3.86,Matches
361,Andy King,wls WAL,MF,eng Leicester City,27,1988,4,232,58,25.8,2.6,2,,2,2,,5,2.25,3,1,+2,+0.78,+0.91,Matches
362,Igor Kireyev,ru RUS,MF,ru Rostov,24,1992,1,90,90,16.7,1.0,1,,1,0,,2,0.50,0,1,-1,-1.00,0.00,Matches
363,Hiroshi Kiyotake,jp JPN,"FW,MF",es Sevilla,26,1989,1,15,15,2.1,0.2,0,,0,1,,5,3.00,2,0,+2,+12.00,+11.87,Matches
364,Bojan Knežević,hr CRO,MF,hr Dinamo Zagreb,19,1997,3,267,89,49.4,3.0,3,,2,0,,0,0.25,0,4,-4,-1.35,+2.28,Matches
365,Koke,es ESP,MF,es Atlético Madrid,24,1992,12,1044,87,96.7,11.6,12,,10,0,,0,2.17,15,9,+6,+0.52,-4.48,Matches
366,Aleksandar Kolarov,rs SRB,DF,eng Manchester City,30,1985,6,540,90,75.0,6.0,6,,6,0,,0,1.75,12,12,0,0.00,-2.00,Matches
367,Timothée Kolodziejczak,fr FRA,DF,es Sevilla,24,1991,1,4,4,0.6,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.38,Matches
368,Vincent Kompany,be BEL,DF,eng Manchester City,30,1986,0,,,,,0,,0,0,,1,,,,,,,Matches
369,Michał Kopczyński,pl POL,"FW,MF",pl Legia Warsaw,24,1992,5,283,57,52.4,3.1,3,,3,2,,1,1.56,8,12,-4,-1.27,+2.58,Matches
370,Julian Korb,de GER,"DF,MF",de Gladbach,24,1992,5,397,79,73.5,4.4,4,,3,1,,0,1.17,4,8,-4,-0.91,+0.98,Matches
371,Nikita Korzun,by BLR,MF,ua Dynamo Kyiv,21,1995,4,190,48,35.2,2.1,1,,1,3,,2,1.00,2,3,-1,-0.47,-1.25,Matches
372,Laurent Koscielny,fr FRA,DF,eng Arsenal,30,1985,8,643,80,89.3,7.1,8,,6,0,,0,1.75,20,7,+13,+1.82,+12.34,Matches
373,Kalidou Koulibaly,sn SEN,DF,it Napoli,25,1991,8,720,90,100.0,8.0,8,,8,0,,0,1.38,13,14,-1,-0.12,,Matches
374,Mateo Kovačić,hr CRO,MF,es Real Madrid,22,1994,6,218,36,18.2,2.4,2,,2,4,,5,2.33,6,5,+1,+0.41,-1.05,Matches
375,Maksym Koval,ua UKR,GK,ua Dynamo Kyiv,23,1992,0,,,,,0,,0,0,,2,,,,,,,Matches
376,Christoph Kramer,de GER,MF,de Gladbach,25,1991,5,339,68,62.8,3.8,4,,3,1,,0,1.43,4,6,-2,-0.53,+1.71,Matches
377,Matías Kranevitter,ar ARG,MF,es Sevilla,23,1993,4,185,46,25.7,2.1,2,,1,2,,4,1.25,4,2,+2,+0.97,+0.80,Matches
378,Toni Kroos,de GER,MF,es Real Madrid,26,1990,12,1027,86,85.6,11.4,11,,8,1,,0,2.25,29,16,+13,+1.14,-0.94,Matches
379,Robbie Kruse,au AUS,"FW,MF",de Leverkusen,27,1988,1,19,19,2.6,0.2,0,,0,1,,1,3.00,1,0,+1,+4.74,+4.87,Matches
380,Grzegorz Krychowiak,pl POL,MF,fr Paris S-G,26,1990,6,207,35,28.8,2.3,2,,0,4,,1,1.83,4,5,-1,-0.43,-1.49,Matches
381,Michał Kucharczyk,pl POL,"FW,MF",pl Legia Warsaw,25,1991,4,229,57,42.4,2.5,2,,2,2,,0,1.60,6,14,-8,-3.14,-1.12,Matches
382,Fyodor Kudryashov,ru RUS,DF,ru Rostov,29,1987,4,360,90,66.7,4.0,4,,4,0,,0,1.50,4,5,-1,-0.25,+2.25,Matches
383,Layvin Kurzawa,fr FRA,DF,fr Paris S-G,23,1992,5,370,74,51.4,4.1,4,,4,1,,1,2.00,11,7,+4,+0.97,+0.72,Matches
384,Kasper Kusk,dk DEN,"FW,MF",dk FC Copenhagen,24,1991,2,22,11,4.1,0.2,0,,0,2,,3,2.20,0,0,0,0.00,-0.87,Matches
385,William Kvist,dk DEN,MF,dk FC Copenhagen,31,1985,6,540,90,100.0,6.0,6,,5,0,,0,1.82,7,2,+5,+0.83,,Matches
386,Alexandre Lacazette,fr FRA,FW,fr Lyon,25,1991,4,342,86,63.3,3.8,4,,3,0,,0,1.25,2,1,+1,+0.26,-0.19,Matches
387,Philipp Lahm,de GER,"DF,MF",de Bayern Munich,32,1983,7,660,94,71.0,7.3,7,,7,0,,2,1.29,16,13,+3,+0.41,-2.92,Matches
388,Érik Lamela,ar ARG,"FW,MF",eng Tottenham,24,1992,3,232,77,43.0,2.6,3,,1,0,,0,1.33,2,2,0,0.00,0.00,Matches
389,Michael Lang,ch SUI,"DF,MF",ch Basel,25,1991,5,450,90,83.3,5.0,5,,5,0,,0,0.40,2,10,-8,-1.60,-0.60,Matches
390,Steeven Langil,fr FRA,"FW,MF",pl Legia Warsaw,28,1988,2,136,68,25.2,1.5,2,,1,0,,0,1.00,0,8,-8,-5.29,-3.73,Matches
391,Miguel Layún,mx MEX,"DF,MF",pt Porto,28,1988,6,431,72,59.9,4.8,4,,4,2,,1,1.38,3,6,-3,-0.63,-2.49,Matches
392,Thomas Lemar,fr FRA,MF,fr Monaco,20,1995,12,895,75,82.9,9.9,9,,7,3,,0,1.81,21,16,+5,+0.50,+2.94,Matches
393,Mario Lemina,ga GAB,"DF,MF",it Juventus,22,1993,7,270,39,23.1,3.0,3,,2,4,,2,2.00,2,1,+1,+0.33,-1.17,Matches
394,Laurent Lemoine,be BEL,DF,be Club Brugge,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
395,Clément Lenglet,fr FRA,DF,es Sevilla,21,1995,1,55,55,7.6,0.6,1,,0,0,,1,3.00,1,0,+1,+1.64,+1.37,Matches
396,Bernd Leno,de GER,GK,de Leverkusen,24,1992,7,630,90,87.5,7.0,7,,7,0,,1,1.14,7,8,-1,-0.14,-1.14,Matches
397,Robert Lewandowski,pl POL,FW,de Bayern Munich,27,1988,9,794,88,85.4,8.8,9,,6,0,,0,2.00,25,9,+16,+1.81,+3.80,Matches
398,Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,32,1984,1,73,73,6.2,0.8,1,,0,0,,6,3.00,1,0,+1,+1.23,0.00,Matches
399,Anthony Limbombe,be BEL,"DF,FW",be Club Brugge,22,1994,4,199,50,36.9,2.2,1,,0,3,,1,0.00,1,5,-4,-1.81,+0.30,Matches
400,Victor Lindelöf,se SWE,DF,pt Benfica,22,1994,8,720,90,100.0,8.0,8,,8,0,,0,1.38,11,14,-3,-0.37,,Matches
401,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,21,1995,4,360,90,66.7,4.0,4,,4,0,,2,0.00,0,8,-8,-2.00,+1.50,Matches
402,Hugo Lloris,fr FRA,GK,eng Tottenham,29,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.17,6,6,0,0.00,,Matches
403,Anthony Lopes,pt POR,GK,fr Lyon,25,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.33,5,3,+2,+0.33,,Matches
404,Adrián López,es ESP,FW,pt Porto,28,1988,1,63,63,8.8,0.7,1,,0,0,,0,1.33,0,1,-1,-1.43,-1.98,Matches
405,Lisandro López,ar ARG,DF,pt Benfica,26,1989,2,180,90,25.0,2.0,2,,2,0,,3,0.50,3,5,-2,-1.00,-0.83,Matches
406,Filipe Luís,br BRA,DF,es Atlético Madrid,30,1985,10,870,87,80.6,9.7,10,,8,0,,0,2.50,15,8,+7,+0.72,+0.30,Matches
407,José Luis Palomino,ar ARG,DF,bg Ludogorets,26,1990,5,450,90,83.3,5.0,5,,5,0,,1,1.13,4,13,-9,-1.80,-1.80,Matches
408,Luisão,br BRA,DF,pt Benfica,35,1981,6,540,90,75.0,6.0,6,,6,0,,2,1.67,8,9,-1,-0.17,+0.83,Matches
409,Jody Lukoki,cd COD,"FW,MF",bg Ludogorets,23,1992,4,50,13,9.3,0.6,0,,0,4,,2,1.29,0,3,-3,-5.40,-4.30,Matches
410,Ramon Lundqvist,se SWE,"FW,MF",nl PSV Eindhoven,19,1997,1,6,6,1.1,0.1,0,,0,1,,1,0.00,0,0,0,0.00,+1.18,Matches
411,Mikael Lustig,se SWE,DF,sct Celtic,29,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.18,5,16,-11,-1.83,,Matches
412,Paulo Machado,pt POR,MF,hr Dinamo Zagreb,30,1986,4,162,41,30.0,1.8,2,,0,2,,0,1.29,0,5,-5,-2.78,-0.40,Matches
413,Gary Mackay-Steven,sct SCO,MF,sct Celtic,25,1990,1,39,39,7.2,0.4,0,,0,1,,0,1.00,0,0,0,0.00,+1.98,Matches
414,Pablo Maffeo,es ESP,"DF,MF",eng Manchester City,19,1997,1,62,62,8.6,0.7,1,,0,0,,1,2.00,1,1,0,0.00,-0.55,Matches
415,Christian Maggio,it ITA,"DF,MF",it Napoli,34,1982,1,90,90,12.5,1.0,1,,1,0,,7,0.00,2,3,-1,-1.00,-1.00,Matches
416,Riyad Mahrez,dz ALG,"FW,MF",eng Leicester City,25,1991,9,777,86,86.3,8.6,9,,4,0,,0,1.89,11,5,+6,+0.69,+4.35,Matches
417,Ainsley Maitland-Niles,eng ENG,"DF,FW",eng Arsenal,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
418,Yevhen Makarenko,ua UKR,"DF,MF",ua Dynamo Kyiv,25,1991,3,270,90,50.0,3.0,3,,3,0,,3,0.33,1,3,-2,-0.67,-2.00,Matches
419,Nikola Maksimović,rs SRB,DF,it Napoli,24,1991,2,169,85,23.5,1.9,1,,1,1,,5,2.00,5,3,+2,+1.07,+1.56,Matches
420,Arkadiusz Malarz,pl POL,GK,pl Legia Warsaw,36,1980,5,450,90,83.3,5.0,5,,5,0,,1,1.45,5,16,-11,-2.20,+1.80,Matches
421,Emanuel Mammana,ar ARG,DF,fr Lyon,20,1996,1,90,90,16.7,1.0,1,,1,0,,0,1.00,1,1,0,0.00,-0.40,Matches
422,Mario Mandžukić,hr CRO,"FW,MF",it Juventus,30,1986,11,914,83,78.1,10.2,10,,9,1,,1,2.36,18,7,+11,+1.08,-0.67,Matches
423,Iván Marcano,es ESP,DF,pt Porto,29,1987,8,720,90,100.0,8.0,8,,8,0,,0,1.50,9,6,+3,+0.37,,Matches
424,Marcelinho,bg BUL,MF,bg Ludogorets,31,1984,5,446,89,82.6,5.0,5,,4,0,,0,1.45,6,14,-8,-1.61,-0.66,Matches
425,Marcelo,br BRA,DF,tr Beşiktaş,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,1.17,9,14,-5,-0.83,,Matches
426,Marcelo,br BRA,"DF,MF",es Real Madrid,28,1988,11,1001,91,83.4,11.1,11,,10,0,,0,2.55,30,12,+18,+1.62,+2.07,Matches
427,Claudio Marchisio,it ITA,MF,it Juventus,30,1986,8,528,66,45.1,5.9,5,,3,3,,1,2.38,11,4,+7,+1.19,-0.07,Matches
428,José María Giménez,uy URU,DF,es Atlético Madrid,21,1995,6,507,85,46.9,5.6,6,,5,0,,2,2.33,10,4,+6,+1.07,+0.75,Matches
429,Mariano,do DOM,FW,es Real Madrid,22,1993,1,5,5,0.4,0.1,0,,0,1,,0,1.00,0,0,0,0.00,-1.28,Matches
430,Mariano,br BRA,"DF,MF",es Sevilla,30,1986,8,582,73,80.8,6.5,6,,5,2,,0,1.75,9,3,+6,+0.93,+2.88,Matches
431,Lazar Marković,rs SRB,"FW,MF",pt Sporting CP,22,1994,5,178,36,33.0,2.0,2,,0,3,,1,0.60,0,5,-5,-2.53,-3.03,Matches
432,Marlon,br BRA,"DF,MF",es Barcelona,20,1995,1,18,18,2.0,0.2,0,,0,1,,1,3.00,0,0,0,0.00,-1.43,Matches
433,Marquinhos,br BRA,"DF,MF",fr Paris S-G,22,1994,8,720,90,100.0,8.0,8,,8,0,,0,1.88,18,13,+5,+0.62,,Matches
434,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,27,1988,7,429,61,46.1,4.8,5,,4,2,,0,2.14,16,4,+12,+2.52,+2.34,Matches
435,Gelson Martins,pt POR,"FW,MF",pt Sporting CP,21,1995,6,506,84,93.7,5.6,6,,4,0,,0,0.50,5,6,-1,-0.18,+5.12,Matches
436,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,32,1984,8,642,80,71.3,7.1,7,,7,1,,1,2.00,19,8,+11,+1.54,+0.50,Matches
437,Jordi Masip,es ESP,GK,es Barcelona,27,1989,0,,,,,0,,0,0,,2,,,,,,,Matches
438,Alexandru Mățel,ro ROU,DF,hr Dinamo Zagreb,26,1989,3,63,21,11.7,0.7,1,,0,2,,1,1.43,0,3,-3,-4.29,-2.02,Matches
439,Jérémy Mathieu,fr FRA,DF,es Barcelona,32,1983,2,80,40,8.9,0.9,1,,0,1,,2,1.50,2,2,0,0.00,-1.54,Matches
440,Federico Mattiello,it ITA,"DF,MF",it Juventus,21,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
441,Blaise Matuidi,fr FRA,MF,fr Paris S-G,29,1987,8,700,88,97.2,7.8,8,,6,0,,0,1.88,16,13,+3,+0.39,-8.61,Matches
442,Maxwell,br BRA,DF,fr Paris S-G,34,1981,4,350,88,48.6,3.9,4,,3,0,,3,1.50,7,6,+1,+0.26,-0.72,Matches
443,Kylian Mbappé,fr FRA,"FW,MF",fr Monaco,17,1998,9,536,60,49.6,6.0,6,,3,3,,1,1.56,15,12,+3,+0.50,+1.00,Matches
444,Callum McGregor,sct SCO,MF,sct Celtic,23,1993,4,134,34,24.8,1.5,1,,0,3,,2,1.22,1,4,-3,-2.01,-0.24,Matches
445,Brandon Mechele,be BEL,DF,be Club Brugge,23,1993,2,180,90,33.3,2.0,2,,2,0,,1,0.00,1,4,-3,-1.50,+0.75,Matches
446,Nikita Medvedev,ru RUS,GK,ru Rostov,21,1994,0,,,,,0,,0,0,,6,,,,,,,Matches
447,Admir Mehmedi,ch SUI,"FW,MF",de Leverkusen,25,1991,6,296,49,41.1,3.3,3,,3,3,,1,1.33,3,3,0,0.00,0.00,Matches
448,Tiago Mendes,pt POR,MF,es Atlético Madrid,35,1981,3,105,35,9.7,1.2,1,,0,2,,3,3.00,2,0,+2,+1.71,+1.16,Matches
449,Benjamin Mendy,fr FRA,DF,fr Monaco,22,1994,7,525,75,48.6,5.8,6,,5,1,,1,1.90,15,10,+5,+0.86,+1.67,Matches
450,Nampalys Mendy,sn SEN,MF,eng Leicester City,24,1992,1,90,90,10.0,1.0,1,,1,0,,0,0.00,0,5,-5,-5.00,-5.67,Matches
451,Gabriel Mercado,ar ARG,DF,es Sevilla,29,1987,7,582,83,80.8,6.5,7,,5,0,,0,1.57,7,4,+3,+0.46,+0.46,Matches
452,Mikel Merino,es ESP,MF,de Dortmund,20,1996,0,,,,,0,,0,0,,3,,,,,,,Matches
453,Dries Mertens,be BEL,"FW,MF",it Napoli,29,1987,8,571,71,79.3,6.3,6,,3,2,,0,1.38,13,13,0,0.00,+0.60,Matches
454,Lionel Messi,ar ARG,"FW,MF",es Barcelona,29,1987,9,810,90,90.0,9.0,9,,9,0,,0,1.78,24,11,+13,+1.44,+0.44,Matches
455,Thomas Meunier,be BEL,"DF,MF",fr Paris S-G,24,1991,6,454,76,63.1,5.0,5,,3,1,,2,1.50,10,9,+1,+0.20,-1.16,Matches
456,Miha Mevlja,si SVN,"DF,MF",ru Rostov,26,1990,6,540,90,100.0,6.0,6,,6,0,,0,0.83,6,12,-6,-1.00,,Matches
457,Georgi Milanov,bg BUL,"FW,MF",ru CSKA Moscow,24,1992,6,345,58,63.9,3.8,3,,3,3,,0,0.50,2,6,-4,-1.04,-0.12,Matches
458,Arkadiusz Milik,pl POL,FW,it Napoli,22,1994,4,199,50,27.6,2.2,2,,1,2,,0,1.50,6,4,+2,+0.90,+1.42,Matches
459,Yordan Minev,bg BUL,DF,bg Ludogorets,35,1980,4,360,90,66.7,4.0,4,,4,0,,2,1.33,4,13,-9,-2.25,-2.25,Matches
460,Virgil Misidjan,sr SUR,"FW,MF",bg Ludogorets,23,1993,6,399,67,73.9,4.4,5,,1,1,,0,1.11,4,10,-6,-1.35,+0.56,Matches
461,Kostas Mitroglou,gr GRE,FW,pt Benfica,28,1988,7,492,70,68.3,5.5,6,,2,1,,0,1.43,10,10,0,0.00,+1.18,Matches
462,Luka Modrić,hr CRO,MF,es Real Madrid,30,1985,11,983,89,81.9,10.9,11,,8,0,,0,2.36,27,13,+14,+1.28,+0.04,Matches
463,Nacho Monreal,es ESP,DF,eng Arsenal,30,1986,3,255,85,35.4,2.8,3,,2,0,,4,1.33,4,6,-2,-0.71,-1.87,Matches
464,Emre Mor,tr TUR,MF,de Dortmund,19,1997,3,57,19,6.3,0.6,0,,0,3,,4,1.67,4,0,+4,+6.32,+5.46,Matches
465,Júnior Moraes,ua UKR,FW,ua Dynamo Kyiv,29,1987,6,368,61,68.1,4.1,4,,2,2,,0,0.83,2,6,-4,-0.98,-4.12,Matches
466,Wesley Moraes,br BRA,FW,be Club Brugge,19,1996,5,205,41,38.0,2.3,2,,1,3,,0,0.00,0,7,-7,-3.07,-1.73,Matches
467,Álvaro Morata,es ESP,FW,es Real Madrid,23,1992,9,165,18,13.8,1.8,1,,0,8,,3,2.00,9,4,+5,+2.73,+1.68,Matches
468,André Moreira,pt POR,GK,es Atlético Madrid,20,1995,0,,,,,0,,0,0,,5,,,,,,,Matches
469,Jérémy Morel,mg MAD,DF,fr Lyon,32,1984,6,540,90,100.0,6.0,6,,6,0,,0,1.33,5,3,+2,+0.33,,Matches
470,Juan Moreno Fernández,es ESP,MF,es Atlético Madrid,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
471,Héctor Moreno,mx MEX,DF,nl PSV Eindhoven,28,1988,6,540,90,100.0,6.0,6,,6,0,,0,0.33,4,11,-7,-1.17,,Matches
472,Wes Morgan,jm JAM,DF,eng Leicester City,32,1984,9,804,89,89.3,8.9,9,,8,0,,0,1.89,11,9,+2,+0.22,+1.16,Matches
473,Nikola Moro,hr CRO,MF,hr Dinamo Zagreb,18,1998,1,85,85,15.7,0.9,1,,0,0,,0,0.00,0,2,-2,-2.12,+0.45,Matches
474,Mykola Morozyuk,ua UKR,"DF,MF",ua Dynamo Kyiv,28,1988,3,270,90,50.0,3.0,3,,3,0,,3,0.67,1,2,-1,-0.33,-1.33,Matches
475,Cosmin Moți,ro ROU,DF,bg Ludogorets,31,1984,6,540,90,100.0,6.0,6,,6,0,,0,1.42,6,15,-9,-1.50,,Matches
476,Thiago Motta,it ITA,MF,fr Paris S-G,33,1982,5,377,75,52.4,4.2,4,,4,1,,0,1.80,9,7,+2,+0.48,-0.31,Matches
477,Thibault Moulin,fr FRA,MF,pl Legia Warsaw,26,1990,5,423,85,78.3,4.7,5,,2,0,,0,1.45,5,14,-9,-1.91,+2.70,Matches
478,Lucas Moura,br BRA,"FW,MF",fr Paris S-G,23,1992,7,512,73,71.1,5.7,6,,1,1,,1,2.00,10,9,+1,+0.18,-1.55,Matches
479,João Moutinho,pt POR,MF,fr Monaco,29,1986,11,629,57,58.2,7.0,7,,6,4,,0,1.77,10,11,-1,-0.14,-0.34,Matches
480,Thomas Müller,de GER,"FW,MF",de Bayern Munich,26,1989,9,462,51,49.7,5.1,5,,1,4,,1,1.67,13,9,+4,+0.78,-0.95,Matches
481,Ahmed Musa,ng NGA,"FW,MF",eng Leicester City,23,1992,5,214,43,23.8,2.4,3,,1,2,,3,1.40,0,4,-4,-1.68,-2.34,Matches
482,Shkodran Mustafi,de GER,DF,eng Arsenal,24,1992,7,630,90,87.5,7.0,7,,7,0,,1,1.57,16,15,+1,+0.14,-2.86,Matches
483,Kévin N'Doram,fr FRA,"DF,MF",fr Monaco,20,1996,1,90,90,8.3,1.0,1,,1,0,,5,0.00,0,3,-3,-3.00,-3.27,Matches
484,Pierre-Daniel N'Guinda,fr FRA,DF,fr Monaco,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
485,Georges-Kévin N'Koudou,cm CMR,"FW,MF",eng Tottenham,21,1995,3,69,23,12.8,0.8,0,,0,3,,1,2.00,2,0,+2,+2.61,+2.99,Matches
486,Kirill Nababkin,ru RUS,"DF,MF",ru CSKA Moscow,29,1986,2,90,45,16.7,1.0,1,,1,1,,4,0.00,1,3,-2,-2.00,-1.20,Matches
487,Nacho,es ESP,DF,es Real Madrid,26,1990,4,344,86,28.7,3.8,3,,3,1,,6,2.50,11,6,+5,+1.31,+0.05,Matches
488,Luciano Narsingh,nl NED,"FW,MF",nl PSV Eindhoven,25,1990,5,285,57,52.8,3.2,3,,1,2,,0,0.40,3,8,-5,-1.58,-0.87,Matches
489,Jefferson Nascimento,br BRA,DF,pt Sporting CP,28,1988,1,90,90,16.7,1.0,1,,1,0,,0,3.00,2,0,+2,+2.00,+3.00,Matches
490,Samir Nasri,fr FRA,"FW,MF",es Sevilla,29,1987,5,431,86,59.9,4.8,5,,3,0,,0,2.00,4,3,+1,+0.21,-0.41,Matches
491,Natanael,br BRA,"DF,MF",bg Ludogorets,25,1990,6,530,88,98.1,5.9,6,,5,0,,0,1.42,6,15,-9,-1.53,-1.53,Matches
492,Bibras Natkho,il ISR,MF,ru CSKA Moscow,28,1988,5,378,76,70.0,4.2,4,,4,1,,1,0.40,3,8,-5,-1.19,-0.63,Matches
493,César Navas,es ESP,DF,ru Rostov,36,1980,6,540,90,100.0,6.0,6,,6,0,,0,1.30,6,12,-6,-1.00,,Matches
494,Jesús Navas,es ESP,"DF,FW",eng Manchester City,30,1985,5,227,45,31.5,2.5,2,,2,3,,3,2.33,6,1,+5,+1.98,+2.16,Matches
495,Keylor Navas,cr CRC,GK,es Real Madrid,29,1986,12,1110,93,92.5,12.3,12,,12,0,,0,2.25,34,17,+17,+1.38,+1.38,Matches
496,Wilfred Ndidi,ng NGA,"DF,MF",eng Leicester City,19,1996,4,360,90,40.0,4.0,4,,4,0,,0,1.00,4,4,0,0.00,-0.17,Matches
497,Neto,br BRA,GK,it Juventus,27,1989,1,90,90,7.7,1.0,1,,1,0,,12,3.00,2,0,+2,+2.00,+0.83,Matches
498,Manuel Neuer,de GER,GK,de Bayern Munich,30,1986,9,840,93,90.3,9.3,9,,9,0,,0,2.00,25,11,+14,+1.50,+2.50,Matches
499,Rúben Neves,pt POR,MF,pt Porto,19,1997,3,103,34,14.3,1.1,1,,0,2,,3,2.00,1,0,+1,+0.87,+0.58,Matches
500,Neymar,br BRA,"FW,MF",es Barcelona,24,1992,9,797,89,88.6,8.9,9,,8,0,,0,1.78,22,12,+10,+1.13,-2.37,Matches
501,Saúl Ñíguez,es ESP,"DF,MF",es Atlético Madrid,21,1994,12,838,70,77.6,9.3,10,,7,2,,0,2.17,11,7,+4,+0.43,-1.06,Matches
502,Nemanja Nikolić,hu HUN,FW,pl Legia Warsaw,28,1987,5,187,37,34.6,2.1,2,,0,3,,1,1.18,3,9,-6,-2.89,-0.59,Matches
503,Nili,es ESP,DF,es Barcelona,22,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
504,Nicolas Nkoulou,cm CMR,DF,fr Lyon,26,1990,4,360,90,66.7,4.0,4,,4,0,,0,1.50,4,2,+2,+0.50,+0.50,Matches
505,Christopher Nkunku,fr FRA,"FW,MF",fr Paris S-G,18,1997,1,21,21,2.9,0.2,0,,0,1,,1,3.00,1,0,+1,+4.29,+3.77,Matches
506,Christian Noboa,ec ECU,MF,ru Rostov,31,1985,6,540,90,100.0,6.0,6,,6,0,,0,1.30,6,12,-6,-1.00,,Matches
507,Nolito,es ESP,"FW,MF",eng Manchester City,29,1986,4,224,56,31.1,2.5,3,,1,1,,3,1.83,4,6,-2,-0.80,-1.89,Matches
508,Atınç Nukan,tr TUR,DF,tr Beşiktaş,23,1993,1,30,30,5.6,0.3,0,,0,1,,2,1.00,2,0,+2,+6.00,+7.24,Matches
509,Steven Nzonzi,fr FRA,MF,es Sevilla,27,1988,8,720,90,100.0,8.0,8,,8,0,,0,1.75,9,6,+3,+0.37,,Matches
