Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
1429,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1430,Adem Ljajić,rs SRB,"MF,FW",Torino,it Serie A,25,1991,24.1,6,61,21,34.4,2.53,0.87,0.10,0.29,21.0,16,0,0,4.3,4.2,0.07,+1.7,+1.8,Matches
1431,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,3,22,7,31.8,0.85,0.27,0.14,0.43,14.3,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches
1432,Fernando Llorente,es ESP,"FW,MF",Tottenham,eng Premier League,32,1985,2.6,1,6,2,33.3,2.27,0.76,0.17,0.50,12.5,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
1433,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.1,0,6,0,0.0,0.99,0.00,0.00,,26.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1434,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1435,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,4,38,14,36.8,1.93,0.71,0.11,0.29,21.8,0,0,0,2.8,2.8,0.07,+1.2,+1.2,Matches
1436,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,0,2,0,0.0,5.00,0.00,0.00,,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1437,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34.0,0,8,3,37.5,0.24,0.09,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1438,Jürgen Locadia,cw CUW,"FW,MF",Brighton,eng Premier League,23,1993,2.5,1,6,1,16.7,2.41,0.40,0.17,1.00,18.1,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
1439,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,0,11,5,45.5,1.45,0.66,0.00,0.00,27.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1440,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,20.8,2,32,7,21.9,1.54,0.34,0.06,0.29,16.4,0,0,0,3.5,3.5,0.11,-1.5,-1.5,Matches
1441,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1442,Joe Lolley,eng ENG,"FW,MF",Huddersfield,eng Premier League,24,1992,2.5,1,3,3,100.0,1.22,1.22,0.33,0.33,20.0,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1443,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,11.0,1,4,1,25.0,0.36,0.09,0.25,1.00,13.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
1444,Cristiano Lombardi,it ITA,"MF,DF",Benevento,it Serie A,21,1995,12.4,0,17,5,29.4,1.38,0.40,0.00,0.00,15.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
1445,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16.0,1,10,2,20.0,0.62,0.12,0.10,0.50,7.6,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
1446,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,2,33,13,39.4,1.88,0.74,0.06,0.15,12.5,0,0,0,3.7,3.7,0.11,-1.7,-1.7,Matches
1447,Ademola Lookman,ng NGA,"FW,MF",Everton,eng Premier League,19,1997,1.8,0,3,0,0.0,1.70,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1448,Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,de Bundesliga,19,1997,6.4,5,13,6,46.2,2.04,0.94,0.38,0.83,14.1,1,0,0,3.1,3.1,0.24,+1.9,+1.9,Matches
1449,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1450,Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,21,1995,28.1,15,68,31,45.6,2.42,1.10,0.22,0.48,17.8,2,0,0,10.1,10.1,0.15,+4.9,+4.9,Matches
1451,Adrián López,es ESP,"FW,MF",La Coruña,es La Liga,29,1988,26.1,9,61,19,31.1,2.34,0.73,0.15,0.47,12.8,1,0,0,7.7,7.7,0.13,+1.3,+1.3,Matches
1452,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1453,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,,20.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1454,David López,es ESP,"DF,MF",Espanyol,es La Liga,27,1989,37.0,1,14,6,42.9,0.38,0.16,0.07,0.17,13.0,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
1455,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,9.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1456,Iván López,es ESP,DF,Levante,es La Liga,23,1993,1.9,0,1,0,0.0,0.52,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1457,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,0,3,0,0.0,0.28,0.00,0.00,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1458,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1459,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,2,28,8,28.6,1.50,0.43,0.04,0.13,15.6,0,1,1,4.2,3.4,0.12,-2.2,-2.4,Matches
1460,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,19,1997,15.3,0,10,4,40.0,0.65,0.26,0.00,0.00,21.9,1,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
1461,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,0,3,0,0.0,0.17,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1462,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1463,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1464,Víctor López,es ESP,MF,Alavés,es La Liga,20,1997,0.7,0,1,0,0.0,1.50,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1465,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1466,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,2,14,4,28.6,0.59,0.17,0.14,0.50,9.3,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
1467,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,0,8,2,25.0,0.45,0.11,0.00,0.00,25.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1468,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,0,4,1,25.0,0.16,0.04,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1469,Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,24,1993,5.2,1,16,7,43.8,3.06,1.34,0.06,0.14,16.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
1470,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,9.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1471,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,1,5,2,40.0,0.27,0.11,0.20,0.50,21.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
1472,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,32.4,0,14,3,21.4,0.43,0.09,0.00,0.00,22.9,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
1473,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,30,1987,34.0,10,58,22,37.9,1.71,0.65,0.12,0.32,18.2,0,3,3,10.2,7.9,0.14,-0.2,-0.9,Matches
1474,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,1,9,2,22.2,0.41,0.09,0.11,0.50,9.6,0,0,0,1.7,1.7,0.19,-0.7,-0.7,Matches
1475,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1,16,4,25.0,0.55,0.14,0.06,0.25,24.4,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
1476,David Luiz,br BRA,"DF,MF",Chelsea,eng Premier League,30,1987,9.3,1,11,4,36.4,1.18,0.43,0.09,0.25,22.7,2,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
1477,Douglas Luiz,br BRA,"MF,FW",Girona,es La Liga,19,1998,3.4,0,10,5,50.0,2.91,1.46,0.00,0.00,18.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1478,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,0,1,0,0.0,0.14,0.00,0.00,,33.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1479,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,23,1994,15.1,1,6,3,50.0,0.40,0.20,0.17,0.33,15.2,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
1480,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,16,85,41,48.2,2.67,1.29,0.19,0.39,13.1,3,0,1,13.2,12.4,0.15,+2.8,+3.6,Matches
1481,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1482,Dodi Lukebakio,be BEL,"MF,FW",Watford,eng Premier League,19,1997,0.2,0,1,0,0.0,5.63,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1483,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,11.0,0,2,1,50.0,0.18,0.09,0.00,0.00,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1484,Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,31,1986,27.0,3,16,7,43.8,0.59,0.26,0.13,0.29,20.8,0,1,1,2.0,1.2,0.08,+1.0,+0.8,Matches
1485,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1486,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,0,5,0,0.0,0.22,0.00,0.00,,19.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1487,Arnaud Lusamba,cd COD,MF,Nice,fr Ligue 1,20,1997,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1488,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,de Bundesliga,29,1988,17.6,0,3,0,0.0,0.17,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1489,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1490,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,0,2,0,0.0,0.57,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1491,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,26.1,3,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1492,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,0,1,1,100.0,0.18,0.18,0.00,0.00,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1493,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1494,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,0,4,0,0.0,0.24,0.00,0.00,,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1495,Zinédine Machach,fr FRA,"FW,MF",Toulouse,fr Ligue 1,21,1996,2.1,1,4,1,25.0,1.87,0.47,0.25,1.00,17.2,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1496,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20,1997,29.4,0,25,7,28.0,0.85,0.24,0.00,0.00,21.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
1497,Gabriel Magalhães,br BRA,DF,Troyes,fr Ligue 1,19,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1498,Christian Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1499,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,0,12,1,8.3,0.43,0.04,0.00,0.00,25.8,0,0,0,0.4,0.3,0.03,-0.4,-0.3,Matches
1500,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,2,30,8,26.7,0.79,0.21,0.07,0.25,12.3,0,0,0,2.8,2.8,0.09,-0.8,-0.8,Matches
1501,Hicham Mahou,fr FRA,"MF,FW",Nice,fr Ligue 1,18,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1502,Riyad Mahrez,dz ALG,"MF,FW",Leicester City,eng Premier League,26,1991,32.8,12,73,36,49.3,2.23,1.10,0.16,0.33,19.5,8,0,0,6.5,6.5,0.09,+5.5,+5.5,Matches
1503,Thiago Maia,br BRA,"MF,DF",Lille,fr Ligue 1,20,1997,27.4,0,15,2,13.3,0.55,0.07,0.00,0.00,26.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1504,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,0,13,1,7.7,0.96,0.07,0.00,0.00,26.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
1505,Sebastian Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,0,5,2,40.0,1.70,0.68,0.00,0.00,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1506,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1507,Habib Maïga,ci CIV,"MF,DF",Saint-Étienne,fr Ligue 1,21,1996,7.9,1,6,1,16.7,0.76,0.13,0.17,1.00,27.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
1508,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,33.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1509,Linton Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1510,Ainsley Maitland-Niles,eng ENG,"DF,MF",Arsenal,eng Premier League,19,1997,10.2,0,5,0,0.0,0.49,0.00,0.00,,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1511,Jean-Victor Makengo,fr FRA,"FW,MF",Nice,fr Ligue 1,19,1998,2.7,0,1,1,100.0,0.37,0.37,0.00,0.00,8.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1512,Nemanja Maksimović,rs SRB,MF,Valencia,es La Liga,22,1995,6.2,0,7,2,28.6,1.13,0.32,0.00,0.00,15.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1513,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1514,Malcom,br BRA,FW,Bordeaux,fr Ligue 1,20,1997,31.7,12,72,28,38.9,2.27,0.88,0.14,0.36,22.8,15,2,3,8.4,5.9,0.08,+3.6,+4.1,Matches
1515,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,0,10,3,30.0,0.50,0.15,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1516,Yunus Mallı,tr TUR,"FW,MF",Wolfsburg,de Bundesliga,25,1992,24.9,5,54,17,31.5,2.17,0.68,0.09,0.29,20.5,3,0,0,4.6,4.6,0.08,+0.4,+0.4,Matches
1517,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,0,23,8,34.8,0.69,0.24,0.00,0.00,22.9,1,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
1518,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,0,8,2,25.0,0.64,0.16,0.00,0.00,20.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1519,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33.0,0,16,3,18.8,0.48,0.09,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1520,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,1,4,1,25.0,0.53,0.13,0.25,1.00,8.7,0,0,0,0.9,0.9,0.24,+0.1,+0.1,Matches
1521,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1522,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,1,14,2,14.3,0.42,0.06,0.07,0.50,11.0,0,0,0,3.3,3.3,0.23,-2.3,-2.3,Matches
1523,Georges Mandjeck,cm CMR,"MF,DF",Metz,fr Ligue 1,28,1988,10.8,0,9,2,22.2,0.84,0.19,0.00,0.00,20.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1524,Rolando Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36.0,2,34,9,26.5,0.94,0.25,0.06,0.22,26.1,1,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
1525,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,5,50,20,40.0,1.94,0.77,0.10,0.25,12.9,0,0,0,5.8,5.8,0.12,-0.8,-0.8,Matches
1526,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,25,1992,24.3,10,70,26,37.1,2.88,1.07,0.14,0.38,15.4,0,0,0,10.6,10.6,0.15,-0.6,-0.6,Matches
1527,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,0,1,0,0.0,0.67,0.00,0.00,,14.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1528,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,0,1,0,0.0,0.18,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
1529,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,0,10,3,30.0,1.16,0.35,0.00,0.00,28.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1530,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,1,14,3,21.4,0.73,0.16,0.07,0.33,10.7,0,0,0,1.9,1.9,0.14,-0.9,-0.9,Matches
1531,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,2,36,9,25.0,1.07,0.27,0.03,0.11,22.5,10,1,1,3.6,2.8,0.08,-1.6,-1.8,Matches
1532,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26.0,2,10,3,30.0,0.38,0.12,0.20,0.67,10.7,0,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,0,2,0,0.0,0.10,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1534,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.4,1,5,1,20.0,0.44,0.09,0.20,1.00,8.7,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
1535,José Manuel Jurado,es ESP,"MF,FW",Espanyol,es La Liga,31,1986,16.7,0,13,2,15.4,0.78,0.12,0.00,0.00,20.7,2,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
1536,Harrison Manzala,cd COD,"FW,MF",Amiens,fr Ligue 1,23,1994,20.7,4,31,10,32.3,1.49,0.48,0.10,0.30,21.3,0,1,1,2.7,1.9,0.06,+1.3,+1.1,Matches
1537,Myziane Maolida,km COM,"FW,MF",Lyon,fr Ligue 1,18,1999,3.7,1,10,5,50.0,2.72,1.36,0.10,0.20,19.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
1538,Faitout Maouassa,fr FRA,"MF,FW",Rennes,fr Ligue 1,19,1998,9.9,0,15,4,26.7,1.52,0.41,0.00,0.00,25.2,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
1539,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,0,2,1,50.0,0.14,0.07,0.00,0.00,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1540,Vincent Marcel,fr FRA,"MF,FW",Nice,fr Ligue 1,20,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1541,Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,2,33,9,27.3,1.31,0.36,0.06,0.22,20.0,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches
1542,Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,3,22,9,40.9,0.64,0.26,0.14,0.33,9.4,0,0,0,2.5,2.5,0.12,+0.5,+0.5,Matches
1543,Solly March,eng ENG,"MF,FW",Brighton,eng Premier League,23,1994,20.6,1,28,9,32.1,1.36,0.44,0.04,0.11,23.8,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
1544,Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1545,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,0,12,4,33.3,1.32,0.44,0.00,0.00,28.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1546,Gian Marco Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,2,9,5,55.6,0.31,0.17,0.22,0.40,9.2,0,0,0,1.3,1.3,0.14,+0.7,+0.7,Matches
1547,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,28,1989,18.4,1,13,6,46.2,0.71,0.33,0.08,0.17,16.8,0,0,0,2.2,2.2,0.17,-1.2,-1.2,Matches
1548,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,1,12,2,16.7,0.64,0.11,0.08,0.50,12.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1549,Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,18,97,40,41.2,3.48,1.44,0.18,0.43,18.1,8,1,1,12.6,11.8,0.12,+5.4,+5.2,Matches
1550,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,0,10,2,20.0,0.41,0.08,0.00,0.00,13.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1551,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,1,21,2,9.5,1.00,0.10,0.05,0.50,25.6,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
1552,Adrián Marín,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1553,João Mário,pt POR,MF,West Ham,eng Premier League,24,1993,11.4,2,16,4,25.0,1.41,0.35,0.13,0.50,17.9,1,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
1554,João Mário,pt POR,"MF,FW",Inter,it Serie A,24,1993,6.2,0,12,3,25.0,1.95,0.49,0.00,0.00,19.3,1,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
1555,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,23,1994,17.0,0,4,1,25.0,0.24,0.06,0.00,0.00,8.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
1556,Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,0,6,0,0.0,0.28,0.00,0.00,,11.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
1557,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,0,4,1,25.0,0.39,0.10,0.00,0.00,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1558,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,0,15,0,0.0,0.60,0.00,0.00,,12.0,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
1559,Bruno Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,1,24,6,25.0,0.83,0.21,0.04,0.17,28.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
1560,Roger Martí,es ESP,FW,Levante,es La Liga,26,1991,10.7,3,26,7,26.9,2.43,0.65,0.08,0.29,16.2,0,1,1,4.5,3.7,0.14,-1.5,-1.7,Matches
1561,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,21,1995,17.6,9,48,15,31.3,2.73,0.85,0.17,0.53,17.3,0,1,1,6.3,5.5,0.12,+2.7,+2.5,Matches
1562,Aarón Martín,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,0,5,2,40.0,0.16,0.06,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1563,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,27,1990,33.6,4,24,8,33.3,0.71,0.24,0.04,0.13,23.6,1,3,3,3.8,1.4,0.06,+0.2,-0.4,Matches
1564,Cuco Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,0,2,1,50.0,0.10,0.05,0.00,0.00,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
