Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
145,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,1.4,0,5,1,20.0,3.69,0.74,0.00,0.00,16.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
146,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,1.8,0,2,1,50.0,1.12,0.56,0.00,0.00,14.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
147,Danilo,br BRA,DF,it Juventus,31,1991,4.7,0,2,0,0.0,0.42,0.00,0.00,,8.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
148,Arnaut Danjuma,nl NED,MF,eng Tottenham,25,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
149,Mohamed Daramy,dk DEN,FW,dk FC Copenhagen,20,2002,4.9,0,2,0,0.0,0.41,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
150,Matteo Darmian,it ITA,DF,it Inter,32,1989,9.1,0,2,0,0.0,0.22,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
151,Dean David,il ISR,"FW,DF",il Maccabi Haifa,26,1996,2.6,1,10,1,10.0,3.80,0.38,0.10,1.00,15.9,0,0,0,1.9,1.9,0.19,-0.9,-0.9,Matches
152,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,6.7,0,5,2,40.0,0.75,0.30,0.00,0.00,15.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
153,Ben Davies,wls WAL,DF,eng Tottenham,29,1993,4.4,0,2,0,0.0,0.46,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
154,Ben Davies,eng ENG,DF,sct Rangers,26,1995,2.9,0,2,0,0.0,0.69,0.00,0.00,,20.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
155,Steven Davis,nir NIR,MF,sct Rangers,37,1985,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,8.0,2,16,7,43.8,2.01,0.88,0.13,0.29,23.6,2,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
157,Charles De Ketelaere,be BEL,"MF,FW",it Milan,21,2001,2.6,0,4,1,25.0,1.54,0.38,0.00,0.00,12.0,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches
158,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,2.8,1,5,4,80.0,1.76,1.41,0.20,0.25,24.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
159,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
160,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6.0,0,3,1,33.3,0.50,0.17,0.00,0.00,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
161,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,2.6,0,3,0,0.0,1.17,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
162,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,4.6,1,10,5,50.0,2.18,1.09,0.10,0.20,20.4,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
163,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,3.0,0,6,2,33.3,2.01,0.67,0.00,0.00,27.0,0,0,1,1.1,0.4,0.06,-1.1,-0.4,Matches
164,Sergiño Dest,us USA,DF,it Milan,21,2000,2.1,0,2,0,0.0,0.94,0.00,0.00,,8.5,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
165,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,9.9,2,13,5,38.5,1.32,0.51,0.15,0.40,12.3,0,0,0,1.2,1.0,0.08,+0.8,+1.0,Matches
166,Ángel Di María,ar ARG,FW,it Juventus,34,1988,1.6,0,4,1,25.0,2.47,0.62,0.00,0.00,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
167,Moussa Diaby,fr FRA,"FW,MF",de Leverkusen,23,1999,5.6,2,16,10,62.5,2.85,1.78,0.13,0.20,18.6,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Matches
168,Abdou Diallo,sn SEN,"DF,MF",de RB Leipzig,26,1996,2.5,0,1,0,0.0,0.40,0.00,0.00,,32.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
169,Rúben Dias,pt POR,DF,eng Manchester City,25,1997,11.7,1,13,5,38.5,1.12,0.43,0.08,0.20,11.3,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
170,Brahim Díaz,ma MAR,"MF,FW",it Milan,22,1999,6.7,1,11,4,36.4,1.64,0.60,0.09,0.25,15.6,0,0,0,1.6,1.6,0.17,-0.6,-0.6,Matches
171,Luis Díaz,co COL,FW,eng Liverpool,25,1997,3.0,1,9,3,33.3,3.01,1.00,0.11,0.33,18.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
172,Eric Dier,eng ENG,DF,eng Tottenham,28,1994,6.9,0,9,2,22.2,1.31,0.29,0.00,0.00,12.4,1,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
173,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,3.7,0,3,0,0.0,0.81,0.00,0.00,,8.8,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
174,Federico Dimarco,it ITA,DF,it Inter,24,1997,8.1,0,13,2,15.4,1.61,0.25,0.00,0.00,16.9,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches
175,Junior Dina Ebimbe,fr FRA,"MF,DF",de Eint Frankfurt,21,2000,2.7,0,2,0,0.0,0.75,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
176,Marko Dmitrović,rs SRB,GK,es Sevilla,30,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
177,Matt Doherty,ie IRL,DF,eng Tottenham,30,1992,0.8,0,4,1,25.0,4.74,1.18,0.00,0.00,17.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
178,Kasper Dolberg,dk DEN,FW,es Sevilla,24,1997,1.2,0,1,0,0.0,0.82,0.00,0.00,,8.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
179,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,23,1999,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Julian Draxler,de GER,MF,pt Benfica,28,1993,0.4,0,1,0,0.0,2.81,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
181,Josip Drmić,ch SUI,FW,hr Dinamo Zagreb,29,1992,1.1,0,1,1,100.0,0.95,0.95,0.00,0.00,11.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
182,Denzel Dumfries,nl NED,DF,it Inter,26,1996,9.8,1,11,5,45.5,1.12,0.51,0.09,0.20,10.6,0,0,0,1.7,1.7,0.16,-0.7,-0.7,Matches
183,Edin Džeko,ba BIH,FW,it Inter,36,1986,9.2,4,23,11,47.8,2.51,1.20,0.17,0.36,12.4,0,0,0,3.2,3.2,0.14,+0.8,+0.8,Matches
184,Ederson,br BRA,GK,eng Manchester City,28,1993,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
185,Jorge Eduardo Sánchez,mx MEX,DF,nl Ajax,24,1997,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
186,Marcus Edwards,eng ENG,"FW,MF",pt Sporting CP,23,1998,3.9,2,7,5,71.4,1.79,1.28,0.29,0.40,15.4,0,0,0,0.7,0.7,0.10,+1.3,+1.3,Matches
187,Hugo Ekitike,fr FRA,"MF,FW",fr Paris S-G,20,2002,0.7,0,2,2,100.0,2.90,2.90,0.00,0.00,14.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
188,Harvey Elliott,eng ENG,MF,eng Liverpool,19,2003,4.4,2,11,6,54.5,2.51,1.37,0.18,0.33,19.0,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
189,Elif Elmas,mk MKD,"FW,MF",it Napoli,22,1999,3.2,0,4,1,25.0,1.26,0.32,0.00,0.00,21.1,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
190,Emerson,br BRA,"DF,MF",eng Tottenham,23,1999,6.0,0,8,4,50.0,1.33,0.66,0.00,0.00,15.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
191,Youssef En-Nesyri,ma MAR,FW,es Sevilla,25,1997,2.7,2,12,6,50.0,4.41,2.20,0.17,0.33,11.2,0,0,0,1.7,1.7,0.14,+0.3,+0.3,Matches
192,Ricardo Esgaio,pt POR,"DF,MF",pt Sporting CP,29,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
193,Dario Essugo,pt POR,MF,pt Sporting CP,17,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
194,Stephen Eustáquio,ca CAN,MF,pt Porto,25,1996,6.6,2,12,6,50.0,1.82,0.91,0.17,0.33,15.8,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches
195,Evanilson,br BRA,FW,pt Porto,22,1999,5.7,1,9,2,22.2,1.58,0.35,0.11,0.50,10.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
196,Fabinho,br BRA,MF,eng Liverpool,28,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
197,Nicolò Fagioli,it ITA,MF,it Juventus,21,2001,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
198,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,30,1992,2.1,0,1,0,0.0,0.48,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
199,Abdul Fatawu Issahaku,gh GHA,"MF,DF",pt Sporting CP,18,2004,1.0,0,2,1,50.0,2.02,1.01,0.00,0.00,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
200,Ansu Fati,es ESP,FW,es Barcelona,19,2002,2.7,0,13,2,15.4,4.80,0.74,0.00,0.00,16.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
201,Felipe,br BRA,DF,es Atlético Madrid,33,1989,1.0,0,2,0,0.0,2.00,0.00,0.00,,7.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
202,João Félix,pt POR,"FW,MF",eng Chelsea,22,1999,2.7,0,13,5,38.5,4.80,1.84,0.00,0.00,15.9,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches
203,João Félix,pt POR,FW,es Atlético Madrid,22,1999,2.4,0,7,3,42.9,2.90,1.24,0.00,0.00,22.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
204,Mateus Fernandes,pt POR,MF,pt Sporting CP,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
205,Enzo Fernández,ar ARG,MF,pt Benfica,21,2001,4.7,0,11,3,27.3,2.32,0.63,0.00,0.00,25.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
206,Enzo Fernández,ar ARG,MF,eng Chelsea,21,2001,3.7,0,8,3,37.5,2.17,0.81,0.00,0.00,26.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
207,Fernando,br BRA,FW,at RB Salzburg,23,1999,0.7,0,4,2,50.0,5.63,2.81,0.00,0.00,16.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
208,Fernando,br BRA,MF,es Sevilla,35,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
209,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,30,1991,4.6,2,6,3,50.0,1.29,0.65,0.33,0.67,10.2,0,0,0,0.7,0.7,0.12,+1.3,+1.3,Matches
210,Phil Foden,eng ENG,"MF,FW",eng Manchester City,22,2000,4.3,1,9,5,55.6,2.11,1.17,0.11,0.20,16.1,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
211,Wesley Fofana,fr FRA,DF,eng Chelsea,21,2000,4.4,1,2,1,50.0,0.45,0.23,0.50,1.00,9.0,0,0,0,0.3,0.3,0.16,+0.7,+0.7,Matches
212,Bernardo Folha,pt POR,MF,pt Porto,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
213,James Forrest,sct SCO,FW,sct Celtic,31,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
214,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,30,1991,4.5,1,6,4,66.7,1.34,0.90,0.17,0.25,16.4,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
215,Fraser Forster,eng ENG,GK,eng Tottenham,34,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
216,Timothy Fosu-Mensah,nl NED,"MF,DF",de Leverkusen,24,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
217,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar,21,2001,2.7,1,5,2,40.0,1.84,0.74,0.20,0.50,17.0,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
218,André Franco,pt POR,MF,pt Porto,24,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
219,Jeremie Frimpong,nl NED,"MF,FW",de Leverkusen,21,2000,4.2,0,4,0,0.0,0.96,0.00,0.00,,16.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
220,Kyogo Furuhashi,jp JPN,FW,sct Celtic,27,1995,4.0,0,11,4,36.4,2.76,1.00,0.00,0.00,13.4,0,0,0,1.7,1.7,0.16,-1.7,-1.7,Matches
221,Matteo Gabbia,it ITA,DF,it Milan,22,1999,2.3,1,1,1,100.0,0.43,0.43,1.00,1.00,4.2,0,0,0,0.4,0.4,0.37,+0.6,+0.6,Matches
222,Gianluca Gaetano,it ITA,MF,it Napoli,22,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,Roberto Gagliardini,it ITA,MF,it Inter,28,1994,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,13.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
224,Cody Gakpo,nl NED,"FW,MF",eng Liverpool,23,1999,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
225,Galeno,br BRA,"FW,MF",pt Porto,24,1997,6.3,2,15,5,33.3,2.40,0.80,0.13,0.40,16.6,1,0,0,2.8,2.8,0.18,-0.8,-0.8,Matches
226,Conor Gallagher,eng ENG,MF,eng Chelsea,22,2000,3.3,0,9,3,33.3,2.69,0.90,0.00,0.00,15.0,0,0,0,1.5,1.5,0.16,-1.5,-1.5,Matches
227,Eric García,es ESP,DF,es Barcelona,21,2001,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
228,Federico Gatti,it ITA,DF,it Juventus,24,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
229,Gavi,es ESP,MF,es Barcelona,17,2004,3.7,0,2,0,0.0,0.55,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
230,Gerson,br BRA,MF,fr Marseille,25,1997,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
231,Giorgos Giakoumakis,gr GRE,FW,sct Celtic,27,1994,2.7,1,10,3,30.0,3.66,1.10,0.10,0.33,14.5,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches
232,Samuel Gigot,fr FRA,DF,fr Marseille,28,1993,2.8,0,1,0,0.0,0.36,0.00,0.00,,3.4,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
233,Bryan Gil,es ESP,MF,eng Tottenham,21,2001,0.4,0,1,0,0.0,2.25,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
234,Gilberto,br BRA,DF,pt Benfica,29,1993,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
235,Olivier Giroud,fr FRA,FW,it Milan,35,1986,10.4,5,23,13,56.5,2.22,1.26,0.13,0.23,13.8,0,2,3,5.7,3.3,0.15,-0.7,-0.3,Matches
236,Jamie Gittens,eng ENG,MF,de Dortmund,17,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
237,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,27,1995,3.8,2,10,4,40.0,2.62,1.05,0.20,0.50,19.3,1,0,0,1.3,1.3,0.13,+0.7,+0.7,Matches
238,Sean Goldberg,il ISR,DF,il Maccabi Haifa,27,1995,6.0,0,1,0,0.0,0.17,0.00,0.00,,5.6,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
239,Connor Goldson,eng ENG,DF,sct Rangers,29,1992,3.5,0,1,0,0.0,0.29,0.00,0.00,,10.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
240,Joe Gomez,eng ENG,DF,eng Liverpool,25,1997,3.3,0,1,0,0.0,0.30,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
241,Papu Gómez,ar ARG,"FW,MF",es Sevilla,34,1988,2.7,0,6,2,33.3,2.20,0.73,0.00,0.00,23.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
242,Sergio Gómez,es ESP,"DF,MF",eng Manchester City,21,2000,3.4,0,7,2,28.6,2.07,0.59,0.00,0.00,22.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
243,Diogo Gonçalves,pt POR,"FW,MF",pt Benfica,25,1997,0.4,0,1,1,100.0,2.25,2.25,0.00,0.00,30.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
244,Pedro Gonçalves,pt POR,"MF,FW",pt Sporting CP,24,1998,4.0,0,3,3,100.0,0.74,0.74,0.00,0.00,18.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
245,Leon Goretzka,de GER,MF,de Bayern Munich,27,1995,6.7,2,16,7,43.8,2.38,1.04,0.13,0.29,18.7,0,0,0,1.8,1.8,0.12,+0.2,+0.2,Matches
246,Robin Gosens,de GER,DF,it Inter,28,1994,4.7,1,4,4,100.0,0.85,0.85,0.25,0.25,11.6,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
247,Mario Götze,de GER,"MF,FW",de Eint Frankfurt,30,1992,5.8,0,4,0,0.0,0.69,0.00,0.00,,19.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
248,Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,18,2003,3.5,0,1,0,0.0,0.29,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
249,Kamil Grabara,pl POL,GK,dk FC Copenhagen,23,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
250,Ryan Gravenberch,nl NED,MF,de Bayern Munich,20,2002,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,20.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
251,Ivo Grbić,hr CRO,GK,es Atlético Madrid,26,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
252,Jack Grealish,eng ENG,FW,eng Manchester City,26,1995,10.4,0,16,3,18.8,1.54,0.29,0.00,0.00,17.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
253,Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,31,1991,4.5,1,20,11,55.0,4.43,2.44,0.05,0.09,16.3,1,0,1,2.5,1.7,0.09,-1.5,-0.7,Matches
254,Florian Grillitsch,at AUT,MF,nl Ajax,26,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Álex Grimaldo,es ESP,DF,pt Benfica,26,1995,10.0,2,15,5,33.3,1.50,0.50,0.13,0.40,23.3,6,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches
256,Marko Grujić,rs SRB,MF,pt Porto,26,1996,3.1,0,7,2,28.6,2.27,0.65,0.00,0.00,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
257,Nemanja Gudelj,rs SRB,"DF,MF",es Sevilla,30,1991,5.5,0,2,0,0.0,0.36,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
258,Gonçalo Guedes,pt POR,"FW,MF",pt Benfica,25,1996,0.5,0,1,0,0.0,2.09,0.00,0.00,,21.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
259,Mattéo Guendouzi,fr FRA,MF,fr Marseille,23,1999,4.6,2,7,2,28.6,1.51,0.43,0.14,0.50,24.1,1,1,1,1.2,0.4,0.06,+0.8,+0.6,Matches
260,Raphaël Guerreiro,pt POR,DF,de Dortmund,28,1993,5.3,2,6,3,50.0,1.13,0.56,0.33,0.67,22.8,0,0,0,0.7,0.7,0.12,+1.3,+1.3,Matches
261,Pape Gueye,sn SEN,MF,fr Marseille,23,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
262,Péter Gulácsi,hu HUN,GK,de RB Leipzig,32,1990,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
263,İlkay Gündoğan,de GER,MF,eng Manchester City,31,1990,11.0,1,19,8,42.1,1.72,0.72,0.05,0.13,19.4,1,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
264,Joško Gvardiol,hr CRO,DF,de RB Leipzig,20,2002,6.0,2,2,2,100.0,0.33,0.33,1.00,1.00,4.1,0,0,0,0.8,0.8,0.38,+1.2,+1.2,Matches
265,Erling Haaland,no NOR,FW,eng Manchester City,22,2000,9.3,12,39,25,64.1,4.17,2.68,0.28,0.44,12.1,0,1,2,10.7,9.1,0.23,+1.3,+1.9,Matches
266,Amadou Haidara,ml MLI,MF,de RB Leipzig,24,1998,3.8,0,6,2,33.3,1.59,0.53,0.00,0.00,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
267,Achraf Hakimi,ma MAR,"DF,MF",fr Paris S-G,23,1998,6.4,0,4,2,50.0,0.62,0.31,0.00,0.00,15.6,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
268,Sead Haksabanović,me MNE,"MF,FW",sct Celtic,23,1999,2.5,0,2,2,100.0,0.79,0.79,0.00,0.00,15.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
269,Sébastien Haller,ci CIV,FW,de Dortmund,28,1994,1.6,0,2,0,0.0,1.26,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
270,Marcel Halstenberg,de GER,DF,de RB Leipzig,30,1991,1.9,0,1,0,0.0,0.54,0.00,0.00,,12.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
271,Amine Harit,ma MAR,MF,fr Marseille,25,1997,4.2,1,9,5,55.6,2.13,1.18,0.11,0.20,18.7,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
272,Joe Hart,eng ENG,GK,sct Celtic,35,1987,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
273,Makoto Hasebe,jp JPN,DF,de Eint Frankfurt,38,1984,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,Reo Hatate,jp JPN,MF,sct Celtic,24,1997,5.0,0,6,2,33.3,1.21,0.40,0.00,0.00,24.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
275,Milan Havel,cz CZE,DF,cz Viktoria Plzeň,27,1994,4.7,0,1,0,0.0,0.21,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
276,Kai Havertz,de GER,"FW,MF",eng Chelsea,23,1999,6.9,2,24,7,29.2,3.49,1.02,0.04,0.14,14.1,0,1,1,2.6,1.8,0.08,-0.6,-0.8,Matches
277,Eden Hazard,be BEL,"FW,MF",es Real Madrid,31,1991,1.5,1,2,1,50.0,1.36,0.68,0.50,1.00,6.9,0,0,0,0.9,0.9,0.44,+0.1,+0.1,Matches
278,Thorgan Hazard,be BEL,"DF,FW",de Dortmund,29,1993,2.2,1,4,1,25.0,1.80,0.45,0.25,1.00,21.2,1,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
279,Dolev Haziz,il ISR,DF,il Maccabi Haifa,27,1995,2.3,0,1,0,0.0,0.43,0.00,0.00,,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
280,Lukáš Hejda,cz CZE,DF,cz Viktoria Plzeň,32,1990,5.7,0,2,0,0.0,0.35,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
281,Jordan Henderson,eng ENG,MF,eng Liverpool,32,1990,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Jack Hendry,sct SCO,DF,be Club Brugge,27,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
283,Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,25,1997,2.2,0,2,0,0.0,0.89,0.00,0.00,,13.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
284,Mario Hermoso,es ESP,DF,es Atlético Madrid,27,1995,1.8,1,4,1,25.0,2.28,0.57,0.25,1.00,15.7,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
285,Lucas Hernández,fr FRA,DF,de Bayern Munich,26,1996,1.9,1,1,1,100.0,0.52,0.52,1.00,1.00,3.3,0,0,0,0.4,0.4,0.36,+0.6,+0.6,Matches
286,Theo Hernández,fr FRA,DF,it Milan,24,1997,10.5,0,10,2,20.0,0.95,0.19,0.00,0.00,27.2,3,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
287,Son Heung-min,kr KOR,"MF,FW",eng Tottenham,30,1992,6.9,2,15,8,53.3,2.18,1.17,0.13,0.25,18.4,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
288,Piero Hincapié,ec ECU,DF,de Leverkusen,20,2002,5.0,0,1,0,0.0,0.20,0.00,0.00,,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
289,Adam Hložek,cz CZE,"MF,FW",de Leverkusen,20,2002,3.1,0,5,5,100.0,1.64,1.64,0.00,0.00,19.3,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
