Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
63,Raoul Bellanova,it ITA,"DF,MF",it Inter,22,2000,1.3,2,1.50,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Héctor Bellerín,es ESP,DF,es Barcelona,27,1995,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Jude Bellingham,eng ENG,MF,de Dortmund,19,2003,7.0,23,3.29,20,0,2,0,1,0,4,0.57,4,0,0,0,0,0,Matches
66,Ismaël Bennacer,dz ALG,MF,it Milan,24,1997,6.5,18,2.77,14,2,0,1,1,0,3,0.46,2,0,0,0,1,0,Matches
67,Rodrigo Bentancur,uy URU,"MF,FW",eng Tottenham,25,1997,5.6,16,2.86,14,0,1,0,0,1,1,0.18,1,0,0,0,0,0,Matches
68,Karim Benzema,fr FRA,FW,es Real Madrid,34,1987,8.3,36,4.35,31,0,3,2,0,0,4,0.48,3,0,1,0,0,0,Matches
69,Steven Berghuis,nl NED,"MF,FW",nl Ajax,30,1991,5.1,16,3.11,12,4,0,0,0,0,3,0.58,2,1,0,0,0,0,Matches
70,Steven Bergwijn,nl NED,FW,nl Ajax,24,1997,5.8,18,3.11,15,1,1,1,0,0,2,0.35,1,0,1,0,0,0,Matches
71,Alexandro Bernabei,ar ARG,FW,sct Celtic,21,2000,0.1,2,16.36,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Bernardo,br BRA,DF,at RB Salzburg,27,1995,3.0,1,0.33,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Juan Bernat,es ESP,DF,fr Paris S-G,29,1993,3.1,4,1.31,3,0,0,0,1,0,1,0.33,0,0,0,0,1,0,Matches
74,Victor Bernth Kristiansen,dk DEN,"DF,MF",dk FC Copenhagen,19,2002,5.4,9,1.68,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,Modou Biramé Ndiaye,sn SEN,MF,cz Viktoria Plzeň,25,1996,2.0,5,2.47,2,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
76,Yves Bissouma,ml MLI,MF,eng Tottenham,25,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77,Janis Blaswich,de GER,GK,de RB Leipzig,31,1991,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
78,Daley Blind,nl NED,DF,nl Ajax,32,1990,4.5,8,1.76,6,1,0,1,0,0,2,0.44,2,0,0,0,0,0,Matches
79,Petar Bočkaj,hr CRO,"DF,FW",hr Dinamo Zagreb,26,1996,0.4,2,4.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,30,1992,1.1,1,0.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Valerii Bondar,ua UKR,DF,ua Shakhtar,23,1999,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82,Artem Bondarenko,ua UKR,MF,ua Shakhtar,21,2000,5.4,6,1.12,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Leonardo Bonucci,it ITA,DF,it Juventus,35,1987,4.9,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Gonçalo Borges,pt POR,"MF,FW",pt Porto,21,2001,0.4,2,4.62,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Rafael Borré,co COL,FW,de Eint Frankfurt,26,1995,2.5,6,2.38,5,0,0,1,0,0,1,0.40,0,0,0,1,0,0,Matches
86,Yassine Bounou,ma MAR,GK,es Sevilla,31,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Dedryck Boyata,be BEL,DF,be Club Brugge,31,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Julian Brandt,de GER,"MF,FW",de Dortmund,26,1996,5.3,20,3.78,15,0,2,3,0,0,1,0.19,1,0,0,0,0,0,Matches
89,Gleison Bremer,br BRA,DF,it Juventus,25,1997,3.0,2,0.67,2,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
90,Brian Brobbey,nl NED,FW,nl Ajax,20,2002,1.3,3,2.37,2,0,0,0,1,0,1,0.79,0,0,0,0,1,0,Matches
91,Armando Broja,al ALB,FW,eng Chelsea,20,2001,1.3,4,3.13,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,Marcelo Brozović,hr CRO,MF,it Inter,29,1992,6.1,18,2.95,13,2,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
93,Pavel Bucha,cz CZE,MF,cz Viktoria Plzeň,24,1998,4.0,13,3.21,11,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
94,Tajon Buchanan,ca CAN,"DF,MF",be Club Brugge,23,1999,5.8,9,1.55,5,0,0,1,3,0,1,0.17,1,0,0,0,0,0,Matches
95,Marko Bulat,hr CRO,MF,hr Dinamo Zagreb,20,2001,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Sergio Busquets,es ESP,MF,es Barcelona,34,1988,3.2,8,2.50,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
97,Aurélio Buta,pt POR,DF,de Eint Frankfurt,25,1997,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Jovane Cabral,cv CPV,MF,pt Sporting CP,24,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,Davide Calabria,it ITA,DF,it Milan,25,1996,5.5,9,1.63,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Hakan Çalhanoğlu,tr TUR,MF,it Inter,28,1994,8.9,30,3.36,16,12,0,1,1,0,2,0.22,1,1,0,0,0,0,Matches
101,Eduardo Camavinga,fr FRA,"MF,DF",es Real Madrid,19,2002,8.0,13,1.62,12,0,0,0,1,0,2,0.25,2,0,0,0,0,0,Matches
102,Emre Can,de GER,MF,de Dortmund,28,1994,6.3,4,0.64,3,0,0,0,0,1,1,0.16,1,0,0,0,0,0,Matches
103,João Cancelo,pt POR,DF,de Bayern Munich,28,1994,1.4,3,2.21,3,0,0,0,0,0,1,0.74,1,0,0,0,0,0,Matches
104,João Cancelo,pt POR,DF,eng Manchester City,28,1994,4.2,12,2.86,10,0,0,1,1,0,4,0.95,4,0,0,0,0,0,Matches
105,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,24,1997,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Valentin Carboni,ar ARG,FW,it Inter,17,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
107,Fábio Cardoso,pt POR,DF,pt Porto,28,1994,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,David Carmo,ao ANG,DF,pt Porto,23,1999,5.0,2,0.40,1,0,0,1,0,0,1,0.20,1,0,0,0,0,0,Matches
109,Carmona,es ESP,DF,es Sevilla,20,2002,5.0,5,1.00,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Yannick Carrasco,be BEL,"DF,MF",es Atlético Madrid,28,1993,3.0,14,4.13,11,1,0,2,0,0,1,0.30,1,0,0,0,0,0,Matches
111,Cameron Carter-Vickers,us USA,DF,sct Celtic,24,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Dani Carvajal,es ESP,DF,es Real Madrid,30,1992,9.7,22,2.28,19,1,0,0,1,1,1,0.10,1,0,0,0,0,0,Matches
113,Fabio Carvalho,pt POR,"MF,FW",eng Liverpool,19,2002,1.3,5,3.91,3,0,0,2,0,0,2,1.57,1,0,0,1,0,0,Matches
114,Marc Casado,es ESP,MF,es Barcelona,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Dani Ceballos,es ESP,MF,es Real Madrid,25,1996,1.0,4,4.14,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,27,1994,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
117,El Chadaille Bitshiabu,fr FRA,DF,fr Paris S-G,17,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Trevoh Chalobah,eng ENG,DF,eng Chelsea,23,1999,4.9,4,0.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Timothy Chandler,us USA,DF,de Eint Frankfurt,32,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Tjaronn Chery,sr SUR,"MF,FW",il Maccabi Haifa,34,1988,6.0,25,4.17,17,2,3,2,1,0,2,0.33,2,0,0,0,0,0,Matches
121,Federico Chiesa,it ITA,FW,it Juventus,24,1997,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Ben Chilwell,eng ENG,"DF,MF",eng Chelsea,25,1996,6.2,23,3.72,8,13,1,0,1,0,1,0.16,1,0,0,0,0,0,Matches
123,Chiquinho,pt POR,MF,pt Benfica,27,1995,4.5,16,3.56,8,4,3,0,1,0,3,0.67,1,0,1,0,1,0,Matches
124,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,27,1995,4.0,7,1.75,4,0,0,1,2,0,2,0.50,0,0,0,1,1,0,Matches
125,Andreas Christensen,dk DEN,DF,es Barcelona,26,1996,2.4,4,1.67,4,0,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
126,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,30,1992,5.4,13,2.43,11,0,0,1,0,1,1,0.19,1,0,0,0,0,0,Matches
127,Jonathan Clauss,fr FRA,DF,fr Marseille,29,1992,4.6,6,1.31,5,1,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
128,William Clem,dk DEN,MF,dk FC Copenhagen,18,2004,1.9,3,1.59,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
129,Sebastián Coates,uy URU,DF,pt Sporting CP,31,1990,4.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Josh Cohen,us USA,GK,il Maccabi Haifa,29,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
131,Antonio Čolak,hr CRO,FW,sct Rangers,28,1993,3.2,3,0.95,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
132,Kingsley Coman,fr FRA,"FW,DF",de Bayern Munich,26,1996,5.9,31,5.23,26,0,4,0,1,0,2,0.34,2,0,0,0,0,0,Matches
133,Francisco Conceição,pt POR,"FW,MF",nl Ajax,19,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Rodrigo Conceição,pt POR,DF,pt Porto,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Andreas Cornelius,dk DEN,FW,dk FC Copenhagen,29,1993,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Pierre Cornud,fr FRA,DF,il Maccabi Haifa,25,1996,4.1,14,3.40,11,0,1,1,1,0,2,0.49,1,0,0,0,1,0,Matches
137,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,27,1995,3.5,13,4.12,8,2,1,1,1,0,2,0.63,2,0,0,0,0,0,Matches
138,Joaquín Correa,ar ARG,FW,it Inter,27,1994,3.4,8,2.36,7,0,1,0,0,0,4,1.18,3,0,1,0,0,0,Matches
139,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,25,1997,0.8,3,3.70,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Diogo Costa,pt POR,GK,pt Porto,22,1999,8.0,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
141,Soumaïla Coulibaly,fr FRA,DF,de Dortmund,18,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
142,Thibaut Courtois,be BEL,GK,es Real Madrid,30,1992,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Juan Cuadrado,co COL,"DF,MF",it Juventus,34,1988,4.8,17,3.54,12,2,0,0,3,0,1,0.21,0,0,0,0,1,0,Matches
144,Marc Cucurella,es ESP,DF,eng Chelsea,24,1998,4.6,9,1.95,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
145,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,1.4,13,9.59,6,0,1,2,2,2,0,0.00,0,0,0,0,0,0,Matches
146,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,1.8,4,2.25,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
147,Danilo,br BRA,DF,it Juventus,31,1991,4.7,7,1.48,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Arnaut Danjuma,nl NED,MF,eng Tottenham,25,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Mohamed Daramy,dk DEN,FW,dk FC Copenhagen,20,2002,4.9,19,3.85,15,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
150,Matteo Darmian,it ITA,DF,it Inter,32,1989,9.1,5,0.55,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
151,Dean David,il ISR,"FW,DF",il Maccabi Haifa,26,1996,2.6,8,3.03,2,0,5,0,1,0,1,0.38,0,0,1,0,0,0,Matches
152,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,6.7,21,3.13,17,0,3,1,0,0,3,0.45,3,0,0,0,0,0,Matches
153,Ben Davies,wls WAL,DF,eng Tottenham,29,1993,4.4,3,0.69,3,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
154,Ben Davies,eng ENG,DF,sct Rangers,26,1995,2.9,2,0.69,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Steven Davis,nir NIR,MF,sct Rangers,37,1985,2.8,2,0.72,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
156,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,8.0,42,5.28,28,6,4,3,1,0,7,0.88,5,1,0,1,0,0,Matches
157,Charles De Ketelaere,be BEL,"MF,FW",it Milan,21,2001,2.6,2,0.77,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,2.8,14,4.92,12,2,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
159,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,1.1,3,2.84,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6.0,15,2.50,11,1,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
161,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,2.6,5,1.96,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,4.6,28,6.10,16,5,3,1,1,2,4,0.87,2,1,0,0,0,1,Matches
163,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,3.0,11,3.69,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Sergiño Dest,us USA,DF,it Milan,21,2000,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,9.9,29,2.94,28,0,1,0,0,0,3,0.30,3,0,0,0,0,0,Matches
166,Ángel Di María,ar ARG,FW,it Juventus,34,1988,1.6,10,6.16,7,2,0,1,0,0,3,1.85,2,1,0,0,0,0,Matches
167,Moussa Diaby,fr FRA,"FW,MF",de Leverkusen,23,1999,5.6,14,2.50,10,0,1,3,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Abdou Diallo,sn SEN,"DF,MF",de RB Leipzig,26,1996,2.5,7,2.79,7,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
169,Rúben Dias,pt POR,DF,eng Manchester City,25,1997,11.7,11,0.94,9,0,1,1,0,0,1,0.09,0,0,0,1,0,0,Matches
170,Brahim Díaz,ma MAR,"MF,FW",it Milan,22,1999,6.7,22,3.29,16,0,0,5,1,0,3,0.45,2,0,0,1,0,0,Matches
171,Luis Díaz,co COL,FW,eng Liverpool,25,1997,3.0,13,4.35,8,0,2,1,2,0,3,1.00,1,0,1,0,1,0,Matches
172,Eric Dier,eng ENG,DF,eng Tottenham,28,1994,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,3.7,2,0.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Federico Dimarco,it ITA,DF,it Inter,24,1997,8.1,29,3.59,17,8,0,4,0,0,7,0.87,5,2,0,0,0,0,Matches
