Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%,Matches
182,Denzel Dumfries,nl NED,DF,it Inter,26,1996,9.8,0,0,0,14,22,5,21,8,6,0,0,0,39,26,15,63.4,Matches
183,Edin Džeko,ba BIH,FW,it Inter,36,1986,9.2,2,0,0,13,14,2,7,0,2,0,0,0,16,39,26,60.0,Matches
184,Ederson,br BRA,GK,eng Manchester City,28,1993,11.0,2,0,0,0,1,0,0,0,0,0,0,0,15,0,0,,Matches
185,Jorge Eduardo Sánchez,mx MEX,DF,nl Ajax,24,1997,3.0,1,0,0,4,1,0,3,2,4,0,0,0,14,1,1,50.0,Matches
186,Marcus Edwards,eng ENG,"FW,MF",pt Sporting CP,23,1998,3.9,0,0,0,2,5,1,6,1,0,0,0,0,16,1,2,33.3,Matches
187,Hugo Ekitike,fr FRA,"MF,FW",fr Paris S-G,20,2002,0.7,0,0,0,2,0,0,0,0,1,0,0,0,4,1,1,50.0,Matches
188,Harvey Elliott,eng ENG,MF,eng Liverpool,19,2003,4.4,1,0,0,5,5,0,5,5,5,0,0,0,30,2,4,33.3,Matches
189,Elif Elmas,mk MKD,"FW,MF",it Napoli,22,1999,3.2,1,0,0,5,5,0,1,0,1,0,0,0,23,0,2,0.0,Matches
190,Emerson,br BRA,"DF,MF",eng Tottenham,23,1999,6.0,1,0,0,8,12,2,15,3,11,0,0,0,28,9,10,47.4,Matches
191,Youssef En-Nesyri,ma MAR,FW,es Sevilla,25,1997,2.7,0,0,0,1,1,3,2,2,2,0,0,0,4,5,7,41.7,Matches
192,Ricardo Esgaio,pt POR,"DF,MF",pt Sporting CP,29,1993,1.2,3,1,1,2,1,0,1,0,5,0,1,0,6,0,1,0.0,Matches
193,Dario Essugo,pt POR,MF,pt Sporting CP,17,2005,0.3,0,0,0,0,1,0,1,0,2,0,0,0,3,0,0,,Matches
194,Stephen Eustáquio,ca CAN,MF,pt Porto,25,1996,6.6,1,0,0,3,7,0,22,11,7,0,0,0,35,8,5,61.5,Matches
195,Evanilson,br BRA,FW,pt Porto,22,1999,5.7,0,0,0,5,15,6,1,1,3,0,0,0,23,13,18,41.9,Matches
196,Fabinho,br BRA,MF,eng Liverpool,28,1993,7.0,0,0,0,12,4,0,1,9,8,0,0,0,38,10,7,58.8,Matches
197,Nicolò Fagioli,it ITA,MF,it Juventus,21,2001,1.2,1,0,0,1,3,0,1,1,0,0,0,0,7,0,3,0.0,Matches
198,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,30,1992,2.1,0,0,0,0,4,0,0,7,1,0,0,0,15,0,0,,Matches
199,Abdul Fatawu Issahaku,gh GHA,"MF,DF",pt Sporting CP,18,2004,1.0,0,0,0,0,2,0,2,0,3,0,0,0,5,1,3,25.0,Matches
200,Ansu Fati,es ESP,FW,es Barcelona,19,2002,2.7,0,0,0,6,0,0,4,0,1,0,0,0,6,1,7,12.5,Matches
201,Felipe,br BRA,DF,es Atlético Madrid,33,1989,1.0,0,0,0,0,0,0,0,1,4,0,0,0,5,4,1,80.0,Matches
202,João Félix,pt POR,"FW,MF",eng Chelsea,22,1999,2.7,0,0,0,1,6,1,12,0,1,0,0,0,16,3,3,50.0,Matches
203,João Félix,pt POR,FW,es Atlético Madrid,22,1999,2.4,0,0,0,1,10,1,6,0,0,0,0,0,10,3,0,100.0,Matches
204,Mateus Fernandes,pt POR,MF,pt Sporting CP,18,2004,0.3,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,100.0,Matches
205,Enzo Fernández,ar ARG,MF,pt Benfica,21,2001,4.7,3,0,0,15,4,0,9,9,7,0,0,0,37,1,1,50.0,Matches
206,Enzo Fernández,ar ARG,MF,eng Chelsea,21,2001,3.7,1,0,0,4,4,0,5,1,7,0,0,0,28,4,5,44.4,Matches
207,Fernando,br BRA,FW,at RB Salzburg,23,1999,0.7,0,0,0,1,5,0,0,1,0,0,0,0,1,1,0,100.0,Matches
208,Fernando,br BRA,MF,es Sevilla,35,1987,1.0,0,0,0,1,2,0,0,1,0,0,0,0,6,3,2,60.0,Matches
209,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,30,1991,4.6,0,0,0,7,0,0,1,6,2,0,0,0,20,8,7,53.3,Matches
210,Phil Foden,eng ENG,"MF,FW",eng Manchester City,22,2000,4.3,1,0,0,4,9,2,22,5,4,0,0,0,19,1,6,14.3,Matches
211,Wesley Fofana,fr FRA,DF,eng Chelsea,21,2000,4.4,1,0,0,10,2,0,1,4,9,0,0,0,36,11,7,61.1,Matches
212,Bernardo Folha,pt POR,MF,pt Porto,20,2002,0.1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Matches
213,James Forrest,sct SCO,FW,sct Celtic,31,1991,1.0,0,0,0,0,0,0,10,1,1,0,0,0,3,0,4,0.0,Matches
214,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,30,1991,4.5,0,0,0,6,7,2,2,1,4,0,0,0,15,0,2,0.0,Matches
215,Fraser Forster,eng ENG,GK,eng Tottenham,34,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
216,Timothy Fosu-Mensah,nl NED,"MF,DF",de Leverkusen,24,1998,0.1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,Matches
217,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar,21,2001,2.7,0,0,0,4,4,3,0,0,0,0,0,0,3,5,5,50.0,Matches
218,André Franco,pt POR,MF,pt Porto,24,1998,0.2,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,100.0,Matches
219,Jeremie Frimpong,nl NED,"MF,FW",de Leverkusen,21,2000,4.2,2,1,1,4,7,1,10,5,5,0,0,0,21,6,9,40.0,Matches
220,Kyogo Furuhashi,jp JPN,FW,sct Celtic,27,1995,4.0,1,0,0,5,2,0,3,0,0,0,0,0,5,1,4,20.0,Matches
221,Matteo Gabbia,it ITA,DF,it Milan,22,1999,2.3,1,0,0,5,3,0,0,3,1,0,0,0,13,1,0,100.0,Matches
222,Gianluca Gaetano,it ITA,MF,it Napoli,22,2000,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
223,Roberto Gagliardini,it ITA,MF,it Inter,28,1994,1.3,1,0,0,6,3,0,1,2,2,0,0,0,7,1,2,33.3,Matches
224,Cody Gakpo,nl NED,"FW,MF",eng Liverpool,23,1999,1.7,0,0,0,1,3,1,4,1,5,0,0,0,10,0,0,,Matches
225,Galeno,br BRA,"FW,MF",pt Porto,24,1997,6.3,0,0,0,4,18,1,13,10,1,2,0,0,34,10,11,47.6,Matches
226,Conor Gallagher,eng ENG,MF,eng Chelsea,22,2000,3.3,2,0,0,5,6,0,10,5,6,0,0,0,18,3,1,75.0,Matches
227,Eric García,es ESP,DF,es Barcelona,21,2001,2.5,0,0,0,2,0,1,2,4,2,0,0,0,13,1,2,33.3,Matches
228,Federico Gatti,it ITA,DF,it Juventus,24,1998,2.0,1,0,0,4,3,0,1,2,2,0,0,0,7,5,2,71.4,Matches
229,Gavi,es ESP,MF,es Barcelona,17,2004,3.7,2,0,0,5,8,1,7,5,6,0,0,0,20,5,5,50.0,Matches
230,Gerson,br BRA,MF,fr Marseille,25,1997,1.3,0,0,0,2,6,0,2,0,1,0,0,0,4,2,3,40.0,Matches
231,Giorgos Giakoumakis,gr GRE,FW,sct Celtic,27,1994,2.7,0,0,0,8,4,0,0,4,3,0,0,0,13,6,3,66.7,Matches
232,Samuel Gigot,fr FRA,DF,fr Marseille,28,1993,2.8,0,0,0,2,3,0,2,4,0,0,0,0,13,7,2,77.8,Matches
233,Bryan Gil,es ESP,MF,eng Tottenham,21,2001,0.4,0,0,0,0,3,0,3,2,0,1,0,0,7,0,1,0.0,Matches
234,Gilberto,br BRA,DF,pt Benfica,29,1993,2.2,1,0,0,2,3,0,6,6,5,1,0,0,15,2,1,66.7,Matches
235,Olivier Giroud,fr FRA,FW,it Milan,35,1986,10.4,1,0,0,12,8,9,2,2,6,0,0,0,17,50,36,58.1,Matches
236,Jamie Gittens,eng ENG,MF,de Dortmund,17,2004,0.4,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
237,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,27,1995,3.8,0,0,0,4,0,5,4,0,3,0,0,0,7,0,3,0.0,Matches
238,Sean Goldberg,il ISR,DF,il Maccabi Haifa,27,1995,6.0,0,0,0,6,0,0,0,4,6,0,0,1,27,8,3,72.7,Matches
239,Connor Goldson,eng ENG,DF,sct Rangers,29,1992,3.5,0,0,0,1,4,0,0,5,3,0,0,0,14,1,1,50.0,Matches
240,Joe Gomez,eng ENG,DF,eng Liverpool,25,1997,3.3,1,0,0,6,1,0,2,5,2,0,0,0,33,7,0,100.0,Matches
241,Papu Gómez,ar ARG,"FW,MF",es Sevilla,34,1988,2.7,0,0,0,2,5,0,6,3,2,0,0,0,7,0,3,0.0,Matches
242,Sergio Gómez,es ESP,"DF,MF",eng Manchester City,21,2000,3.4,0,1,0,3,1,0,15,2,1,0,0,0,11,6,4,60.0,Matches
243,Diogo Gonçalves,pt POR,"FW,MF",pt Benfica,25,1997,0.4,0,0,0,2,2,0,2,0,0,0,0,0,4,0,2,0.0,Matches
244,Pedro Gonçalves,pt POR,"MF,FW",pt Sporting CP,24,1998,4.0,2,1,1,11,4,0,4,3,4,0,0,0,21,1,4,20.0,Matches
245,Leon Goretzka,de GER,MF,de Bayern Munich,27,1995,6.7,1,0,0,12,0,0,4,7,9,0,0,0,46,7,6,53.8,Matches
246,Robin Gosens,de GER,DF,it Inter,28,1994,4.7,1,0,0,7,3,0,12,5,13,0,0,0,23,5,9,35.7,Matches
247,Mario Götze,de GER,"MF,FW",de Eint Frankfurt,30,1992,5.8,2,0,0,7,10,1,12,3,3,0,0,0,33,1,4,20.0,Matches
248,Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,18,2003,3.5,2,0,0,8,10,0,1,4,6,0,0,0,44,5,2,71.4,Matches
249,Kamil Grabara,pl POL,GK,dk FC Copenhagen,23,1999,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
250,Ryan Gravenberch,nl NED,MF,de Bayern Munich,20,2002,2.8,0,0,0,7,3,0,3,3,5,0,0,0,12,5,2,71.4,Matches
251,Ivo Grbić,hr CRO,GK,es Atlético Madrid,26,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
252,Jack Grealish,eng ENG,FW,eng Manchester City,26,1995,10.4,1,0,0,12,32,0,21,4,5,0,0,0,49,4,8,33.3,Matches
253,Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,31,1991,4.5,0,0,0,3,4,6,20,2,5,0,0,0,17,4,7,36.4,Matches
254,Florian Grillitsch,at AUT,MF,nl Ajax,26,1995,0.7,0,0,0,0,1,0,3,0,1,0,0,0,4,0,1,0.0,Matches
255,Álex Grimaldo,es ESP,DF,pt Benfica,26,1995,10.0,0,0,0,3,5,1,27,13,10,0,0,0,63,5,10,33.3,Matches
256,Marko Grujić,rs SRB,MF,pt Porto,26,1996,3.1,1,0,0,6,2,0,2,4,5,0,0,0,16,12,9,57.1,Matches
257,Nemanja Gudelj,rs SRB,"DF,MF",es Sevilla,30,1991,5.5,2,0,0,4,4,0,0,2,2,0,0,0,22,13,7,65.0,Matches
258,Gonçalo Guedes,pt POR,"FW,MF",pt Benfica,25,1996,0.5,0,0,0,0,1,2,1,0,0,0,0,0,3,1,0,100.0,Matches
259,Mattéo Guendouzi,fr FRA,MF,fr Marseille,23,1999,4.6,1,0,0,2,6,0,5,6,3,0,0,0,26,1,3,25.0,Matches
260,Raphaël Guerreiro,pt POR,DF,de Dortmund,28,1993,5.3,0,0,0,3,8,0,10,10,4,0,0,0,26,3,4,42.9,Matches
261,Pape Gueye,sn SEN,MF,fr Marseille,23,1999,0.4,0,0,0,1,2,0,0,1,0,0,0,0,4,0,1,0.0,Matches
262,Péter Gulácsi,hu HUN,GK,de RB Leipzig,32,1990,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
263,İlkay Gündoğan,de GER,MF,eng Manchester City,31,1990,11.0,4,0,0,6,17,0,8,7,8,0,0,0,63,9,9,50.0,Matches
264,Joško Gvardiol,hr CRO,DF,de RB Leipzig,20,2002,6.0,0,0,0,1,5,0,0,4,6,0,0,0,33,3,6,33.3,Matches
265,Erling Haaland,no NOR,FW,eng Manchester City,22,2000,9.3,1,0,0,11,7,4,1,2,0,0,0,0,14,17,11,60.7,Matches
266,Amadou Haidara,ml MLI,MF,de RB Leipzig,24,1998,3.8,1,0,0,2,2,0,0,10,9,0,0,0,37,3,4,42.9,Matches
267,Achraf Hakimi,ma MAR,"DF,MF",fr Paris S-G,23,1998,6.4,1,0,0,3,1,1,11,8,6,0,0,0,31,4,3,57.1,Matches
268,Sead Haksabanović,me MNE,"MF,FW",sct Celtic,23,1999,2.5,0,0,0,2,7,0,18,2,3,0,0,0,12,1,1,50.0,Matches
269,Sébastien Haller,ci CIV,FW,de Dortmund,28,1994,1.6,0,0,0,1,2,0,0,0,0,0,0,0,4,3,5,37.5,Matches
270,Marcel Halstenberg,de GER,DF,de RB Leipzig,30,1991,1.9,0,0,0,2,2,0,10,6,0,0,0,0,6,1,1,50.0,Matches
271,Amine Harit,ma MAR,MF,fr Marseille,25,1997,4.2,0,0,0,4,11,2,13,3,0,1,0,0,19,3,5,37.5,Matches
272,Joe Hart,eng ENG,GK,sct Celtic,35,1987,6.0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,,Matches
273,Makoto Hasebe,jp JPN,DF,de Eint Frankfurt,38,1984,2.9,2,0,0,3,8,0,0,2,2,0,0,0,31,4,1,80.0,Matches
274,Reo Hatate,jp JPN,MF,sct Celtic,24,1997,5.0,1,0,0,2,4,0,1,3,1,0,0,0,39,1,3,25.0,Matches
275,Milan Havel,cz CZE,DF,cz Viktoria Plzeň,27,1994,4.7,0,0,0,0,1,0,10,4,5,0,0,0,12,4,0,100.0,Matches
276,Kai Havertz,de GER,"FW,MF",eng Chelsea,23,1999,6.9,0,0,0,12,7,2,7,1,3,0,0,0,31,17,17,50.0,Matches
277,Eden Hazard,be BEL,"FW,MF",es Real Madrid,31,1991,1.5,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,,Matches
278,Thorgan Hazard,be BEL,"DF,FW",de Dortmund,29,1993,2.2,0,0,0,2,2,0,7,3,1,0,0,0,13,1,3,25.0,Matches
279,Dolev Haziz,il ISR,DF,il Maccabi Haifa,27,1995,2.3,1,0,0,3,4,0,15,2,5,0,0,0,12,1,1,50.0,Matches
280,Lukáš Hejda,cz CZE,DF,cz Viktoria Plzeň,32,1990,5.7,0,0,0,6,1,0,1,7,3,0,0,0,10,6,7,46.2,Matches
281,Jordan Henderson,eng ENG,MF,eng Liverpool,32,1990,3.1,0,0,0,2,1,0,2,3,2,0,0,0,21,0,2,0.0,Matches
282,Jack Hendry,sct SCO,DF,be Club Brugge,27,1995,1.0,0,0,0,1,0,1,0,0,1,0,1,0,4,1,0,100.0,Matches
283,Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,25,1997,2.2,2,0,0,5,2,0,5,3,2,0,1,0,8,1,2,33.3,Matches
284,Mario Hermoso,es ESP,DF,es Atlético Madrid,27,1995,1.8,1,0,0,2,1,0,4,2,1,0,1,0,4,2,3,40.0,Matches
285,Lucas Hernández,fr FRA,DF,de Bayern Munich,26,1996,1.9,0,0,0,1,3,0,0,8,2,0,0,0,7,4,2,66.7,Matches
286,Theo Hernández,fr FRA,DF,it Milan,24,1997,10.5,2,0,0,13,23,2,20,6,16,0,0,0,74,10,10,50.0,Matches
287,Son Heung-min,kr KOR,"MF,FW",eng Tottenham,30,1992,6.9,1,0,0,1,13,3,33,1,4,0,0,0,20,1,3,25.0,Matches
288,Piero Hincapié,ec ECU,DF,de Leverkusen,20,2002,5.0,3,0,0,7,7,0,6,6,11,0,1,0,37,4,7,36.4,Matches
289,Adam Hložek,cz CZE,"MF,FW",de Leverkusen,20,2002,3.1,0,0,0,3,7,0,1,0,2,0,0,0,8,10,8,55.6,Matches
290,Libor Holík,cz CZE,DF,cz Viktoria Plzeň,24,1998,3.2,0,0,0,1,4,0,15,4,1,0,0,0,10,0,1,0.0,Matches
291,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,32,1989,6.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
292,Callum Hudson-Odoi,eng ENG,FW,de Leverkusen,21,2000,5.1,0,0,0,0,6,1,11,3,1,0,0,0,21,1,0,100.0,Matches
293,Mats Hummels,de GER,DF,de Dortmund,33,1988,3.5,1,0,0,1,3,0,0,7,5,0,0,0,18,3,3,50.0,Matches
294,Pierre Højbjerg,dk DEN,MF,eng Tottenham,26,1995,6.9,3,0,0,8,7,0,7,11,8,0,0,0,57,5,1,83.3,Matches
295,Samuel Iling-Junior,eng ENG,DF,it Juventus,18,2003,0.2,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,100.0,Matches
296,Gonçalo Inácio,pt POR,DF,pt Sporting CP,20,2001,6.0,1,0,0,3,2,0,0,5,1,0,0,0,23,5,6,45.5,Matches
297,Isco,es ESP,"MF,FW",es Sevilla,30,1992,4.4,0,0,0,3,14,0,4,5,3,0,0,0,25,5,6,45.5,Matches
298,Franco Israel,uy URU,GK,pt Sporting CP,22,2000,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
299,Luka Ivanušec,hr CRO,MF,hr Dinamo Zagreb,23,1998,5.8,2,0,0,8,3,0,4,6,2,0,0,0,35,4,3,57.1,Matches
300,Ryan Jack,sct SCO,MF,sct Rangers,30,1992,2.1,1,0,0,5,1,0,3,1,3,0,0,0,10,1,0,100.0,Matches
301,Kristijan Jakić,hr CRO,DF,de Eint Frankfurt,25,1997,6.8,2,0,0,14,3,0,11,3,9,0,1,0,43,4,3,57.1,Matches
302,Reece James,eng ENG,"DF,MF",eng Chelsea,22,1999,7.7,3,0,0,15,7,2,40,7,8,0,0,0,55,3,6,33.3,Matches
303,Adnan Januzaj,be BEL,"FW,MF",es Sevilla,27,1995,0.6,0,0,0,0,2,0,1,1,1,0,0,0,4,2,1,66.7,Matches
304,Luis Javier Suárez,co COL,FW,fr Marseille,24,1997,1.3,1,0,0,3,4,1,1,0,0,0,0,0,2,2,7,22.2,Matches
305,Elias Jelert,dk DEN,"DF,MF",dk FC Copenhagen,19,2003,2.1,0,0,0,2,0,0,4,1,2,0,0,0,8,1,2,33.3,Matches
306,Václav Jemelka,cz CZE,DF,cz Viktoria Plzeň,27,1995,4.0,2,0,0,2,2,1,4,5,7,0,0,0,14,1,3,25.0,Matches
307,Moritz Jenz,de GER,DF,sct Celtic,23,1999,6.0,1,0,0,4,0,0,0,8,4,0,1,0,22,7,2,77.8,Matches
308,Juan Jesus,br BRA,DF,it Napoli,31,1991,2.3,2,0,0,4,0,0,0,1,1,0,1,0,5,1,6,14.3,Matches
309,Erik Jirka,sk SVK,"FW,MF",cz Viktoria Plzeň,24,1997,3.0,0,0,0,2,5,0,4,7,0,0,0,0,16,1,5,16.7,Matches
310,Ísak Jóhannesson,is ISL,"FW,MF",dk FC Copenhagen,19,2003,3.2,0,0,0,2,2,0,14,2,0,0,0,0,13,3,6,33.3,Matches
311,Curtis Jones,eng ENG,"FW,MF",eng Liverpool,21,2001,1.1,0,0,0,2,2,1,1,1,0,0,0,0,5,2,0,100.0,Matches
312,Frenkie de Jong,nl NED,MF,es Barcelona,25,1997,2.6,0,0,0,2,6,0,4,3,3,0,0,0,14,5,2,71.4,Matches
313,Joan Jordán,es ESP,MF,es Sevilla,28,1994,2.9,1,0,0,5,5,0,1,4,2,0,0,0,19,1,0,100.0,Matches
314,Jorginho,it ITA,MF,eng Chelsea,30,1991,4.6,0,0,0,3,10,0,1,11,6,0,0,0,37,2,3,40.0,Matches
315,Jota,pt POR,FW,sct Celtic,23,1999,3.2,0,0,0,3,2,2,15,3,0,0,0,0,13,0,1,0.0,Matches
316,Diogo Jota,pt POR,"FW,MF",eng Liverpool,25,1996,2.9,0,0,0,3,5,1,2,0,2,0,0,0,11,6,4,60.0,Matches
317,Vinicius Júnior,br BRA,FW,es Real Madrid,22,2000,10.8,1,0,0,11,28,6,21,1,7,0,0,0,40,1,2,33.3,Matches
318,Josip Juranović,hr CRO,DF,sct Celtic,26,1995,6.0,1,0,0,3,2,0,19,5,7,0,0,0,45,2,2,50.0,Matches
319,Ferran Jutglà,es ESP,FW,be Club Brugge,23,1999,5.7,0,0,0,4,4,2,1,0,1,1,0,0,14,3,12,20.0,Matches
320,Issa Kaboré,bf BFA,DF,fr Marseille,21,2001,1.3,0,0,0,2,3,1,5,0,3,0,0,0,10,0,2,0.0,Matches
321,Pierre Kalulu,fr FRA,DF,it Milan,22,2000,8.3,0,0,0,11,8,0,4,7,8,0,0,0,49,11,11,50.0,Matches
322,Lukáš Kalvach,cz CZE,MF,cz Viktoria Plzeň,27,1995,5.5,1,0,0,9,4,0,23,14,5,0,0,0,46,7,2,77.8,Matches
323,Daichi Kamada,jp JPN,"MF,FW",de Eint Frankfurt,25,1996,7.7,1,0,0,4,11,1,14,9,9,0,0,0,38,6,10,37.5,Matches
324,Glen Kamara,fi FIN,MF,sct Rangers,26,1995,1.4,0,0,0,2,1,0,0,4,0,0,0,0,10,0,1,0.0,Matches
325,Dijon Kameri,at AUT,MF,at RB Salzburg,18,2004,1.3,0,0,0,1,3,1,2,1,2,0,0,0,13,1,4,20.0,Matches
326,Kevin Kampl,si SVN,MF,de RB Leipzig,31,1990,3.0,1,0,0,3,1,0,0,3,6,0,0,0,15,0,0,,Matches
327,Harry Kane,eng ENG,FW,eng Tottenham,29,1993,8.0,1,0,0,7,14,2,9,2,0,1,0,0,21,18,10,64.3,Matches
328,N'Golo Kanté,fr FRA,MF,eng Chelsea,31,1991,1.8,0,0,0,3,0,0,5,2,2,0,0,0,12,0,2,0.0,Matches
329,Mamoudou Karamoko,fr FRA,FW,dk FC Copenhagen,22,1999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16.7,Matches
330,Moise Kean,it ITA,"FW,MF",it Juventus,22,2000,1.2,0,0,0,0,1,2,2,0,1,0,0,0,3,2,5,28.6,Matches
331,Ryan Kent,eng ENG,"FW,MF",sct Rangers,25,1996,5.6,0,0,0,0,11,3,9,1,3,0,0,0,24,1,7,12.5,Matches
332,Franck Kessié,ci CIV,MF,es Barcelona,25,1996,3.0,0,0,0,7,8,0,6,2,2,0,0,0,18,2,4,33.3,Matches
333,Davit Khocholava,ge GEO,DF,dk FC Copenhagen,29,1993,4.8,1,1,0,6,0,0,0,10,1,0,0,1,14,10,8,55.6,Matches
334,Joshua Kimmich,de GER,MF,de Bayern Munich,27,1995,9.0,3,0,0,8,17,0,40,20,11,0,0,0,53,3,3,50.0,Matches
335,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,26,1995,1.6,1,0,0,3,2,0,0,2,2,0,0,0,5,1,0,100.0,Matches
336,Leon King,sct SCO,DF,sct Rangers,18,2004,4.2,0,0,0,1,1,0,1,5,5,0,1,0,14,4,6,40.0,Matches
337,Simon Kjær,dk DEN,DF,it Milan,33,1989,5.6,0,0,0,5,0,0,0,6,4,0,0,0,25,6,8,42.9,Matches
338,Maurits Kjærgaard,dk DEN,MF,at RB Salzburg,19,2003,5.5,0,0,0,6,1,0,19,4,11,0,0,0,43,0,1,0.0,Matches
339,Davy Klaassen,nl NED,MF,nl Ajax,29,1993,2.4,0,0,0,0,2,1,1,0,0,0,0,0,8,1,4,20.0,Matches
340,Jan Kliment,cz CZE,FW,cz Viktoria Plzeň,28,1993,0.5,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,100.0,Matches
341,Lukas Klostermann,de GER,DF,de RB Leipzig,26,1996,0.6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Matches
342,Ansgar Knauff,de GER,"DF,FW",de Eint Frankfurt,20,2002,3.3,0,0,0,6,2,0,4,6,6,0,0,0,24,1,4,20.0,Matches
343,Gregor Kobel,ch SUI,GK,de Dortmund,24,1997,3.5,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,100.0,Matches
344,Philipp Köhn,ch SUI,GK,at RB Salzburg,24,1998,6.0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,,Matches
345,Sekou Koita,ml MLI,FW,at RB Salzburg,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
346,Koke,es ESP,MF,es Atlético Madrid,30,1992,3.7,1,0,0,7,4,0,3,1,1,0,0,0,15,4,0,100.0,Matches
347,Sead Kolašinac,ba BIH,DF,fr Marseille,29,1993,1.7,0,0,0,3,1,0,0,1,3,0,0,0,8,2,0,100.0,Matches
348,Randal Kolo Muani,fr FRA,FW,de Eint Frankfurt,23,1998,5.7,1,1,0,11,7,8,4,2,4,0,0,0,18,10,19,34.5,Matches
349,Ibrahima Konaté,fr FRA,DF,eng Liverpool,23,1999,2.9,1,0,0,7,4,0,0,1,5,0,0,0,10,7,2,77.8,Matches
350,Geoffrey Kondogbia,cf CTA,MF,es Atlético Madrid,29,1993,2.5,2,0,0,3,3,0,2,7,4,0,0,0,30,3,4,42.9,Matches
351,Yukhym Konoplia,ua UKR,DF,ua Shakhtar,22,1999,4.6,2,0,0,10,5,0,5,2,7,0,0,0,21,2,5,28.6,Matches
352,Jan Kopic,cz CZE,"FW,MF",cz Viktoria Plzeň,32,1990,0.9,0,0,0,0,1,0,2,1,1,0,0,0,5,0,2,0.0,Matches
353,Odilon Kossounou,ci CIV,DF,de Leverkusen,21,2001,4.8,1,0,0,7,2,0,2,4,6,0,1,0,31,9,7,56.3,Matches
354,Filip Kostić,rs SRB,"DF,FW",it Juventus,29,1992,4.8,0,0,0,3,3,0,41,0,4,0,0,0,24,1,1,50.0,Matches
355,Kalidou Koulibaly,sn SEN,DF,eng Chelsea,31,1991,6.3,2,0,0,8,4,2,0,8,7,0,0,0,38,15,18,45.5,Matches
356,Jules Koundé,fr FRA,DF,es Barcelona,23,1998,2.7,0,0,0,0,1,0,2,3,3,0,0,0,19,6,7,46.2,Matches
357,Mateo Kovačić,hr CRO,MF,eng Chelsea,28,1994,6.9,2,0,0,5,10,0,0,6,5,0,0,0,40,2,6,25.0,Matches
358,Adam Kronus,,FW,cz Viktoria Plzeň,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
359,Toni Kroos,de GER,MF,es Real Madrid,32,1990,9.4,2,0,0,6,11,0,28,9,16,0,0,0,54,2,2,50.0,Matches
360,Rade Krunić,ba BIH,"MF,FW",it Milan,28,1993,9.1,4,0,0,7,10,0,1,7,11,0,0,0,46,12,7,63.2,Matches
361,Dmytro Kryskiv,ua UKR,MF,ua Shakhtar,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
362,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,31,1991,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
363,Mohammed Kudus,gh GHA,FW,nl Ajax,21,2000,5.0,1,0,0,12,4,8,2,5,2,0,0,0,18,6,15,28.6,Matches
364,Dejan Kulusevski,se SWE,"MF,DF",eng Tottenham,22,2000,2.2,0,0,0,7,5,0,10,1,3,0,0,0,7,0,3,0.0,Matches
