Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
1,Aymen Abdennour,tn TUN,DF,es Valencia,25,1989,4,329,82,60.9,3.7,4,,3,0,,0,0.75,3,7,-4,-1.09,-1.52,Matches
2,Vincent Aboubakar,cm CMR,FW,pt Porto,23,1992,6,484,81,89.6,5.4,5,,4,1,,0,1.67,9,6,+3,+0.56,+3.77,Matches
3,Tosin Adarabioyo,eng ENG,DF,eng Manchester City,17,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
4,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,24,1991,2,180,90,33.3,2.0,2,,2,0,,0,1.60,2,6,-4,-2.00,-2.00,Matches
5,Olcan Adın,tr TUR,MF,tr Galatasaray,29,1985,4,268,67,49.6,3.0,2,,1,2,,2,1.00,2,4,-2,-0.67,-0.01,Matches
6,Adriano,br BRA,"DF,MF",es Barcelona,30,1984,3,206,69,22.9,2.3,2,,2,1,,4,2.33,5,2,+3,+1.31,-0.12,Matches
7,Sergio Agüero,ar ARG,FW,eng Manchester City,27,1988,9,705,78,65.3,7.8,8,,4,1,,0,1.33,8,6,+2,+0.26,-0.70,Matches
8,Yeldos Akhmetov,kz KAZ,DF,kz FC Astana,25,1990,1,90,90,16.7,1.0,1,,1,0,,4,0.00,0,4,-4,-4.00,-4.20,Matches
9,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,29,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.10,5,9,-4,-0.67,,Matches
10,Nana Akwasi Asare,gh GHA,"DF,MF",be Gent,29,1986,8,720,90,100.0,8.0,8,,8,0,,0,1.25,10,11,-1,-0.12,,Matches
11,David Alaba,at AUT,"DF,MF",de Bayern Munich,23,1992,10,930,93,83.8,10.3,10,,10,0,,0,2.00,24,11,+13,+1.26,-1.74,Matches
12,Jordi Alba,es ESP,"DF,MF",es Barcelona,26,1989,9,734,82,81.6,8.2,8,,7,1,,1,2.22,19,7,+12,+1.47,+0.39,Matches
13,Gal Alberman,il ISR,MF,il Maccabi Tel Aviv,32,1983,6,535,89,99.1,5.9,6,,5,0,,0,0.67,1,15,-14,-2.36,-56.36,Matches
14,Suently Alberto,cw CUW,DF,nl PSV Eindhoven,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
15,Paco Alcácer,es ESP,FW,es Valencia,21,1993,5,396,79,73.3,4.4,4,,3,1,,1,0.86,4,7,-3,-0.68,-0.68,Matches
16,Thiago Alcántara,es ESP,MF,de Bayern Munich,24,1991,9,719,80,64.8,8.0,8,,7,1,,1,1.89,20,8,+12,+1.50,-0.11,Matches
17,Illya Aleksiyevich,by BLR,"FW,MF",by BATE Borisov,24,1991,1,90,90,16.7,1.0,1,,1,0,,4,1.33,1,4,-3,-3.00,-2.60,Matches
18,André Almeida,pt POR,"DF,MF",pt Benfica,24,1990,8,655,82,72.8,7.3,7,,7,1,,0,1.38,10,9,+1,+0.14,-0.60,Matches
19,Xabi Alonso,es ESP,MF,de Bayern Munich,33,1981,8,657,82,59.2,7.3,8,,4,0,,4,2.00,12,7,+5,+0.68,-2.10,Matches
20,Dani Alves,br BRA,"DF,MF",es Barcelona,32,1983,8,694,87,77.1,7.7,8,,7,0,,0,2.63,20,5,+15,+1.95,+2.38,Matches
21,Edhar Alyakhnovich,by BLR,MF,by BATE Borisov,28,1987,0,,,,,0,,0,0,,1,,,,,,,Matches
22,Fredrik Andersson,se SWE,GK,se Malmö,26,1988,0,,,,,0,,0,0,,6,,,,,,,Matches
23,Victor Andrade,br BRA,"FW,MF",pt Benfica,19,1995,1,15,15,1.7,0.2,0,,0,1,,1,0.00,0,0,0,0.00,-0.31,Matches
24,André André,pt POR,MF,pt Porto,25,1989,5,393,79,72.8,4.4,4,,2,1,,0,2.00,9,5,+4,+0.92,+2.75,Matches
25,Marco Andreolli,it ITA,DF,es Sevilla,29,1986,2,180,90,33.3,2.0,2,,2,0,,1,1.50,3,2,+1,+0.50,+1.50,Matches
26,Miguel Ángel Moyá,es ESP,GK,es Atlético Madrid,31,1984,0,,,,,0,,0,0,,13,,,,,,,Matches
27,Marin Aničić,ba BIH,DF,kz FC Astana,25,1989,5,450,90,83.3,5.0,5,,5,0,,0,1.36,5,7,-2,-0.40,+0.60,Matches
28,Domagoj Antolić,hr CRO,MF,hr Dinamo Zagreb,25,1990,6,510,85,94.4,5.7,6,,4,0,,0,1.11,3,14,-11,-1.94,-22.94,Matches
29,José Antonio Reyes,es ESP,MF,es Sevilla,31,1983,2,162,81,30.0,1.8,2,,0,0,,3,1.50,2,1,+1,+0.56,+1.51,Matches
30,Vitorino Antunes,pt POR,DF,ua Dynamo Kyiv,28,1987,6,540,90,75.0,6.0,6,,6,0,,1,1.83,8,4,+4,+0.67,+1.67,Matches
31,Aleksandr Anyukov,ru RUS,DF,ru Zenit,32,1982,7,575,82,79.9,6.4,7,,3,0,,0,1.71,11,7,+4,+0.63,+0.01,Matches
32,Álvaro Arbeloa,es ESP,DF,es Real Madrid,32,1983,2,180,90,15.0,2.0,2,,2,0,,0,3.00,10,0,+10,+5.00,+3.94,Matches
33,Santiago Arias,co COL,"DF,MF",nl PSV Eindhoven,23,1992,6,560,93,74.7,6.2,6,,5,0,,0,1.33,6,4,+2,+0.32,+0.80,Matches
34,Kári Árnason,is ISL,"DF,MF",se Malmö,32,1982,5,449,90,83.1,5.0,5,,4,0,,0,1.00,1,16,-15,-3.01,-1.03,Matches
35,Maximilian Arnold,de GER,MF,de Wolfsburg,21,1994,10,712,71,79.1,7.9,8,,6,2,,0,2.10,12,11,+1,+0.13,-1.31,Matches
36,Helton Arruda,br BRA,GK,pt Porto,37,1978,0,,,,,0,,0,0,,6,,,,,,,Matches
37,Mikel Arteta,es ESP,MF,eng Arsenal,33,1982,1,64,64,8.9,0.7,1,,0,0,,1,0.00,0,2,-2,-2.81,-2.81,Matches
38,Kwadwo Asamoah,gh GHA,"DF,MF",it Juventus,26,1988,0,,,,,0,,0,0,,1,,,,,,,Matches
39,Carlos Ascues,pe PER,"DF,MF",de Wolfsburg,23,1992,0,,,,,0,,0,0,,2,,,,,,,Matches
40,Jean-Kévin Augustin,fr FRA,FW,fr Paris S-G,18,1997,1,5,5,0.6,0.1,0,,0,1,,2,3.00,0,0,0,0.00,-1.21,Matches
41,Serge Aurier,ci CIV,"DF,MF",fr Paris S-G,22,1992,5,409,82,45.4,4.5,5,,3,0,,0,1.00,5,3,+2,+0.44,-1.39,Matches
42,Márcio Azevedo,br BRA,DF,ua Shakhtar,29,1986,3,244,81,45.2,2.7,3,,2,0,,1,1.40,4,7,-3,-1.11,-1.11,Matches
43,César Azpilicueta,es ESP,"DF,MF",eng Chelsea,25,1989,8,720,90,100.0,8.0,8,,8,0,,0,1.63,15,7,+8,+1.00,,Matches
44,Shlomi Azulay,il ISR,FW,il Maccabi Tel Aviv,25,1989,1,5,5,0.9,0.1,0,,,1,,0,,,,,,,Matches
45,Ismail Azzaoui,be BEL,"FW,MF",de Wolfsburg,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
46,Holger Badstuber,de GER,DF,de Bayern Munich,26,1989,1,52,52,4.7,0.6,1,,0,0,,1,3.00,3,0,+3,+5.19,+3.83,Matches
47,Dzmitry Baha,by BLR,MF,by BATE Borisov,25,1990,1,60,60,11.1,0.7,1,,0,0,,1,1.83,1,3,-2,-3.00,-2.44,Matches
48,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,26,1989,8,643,80,53.6,7.1,8,,5,0,,0,2.38,10,3,+7,+0.98,-1.44,Matches
49,Hakan Balta,tr TUR,DF,tr Galatasaray,32,1983,6,528,88,97.8,5.9,6,,5,0,,0,0.83,6,10,-4,-0.68,-0.68,Matches
50,Éver Banega,ar ARG,MF,es Sevilla,27,1988,5,412,82,76.3,4.6,5,,3,0,,0,1.20,7,8,-1,-0.22,+1.19,Matches
51,Danilo Barbosa,br BRA,"DF,MF",es Valencia,19,1996,4,83,21,15.4,0.9,1,,0,3,,2,1.20,0,2,-2,-2.17,-1.97,Matches
52,Brandon Barker,eng ENG,"FW,MF",eng Manchester City,18,1996,0,,,,,0,,0,0,,3,,,,,,,Matches
53,Antonio Barragán,es ESP,"DF,MF",es Valencia,28,1987,1,90,90,16.7,1.0,1,,1,0,,3,1.00,0,1,-1,-1.00,-0.60,Matches
54,Marc Bartra,es ESP,DF,es Barcelona,24,1991,4,236,59,26.2,2.6,2,,2,2,,5,2.50,6,2,+4,+1.53,+0.17,Matches
55,Andrea Barzagli,it ITA,DF,it Juventus,34,1981,8,590,74,78.7,6.6,6,,6,2,,0,1.50,7,7,0,0.00,-0.56,Matches
56,Claudio Beauvue,gp GLP,"FW,MF",fr Lyon,27,1988,6,193,32,35.7,2.1,2,,0,4,,0,0.67,1,5,-4,-1.87,-1.87,Matches
