Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
760,Magnus Wolff Eikrem,no NOR,"FW,MF",se Malmö,24,1990,3,69,23,12.8,0.8,0,,0,3,,3,0.57,0,3,-3,-3.91,-1.24,Matches
761,Granit Xhaka,ch SUI,MF,de Gladbach,22,1992,5,450,90,83.3,5.0,5,,5,0,,0,1.00,8,9,-1,-0.20,+2.80,Matches
762,Evgeni Yablonski,by BLR,MF,by BATE Borisov,20,1995,5,385,77,71.3,4.3,4,,4,1,,0,1.75,4,6,-2,-0.47,+1.27,Matches
763,Oleksandr Yakovenko,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1987,1,28,28,3.9,0.3,0,,0,1,,0,1.00,0,0,0,0.00,-0.26,Matches
764,Rubén Yáñez,es ESP,GK,es Real Madrid,21,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
765,Mapou Yanga-Mbiwa,fr FRA,DF,fr Lyon,26,1989,5,450,90,83.3,5.0,5,,5,0,,0,0.80,5,8,-3,-0.60,+0.40,Matches
766,Andriy Yarmolenko,ua UKR,"FW,MF",ua Dynamo Kyiv,25,1989,7,558,80,77.5,6.2,7,,6,0,,0,1.57,7,5,+2,+0.32,+0.32,Matches
767,David Yelldell,us USA,GK,de Leverkusen,33,1981,0,,,,,0,,0,0,,1,,,,,,,Matches
768,Alexey Yevseyev,ru RUS,MF,ru Zenit,21,1994,1,4,4,0.6,0.0,0,,0,1,,3,3.00,0,0,0,0.00,-0.63,Matches
769,Burak Yılmaz,tr TUR,FW,tr Galatasaray,30,1985,4,266,67,49.3,3.0,3,,2,1,,0,1.00,2,5,-3,-1.02,-0.69,Matches
770,Barak Yitzhaki,il ISR,FW,il Maccabi Tel Aviv,30,1984,4,43,11,8.0,0.5,0,,0,4,,1,0.78,0,1,-1,-2.09,-0.28,Matches
771,Yoel,es ESP,GK,es Valencia,26,1988,0,,,,,0,,0,0,,4,,,,,,,Matches
772,Shlomi Yosef Azulay,il ISR,MF,il Maccabi Tel Aviv,25,1990,0,,,,,0,,0,0,,2,,,,,,,Matches
773,Yoshimar Yotún,pe PER,"DF,MF",se Malmö,25,1990,4,302,76,55.9,3.4,3,,2,1,,1,1.00,0,14,-14,-4.17,-3.04,Matches
774,Ashley Young,eng ENG,"DF,FW",eng Manchester Utd,30,1985,4,251,63,46.5,2.8,2,,1,2,,1,2.00,3,2,+1,+0.36,-1.20,Matches
775,Vladlen Yurchenko,ua UKR,MF,de Leverkusen,21,1994,2,12,6,2.2,0.1,0,,0,2,,1,1.00,2,0,+2,+15.00,+14.83,Matches
776,Pablo Zabaleta,ar ARG,"DF,MF",eng Manchester City,30,1985,3,150,50,13.9,1.7,2,,1,1,,4,2.33,1,1,0,0.00,-0.58,Matches
777,Eran Zahavi,il ISR,"FW,MF",il Maccabi Tel Aviv,28,1987,6,539,90,99.8,6.0,6,,5,0,,0,0.73,1,15,-14,-2.34,-272.34,Matches
778,Simone Zaza,it ITA,FW,it Juventus,24,1991,2,30,15,4.0,0.3,0,,0,2,,5,2.00,1,0,+1,+3.00,+3.00,Matches
779,Maksim Zhavnerchik,by BLR,"DF,MF",by BATE Borisov,30,1985,2,180,90,33.3,2.0,2,,2,0,,0,1.63,1,1,0,0.00,+1.25,Matches
780,Yuri Zhirkov,ru RUS,"DF,MF",ru Zenit,31,1983,2,99,50,13.8,1.1,1,,1,1,,0,0.00,1,3,-2,-1.82,-2.83,Matches
781,Georgy Zhukov,kz KAZ,MF,kz FC Astana,20,1994,6,260,43,48.1,2.9,3,,1,3,,0,1.25,2,7,-5,-1.73,-2.37,Matches
782,Yoav Ziv,il ISR,DF,il Maccabi Tel Aviv,34,1981,0,,,,,0,,0,0,,2,,,,,,,Matches
783,Jeroen Zoet,nl NED,GK,nl PSV Eindhoven,24,1991,8,750,94,100.0,8.3,8,,8,0,,0,1.38,8,7,+1,+0.12,,Matches
784,Kurt Zouma,fr FRA,DF,eng Chelsea,20,1994,6,468,78,65.0,5.2,5,,5,1,,0,2.17,12,3,+9,+1.73,+2.09,Matches
785,Ervin Zukanović,ba BIH,DF,it Roma,28,1987,1,90,90,12.5,1.0,1,,1,0,,0,0.00,0,2,-2,-2.00,-1.00,Matches
786,Ilya Zuyev,ru RUS,DF,ru Zenit,21,1994,0,,,,,0,,0,0,,3,,,,,,,Matches
787,Nikola Đurđić,rs SRB,"FW,MF",se Malmö,29,1986,6,449,75,83.1,5.0,6,,1,0,,0,0.90,1,14,-13,-2.61,+1.35,Matches
788,Birzhan Kulbekov,,,kz FC Astana,,,1,10,10,1.9,0.1,0,,,1,,0,,,,,,,Matches
789,Hern Hern,,,gr Olympiacos,,,5,146,29,27.0,1.6,1,,,4,,0,,,,,,,Matches
790,Igor Pikalkin,,,kz FC Astana,,,1,26,26,4.8,0.3,0,,,1,,0,,,,,,,Matches
791,Jardel Jardel,,,pt Benfica,,,9,810,90,90.0,9.0,9,,,0,,0,,,,,,,Matches
792,Sandro Ramírez,,,es Barcelona,,,3,173,58,19.2,1.9,2,,,1,,0,,,,,,,Matches
