Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
340,Adam Lallana,eng ENG,"MF,FW",eng Liverpool,30,1988,1.2,68,0,3,36,29,10,68,3,2,66.7,1,33.3,45,168,62,2,2,1,1,3,51,14,Matches
341,Vassilis Lambropoulos,gr GRE,DF,gr AEK Athens,28,1990,3.0,125,35,82,41,3,2,125,1,1,100.0,0,0.0,55,275,115,1,0,0,3,0,61,1,Matches
342,Érik Lamela,ar ARG,"FW,MF",eng Tottenham,26,1992,3.7,194,4,19,71,106,17,194,4,0,0.0,4,100.0,124,893,423,14,14,3,13,9,129,29,Matches
343,Aymeric Laporte,es ESP,DF,eng Manchester City,24,1994,9.8,934,58,250,619,70,7,934,4,2,50.0,2,50.0,703,3572,2610,24,22,1,5,5,713,5,Matches
344,Toni Lato,es ESP,DF,es Valencia,20,1997,0.6,29,2,5,19,5,0,29,0,0,,0,,19,141,74,3,2,0,0,0,19,2,Matches
345,Sandro Lauper,ch SUI,"DF,MF",ch Young Boys,21,1996,4.5,240,27,105,125,13,0,240,3,3,100.0,0,0.0,115,597,369,5,2,0,3,0,125,0,Matches
346,Diogo Leite,pt POR,DF,pt Porto,19,1999,1.0,39,4,23,15,1,1,39,0,0,,0,,21,90,38,0,0,0,0,0,23,0,Matches
347,Cristian Lema,ar ARG,DF,pt Benfica,28,1990,0.5,13,4,10,3,0,0,13,0,0,,0,,4,8,1,0,0,0,0,0,3,0,Matches
348,Thomas Lemar,fr FRA,"MF,FW",es Atlético Madrid,22,1995,4.5,331,2,35,134,165,5,331,17,11,64.7,6,35.3,226,1124,506,14,14,1,10,6,255,27,Matches
349,Clément Lenglet,fr FRA,DF,es Barcelona,23,1995,11.1,737,90,391,339,10,8,737,4,4,100.0,0,0.0,391,1687,982,3,0,1,4,1,537,0,Matches
350,Karlo Letica,hr CRO,GK,be Club Brugge,21,1997,3.0,80,75,80,0,0,0,80,0,0,,0,,33,194,147,0,0,0,0,0,24,0,Matches
351,Robert Lewandowski,pl POL,FW,de Bayern Munich,29,1988,7.9,235,5,11,106,119,44,233,9,6,66.7,3,33.3,153,760,284,17,7,6,27,25,189,53,Matches
352,Matthijs de Ligt,nl NED,DF,nl Ajax,18,1999,11.0,738,77,383,325,35,20,738,3,1,33.3,2,66.7,421,2061,1097,5,2,0,4,1,469,4,Matches
353,David Limberský,cz CZE,DF,cz Viktoria Plzeň,34,1983,5.5,342,14,96,165,87,6,342,9,5,55.6,4,44.4,163,1424,825,28,27,2,4,2,218,21,Matches
354,Victor Lindelöf,se SWE,DF,eng Manchester Utd,24,1994,7.0,316,49,156,153,7,1,316,1,1,100.0,0,0.0,165,789,444,2,1,0,3,0,204,0,Matches
355,Jesse Lingard,eng ENG,"FW,MF",eng Manchester Utd,25,1992,3.3,169,1,8,102,63,8,169,6,2,33.3,4,66.7,94,583,302,7,5,1,6,3,135,22,Matches
356,Martin Linnes,no NOR,DF,tr Galatasaray,26,1991,4.5,273,14,75,126,74,3,273,8,5,62.5,3,37.5,84,465,232,8,4,0,4,3,146,18,Matches
357,Marko Livaja,hr CRO,FW,gr AEK Athens,24,1993,0.7,24,0,5,12,7,0,24,0,0,,0,,15,35,11,0,0,0,1,1,21,5,Matches
358,Fernando Llorente,es ESP,FW,eng Tottenham,33,1985,2.7,131,9,13,59,59,26,131,8,5,62.5,3,37.5,48,173,80,3,1,2,10,6,94,16,Matches
359,Marcos Llorente,es ESP,MF,es Real Madrid,23,1995,1.6,124,4,42,79,7,0,124,2,2,100.0,0,0.0,68,398,109,2,1,0,0,2,92,0,Matches
360,Hugo Lloris,fr FRA,GK,eng Tottenham,31,1986,10.9,409,376,408,1,0,0,409,1,1,100.0,0,0.0,226,1071,588,0,0,0,1,0,216,0,Matches
361,Anthony Lopes,pt POR,GK,fr Lyon,27,1990,7.4,252,231,252,0,0,0,252,0,0,,0,,120,784,572,0,0,0,0,0,88,0,Matches
362,Adrián López,es ESP,"FW,MF",pt Porto,30,1988,1.3,56,1,4,28,24,8,56,5,1,20.0,4,80.0,31,281,171,6,4,3,1,2,42,12,Matches
363,Dejan Lovren,hr CRO,DF,eng Liverpool,29,1989,2.0,163,7,66,97,2,0,163,0,0,,0,,99,430,281,1,1,0,0,1,123,0,Matches
364,Hirving Lozano,mx MEX,FW,nl PSV Eindhoven,23,1995,6.0,229,3,24,78,132,22,229,15,8,53.3,7,46.7,133,1157,681,25,15,8,20,12,128,37,Matches
365,Filipe Luís,br BRA,DF,es Atlético Madrid,32,1985,4.5,354,6,57,165,133,10,354,7,3,42.9,4,57.1,198,1070,582,15,14,4,6,2,223,21,Matches
366,José Luis Gayà,es ESP,DF,es Valencia,23,1995,5.0,309,12,88,141,82,9,309,7,3,42.9,4,57.1,172,882,469,11,11,1,1,1,194,26,Matches
367,Romelu Lukaku,be BEL,FW,eng Manchester Utd,25,1993,6.1,171,5,10,73,90,20,171,11,8,72.7,3,27.3,92,463,218,7,5,4,11,11,143,43,Matches
368,Mikhail Lysov,ru RUS,DF,ru Loko Moscow,20,1998,0.1,5,0,0,4,1,0,5,0,0,,0,,2,6,4,0,0,0,0,0,2,0,Matches
369,Lisandro Magallán,ar ARG,DF,nl Ajax,24,1993,0.1,3,0,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
370,Hörður Magnússon,is ISL,DF,ru CSKA Moscow,25,1993,2.6,165,26,85,70,12,3,165,0,0,,0,,59,210,102,0,2,0,0,0,84,0,Matches
371,Riyad Mahrez,dz ALG,FW,eng Manchester City,27,1991,4.3,294,7,21,128,146,21,294,6,2,33.3,4,66.7,211,1342,668,20,17,11,4,5,207,44,Matches
372,Maicon,br BRA,DF,tr Galatasaray,29,1988,3.2,209,13,87,116,8,3,209,0,0,,0,,84,435,250,0,1,0,2,0,113,0,Matches
373,Nikola Maksimović,rs SRB,DF,it Napoli,26,1991,4.8,364,23,114,219,33,5,364,3,3,100.0,0,0.0,211,909,539,1,4,0,3,2,241,4,Matches
374,Malcom,br BRA,"FW,MF",es Barcelona,21,1997,0.5,28,0,3,11,14,5,28,0,0,,0,,20,134,68,3,1,1,1,1,23,9,Matches
375,Donyell Malen,nl NED,"FW,MF",nl PSV Eindhoven,19,1999,2.0,63,1,11,25,28,4,63,6,2,33.3,4,66.7,41,241,82,3,0,1,4,2,44,12,Matches
376,Mario Mandžukić,hr CRO,FW,it Juventus,32,1986,6.4,190,11,18,96,77,21,190,0,0,,0,,61,280,121,3,2,0,11,0,132,29,Matches
377,Sadio Mané,sn SEN,FW,eng Liverpool,26,1992,12.8,507,4,46,191,276,68,506,45,28,62.2,17,37.8,359,2585,1234,54,29,18,37,31,389,101,Matches
378,Kostas Manolas,gr GRE,DF,it Roma,27,1991,7.3,371,54,193,170,10,7,371,3,3,100.0,0,0.0,202,1025,589,2,1,0,3,2,203,0,Matches
379,Petros Mantalos,gr GRE,"FW,MF",gr AEK Athens,26,1991,4.8,264,7,35,132,102,7,264,15,8,53.3,7,46.7,159,894,369,7,7,4,8,14,196,21,Matches
380,Fernando Marçal,br BRA,DF,fr Lyon,29,1989,3.0,219,9,68,137,15,1,219,1,1,100.0,0,0.0,147,683,390,3,3,0,0,1,165,3,Matches
381,Iván Marcano,es ESP,DF,it Roma,31,1987,1.8,115,8,49,61,5,2,115,1,0,0.0,1,100.0,60,204,95,0,2,0,2,0,76,0,Matches
382,Marcelo,br BRA,DF,es Real Madrid,30,1988,3.8,342,8,57,147,139,6,342,4,2,50.0,2,50.0,233,970,598,14,11,1,5,3,263,42,Matches
383,Marcelo,br BRA,DF,fr Lyon,31,1987,8.0,520,67,261,251,10,8,520,0,0,,0,,286,1180,490,0,1,1,4,1,326,1,Matches
384,Moussa Marega,ml MLI,FW,pt Porto,27,1991,9.3,276,11,28,121,136,48,274,24,10,41.7,14,58.3,173,1106,480,16,17,8,28,22,206,60,Matches
385,José María Giménez,uy URU,DF,es Atlético Madrid,23,1995,4.0,188,29,79,105,5,3,188,1,1,100.0,0,0.0,86,474,277,2,0,0,0,0,96,0,Matches
386,Mariano,do DOM,FW,es Real Madrid,24,1993,0.9,33,2,2,15,17,7,33,2,2,100.0,0,0.0,24,221,111,2,3,1,3,2,25,9,Matches
387,Mariano,br BRA,DF,tr Galatasaray,32,1986,2.0,174,4,25,100,51,0,174,4,2,50.0,2,50.0,95,532,312,6,4,0,2,1,133,12,Matches
388,Marko Marin,de GER,"MF,FW",rs Red Star,29,1989,4.6,200,1,33,104,66,10,200,15,9,60.0,6,40.0,141,702,310,9,8,2,8,2,135,16,Matches
389,Guilherme Marinato,ru RUS,GK,ru Loko Moscow,32,1985,6.0,197,158,193,4,0,0,197,0,0,,0,,90,901,760,0,0,0,0,0,41,0,Matches
390,Marlos,ua UKR,FW,ua Shakhtar,30,1988,2.9,176,2,21,90,68,8,176,6,4,66.7,2,33.3,129,990,517,12,12,1,5,5,143,14,Matches
391,Marquinhos,br BRA,"MF,DF",fr Paris S-G,24,1994,7.0,527,33,216,269,42,6,527,3,2,66.7,1,33.3,281,1209,559,2,4,0,3,5,393,1,Matches
392,Anthony Martial,fr FRA,"FW,MF",eng Manchester Utd,22,1995,5.6,301,4,28,137,140,29,301,23,12,52.2,11,47.8,212,1452,859,32,24,15,15,22,261,64,Matches
393,Javi Martínez,es ESP,MF,de Bayern Munich,29,1988,5.8,373,10,108,234,32,7,373,4,3,75.0,1,25.0,160,711,407,6,1,0,4,1,215,1,Matches
394,Lautaro Martínez,ar ARG,MF,it Inter,20,1997,0.6,31,1,2,14,16,4,31,3,2,66.7,1,33.3,13,55,19,1,1,0,3,1,17,5,Matches
395,Gelson Martins,pt POR,FW,es Atlético Madrid,23,1995,1.0,36,1,5,19,12,3,36,2,0,0.0,2,100.0,26,115,40,0,0,1,6,2,23,8,Matches
396,Omar Mascarell,gq EQG,MF,de Schalke 04,25,1993,2.5,160,7,28,115,19,0,160,0,0,,0,,83,509,199,3,1,0,1,1,101,0,Matches
397,Han-Noah Massengo,fr FRA,MF,fr Monaco,17,2001,2.0,104,3,34,58,12,1,104,7,3,42.9,4,57.1,81,466,194,3,1,1,2,8,78,3,Matches
398,Clinton Mata,ao ANG,DF,be Club Brugge,25,1992,2.3,153,9,45,83,28,0,153,6,3,50.0,3,50.0,85,437,279,7,7,0,3,3,86,11,Matches
399,Juan Mata,es ESP,"MF,FW",eng Manchester Utd,30,1988,3.1,172,5,18,85,69,11,172,3,3,100.0,0,0.0,96,431,212,5,5,2,5,5,135,19,Matches
400,Nemanja Matić,rs SRB,MF,eng Manchester Utd,29,1988,6.0,487,29,108,324,63,3,487,5,4,80.0,1,20.0,296,1499,863,13,9,2,9,3,348,4,Matches
401,Joël Matip,cm CMR,DF,eng Liverpool,26,1991,8.0,531,60,270,249,15,8,531,2,2,100.0,0,0.0,268,1516,993,8,1,0,0,1,310,0,Matches
402,Blaise Matuidi,fr FRA,MF,it Juventus,31,1987,7.6,384,9,63,247,79,11,384,12,8,66.7,4,33.3,173,793,411,7,9,1,13,7,267,24,Matches
403,Mykola Matviyenko,ua UKR,DF,ua Shakhtar,22,1996,5.0,326,21,130,152,48,7,326,8,3,37.5,5,62.5,185,859,284,3,1,2,4,0,204,15,Matches
404,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",fr Paris S-G,29,1989,0.6,28,1,9,10,11,6,28,1,0,0.0,1,100.0,14,108,75,4,0,2,2,0,19,9,Matches
405,Maycon,br BRA,MF,ua Shakhtar,21,1997,5.0,303,21,86,182,36,6,303,1,1,100.0,0,0.0,208,833,311,2,1,0,4,4,228,5,Matches
406,Noussair Mazraoui,ma MAR,DF,nl Ajax,20,1997,9.2,494,23,149,230,122,13,494,18,13,72.2,5,27.8,240,1234,591,16,12,3,16,10,243,30,Matches
407,Kevin Mbabu,ch SUI,DF,ch Young Boys,23,1995,5.0,261,13,74,106,86,11,261,13,6,46.2,7,53.8,140,1043,552,18,18,4,7,7,135,17,Matches
408,Kylian Mbappé,fr FRA,FW,fr Paris S-G,19,1998,7.8,326,0,8,119,204,62,326,33,17,51.5,16,48.5,216,1384,813,36,20,14,21,8,279,84,Matches
409,Jordi Mboula,es ESP,MF,fr Monaco,19,1999,0.4,22,0,0,12,10,2,22,3,2,66.7,1,33.3,15,140,78,3,2,1,1,1,16,9,Matches
410,Weston McKennie,us USA,"MF,DF",de Schalke 04,19,1998,4.1,209,10,46,110,54,6,209,2,1,50.0,1,50.0,71,499,206,6,4,1,4,7,100,14,Matches
411,Scott McTominay,sct SCO,MF,eng Manchester Utd,21,1996,3.0,126,5,25,74,29,1,126,7,6,85.7,1,14.3,70,272,130,1,1,0,5,2,88,6,Matches
412,Brandon Mechele,be BEL,DF,be Club Brugge,25,1993,5.0,275,37,140,132,3,0,275,0,0,,0,,124,517,221,1,0,0,1,0,157,0,Matches
413,Arthur Melo,br BRA,MF,es Barcelona,21,1996,6.2,579,9,95,387,100,2,579,5,4,80.0,1,20.0,380,1936,640,3,9,1,7,8,501,7,Matches
414,Memphis,nl NED,FW,fr Lyon,24,1994,6.8,329,0,14,153,165,24,329,18,6,33.3,12,66.7,207,1197,595,28,23,9,16,17,246,48,Matches
415,Benjamin Mendy,fr FRA,DF,eng Manchester City,24,1994,1.9,132,2,13,83,36,0,132,0,0,,0,,86,283,176,6,3,0,1,2,96,17,Matches
416,Ferland Mendy,fr FRA,"DF,MF",fr Lyon,23,1995,7.8,480,27,100,259,125,18,480,11,7,63.6,4,36.4,306,1804,1066,25,19,9,11,10,338,47,Matches
417,Hamza Mendyl,ma MAR,"DF,MF",de Schalke 04,20,1997,4.1,226,9,66,98,62,6,226,7,2,28.6,5,71.4,108,649,325,9,7,1,7,1,126,12,Matches
418,Dries Mertens,be BEL,FW,it Napoli,31,1987,4.2,168,3,12,47,110,25,168,4,1,25.0,3,75.0,93,300,162,5,2,3,3,4,115,42,Matches
419,Lionel Messi,ar ARG,FW,es Barcelona,31,1987,9.3,740,1,21,369,356,52,739,57,35,61.4,22,38.6,510,3561,1875,51,54,9,15,23,632,66,Matches
420,Thomas Meunier,be BEL,DF,fr Paris S-G,26,1991,4.0,270,14,73,116,82,13,270,4,1,25.0,3,75.0,153,744,413,13,5,2,1,3,169,32,Matches
421,Arkadiusz Milik,pl POL,FW,it Napoli,24,1994,2.1,64,2,2,28,35,11,64,2,0,0.0,2,100.0,42,130,37,0,3,0,4,1,49,19,Matches
422,Éder Militão,br BRA,DF,pt Porto,20,1998,9.1,572,38,232,270,72,10,572,8,4,50.0,4,50.0,262,1208,528,8,6,2,4,4,299,12,Matches
423,James Milner,eng ENG,"MF,DF",eng Liverpool,32,1986,10.0,730,17,117,382,233,17,728,7,4,57.1,3,42.9,409,1913,975,22,14,4,11,14,470,56,Matches
424,Santi Mina,es ESP,"FW,MF",es Valencia,22,1995,2.5,102,3,5,57,40,7,102,6,4,66.7,2,33.3,77,281,94,1,0,0,5,8,91,24,Matches
425,Aleksei Miranchuk,ru RUS,"MF,FW",ru Loko Moscow,22,1995,5.7,382,2,49,172,167,23,382,19,11,57.9,8,42.1,191,1264,566,23,13,13,21,15,241,48,Matches
426,Anton Miranchuk,ru RUS,"FW,MF",ru Loko Moscow,22,1995,4.3,258,4,27,118,120,16,258,14,9,64.3,5,35.7,155,1160,699,20,19,5,12,10,191,20,Matches
427,Miranda,br BRA,DF,it Inter,33,1984,2.1,121,15,62,57,2,2,121,0,0,,0,,57,390,248,2,0,0,1,2,81,0,Matches
428,Juan Miranda,es ESP,DF,es Barcelona,18,2000,1.0,81,6,28,36,17,0,81,1,1,100.0,0,0.0,44,211,139,2,0,0,1,1,54,7,Matches
429,Antonio Mirante,it ITA,GK,it Roma,35,1983,2.0,59,52,59,0,0,0,59,0,0,,0,,39,205,139,0,0,0,0,0,26,0,Matches
430,Matej Mitrović,hr CRO,DF,be Club Brugge,24,1993,1.0,51,7,26,21,4,2,51,0,0,,0,,22,60,13,0,0,0,0,1,28,1,Matches
431,Luka Modrić,hr CRO,MF,es Real Madrid,32,1985,5.2,397,4,51,225,125,7,397,9,6,66.7,3,33.3,302,1709,700,16,16,3,6,5,330,21,Matches
432,Javi Montero,es ESP,DF,es Atlético Madrid,19,1999,1.5,72,10,36,34,2,2,72,0,0,,0,,41,283,46,0,0,0,2,0,39,0,Matches
433,Júnior Moraes,ua UKR,FW,ua Shakhtar,31,1987,5.6,160,6,14,88,61,25,160,6,2,33.3,4,66.7,97,402,186,7,4,3,13,5,107,24,Matches
434,Wesley Moraes,br BRA,FW,be Club Brugge,21,1996,5.8,179,7,18,92,69,14,179,6,4,66.7,2,33.3,114,509,183,6,3,2,21,12,138,28,Matches
435,Erik Morán,es ESP,MF,gr AEK Athens,27,1991,1.1,51,5,11,32,8,1,51,0,0,,0,,20,86,27,0,0,0,0,1,27,1,Matches
436,Álvaro Morata,es ESP,FW,es Atlético Madrid,25,1992,1.4,52,0,6,28,19,5,52,2,2,100.0,0,0.0,21,136,103,4,2,1,3,3,40,2,Matches
437,Jérémy Morel,mg MAD,DF,fr Lyon,34,1984,1.0,50,6,29,18,3,0,50,0,0,,0,,23,135,95,0,0,0,0,0,29,0,Matches
438,Alberto Moreno,es ESP,DF,eng Liverpool,26,1992,0.1,13,1,4,3,6,0,13,0,0,,0,,7,43,40,1,1,0,0,0,8,1,Matches
439,Ubong Moses Ekpai,ng NGA,"FW,MF",cz Viktoria Plzeň,22,1995,0.4,17,1,3,10,4,0,17,1,1,100.0,0,0.0,10,99,37,1,1,0,0,1,13,3,Matches
440,Lucas Moura,br BRA,FW,eng Tottenham,25,1992,8.0,345,4,28,162,165,45,345,43,31,72.1,12,27.9,228,1520,738,30,17,15,25,23,249,69,Matches
441,Thomas Müller,de GER,"MF,FW",de Bayern Munich,28,1989,3.9,206,5,20,91,96,20,206,3,2,66.7,1,33.3,100,424,244,7,5,1,2,5,143,35,Matches
442,Jeison Murillo,co COL,DF,es Valencia,26,1992,1.0,52,5,20,31,1,1,52,0,0,,0,,30,186,79,0,0,0,1,0,32,0,Matches
443,Fernando Muslera,uy URU,GK,tr Galatasaray,32,1986,6.0,236,187,236,0,0,0,236,0,0,,0,,89,636,492,0,0,0,2,0,89,0,Matches
444,Kévin N'Doram,fr FRA,MF,fr Monaco,22,1996,1.0,54,2,15,36,4,0,54,1,1,100.0,0,0.0,38,241,150,2,1,0,1,1,35,0,Matches
445,Kirill Nababkin,ru RUS,DF,ru CSKA Moscow,31,1986,6.0,335,31,142,151,43,2,335,1,1,100.0,0,0.0,109,514,261,2,1,1,4,2,165,5,Matches
446,Ben Nabouhane,km COM,FW,rs Red Star,29,1989,5.7,200,15,64,80,59,12,200,12,7,58.3,5,41.7,127,532,159,4,7,3,19,11,108,22,Matches
447,Nacho,es ESP,DF,es Real Madrid,28,1990,5.0,331,25,141,171,22,5,331,2,1,50.0,1,50.0,187,852,486,3,3,1,3,0,230,4,Matches
448,Yuto Nagatomo,jp JPN,DF,tr Galatasaray,31,1986,4.9,276,10,56,149,73,6,276,9,5,55.6,4,44.4,128,742,361,8,6,0,2,3,155,13,Matches
449,Radja Nainggolan,be BEL,MF,it Inter,30,1988,3.1,145,1,15,82,49,8,145,3,1,33.3,2,66.7,88,456,160,5,6,2,7,4,116,20,Matches
450,Marvelous Nakamba,zw ZIM,MF,be Club Brugge,24,1994,4.4,216,14,73,129,15,0,216,3,2,66.7,1,33.3,96,447,194,4,1,0,6,2,99,3,Matches
451,Naldo,br BRA,DF,de Schalke 04,35,1982,4.0,262,28,154,92,16,11,262,0,0,,0,,114,505,209,0,1,0,2,0,151,2,Matches
452,Matija Nastasić,rs SRB,DF,de Schalke 04,25,1993,6.0,346,30,187,155,5,1,346,0,0,,0,,180,840,615,3,2,0,1,2,230,0,Matches
453,Keylor Navas,cr CRC,GK,es Real Madrid,31,1986,3.0,73,63,73,0,0,0,73,0,0,,0,,41,173,128,0,0,0,0,0,36,0,Matches
454,Badou Ndiaye,sn SEN,MF,tr Galatasaray,27,1990,4.7,288,10,47,187,59,1,288,14,12,85.7,2,14.3,145,891,497,8,10,1,3,5,201,4,Matches
455,Tanguy Ndombele,fr FRA,MF,fr Lyon,21,1996,7.1,469,19,102,299,73,7,469,34,23,67.6,11,32.4,315,1762,861,13,10,0,12,9,348,9,Matches
456,Reiss Nelson,eng ENG,"FW,MF",de Hoffenheim,18,1999,1.3,62,1,6,22,38,7,62,10,8,80.0,2,20.0,38,429,196,5,5,1,3,3,45,13,Matches
457,Wellington Nem,br BRA,FW,ua Shakhtar,26,1992,0.9,35,2,11,13,12,1,35,0,0,,0,,22,135,35,0,2,0,2,4,22,1,Matches
458,David Neres,br BRA,FW,nl Ajax,21,1997,9.4,432,0,28,184,231,45,432,36,19,52.8,17,47.2,312,2042,989,37,27,13,37,14,340,75,Matches
459,Neto,br BRA,GK,es Valencia,29,1989,5.0,129,119,129,0,0,0,129,0,0,,0,,48,409,355,0,0,0,2,0,16,0,Matches
460,Manuel Neuer,de GER,GK,de Bayern Munich,32,1986,8.0,359,288,351,8,0,0,359,0,0,,0,,187,1048,624,0,0,0,0,0,229,0,Matches
461,Neymar,br BRA,"MF,FW",fr Paris S-G,26,1992,5.9,444,2,26,231,199,38,444,54,32,59.3,22,40.7,330,2636,1485,47,36,18,22,15,384,36,Matches
462,Moumi Ngamaleu,cm CMR,"FW,MF",ch Young Boys,24,1994,2.2,98,1,15,40,44,10,98,7,5,71.4,2,28.6,66,562,237,9,8,3,10,8,73,17,Matches
463,Cyril Ngonge,be BEL,DF,be Club Brugge,18,2000,0.8,38,2,9,20,9,0,38,0,0,,0,,21,141,92,2,2,0,4,0,22,8,Matches
464,Saúl Ñíguez,es ESP,"MF,DF",es Atlético Madrid,23,1994,7.0,450,9,80,239,139,15,450,9,6,66.7,3,33.3,207,1137,549,15,11,2,14,4,286,22,Matches
465,Takuma Nishimura,jp JPN,FW,ru CSKA Moscow,21,1996,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
466,Håvard Nordtveit,no NOR,"DF,MF",de Hoffenheim,28,1990,2.1,92,8,36,48,8,2,92,0,0,,0,,39,173,88,1,0,0,0,0,58,1,Matches
467,Jean-Pierre Nsame,cm CMR,FW,ch Young Boys,25,1993,1.6,80,0,8,35,37,10,80,4,3,75.0,1,25.0,44,268,91,3,4,1,8,3,60,13,Matches
468,Alexander Nübel,de GER,GK,de Schalke 04,21,1996,2.0,54,48,54,0,0,0,54,0,0,,0,,25,158,70,0,0,0,0,0,21,0,Matches
469,Kasim Nuhu,gh GHA,DF,de Hoffenheim,23,1995,1.6,68,11,42,26,1,1,68,3,3,100.0,0,0.0,27,176,110,1,0,0,0,0,36,0,Matches
470,Steven Nzonzi,fr FRA,MF,it Roma,29,1988,6.8,482,13,99,327,58,6,482,2,2,100.0,0,0.0,249,872,359,3,5,0,9,6,357,16,Matches
471,Jan Oblak,si SVN,GK,es Atlético Madrid,25,1993,8.0,173,138,172,1,0,0,173,0,0,,0,,59,394,327,0,0,0,0,0,49,0,Matches
472,Ivan Oblyakov,ru RUS,"MF,FW",ru CSKA Moscow,20,1998,5.4,306,11,60,161,88,14,306,8,5,62.5,3,37.5,145,790,393,14,7,3,10,7,207,26,Matches
473,Bastian Oczipka,de GER,DF,de Schalke 04,29,1989,2.0,82,5,24,40,19,0,82,3,3,100.0,0,0.0,44,282,152,5,3,0,2,1,49,4,Matches
474,Álvaro Odriozola,es ESP,DF,es Real Madrid,22,1995,2.5,189,7,34,80,75,4,189,5,2,40.0,3,60.0,130,919,453,13,8,1,2,2,141,33,Matches
475,Marios Oikonomou,gr GRE,DF,gr AEK Athens,25,1992,3.7,192,38,94,100,1,1,192,2,2,100.0,0,0.0,110,449,274,0,1,0,1,2,120,0,Matches
476,Sérgio Oliveira,pt POR,MF,pt Porto,26,1992,1.1,55,1,14,31,12,4,55,2,1,50.0,1,50.0,32,156,104,3,2,0,0,2,32,3,Matches
477,Robin Olsen,se SWE,GK,it Roma,28,1990,6.3,245,232,245,0,0,0,245,0,0,,0,,108,648,437,0,0,0,1,0,101,0,Matches
478,André Onana,cm CMR,GK,nl Ajax,22,1996,12.0,416,351,414,2,0,0,416,1,1,100.0,0,0.0,221,1266,869,0,0,0,1,0,189,0,Matches
479,Henry Onyekuru,ng NGA,"FW,MF",tr Galatasaray,21,1997,3.6,99,1,10,33,58,12,99,9,3,33.3,6,66.7,43,278,172,4,2,0,11,1,64,25,Matches
480,Loïs Openda,be BEL,"FW,MF",be Club Brugge,18,2000,1.2,34,3,8,8,18,6,34,0,0,,0,,21,48,19,0,0,0,2,2,26,8,Matches
481,Divock Origi,be BEL,FW,eng Liverpool,23,1995,2.5,80,0,6,39,36,5,80,6,4,66.7,2,33.3,52,384,219,7,7,0,6,5,65,19,Matches
482,David Ospina,co COL,GK,it Napoli,29,1988,6.0,232,203,229,3,0,0,232,0,0,,0,,128,563,361,0,0,0,0,0,107,0,Matches
483,Nicolás Otamendi,ar ARG,DF,eng Manchester City,30,1988,4.4,440,32,145,285,10,6,440,0,0,,0,,337,2171,1248,6,1,0,2,1,347,1,Matches
484,Otávio,pt POR,"MF,FW",pt Porto,23,1995,5.7,338,3,55,170,118,12,337,14,11,78.6,3,21.4,178,1020,489,10,13,6,13,10,211,22,Matches
485,Adam Ounas,dz ALG,"MF,FW",it Napoli,21,1996,0.3,20,0,1,8,12,0,20,4,2,50.0,2,50.0,16,132,58,1,3,0,3,0,18,9,Matches
486,Leandro Paredes,ar ARG,MF,fr Paris S-G,24,1994,0.4,54,0,5,46,3,0,54,0,0,,0,,31,139,36,0,0,0,1,0,47,0,Matches
487,Daniel Parejo,es ESP,MF,es Valencia,29,1989,5.0,438,9,64,280,97,3,437,7,6,85.7,1,14.3,316,1278,701,11,10,0,1,6,336,5,Matches
488,Thomas Partey,gh GHA,MF,es Atlético Madrid,25,1993,4.6,320,10,72,204,48,5,320,8,6,75.0,2,25.0,179,805,412,8,2,0,3,4,219,7,Matches
489,Javier Pastore,ar ARG,MF,it Roma,29,1989,0.6,64,0,0,35,30,4,64,3,2,66.7,1,33.3,44,250,124,0,1,1,3,0,52,5,Matches
490,Alan Patrick,br BRA,MF,ua Shakhtar,27,1991,2.3,142,1,14,77,52,4,142,3,2,66.7,1,33.3,107,532,292,7,7,1,4,3,116,4,Matches
491,Gabriel Paulista,br BRA,DF,es Valencia,27,1990,5.0,309,34,153,150,7,2,309,0,0,,0,,179,787,452,2,1,0,2,1,174,0,Matches
492,Milan Pavkov,rs SRB,FW,rs Red Star,24,1994,2.4,68,6,9,43,17,2,68,2,2,100.0,0,0.0,35,171,32,1,3,0,3,8,46,5,Matches
493,Lorenzo Pellegrini,it ITA,MF,it Roma,22,1996,4.3,247,4,30,125,95,15,247,9,6,66.7,3,33.3,131,632,310,8,5,2,9,10,172,36,Matches
494,Luca Pellegrini,it ITA,DF,it Roma,19,1999,0.3,24,1,7,12,6,3,24,1,0,0.0,1,100.0,9,87,43,2,1,2,1,0,13,4,Matches
495,Pepe,pt POR,DF,pt Porto,35,1983,3.3,240,11,107,123,11,4,240,0,0,,0,,137,745,322,1,1,0,1,0,141,1,Matches
496,André Pereira,pt POR,"FW,MF",pt Porto,23,1995,0.7,37,0,3,19,16,5,37,3,3,100.0,0,0.0,20,98,69,3,1,1,2,1,30,8,Matches
