Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
652,Hans Vanaken,be BEL,"MF,FW",be Club Brugge,25,1992,6.0,331,6,47,184,109,6,330,9,7,77.8,2,22.2,208,1070,363,8,10,0,8,14,230,17,Matches
653,Raphaël Varane,fr FRA,DF,es Real Madrid,25,1993,4.0,282,31,140,134,8,4,282,0,0,,0,,171,967,468,2,2,0,0,1,188,0,Matches
654,Lucas Vázquez,es ESP,"FW,DF",es Real Madrid,27,1991,4.3,280,3,41,110,130,22,280,8,3,37.5,5,62.5,200,1123,600,21,12,9,14,10,229,56,Matches
655,Matías Vecino,uy URU,MF,it Inter,26,1991,5.0,288,13,66,163,59,16,288,6,3,50.0,3,50.0,140,897,430,9,9,0,7,5,199,12,Matches
656,Joël Veltman,nl NED,DF,nl Ajax,26,1992,3.5,260,13,86,127,49,5,260,6,2,33.3,4,66.7,102,403,199,5,4,1,1,1,116,9,Matches
657,Simone Verdi,it ITA,MF,it Napoli,26,1992,0.3,18,0,3,10,5,0,18,0,0,,0,,11,68,50,2,0,0,1,1,11,2,Matches
658,Thomas Vermaelen,be BEL,DF,es Barcelona,32,1985,1.0,46,6,34,12,0,0,46,0,0,,0,,22,66,26,0,0,0,0,0,28,0,Matches
659,Marco Verratti,it ITA,MF,fr Paris S-G,25,1992,6.6,665,13,127,414,128,4,665,9,8,88.9,1,11.1,421,1915,924,16,17,2,7,10,529,4,Matches
660,Jan Vertonghen,be BEL,DF,eng Tottenham,31,1987,9.4,583,66,290,272,24,7,583,5,4,80.0,1,20.0,348,1483,751,4,1,0,3,3,386,8,Matches
661,Rúben Vezo,pt POR,DF,es Valencia,24,1994,1.7,104,8,36,50,20,0,104,2,2,100.0,0,0.0,48,229,132,1,4,0,3,0,49,2,Matches
662,Arturo Vidal,cl CHI,MF,es Barcelona,31,1987,4.0,341,8,78,200,65,10,341,1,0,0.0,1,100.0,170,505,249,2,5,0,2,4,248,12,Matches
663,Nick Viergever,nl NED,DF,nl PSV Eindhoven,28,1989,5.7,245,58,151,91,4,1,245,0,0,,0,,97,373,187,1,1,0,3,1,130,1,Matches
664,Vitolo,es ESP,MF,es Atlético Madrid,28,1989,1.1,61,3,10,22,29,5,61,5,3,60.0,2,40.0,44,323,126,4,7,1,3,2,48,7,Matches
665,Odisseas Vlachodimos,gr GRE,GK,pt Benfica,24,1994,6.0,202,176,201,1,0,0,202,0,0,,0,,113,447,202,0,0,0,0,0,93,0,Matches
666,Nikola Vlašić,hr CRO,MF,ru CSKA Moscow,20,1997,6.0,314,5,60,120,143,20,312,28,18,64.3,10,35.7,191,1453,857,31,21,6,8,14,215,30,Matches
667,Thibault Vlietinck,be BEL,"FW,DF",be Club Brugge,20,1997,2.3,156,1,18,59,79,3,156,1,1,100.0,0,0.0,84,370,164,6,5,0,7,1,104,21,Matches
668,Kevin Vogt,de GER,DF,de Hoffenheim,26,1991,4.0,275,23,118,153,5,3,275,0,0,,0,,142,570,346,3,0,0,2,0,190,0,Matches
669,Michel Vorm,nl NED,GK,eng Tottenham,34,1983,1.1,58,56,58,0,0,0,58,0,0,,0,,28,158,104,0,0,0,0,0,23,0,Matches
670,Ruud Vormer,nl NED,MF,be Club Brugge,30,1988,6.0,304,11,55,158,92,6,304,2,1,50.0,1,50.0,146,526,236,5,2,0,6,6,195,32,Matches
671,Jelle Vossen,be BEL,FW,be Club Brugge,29,1989,0.9,35,0,7,17,11,3,35,1,1,100.0,0,0.0,14,42,19,0,0,0,2,0,24,7,Matches
672,Stefan de Vrij,nl NED,DF,it Inter,26,1992,4.9,311,34,156,149,6,5,311,0,0,,0,,149,901,580,5,0,0,0,0,214,0,Matches
673,Šime Vrsaljko,hr CRO,DF,it Inter,26,1992,1.1,80,9,26,38,17,0,80,0,0,,0,,33,242,132,5,1,0,1,0,48,3,Matches
674,Sandro Wagner,de GER,"FW,MF",de Bayern Munich,30,1987,0.2,17,0,3,7,7,4,17,0,0,,0,,10,33,1,0,0,1,1,0,12,0,Matches
675,Kyle Walker,eng ENG,DF,eng Manchester City,28,1990,8.3,688,21,134,436,123,6,688,6,5,83.3,1,16.7,456,2380,1209,24,19,1,7,4,515,22,Matches
676,Kyle Walker-Peters,eng ENG,DF,eng Tottenham,21,1997,0.7,45,1,5,26,15,1,45,2,2,100.0,0,0.0,34,161,53,1,1,0,3,2,34,4,Matches
677,Victor Wanyama,ke KEN,MF,eng Tottenham,27,1991,3.2,164,6,43,114,8,0,164,3,3,100.0,0,0.0,81,432,144,3,1,0,6,4,82,1,Matches
678,Daniel Wass,dk DEN,"DF,MF",es Valencia,29,1989,3.0,203,3,42,107,58,2,203,4,3,75.0,1,25.0,112,437,213,6,5,0,1,3,120,10,Matches
679,Julian Weigl,de GER,"MF,DF",de Dortmund,22,1995,3.2,302,7,75,198,31,3,302,1,1,100.0,0,0.0,225,1074,602,4,5,0,2,4,235,1,Matches
680,Georginio Wijnaldum,nl NED,MF,eng Liverpool,27,1990,10.8,565,9,72,358,144,21,565,13,9,69.2,4,30.8,391,1911,885,15,22,1,19,19,411,32,Matches
681,Harry Winks,eng ENG,MF,eng Tottenham,22,1996,7.5,556,10,98,391,73,1,556,10,6,60.0,4,40.0,385,2065,888,8,15,1,12,9,411,9,Matches
682,Dani de Wit,nl NED,MF,nl Ajax,20,1998,0.4,19,1,3,11,5,2,19,1,1,100.0,0,0.0,2,29,1,0,0,0,0,1,6,0,Matches
683,Axel Witsel,be BEL,MF,de Dortmund,29,1989,7.0,685,13,102,471,117,6,685,9,9,100.0,0,0.0,489,2228,942,6,11,1,4,1,551,10,Matches
684,Maximilian Wöber,at AUT,DF,nl Ajax,20,1998,2.8,234,23,111,122,2,1,234,0,0,,0,,136,655,336,1,0,0,1,0,167,0,Matches
685,Marius Wolf,de GER,"FW,DF",de Dortmund,23,1995,2.3,185,4,17,103,66,4,185,4,3,75.0,1,25.0,123,554,312,4,10,0,3,4,137,29,Matches
686,Marco Wölfli,ch SUI,GK,ch Young Boys,35,1982,2.0,82,59,79,3,0,0,82,0,0,,0,,33,259,188,0,0,0,0,0,25,0,Matches
687,Jeong Woo-yeong,kr KOR,MF,de Bayern Munich,18,1999,0.1,6,0,2,3,1,0,6,1,1,100.0,0,0.0,6,53,6,0,0,0,0,1,5,1,Matches
688,Gregory Wüthrich,ch SUI,MF,ch Young Boys,23,1994,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
689,Dmitry Yefremov,ru RUS,DF,ru CSKA Moscow,23,1995,1.3,71,6,25,21,27,4,71,6,4,66.7,2,33.3,38,261,128,3,2,2,4,0,34,9,Matches
690,Ashley Young,eng ENG,DF,eng Manchester Utd,33,1985,6.5,424,19,91,198,139,4,424,6,2,33.3,4,66.7,226,1253,767,33,24,1,4,3,266,32,Matches
691,Dan-Axel Zagadou,fr FRA,DF,de Dortmund,19,1999,3.8,368,27,149,211,9,3,368,2,1,50.0,1,50.0,243,1047,666,2,3,0,2,0,292,0,Matches
692,Nicolò Zaniolo,it ITA,"MF,FW",it Roma,19,1999,4.3,147,0,15,83,50,12,147,9,7,77.8,2,22.2,99,633,224,6,2,2,10,8,115,17,Matches
693,Martin Zeman,cz CZE,FW,cz Viktoria Plzeň,29,1989,0.8,30,2,6,13,11,0,30,1,0,0.0,1,100.0,20,114,36,2,1,0,1,0,25,9,Matches
694,Timur Zhamaletdinov,ru RUS,FW,ru CSKA Moscow,21,1997,0.3,7,0,0,2,5,1,7,1,1,100.0,0,0.0,2,7,5,0,0,0,0,0,4,3,Matches
695,Rifat Zhemaletdinov,ru RUS,FW,ru Loko Moscow,21,1996,0.4,20,0,3,7,10,2,20,0,0,,0,,12,59,11,0,0,0,1,1,14,1,Matches
696,Piotr Zieliński,pl POL,"MF,FW",it Napoli,24,1994,2.1,151,1,14,76,61,5,151,4,4,100.0,0,0.0,94,496,299,7,7,2,5,4,117,12,Matches
697,Oleksandr Zinchenko,ua UKR,DF,eng Manchester City,21,1996,3.7,396,10,59,246,92,1,396,1,1,100.0,0,0.0,284,958,512,15,12,1,4,0,299,27,Matches
698,Andrija Živković,rs SRB,"FW,MF",pt Benfica,22,1996,0.8,53,1,2,26,25,1,53,2,2,100.0,0,0.0,27,252,183,4,3,0,1,1,40,10,Matches
699,Hakim Ziyech,ma MAR,FW,nl Ajax,25,1993,10.9,764,3,71,337,366,45,764,62,31,50.0,31,50.0,509,2842,1120,29,32,15,34,28,537,69,Matches
700,Jeroen Zoet,nl NED,GK,nl PSV Eindhoven,27,1991,6.0,221,205,221,0,0,0,221,1,1,100.0,0,0.0,98,796,545,0,0,0,0,0,60,0,Matches
701,Steven Zuber,ch SUI,"FW,MF",de Hoffenheim,26,1991,1.1,57,1,8,24,27,3,57,1,1,100.0,0,0.0,27,168,85,1,2,0,3,2,33,5,Matches
