Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
67,Rodrigo Bentancur,uy URU,"MF,FW",eng Tottenham,25,1997,5.6,365,358,7,5,3,0,3,0,0,0,0,0,316,0,3,Matches
68,Karim Benzema,fr FRA,FW,es Real Madrid,34,1987,8.3,315,298,15,0,2,0,0,0,1,0,0,0,268,2,6,Matches
69,Steven Berghuis,nl NED,"MF,FW",nl Ajax,30,1991,5.1,274,244,26,6,0,6,24,5,15,11,0,0,204,4,4,Matches
70,Steven Bergwijn,nl NED,FW,nl Ajax,24,1997,5.8,205,198,7,0,2,3,3,3,4,0,0,0,184,0,4,Matches
71,Alexandro Bernabei,ar ARG,FW,sct Celtic,21,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
72,Bernardo,br BRA,DF,at RB Salzburg,27,1995,3.0,73,67,5,5,0,1,0,0,0,0,0,0,49,1,1,Matches
73,Juan Bernat,es ESP,DF,fr Paris S-G,29,1993,3.1,200,185,15,2,0,0,2,13,0,0,0,0,183,0,2,Matches
74,Victor Bernth Kristiansen,dk DEN,"DF,MF",dk FC Copenhagen,19,2002,5.4,251,209,41,9,0,1,18,27,5,2,2,0,188,1,6,Matches
75,Modou Biramé Ndiaye,sn SEN,MF,cz Viktoria Plzeň,25,1996,2.0,61,61,0,0,0,1,0,0,0,0,0,0,46,0,2,Matches
76,Yves Bissouma,ml MLI,MF,eng Tottenham,25,1996,1.0,72,70,2,2,0,1,0,0,0,0,0,0,65,0,0,Matches
77,Janis Blaswich,de GER,GK,de RB Leipzig,31,1991,5.9,263,218,43,8,0,0,0,0,0,0,0,0,219,2,1,Matches
78,Daley Blind,nl NED,DF,nl Ajax,32,1990,4.5,333,288,43,4,0,1,4,34,1,0,0,0,277,2,7,Matches
79,Petar Bočkaj,hr CRO,"DF,FW",hr Dinamo Zagreb,26,1996,0.4,21,16,5,1,0,0,5,2,2,2,0,0,12,0,3,Matches
80,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,30,1992,1.1,84,82,2,2,0,0,0,0,0,0,0,0,81,0,0,Matches
81,Valerii Bondar,ua UKR,DF,ua Shakhtar,23,1999,6.0,344,338,6,6,0,2,0,0,0,0,0,0,317,0,4,Matches
82,Artem Bondarenko,ua UKR,MF,ua Shakhtar,21,2000,5.4,277,268,9,6,1,0,2,1,2,2,0,0,242,0,5,Matches
83,Leonardo Bonucci,it ITA,DF,it Juventus,35,1987,4.9,303,274,26,11,1,1,1,2,0,0,0,0,262,3,0,Matches
84,Gonçalo Borges,pt POR,"MF,FW",pt Porto,21,2001,0.4,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
85,Rafael Borré,co COL,FW,de Eint Frankfurt,26,1995,2.5,70,66,4,0,0,0,2,2,0,0,0,0,56,0,2,Matches
86,Yassine Bounou,ma MAR,GK,es Sevilla,31,1991,4.0,208,156,52,9,0,1,0,0,0,0,0,0,166,0,0,Matches
87,Dedryck Boyata,be BEL,DF,be Club Brugge,31,1990,1.5,79,75,4,4,0,0,0,0,0,0,0,0,66,0,0,Matches
88,Julian Brandt,de GER,"MF,FW",de Dortmund,26,1996,5.3,247,225,20,4,1,2,18,3,12,2,9,0,199,2,7,Matches
89,Gleison Bremer,br BRA,DF,it Juventus,25,1997,3.0,143,141,2,2,0,0,0,0,0,0,0,0,122,0,2,Matches
90,Brian Brobbey,nl NED,FW,nl Ajax,20,2002,1.3,25,18,7,0,0,0,1,0,0,0,0,0,19,0,0,Matches
91,Armando Broja,al ALB,FW,eng Chelsea,20,2001,1.3,31,31,0,0,0,0,0,0,0,0,0,0,24,0,1,Matches
92,Marcelo Brozović,hr CRO,MF,it Inter,29,1992,6.1,417,390,26,19,1,7,11,1,6,1,5,0,372,1,7,Matches
93,Pavel Bucha,cz CZE,MF,cz Viktoria Plzeň,24,1998,4.0,132,131,1,0,0,0,4,0,1,1,0,0,115,0,4,Matches
94,Tajon Buchanan,ca CAN,"DF,MF",be Club Brugge,23,1999,5.8,147,126,21,1,0,1,12,20,0,0,0,0,112,0,4,Matches
95,Marko Bulat,hr CRO,MF,hr Dinamo Zagreb,20,2001,0.3,23,22,1,1,0,0,0,0,0,0,0,0,19,0,0,Matches
96,Sergio Busquets,es ESP,MF,es Barcelona,34,1988,3.2,166,155,11,11,0,2,0,0,0,0,0,0,138,0,4,Matches
97,Aurélio Buta,pt POR,DF,de Eint Frankfurt,25,1997,1.8,59,40,19,0,0,0,5,19,0,0,0,0,37,0,0,Matches
98,Jovane Cabral,cv CPV,MF,pt Sporting CP,24,1998,0.1,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0,Matches
99,Davide Calabria,it ITA,DF,it Milan,25,1996,5.5,319,268,50,4,0,1,12,46,0,0,0,0,258,1,10,Matches
100,Hakan Çalhanoğlu,tr TUR,MF,it Inter,28,1994,8.9,451,394,55,23,1,8,47,3,29,10,17,0,377,2,8,Matches
101,Eduardo Camavinga,fr FRA,"MF,DF",es Real Madrid,19,2002,8.0,470,433,36,10,1,5,3,26,0,0,0,0,408,1,11,Matches
102,Emre Can,de GER,MF,de Dortmund,28,1994,6.3,297,287,10,8,1,4,1,2,0,0,0,0,252,0,7,Matches
103,João Cancelo,pt POR,DF,de Bayern Munich,28,1994,1.4,110,92,18,2,0,1,5,16,0,0,0,0,92,0,3,Matches
104,João Cancelo,pt POR,DF,eng Manchester City,28,1994,4.2,416,383,32,7,1,4,24,25,0,0,0,0,352,1,9,Matches
105,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,24,1997,3.0,76,74,2,0,0,0,5,2,0,0,0,0,43,0,4,Matches
106,Valentin Carboni,ar ARG,FW,it Inter,17,2005,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
107,Fábio Cardoso,pt POR,DF,pt Porto,28,1994,4.0,213,208,5,5,0,1,1,0,0,0,0,0,189,0,1,Matches
108,David Carmo,ao ANG,DF,pt Porto,23,1999,5.0,214,197,16,11,0,2,2,0,0,0,0,0,166,1,1,Matches
109,Carmona,es ESP,DF,es Sevilla,20,2002,5.0,298,272,26,10,0,2,10,14,0,0,0,0,257,0,10,Matches
110,Yannick Carrasco,be BEL,"DF,MF",es Atlético Madrid,28,1993,3.0,180,142,38,7,1,1,23,20,10,8,2,0,137,0,3,Matches
111,Cameron Carter-Vickers,us USA,DF,sct Celtic,24,1997,4.0,299,297,2,2,1,2,0,0,0,0,0,0,285,0,0,Matches
112,Dani Carvajal,es ESP,DF,es Real Madrid,30,1992,9.7,624,540,84,9,1,0,20,74,1,0,0,0,536,0,11,Matches
113,Fabio Carvalho,pt POR,"MF,FW",eng Liverpool,19,2002,1.3,55,55,0,0,1,0,1,0,0,0,0,0,46,0,0,Matches
114,Marc Casado,es ESP,MF,es Barcelona,18,2003,0.3,29,28,1,1,0,0,0,0,0,0,0,0,26,0,1,Matches
115,Dani Ceballos,es ESP,MF,es Real Madrid,25,1996,1.0,87,84,3,1,0,1,1,0,2,0,1,0,79,0,2,Matches
116,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,27,1994,0.4,30,27,2,0,0,0,2,0,2,1,0,0,24,1,0,Matches
117,El Chadaille Bitshiabu,fr FRA,DF,fr Paris S-G,17,2005,0.5,27,27,0,0,0,0,0,0,0,0,0,0,26,0,1,Matches
118,Trevoh Chalobah,eng ENG,DF,eng Chelsea,23,1999,4.9,297,289,8,6,1,2,0,2,0,0,0,0,268,0,0,Matches
119,Timothy Chandler,us USA,DF,de Eint Frankfurt,32,1990,0.1,6,4,2,0,0,0,0,2,0,0,0,0,5,0,1,Matches
120,Tjaronn Chery,sr SUR,"MF,FW",il Maccabi Haifa,34,1988,6.0,256,223,29,1,3,1,14,0,8,2,2,0,204,4,4,Matches
121,Federico Chiesa,it ITA,FW,it Juventus,24,1997,0.2,9,9,0,0,0,1,0,0,0,0,0,0,8,0,1,Matches
122,Ben Chilwell,eng ENG,"DF,MF",eng Chelsea,25,1996,6.2,378,318,60,13,0,2,34,29,18,11,7,0,296,0,9,Matches
123,Chiquinho,pt POR,MF,pt Benfica,27,1995,4.5,289,267,19,7,1,5,12,0,12,4,5,0,253,3,1,Matches
124,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,27,1995,4.0,60,57,3,0,0,0,0,0,0,0,0,0,35,0,1,Matches
125,Andreas Christensen,dk DEN,DF,es Barcelona,26,1996,2.4,229,221,8,7,0,1,0,1,0,0,0,0,217,0,0,Matches
126,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,30,1992,5.4,175,171,3,1,2,2,0,0,0,0,0,0,139,1,3,Matches
127,Jonathan Clauss,fr FRA,DF,fr Marseille,29,1992,4.6,220,175,42,1,2,2,12,41,0,0,0,0,164,3,11,Matches
128,William Clem,dk DEN,MF,dk FC Copenhagen,18,2004,1.9,74,73,1,1,0,0,0,0,0,0,0,0,66,0,0,Matches
129,Sebastián Coates,uy URU,DF,pt Sporting CP,31,1990,4.4,202,192,10,9,0,1,0,0,0,0,0,0,178,0,0,Matches
130,Josh Cohen,us USA,GK,il Maccabi Haifa,29,1992,6.0,145,98,45,6,0,0,0,0,0,0,0,0,107,2,0,Matches
131,Antonio Čolak,hr CRO,FW,sct Rangers,28,1993,3.2,42,32,10,0,0,0,1,0,0,0,0,0,27,0,0,Matches
132,Kingsley Coman,fr FRA,"FW,DF",de Bayern Munich,26,1996,5.9,286,278,7,0,1,3,27,7,0,0,0,0,224,1,6,Matches
133,Francisco Conceição,pt POR,"FW,MF",nl Ajax,19,2002,0.2,14,11,3,1,0,0,0,2,0,0,0,0,13,0,0,Matches
134,Rodrigo Conceição,pt POR,DF,pt Porto,22,2000,0.1,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
135,Andreas Cornelius,dk DEN,FW,dk FC Copenhagen,29,1993,1.2,30,30,0,0,0,1,0,0,0,0,0,0,18,0,0,Matches
136,Pierre Cornud,fr FRA,DF,il Maccabi Haifa,25,1996,4.1,202,177,24,4,1,0,21,20,0,0,0,0,161,1,1,Matches
137,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,27,1995,3.5,114,109,5,1,0,0,8,0,2,0,1,0,92,0,3,Matches
138,Joaquín Correa,ar ARG,FW,it Inter,27,1994,3.4,93,90,3,1,1,0,0,1,0,0,0,0,76,0,4,Matches
139,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,25,1997,0.8,22,18,4,2,0,0,3,0,2,2,0,0,18,0,0,Matches
140,Diogo Costa,pt POR,GK,pt Porto,22,1999,8.0,380,311,67,19,0,3,0,0,0,0,0,0,276,2,0,Matches
141,Soumaïla Coulibaly,fr FRA,DF,de Dortmund,18,2003,0.2,15,15,0,0,0,0,0,0,0,0,0,0,14,0,1,Matches
142,Thibaut Courtois,be BEL,GK,es Real Madrid,30,1992,10.0,371,304,66,12,0,1,0,0,0,0,0,0,294,1,1,Matches
143,Juan Cuadrado,co COL,"DF,MF",it Juventus,34,1988,4.8,281,235,45,11,0,12,24,29,5,1,3,0,234,1,5,Matches
144,Marc Cucurella,es ESP,DF,eng Chelsea,24,1998,4.6,366,307,59,9,0,1,13,46,4,2,1,0,307,0,3,Matches
145,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,1.4,33,30,2,0,0,0,3,0,0,0,0,0,24,1,3,Matches
146,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,1.8,97,93,3,0,0,0,2,3,0,0,0,0,80,1,0,Matches
147,Danilo,br BRA,DF,it Juventus,31,1991,4.7,274,253,20,2,0,3,8,18,0,0,0,0,232,1,3,Matches
148,Arnaut Danjuma,nl NED,MF,eng Tottenham,25,1997,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
149,Mohamed Daramy,dk DEN,FW,dk FC Copenhagen,20,2002,4.9,139,124,15,1,0,0,5,4,0,0,0,0,111,0,9,Matches
150,Matteo Darmian,it ITA,DF,it Inter,32,1989,9.1,360,330,30,7,0,1,10,23,0,0,0,0,291,0,5,Matches
151,Dean David,il ISR,"FW,DF",il Maccabi Haifa,26,1996,2.6,49,46,3,0,0,0,2,3,0,0,0,0,28,0,5,Matches
152,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,6.7,402,350,50,10,0,2,6,40,0,0,0,0,360,2,6,Matches
153,Ben Davies,wls WAL,DF,eng Tottenham,29,1993,4.4,228,216,12,5,0,1,2,7,0,0,0,0,187,0,2,Matches
154,Ben Davies,eng ENG,DF,sct Rangers,26,1995,2.9,152,147,5,5,0,0,0,0,0,0,0,0,121,0,0,Matches
155,Steven Davis,nir NIR,MF,sct Rangers,37,1985,2.8,114,110,3,2,0,3,0,0,1,0,0,0,91,1,0,Matches
156,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,8.0,431,368,60,16,11,7,77,10,32,5,11,3,294,3,15,Matches
157,Charles De Ketelaere,be BEL,"MF,FW",it Milan,21,2001,2.6,75,72,2,0,0,0,3,2,0,0,0,0,53,1,6,Matches
158,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,2.8,244,221,19,7,0,3,20,7,5,2,1,0,189,4,3,Matches
159,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,1.1,60,53,7,0,0,2,6,7,0,0,0,0,45,0,3,Matches
160,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6.0,283,200,83,4,0,1,9,79,0,0,0,0,183,0,8,Matches
161,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,2.6,108,105,3,1,0,0,1,2,0,0,0,0,82,0,4,Matches
162,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,4.6,259,230,28,9,2,2,51,1,18,7,7,0,176,1,9,Matches
163,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,3.0,228,198,30,3,0,1,28,4,21,7,13,0,175,0,6,Matches
164,Sergiño Dest,us USA,DF,it Milan,21,2000,2.1,90,77,12,0,0,1,3,12,0,0,0,0,64,1,5,Matches
165,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,9.9,591,507,79,17,6,7,23,61,1,0,0,0,496,5,8,Matches
166,Ángel Di María,ar ARG,FW,it Juventus,34,1988,1.6,78,65,11,2,4,2,10,1,8,5,2,0,53,2,1,Matches
167,Moussa Diaby,fr FRA,"FW,MF",de Leverkusen,23,1999,5.6,202,188,13,2,1,1,16,1,2,1,0,0,149,1,7,Matches
168,Abdou Diallo,sn SEN,"DF,MF",de RB Leipzig,26,1996,2.5,191,183,7,4,0,2,1,2,0,0,0,0,174,1,1,Matches
169,Rúben Dias,pt POR,DF,eng Manchester City,25,1997,11.7,959,938,19,16,0,3,2,1,0,0,0,0,908,2,2,Matches
170,Brahim Díaz,ma MAR,"MF,FW",it Milan,22,1999,6.7,183,174,8,4,2,1,7,0,0,0,0,0,152,1,4,Matches
171,Luis Díaz,co COL,FW,eng Liverpool,25,1997,3.0,99,97,2,0,0,1,2,2,0,0,0,0,79,0,2,Matches
172,Eric Dier,eng ENG,DF,eng Tottenham,28,1994,6.9,466,453,11,11,1,2,4,0,0,0,0,0,416,2,3,Matches
173,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,3.7,161,141,20,1,0,1,2,19,0,0,0,0,119,0,3,Matches
174,Federico Dimarco,it ITA,DF,it Inter,24,1997,8.1,399,324,70,8,0,8,63,40,21,6,10,0,273,5,10,Matches
175,Junior Dina Ebimbe,fr FRA,"MF,DF",de Eint Frankfurt,21,2000,2.7,110,90,19,1,0,2,3,18,0,0,0,0,86,1,3,Matches
176,Marko Dmitrović,rs SRB,GK,es Sevilla,30,1992,2.0,73,61,12,3,0,0,0,0,0,0,0,0,49,0,0,Matches
177,Matt Doherty,ie IRL,DF,eng Tottenham,30,1992,0.8,35,34,1,0,0,0,1,1,0,0,0,0,29,0,1,Matches
178,Kasper Dolberg,dk DEN,FW,es Sevilla,24,1997,1.2,19,15,4,0,0,0,0,0,0,0,0,0,15,0,1,Matches
179,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,23,1999,8.0,239,176,62,16,0,0,0,0,0,0,0,0,198,1,0,Matches
180,Julian Draxler,de GER,MF,pt Benfica,28,1993,0.4,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
181,Josip Drmić,ch SUI,FW,hr Dinamo Zagreb,29,1992,1.1,22,20,2,0,0,0,1,0,0,0,0,0,15,0,0,Matches
182,Denzel Dumfries,nl NED,DF,it Inter,26,1996,9.8,348,281,65,2,0,0,21,63,0,0,0,0,228,2,17,Matches
183,Edin Džeko,ba BIH,FW,it Inter,36,1986,9.2,239,226,10,1,0,3,7,2,0,0,0,0,150,3,9,Matches
184,Ederson,br BRA,GK,eng Manchester City,28,1993,11.0,347,285,61,15,0,4,0,0,0,0,0,0,292,1,0,Matches
185,Jorge Eduardo Sánchez,mx MEX,DF,nl Ajax,24,1997,3.0,136,114,22,1,0,0,3,21,0,0,0,0,115,0,5,Matches
186,Marcus Edwards,eng ENG,"FW,MF",pt Sporting CP,23,1998,3.9,113,105,8,0,2,0,6,1,3,3,0,0,85,0,4,Matches
187,Hugo Ekitike,fr FRA,"MF,FW",fr Paris S-G,20,2002,0.7,14,13,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
188,Harvey Elliott,eng ENG,MF,eng Liverpool,19,2003,4.4,239,231,7,0,0,1,5,2,0,0,0,0,190,1,8,Matches
189,Elif Elmas,mk MKD,"FW,MF",it Napoli,22,1999,3.2,175,169,6,2,0,0,1,1,2,0,1,0,158,0,2,Matches
190,Emerson,br BRA,"DF,MF",eng Tottenham,23,1999,6.0,322,270,50,4,0,3,15,45,1,0,0,0,248,2,13,Matches
