Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
1,Liel Abada,il ISR,"FW,MF",sct Celtic,20,2001,2.4,59,58,1,0,0,0,10,1,0,0,0,0,39,0,4,Matches
2,Oliver Abildgaard,dk DEN,MF,sct Celtic,26,1996,0.7,33,33,0,0,0,0,0,0,0,0,0,0,24,0,1,Matches
3,Mohammad Abu Fani,il ISR,MF,il Maccabi Haifa,24,1998,4.4,230,218,10,2,0,5,2,2,5,0,0,0,198,2,4,Matches
4,Francesco Acerbi,it ITA,DF,it Inter,34,1988,10.2,562,539,23,17,0,2,1,4,0,0,0,0,492,0,3,Matches
5,Marcos Acuña,ar ARG,"DF,MF",es Sevilla,30,1991,2.4,97,78,19,0,0,0,9,18,1,0,1,0,67,0,3,Matches
6,Junior Adamu,at AUT,FW,at RB Salzburg,21,2001,2.3,48,47,1,0,0,0,5,0,0,0,0,0,25,0,5,Matches
7,Antonio Adán,es ESP,GK,pt Sporting CP,35,1987,4.2,219,164,55,20,0,1,0,0,0,0,0,0,153,0,0,Matches
8,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,31,1991,5.2,147,141,6,2,0,1,0,0,0,0,0,0,122,0,5,Matches
9,Karim Adeyemi,de GER,"FW,MF",de Dortmund,20,2002,4.2,101,100,1,0,0,0,6,1,0,0,0,0,77,0,5,Matches
10,Amine Adli,ma MAR,"FW,MF",de Leverkusen,22,2000,1.3,64,62,2,0,1,0,4,1,1,0,0,0,44,0,2,Matches
11,Manuel Akanji,ch SUI,DF,eng Manchester City,27,1995,10.5,831,789,42,14,1,7,1,28,0,0,0,0,763,0,6,Matches
12,Nathan Aké,nl NED,DF,eng Manchester City,27,1995,6.8,598,562,35,11,1,5,5,24,0,0,0,0,547,1,5,Matches
13,David Alaba,at AUT,DF,es Real Madrid,30,1992,7.9,476,447,29,7,0,0,19,18,2,0,2,0,414,0,4,Matches
14,Lucas Alario,ar ARG,"FW,MF",de Eint Frankfurt,29,1992,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
15,Jordi Alba,es ESP,DF,es Barcelona,33,1989,1.6,183,166,17,3,1,0,9,14,0,0,0,0,162,0,0,Matches
16,Thiago Alcántara,es ESP,MF,eng Liverpool,31,1991,3.4,232,224,8,6,1,9,2,2,0,0,0,0,205,0,3,Matches
17,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,23,1998,6.9,528,421,106,20,2,9,57,62,24,4,19,0,405,1,7,Matches
18,Sotiris Alexandropoulos,gr GRE,MF,pt Sporting CP,20,2001,1.3,42,40,2,1,0,1,0,0,0,0,0,0,33,0,2,Matches
19,Faride Alidou,de GER,"DF,FW",de Eint Frankfurt,21,2001,0.8,38,32,6,1,0,0,2,5,0,0,0,0,32,0,0,Matches
20,Alisson,br BRA,GK,eng Liverpool,29,1992,8.0,274,225,47,10,0,1,0,0,0,0,0,0,242,2,0,Matches
21,Marcos Alonso,es ESP,DF,es Barcelona,31,1990,4.5,418,387,30,8,0,3,12,18,4,0,4,0,376,1,4,Matches
22,Éder Álvarez Balanta,co COL,"MF,FW",be Club Brugge,29,1993,0.6,17,16,1,1,0,0,0,0,0,0,0,0,13,0,0,Matches
23,Edson Álvarez,mx MEX,MF,nl Ajax,24,1997,5.9,364,359,5,5,0,1,0,0,0,0,0,0,312,0,4,Matches
24,Julián Álvarez,ar ARG,FW,eng Manchester City,22,2000,5.3,120,112,8,0,2,1,8,0,4,0,4,0,97,0,3,Matches
25,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,25,1996,1.4,64,62,0,0,0,1,1,0,0,0,0,0,51,2,3,Matches
26,Robert Andrich,de GER,MF,de Leverkusen,27,1994,4.5,207,200,6,5,1,2,0,1,0,0,0,0,176,1,2,Matches
27,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,31,1990,0.3,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
28,Ofri Arad,il ISR,"DF,MF",il Maccabi Haifa,23,1998,0.2,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
29,Charles Aránguiz,cl CHI,MF,de Leverkusen,33,1989,2.4,154,151,3,1,1,3,0,2,0,0,0,0,146,0,1,Matches
30,Henrique Araújo,pt POR,FW,pt Benfica,20,2002,0.1,8,8,0,0,0,0,2,0,0,0,0,0,5,0,0,Matches
31,Ronald Araújo,uy URU,DF,es Barcelona,23,1999,1.0,55,49,6,5,0,3,0,1,0,0,0,0,47,0,0,Matches
32,Scott Arfield,ca CAN,MF,sct Rangers,33,1988,3.0,87,83,3,0,0,0,2,0,3,0,1,0,59,1,4,Matches
33,Hákon Arnar Haraldsson,is ISL,FW,dk FC Copenhagen,19,2003,3.3,100,90,9,0,0,1,3,0,3,3,0,0,79,1,1,Matches
34,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,27,1994,9.0,273,214,58,12,0,0,0,0,0,0,0,0,199,1,0,Matches
35,Arthur,br BRA,"MF,FW",pt Sporting CP,24,1998,1.2,43,39,4,0,1,0,3,2,1,1,0,0,33,0,3,Matches
36,Marco Asensio,es ESP,"FW,MF",es Real Madrid,26,1996,3.6,204,189,14,3,2,3,11,4,7,4,0,0,177,1,2,Matches
37,Kristjan Asllani,al ALB,MF,it Inter,20,2002,1.4,74,60,12,5,0,0,8,0,7,3,3,0,59,2,2,Matches
38,Omer Atzili,il ISR,"FW,MF",il Maccabi Haifa,29,1993,3.4,119,101,17,6,3,0,15,3,8,4,1,0,80,1,5,Matches
39,Pierre-Emerick Aubameyang,ga GAB,FW,eng Chelsea,33,1989,4.5,102,94,6,0,0,0,3,0,0,0,0,0,78,2,3,Matches
40,Lynnt Audoor,be BEL,MF,be Club Brugge,18,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
41,Fredrik Aursnes,no NOR,"FW,MF",pt Benfica,26,1995,6.9,369,358,8,0,1,9,7,8,0,0,0,0,297,3,13,Matches
42,Sardar Azmoun,ir IRN,FW,de Leverkusen,27,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
43,César Azpilicueta,es ESP,DF,eng Chelsea,32,1989,2.9,288,257,31,13,0,0,4,18,0,0,0,0,256,0,2,Matches
44,Youri Baas,nl NED,DF,nl Ajax,19,2003,0.5,27,25,2,0,1,0,0,2,0,0,0,0,23,0,0,Matches
45,Alexander Bah,dk DEN,DF,pt Benfica,24,1997,7.3,532,454,75,6,1,3,23,69,0,0,0,0,420,3,9,Matches
46,Eric Bailly,ci CIV,DF,fr Marseille,28,1994,3.4,203,192,8,7,0,0,0,1,0,0,0,0,174,3,0,Matches
47,Stefan Bajcetic,es ESP,MF,eng Liverpool,17,2004,1.2,76,76,0,0,0,2,0,0,0,0,0,0,60,0,2,Matches
48,Mitchel Bakker,nl NED,"MF,DF",de Leverkusen,22,2000,3.8,211,194,17,1,0,2,6,16,0,0,0,0,171,0,4,Matches
49,Alejandro Balde,es ESP,DF,es Barcelona,18,2003,1.9,138,116,21,2,0,0,9,19,0,0,0,0,120,1,4,Matches
50,Leonardo Balerdi,ar ARG,DF,fr Marseille,23,1999,5.5,370,358,8,8,0,2,1,0,0,0,0,0,322,4,2,Matches
51,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,25,1997,1.5,72,60,12,2,0,0,3,10,0,0,0,0,60,0,3,Matches
52,Tommaso Barbieri,it ITA,MF,it Juventus,19,2002,0.0,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,Matches
53,Roony Bardghji,se SWE,FW,dk FC Copenhagen,16,2005,1.1,24,22,2,1,0,1,1,0,1,1,0,0,15,0,0,Matches
54,Nicolò Barella,it ITA,MF,it Inter,25,1997,11.0,407,397,9,5,2,8,21,3,1,0,1,0,322,1,15,Matches
55,Borna Barišić,hr CRO,DF,sct Rangers,29,1992,5.2,268,218,50,13,0,0,27,31,6,1,5,0,221,0,4,Matches
56,Enzo Barrenechea,ar ARG,DF,it Juventus,21,2001,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
57,Pablo Barrios,es ESP,MF,es Atlético Madrid,19,2003,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
58,Calvin Bassey,ng NGA,DF,nl Ajax,22,1999,6.0,434,410,24,9,0,5,1,6,0,0,0,0,387,0,1,Matches
59,Fortune Bassey,ng NGA,FW,cz Viktoria Plzeň,23,1998,1.5,27,25,2,0,0,0,0,0,0,0,0,0,22,0,0,Matches
60,Alessandro Bastoni,it ITA,DF,it Inter,23,1999,10.9,609,547,60,30,1,17,22,17,0,0,0,0,506,2,6,Matches
61,Dylan Batubinsika,cd COD,DF,il Maccabi Haifa,26,1996,5.0,198,189,9,9,0,1,0,0,0,0,0,0,174,0,2,Matches
62,Martin Baturina,hr CRO,MF,hr Dinamo Zagreb,19,2003,0.7,37,35,1,1,0,0,1,0,0,0,0,0,29,1,3,Matches
63,Raoul Bellanova,it ITA,"DF,MF",it Inter,22,2000,1.3,58,45,12,0,0,1,11,12,0,0,0,0,39,1,6,Matches
64,Héctor Bellerín,es ESP,DF,es Barcelona,27,1995,2.0,98,79,18,1,0,1,5,17,0,0,0,0,79,1,4,Matches
65,Jude Bellingham,eng ENG,MF,de Dortmund,19,2003,7.0,335,329,5,3,3,7,5,1,0,0,0,0,274,1,4,Matches
66,Ismaël Bennacer,dz ALG,MF,it Milan,24,1997,6.5,343,328,14,11,1,3,6,1,2,0,2,0,289,1,4,Matches
