Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
33,Faustino Anjorin,eng ENG,FW,eng Chelsea,18,2001,0.9,0,2,0,0.0,2.28,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
34,Marcos Antônio,br BRA,MF,ua Shakhtar,20,2000,2.7,0,1,1,100.0,0.37,0.37,0.00,0.00,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
35,Antony,br BRA,FW,nl Ajax,20,2000,4.0,1,9,7,77.8,2.26,1.76,0.11,0.14,19.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
36,Youssef El-Arabi,ma MAR,FW,gr Olympiacos,33,1987,4.7,0,7,3,42.9,1.49,0.64,0.00,0.00,13.7,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches
37,Ronald Araújo,uy URU,DF,es Barcelona,21,1999,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
38,Ari,ru RUS,FW,ru Krasnodar,34,1985,0.3,0,2,1,50.0,7.20,3.60,0.00,0.00,14.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
39,Bright Arrey-Mbi,de GER,DF,de Bayern Munich,17,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
40,Sergio Arribas,es ESP,FW,es Real Madrid,18,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
41,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,25,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
42,Marco Asensio,es ESP,FW,es Real Madrid,24,1996,6.9,2,23,12,52.2,3.34,1.74,0.09,0.17,17.3,1,0,0,2.9,2.9,0.14,-0.9,-0.9,Matches
43,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,22,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
44,Sardar Azmoun,ir IRN,FW,ru Zenit,25,1995,3.2,0,8,0,0.0,2.50,0.00,0.00,,11.8,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches
45,César Azpilicueta,es ESP,DF,eng Chelsea,30,1989,10.7,0,3,1,33.3,0.28,0.09,0.00,0.00,11.0,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches
46,Demba Ba,sn SEN,FW,tr Başakşehir,35,1985,3.6,1,9,3,33.3,2.47,0.82,0.11,0.33,19.2,0,0,0,1.5,1.5,0.17,-0.5,-0.5,Matches
47,Ousseynou Ba,sn SEN,DF,gr Olympiacos,24,1995,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
48,Youssouph Badji,sn SEN,FW,be Club Brugge,18,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
49,Mitchel Bakker,nl NED,DF,fr Paris S-G,20,2000,4.6,0,3,1,33.3,0.66,0.22,0.00,0.00,12.0,0,0,0,0.4,0.4,0.15,-0.4,-0.4,Matches
50,Leonardo Balerdi,ar ARG,DF,fr Marseille,21,1999,2.8,0,1,0,0.0,0.36,0.00,0.00,,16.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
51,Tudor Băluță,ro ROU,MF,ua Dynamo Kyiv,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
52,Nicolò Barella,it ITA,MF,it Inter,23,1997,5.9,0,4,0,0.0,0.68,0.00,0.00,,16.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
53,Romário Baró,pt POR,MF,pt Porto,20,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
54,Wílmar Barrios,co COL,MF,ru Zenit,26,1993,5.5,0,1,0,0.0,0.18,0.00,0.00,,35.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
55,Alessandro Bastoni,it ITA,DF,it Inter,21,1999,4.6,0,2,0,0.0,0.44,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
56,Roko Baturina,hr CRO,FW,hu Ferencváros,20,2000,0.4,0,1,1,100.0,2.43,2.43,0.00,0.00,8.6,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
57,Donny van de Beek,nl NED,"MF,FW",eng Manchester Utd,23,1997,3.1,0,1,0,0.0,0.32,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
58,Jude Bellingham,eng ENG,MF,de Dortmund,17,2003,7.6,1,10,4,40.0,1.31,0.52,0.10,0.25,19.6,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
59,Darío Benedetto,ar ARG,FW,fr Marseille,30,1990,2.9,0,5,1,20.0,1.75,0.35,0.00,0.00,16.4,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
60,László Bénes,sk SVK,MF,de Gladbach,22,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
61,Ramy Bensebaini,dz ALG,DF,de Gladbach,25,1995,5.0,2,3,1,33.3,0.60,0.20,0.33,1.00,19.6,1,1,1,1.3,0.5,0.18,+0.7,+0.5,Matches
62,Rodrigo Bentancur,uy URU,MF,it Juventus,23,1997,5.2,0,5,1,20.0,0.95,0.19,0.00,0.00,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
63,Karim Benzema,fr FRA,FW,es Real Madrid,32,1987,9.3,6,33,17,51.5,3.54,1.82,0.18,0.35,13.4,0,0,0,5.7,5.7,0.18,+0.3,+0.3,Matches
64,Marcus Berg,se SWE,FW,ru Krasnodar,33,1986,5.7,2,9,4,44.4,1.59,0.71,0.11,0.25,13.6,0,1,1,2.5,1.7,0.19,-0.5,-0.7,Matches
65,Mergim Berisha,de GER,"MF,FW",at RB Salzburg,22,1998,5.2,4,17,8,47.1,3.24,1.53,0.24,0.50,15.2,1,0,0,3.3,3.3,0.20,+0.7,+0.7,Matches
66,Federico Bernardeschi,it ITA,"MF,FW",it Juventus,26,1994,1.7,0,9,2,22.2,5.40,1.20,0.00,0.00,17.2,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
67,Miha Blažič,si SVN,DF,hu Ferencváros,27,1993,6.0,0,3,0,0.0,0.50,0.00,0.00,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
68,Daley Blind,nl NED,"DF,MF",nl Ajax,30,1990,4.6,0,1,0,0.0,0.22,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
69,Jérôme Boateng,de GER,DF,de Bayern Munich,31,1988,5.8,1,1,1,100.0,0.17,0.17,1.00,1.00,8.8,0,0,0,0.1,0.1,0.08,+0.9,+0.9,Matches
70,Franck Boli,ci CIV,FW,hu Ferencváros,26,1993,0.9,2,6,5,83.3,6.59,5.49,0.33,0.40,12.3,0,0,0,1.7,1.7,0.31,+0.3,+0.3,Matches
71,Boli Bolingoli-Mbombo,be BEL,DF,tr Başakşehir,25,1995,4.1,0,1,0,0.0,0.24,0.00,0.00,,19.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
72,Valerii Bondar,ua UKR,DF,ua Shakhtar,21,1999,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
73,Leonardo Bonucci,it ITA,DF,it Juventus,33,1987,5.5,0,1,0,0.0,0.18,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
74,Endre Botka,hu HUN,DF,hu Ferencváros,25,1994,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
