Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
640,Pedri,es ESP,"MF,FW",es Barcelona,20,2002,6,329,55,36.6,3.7,3,79,1,3,31,0,1.17,7,6,+1,+0.27,-0.51,5.5,5.2,+0.3,+0.09,-0.74,Matches
641,Pedro,es ESP,FW,it Lazio,36,1987,8,193,24,26.8,2.1,1,57,0,7,19,0,1.63,5,3,+2,+0.93,+1.62,4.3,2.8,+1.5,+0.70,+1.15,Matches
642,Zé Pedro Figueiredo,pt POR,DF,pt Porto,26,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
643,Adrià Pedrosa,es ESP,"DF,FW",es Sevilla,25,1998,4,327,82,60.6,3.6,4,82,2,0,,2,0.50,3,5,-2,-0.55,+0.72,3.0,5.5,-2.5,-0.69,+0.31,Matches
644,Luca Pellegrini,it ITA,DF,it Lazio,24,1999,4,161,40,22.4,1.8,2,64,1,2,17,3,1.00,0,4,-4,-2.24,-2.56,1.0,4.3,-3.2,-1.80,-2.14,Matches
645,Facundo Pellistri,uy URU,FW,eng Manchester Utd,21,2001,3,109,36,20.2,1.2,1,80,0,2,15,3,0.33,1,3,-2,-1.65,-1.44,1.2,1.9,-0.8,-0.63,-0.60,Matches
646,Iñaki Peña,es ESP,GK,es Barcelona,24,1999,2,180,90,20.0,2.0,2,90,2,0,,8,1.50,4,4,0,0.00,-0.75,3.0,2.8,+0.2,+0.08,-0.60,Matches
647,Pepe,pt POR,DF,pt Porto,40,1983,7,660,94,88.0,7.3,7,94,7,0,,0,2.14,16,8,+8,+1.09,+2.09,10.7,6.4,+4.3,+0.61,+1.07,Matches
648,Pepê,br BRA,"MF,FW",pt Porto,26,1997,7,642,92,85.6,7.1,7,92,5,0,,0,1.71,11,7,+4,+0.56,-1.94,8.9,7.1,+1.8,+0.26,-0.97,Matches
649,Ricardo Pepi,us USA,"FW,MF",nl PSV Eindhoven,20,2003,8,136,17,18.9,1.5,1,90,1,7,7,0,1.60,4,3,+1,+0.66,+1.43,3.8,1.9,+2.0,+1.30,+1.60,Matches
650,Danilo Pereira,pt POR,DF,fr Paris S-G,31,1991,3,158,53,14.6,1.8,2,78,0,1,3,8,2.33,2,1,+1,+0.57,+0.28,4.4,1.6,+2.7,+1.56,+0.76,Matches
651,Daniel Peretz,il ISR,GK,de Bayern Munich,23,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
652,Noah Persson,se SWE,"DF,MF",ch Young Boys,20,2003,3,38,13,7.0,0.4,0,,0,3,13,3,0.80,0,2,-2,-4.74,-4.02,0.0,1.6,-1.6,-3.76,-2.45,Matches
653,Kalvin Phillips,eng ENG,MF,eng Manchester City,27,1995,4,129,32,13.9,1.4,1,90,1,3,13,2,3.00,3,2,+1,+0.70,-0.88,2.7,1.1,+1.6,+1.13,-0.68,Matches
654,Nathaniel Phillips,eng ENG,DF,sct Celtic,26,1997,2,90,45,16.7,1.0,1,61,0,1,29,3,0.50,1,1,0,0.00,+2.00,0.8,0.7,+0.1,+0.11,+1.49,Matches
655,Kamil Piątkowski,pl POL,DF,at RB Salzburg,23,2000,3,182,61,33.7,2.0,2,90,2,1,2,1,1.33,1,3,-2,-0.99,-0.49,2.2,4.4,-2.1,-1.06,-0.61,Matches
656,Diego Piñeiro,es ESP,GK,es Real Madrid,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
657,Pizzi,pt POR,MF,pt Braga,33,1989,2,51,26,9.4,0.6,1,45,0,1,6,4,2.00,0,3,-3,-5.29,-4.74,0.8,0.8,0.0,+0.07,+0.38,Matches
658,Tommaso Pobega,it ITA,MF,it Milan,24,1999,4,149,37,27.6,1.7,2,59,0,2,16,2,1.25,1,1,0,0.00,+0.69,4.2,1.3,+2.8,+1.71,+1.93,Matches
659,Matteo Politano,it ITA,FW,it Napoli,29,1993,8,576,72,80.0,6.4,8,72,0,0,,0,1.38,11,8,+3,+0.47,+2.97,8.2,7.6,+0.6,+0.09,+1.11,Matches
660,Nick Pope,eng ENG,GK,eng Newcastle Utd,31,1992,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,5,5,0,0.00,+1.00,4.1,10.4,-6.3,-1.26,-1.15,Matches
661,Zoran Popović,rs SRB,GK,rs Red Star,35,1988,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
662,Tom Pouilly,fr FRA,MF,fr Lens,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
663,Yussuf Poulsen,dk DEN,"FW,MF",de RB Leipzig,29,1994,7,337,48,46.8,3.7,4,73,0,3,15,1,1.43,6,5,+1,+0.27,+0.03,5.8,4.5,+1.3,+0.34,+0.29,Matches
664,Ivan Provedel,it ITA,GK,it Lazio,29,1994,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,8,10,-2,-0.25,,10.6,11.7,-1.1,-0.14,,Matches
665,Christian Pulisic,us USA,FW,it Milan,24,1998,6,440,73,81.5,4.9,5,82,2,1,30,0,1.33,4,8,-4,-0.82,-1.72,6.5,7.0,-0.4,-0.09,-2.16,Matches
666,Tymur Puzankov,ua UKR,GK,ua Shakhtar,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
667,Anthony Racioppi,ch SUI,GK,ch Young Boys,24,1998,5,450,90,83.3,5.0,5,90,5,0,,1,1.14,6,11,-5,-1.00,0.00,4.8,14.5,-9.7,-1.94,-2.74,Matches
668,Ivan Rakitić,hr CRO,MF,es Sevilla,35,1988,6,459,77,85.0,5.1,5,87,4,1,26,0,0.33,7,10,-3,-0.59,+1.63,5.7,8.6,-2.9,-0.57,+1.60,Matches
669,Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar,33,1989,5,343,69,63.5,3.8,4,86,3,1,1,1,1.80,7,8,-1,-0.26,+0.19,4.8,6.5,-1.7,-0.45,+0.37,Matches
670,Anthony Ralston,sct SCO,DF,sct Celtic,24,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
671,André Ramalho,br BRA,DF,nl PSV Eindhoven,31,1992,6,423,71,58.8,4.7,5,82,3,1,15,2,1.90,3,5,-2,-0.43,+0.18,4.9,6.0,-1.1,-0.23,-0.57,Matches
672,Jacobo Ramón,es ESP,DF,es Real Madrid,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
673,Cláudio Ramos,pt POR,GK,pt Porto,31,1991,0,,,0.0,0.0,0,,0,0,,7,3.00,5,3,+2,,,,,,,,Matches
674,Gonçalo Ramos,pt POR,FW,fr Paris S-G,22,2001,7,215,31,19.9,2.4,2,76,1,5,13,4,1.00,3,5,-2,-0.84,-1.46,5.0,2.0,+3.1,+1.28,+0.46,Matches
675,Sergio Ramos,es ESP,DF,es Sevilla,37,1986,5,450,90,83.3,5.0,5,90,5,0,,0,0.40,7,10,-3,-0.60,+1.40,5.9,9.3,-3.4,-0.68,+0.76,Matches
676,Aaron Ramsdale,eng ENG,GK,eng Arsenal,25,1998,1,90,90,9.7,1.0,1,90,1,0,,9,1.00,1,1,0,0.00,-1.18,1.0,1.3,-0.4,-0.36,-0.92,Matches
677,Raphinha,br BRA,FW,es Barcelona,26,1996,7,470,67,52.2,5.2,6,77,1,1,11,1,1.86,12,9,+3,+0.57,-0.05,8.0,6.2,+1.8,+0.34,-0.45,Matches
678,Marcus Rashford,eng ENG,FW,eng Manchester Utd,25,1997,4,288,72,53.3,3.2,4,72,2,0,,0,0.75,8,5,+3,+0.94,+3.08,7.4,4.4,+3.0,+0.93,+2.30,Matches
679,Giacomo Raspadori,it ITA,"FW,MF",it Napoli,23,2000,8,253,32,35.1,2.8,2,80,1,6,16,0,1.38,3,5,-2,-0.71,-0.90,3.8,3.8,0.0,-0.01,+0.20,Matches
680,Petar Ratkov,rs SRB,FW,at RB Salzburg,19,2003,6,212,35,39.3,2.4,2,58,0,4,24,0,0.67,0,3,-3,-1.27,-1.00,2.6,3.4,-0.7,-0.31,+0.58,Matches
681,David Raum,de GER,DF,de RB Leipzig,25,1998,7,630,90,87.5,7.0,7,90,7,0,,1,1.43,12,11,+1,+0.14,-0.86,11.4,9.1,+2.3,+0.33,+1.12,Matches
682,David Raya,es ESP,GK,eng Arsenal,27,1995,9,840,93,90.3,9.3,9,93,9,0,,1,1.78,18,7,+11,+1.18,+1.18,12.5,7.2,+5.3,+0.58,+0.85,Matches
683,Sergio Reguilón,es ESP,DF,eng Manchester Utd,26,1996,2,152,76,28.1,1.7,2,76,1,0,,3,1.50,3,4,-1,-0.59,-0.13,2.5,3.1,-0.6,-0.34,-0.26,Matches
684,Tijjani Reijnders,nl NED,MF,it Milan,25,1998,6,480,80,88.9,5.3,5,90,5,1,30,0,1.33,5,8,-3,-0.56,-0.56,8.2,7.5,+0.7,+0.13,-1.66,Matches
685,Álex Remiro,es ESP,GK,es Real Sociedad,28,1995,8,720,90,100.0,8.0,8,90,8,0,,0,1.50,8,6,+2,+0.25,,10.3,6.4,+3.9,+0.49,,Matches
686,Davide Renzetti,it ITA,GK,it Lazio,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
687,Marco Reus,de GER,"MF,FW",de Dortmund,34,1989,13,487,37,41.6,5.4,5,72,1,8,16,0,1.85,7,5,+2,+0.37,-0.16,7.4,12.1,-4.6,-0.85,-0.62,Matches
688,Gio Reyna,us USA,"FW,MF",de Dortmund,20,2002,2,22,11,1.9,0.2,0,,0,2,11,4,2.00,0,0,0,0.00,-0.47,0.0,0.3,-0.3,-1.29,-0.82,Matches
689,Declan Rice,eng ENG,MF,eng Arsenal,24,1999,10,838,84,90.1,9.3,9,90,7,1,29,0,1.70,17,7,+10,+1.07,+0.10,12.1,7.3,+4.8,+0.53,+0.44,Matches
690,Rodrigo Riquelme,es ESP,DF,es Atlético Madrid,23,2000,8,319,40,34.3,3.5,2,77,1,6,28,2,2.13,10,4,+6,+1.69,+1.10,6.7,3.6,+3.1,+0.96,+0.83,Matches
691,Dmytro Riznyk,ua UKR,GK,ua Shakhtar,24,1999,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,10,12,-2,-0.33,,7.4,10.9,-3.5,-0.58,,Matches
692,Sergi Roberto,es ESP,MF,es Barcelona,31,1992,5,203,41,22.6,2.3,2,68,0,3,23,2,2.40,3,4,-1,-0.44,-1.35,4.4,2.7,+1.7,+0.74,+0.23,Matches
693,Milan Rodić,rs SRB,DF,rs Red Star,32,1991,6,415,69,76.9,4.6,5,78,2,1,26,0,0.17,5,12,-7,-1.52,-0.80,6.4,12.1,-5.7,-1.24,-0.96,Matches
694,Rodri,es ESP,MF,eng Manchester City,27,1996,8,696,87,74.8,7.7,8,87,5,0,,2,2.50,22,11,+11,+1.42,-0.12,19.4,5.1,+14.2,+1.92,+0.74,Matches
695,Rodrygo,br BRA,FW,es Real Madrid,22,2001,13,1012,78,84.3,11.2,12,81,1,1,45,0,2.38,22,14,+8,+0.71,-1.68,21.8,15.0,+6.8,+0.60,+0.18,Matches
696,Alessio Romagnoli,it ITA,DF,it Lazio,28,1995,6,540,90,75.0,6.0,6,90,6,0,,0,1.67,6,8,-2,-0.33,-0.33,7.4,10.0,-2.6,-0.44,-1.21,Matches
697,Oriol Romeu,es ESP,MF,es Barcelona,31,1991,7,343,49,38.1,3.8,4,69,1,3,23,3,1.86,6,4,+2,+0.52,-0.12,7.8,3.8,+4.0,+1.04,+0.78,Matches
698,Vitor Roque,br BRA,FW,es Barcelona,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
699,Jérôme Roussillon,fr FRA,DF,de Union Berlin,30,1993,4,264,66,48.9,2.9,3,86,2,1,5,1,0.50,4,6,-2,-0.68,-0.03,2.7,5.9,-3.2,-1.09,-0.22,Matches
700,Nicolò Rovella,it ITA,MF,it Lazio,21,2001,3,136,45,18.9,1.5,2,62,0,1,13,2,2.00,0,2,-2,-1.32,-1.32,1.2,1.0,+0.2,+0.14,+0.35,Matches
701,Amir Rrahmani,xk KVX,DF,it Napoli,29,1994,7,552,79,76.7,6.1,7,79,6,0,,0,1.57,8,9,-1,-0.16,-0.16,7.5,8.9,-1.4,-0.23,-0.42,Matches
702,Donat Rrudhani,xk KVX,MF,ch Young Boys,24,1999,1,9,9,1.7,0.1,0,,0,1,9,3,0.00,0,0,0,0.00,+1.02,0.3,0.2,+0.1,+1.26,+2.79,Matches
703,Antonio Rüdiger,de GER,DF,es Real Madrid,30,1993,12,1040,87,86.7,11.6,11,93,11,1,20,0,2.33,26,14,+12,+1.04,+0.48,21.2,15.3,+5.9,+0.53,-0.29,Matches
704,Artur Rudko,ua UKR,GK,ua Shakhtar,31,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
705,Fabio Ruggeri,it ITA,DF,it Lazio,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
706,Mário Rui,pt POR,DF,it Napoli,32,1991,4,212,53,29.4,2.4,3,70,0,1,3,2,1.00,3,3,0,0.00,+0.18,2.3,2.5,-0.1,-0.05,+0.12,Matches
707,Abel Ruiz,es ESP,"FW,MF",pt Braga,23,2000,6,213,36,39.4,2.4,1,84,0,5,26,0,1.44,2,1,+1,+0.42,+2.35,2.8,3.6,-0.7,-0.31,-0.06,Matches
708,Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,27,1996,9,619,69,57.3,6.9,7,81,3,2,26,2,1.44,11,7,+4,+0.58,+0.58,13.5,7.9,+5.6,+0.82,-0.22,Matches
709,Julian Ryerson,no NOR,DF,de Dortmund,25,1997,10,896,90,76.6,10.0,10,90,9,0,,0,1.70,13,10,+3,+0.30,-0.68,12.5,18.1,-5.5,-0.56,-0.29,Matches
710,Frederik Rønnow,dk DEN,GK,de Union Berlin,30,1992,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,6,10,-4,-0.67,,5.6,11.5,-5.9,-0.98,,Matches
711,Tiago Sá,pt POR,GK,pt Braga,28,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
712,Serdar Saatçı,tr TUR,DF,pt Braga,20,2003,4,325,81,60.2,3.6,3,90,3,1,55,2,1.40,5,7,-2,-0.55,+1.12,4.9,5.0,0.0,-0.01,+0.67,Matches
713,Marcel Sabitzer,at AUT,MF,de Dortmund,29,1994,12,928,77,79.3,10.3,11,82,9,1,22,0,1.92,16,8,+8,+0.78,+1.52,14.3,17.0,-2.7,-0.26,+1.09,Matches
714,Umar Sadiq,ng NGA,FW,es Real Sociedad,26,1997,4,102,26,14.2,1.1,1,60,0,3,14,4,0.75,0,1,-1,-0.88,-1.32,0.7,1.3,-0.6,-0.54,-1.20,Matches
715,Charles Sagoe Jr,eng ENG,FW,eng Arsenal,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
716,Ismael Saibari,ma MAR,MF,nl PSV Eindhoven,22,2001,7,318,45,44.2,3.5,3,73,0,4,25,0,1.82,7,6,+1,+0.28,+1.40,6.5,4.7,+1.8,+0.50,+0.90,Matches
717,Wesley Saïd,fr FRA,"FW,MF",fr Lens,28,1995,3,55,18,10.2,0.6,0,,0,3,18,3,1.33,1,0,+1,+1.64,+2.75,1.1,0.9,+0.3,+0.46,+0.76,Matches
718,Bukayo Saka,eng ENG,FW,eng Arsenal,21,2001,9,720,80,77.4,8.0,9,80,4,0,,1,1.78,16,6,+10,+1.25,+0.82,9.8,6.5,+3.3,+0.43,-0.16,Matches
719,Kike Salas,es ESP,DF,es Sevilla,21,2002,2,165,83,30.6,1.8,2,83,1,0,,2,0.00,1,4,-3,-1.64,-1.16,1.3,2.9,-1.6,-0.87,-0.08,Matches
720,William Saliba,fr FRA,DF,eng Arsenal,22,2001,10,901,90,96.9,10.0,10,90,9,0,,0,1.70,19,8,+11,+1.10,+1.10,12.8,8.4,+4.4,+0.45,-0.31,Matches
721,Brice Samba,fr FRA,GK,fr Lens,29,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,11,-5,-0.83,,6.1,7.5,-1.4,-0.23,,Matches
722,Shurandy Sambo,nl NED,DF,nl PSV Eindhoven,21,2001,0,,,,,0,,0,0,,8,2.33,,,,,,,,,,,Matches
723,Alexis Sánchez,cl CHI,FW,it Inter,34,1988,8,335,42,44.7,3.7,4,68,0,4,16,0,1.88,6,4,+2,+0.54,+0.32,8.3,3.0,+5.3,+1.50,+1.03,Matches
724,Davinson Sánchez,co COL,DF,tr Galatasaray,27,1996,4,360,90,66.7,4.0,4,90,4,0,,1,0.75,5,8,-3,-0.75,-0.75,7.3,8.0,-0.7,-0.17,-0.29,Matches
725,Juanlu Sánchez,es ESP,DF,es Sevilla,19,2003,6,322,54,59.6,3.6,3,86,2,3,21,0,0.33,3,10,-7,-1.96,-2.78,2.6,6.7,-4.1,-1.15,-0.84,Matches
726,Jadon Sancho,eng ENG,FW,de Dortmund,23,2000,7,558,80,47.7,6.2,7,80,2,0,,0,1.86,9,7,+2,+0.32,-0.27,8.5,11.3,-2.8,-0.45,+0.08,Matches
727,Theo Sander,dk DEN,GK,dk FC Copenhagen,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
728,Leroy Sané,de GER,FW,de Bayern Munich,27,1996,12,921,77,85.3,10.2,11,81,1,1,27,0,2.00,17,7,+10,+0.98,+2.11,15.9,11.1,+4.9,+0.47,+0.96,Matches
729,Zaidu Sanusi,ng NGA,DF,pt Porto,26,1997,4,307,77,40.9,3.4,4,77,2,0,,0,2.25,10,6,+4,+1.17,+0.56,7.3,3.9,+3.4,+0.99,+0.93,Matches
730,Amadou Sarr,sn SEN,FW,it Inter,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
731,Bouna Sarr,sn SEN,DF,de Bayern Munich,31,1992,1,13,13,1.2,0.1,0,,0,1,13,4,3.00,1,0,+1,+6.92,+6.33,0.6,0.0,+0.6,+4.06,+3.77,Matches
732,Mikki van Sas,nl NED,GK,nl Feyenoord,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
733,Leo Sauer,sk SVK,"MF,FW",nl Feyenoord,17,2005,2,15,8,2.8,0.2,0,,0,2,8,1,1.50,0,1,-1,-6.00,-6.00,0.5,0.0,+0.5,+3.25,+2.90,Matches
734,Stefan Savić,me MNE,DF,es Atlético Madrid,32,1991,6,413,69,44.4,4.6,4,92,3,2,23,3,1.83,7,5,+2,+0.44,-0.96,7.0,6.2,+0.8,+0.19,-0.32,Matches
735,Liam Scales,ie IRL,DF,sct Celtic,24,1998,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,5,15,-10,-1.67,,4.9,11.7,-6.8,-1.13,,Matches
736,Fabian Schär,ch SUI,DF,eng Newcastle Utd,31,1991,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,6,7,-1,-0.17,,5.9,12.3,-6.4,-1.07,,Matches
737,Alexander Schlager,at AUT,GK,at RB Salzburg,27,1996,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,4,8,-4,-0.67,,7.4,11.4,-3.9,-0.66,,Matches
738,Xaver Schlager,at AUT,MF,de RB Leipzig,25,1997,8,624,78,86.7,6.9,7,88,3,1,11,0,1.63,12,11,+1,+0.14,-0.79,11.5,9.1,+2.4,+0.35,+1.22,Matches
739,Nico Schlotterbeck,de GER,DF,de Dortmund,23,1999,12,976,81,83.4,10.8,11,87,10,1,22,0,1.75,12,10,+2,+0.18,-1.67,13.6,19.0,-5.4,-0.50,-0.05,Matches
740,Max Schmitt,de GER,GK,de Bayern Munich,17,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
741,Jerdy Schouten,nl NED,"MF,DF",nl PSV Eindhoven,26,1997,7,621,89,86.3,6.9,7,89,6,0,,0,1.44,7,12,-5,-0.72,-1.63,8.7,9.9,-1.2,-0.17,-1.27,Matches
742,Alexander Schwolow,de GER,GK,de Union Berlin,31,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
743,Nicolas Seiwald,at AUT,MF,de RB Leipzig,22,2001,4,272,68,37.8,3.0,3,88,2,1,8,4,1.50,5,6,-1,-0.33,-0.93,1.7,5.1,-3.4,-1.11,-2.09,Matches
744,Luigi Sepe,it ITA,GK,it Lazio,32,1991,0,,,0.0,0.0,0,,0,0,,7,3.00,2,1,+1,,,,,,,,Matches
745,Benjamin Šeško,si SVN,FW,de RB Leipzig,20,2003,8,404,51,56.1,4.5,4,79,1,4,22,0,1.63,7,7,0,0.00,-0.57,6.5,5.4,+1.1,+0.25,+0.14,Matches
746,Luke Shaw,eng ENG,DF,eng Manchester Utd,28,1995,2,135,68,25.0,1.5,2,68,1,0,,0,0.50,3,3,0,0.00,+0.67,1.7,1.8,0.0,-0.03,+0.16,Matches
747,Maryan Shved,ua UKR,FW,ua Shakhtar,26,1997,2,5,3,0.9,0.1,0,,0,2,3,2,3.00,0,0,0,0.00,+0.34,0.0,0.9,-0.9,-15.42,-14.97,Matches
748,Danylo Sikan,ua UKR,FW,ua Shakhtar,22,2001,6,475,79,88.0,5.3,6,79,1,0,,0,1.50,10,12,-2,-0.38,-0.38,6.6,9.2,-2.6,-0.49,+0.76,Matches
749,André Silva,pt POR,FW,es Real Sociedad,27,1995,2,92,46,12.8,1.0,1,78,0,1,14,3,0.00,1,2,-1,-0.98,-1.41,1.0,1.4,-0.4,-0.39,-1.00,Matches
750,António Silva,pt POR,DF,pt Benfica,19,2003,4,277,69,51.3,3.1,4,69,2,0,,0,0.25,4,7,-3,-0.97,-0.63,3.3,7.7,-4.4,-1.44,-0.20,Matches
751,Bernardo Silva,pt POR,"FW,MF",eng Manchester City,28,1994,8,534,67,57.4,5.9,6,84,3,2,14,2,2.50,13,9,+4,+0.67,-1.83,13.4,3.5,+9.9,+1.76,+0.10,Matches
752,Rafa Silva,pt POR,"MF,FW",pt Benfica,30,1993,6,502,84,93.0,5.6,6,84,1,0,,0,0.67,7,11,-4,-0.72,-0.72,7.6,14.3,-6.7,-1.19,+2.16,Matches
753,Mohamed Simakan,fr FRA,DF,de RB Leipzig,23,2000,7,598,85,83.1,6.6,7,85,6,0,,0,1.71,13,11,+2,+0.30,+0.30,11.0,9.4,+1.5,+0.23,+0.26,Matches
754,Giovanni Simeone,ar ARG,FW,it Napoli,28,1995,6,97,16,13.5,1.1,1,45,0,5,10,2,1.33,1,2,-1,-0.93,-0.93,2.1,1.2,+0.9,+0.87,+1.16,Matches
755,Roko Simic,hr CRO,FW,at RB Salzburg,19,2003,6,338,56,62.6,3.8,4,77,1,2,15,0,0.67,3,4,-1,-0.27,+1.07,4.8,6.3,-1.5,-0.40,+0.68,Matches
756,Xavi Simons,nl NED,"MF,FW",de RB Leipzig,20,2003,8,596,75,82.8,6.6,7,83,3,1,17,0,1.63,9,9,0,0.00,-1.45,10.1,8.9,+1.2,+0.19,-0.02,Matches
757,Ayanda Sishuba,be BEL,MF,fr Lens,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
758,Leo Skiri Østigård,no NOR,DF,it Napoli,23,1999,4,189,47,26.3,2.1,1,90,1,3,33,4,2.25,4,4,0,0.00,+0.17,3.2,2.9,+0.3,+0.14,+0.38,Matches
759,Milan Škriniar,sk SVK,DF,fr Paris S-G,28,1995,6,538,90,49.8,6.0,6,90,5,0,,4,1.33,9,8,+1,+0.17,-0.33,13.3,6.3,+7.0,+1.17,+0.51,Matches
760,Emile Smith Rowe,eng ENG,MF,eng Arsenal,23,2000,3,45,15,4.8,0.5,0,,0,3,15,5,1.33,1,0,+1,+2.00,+0.98,1.2,0.2,+1.0,+2.11,+1.72,Matches
761,Milan Smits,be BEL,MF,be Antwerp,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
762,Cédric Soares,pt POR,DF,eng Arsenal,31,1991,1,61,61,6.6,0.7,1,61,0,0,,7,1.00,1,1,0,0.00,-1.14,0.3,1.2,-0.9,-1.27,-1.87,Matches
763,Samuel Soares,pt POR,GK,pt Benfica,21,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
764,Carlos Soler,es ESP,"MF,FW",fr Paris S-G,26,1997,2,9,5,0.8,0.1,0,,0,2,5,10,2.00,0,1,-1,-10.00,-10.42,0.4,0.2,+0.1,+1.40,+0.49,Matches
765,Oumar Solet,fr FRA,DF,at RB Salzburg,23,2000,3,154,51,28.5,1.7,2,68,1,1,19,0,1.00,1,4,-3,-1.75,-1.52,0.7,3.4,-2.6,-1.53,-1.22,Matches
766,Yann Sommer,ch SUI,GK,it Inter,34,1988,7,660,94,88.0,7.3,7,94,7,0,,1,2.00,7,4,+3,+0.41,+0.41,13.2,7.0,+6.2,+0.89,-0.10,Matches
767,Florian Sotoca,fr FRA,MF,fr Lens,32,1990,6,467,78,86.5,5.2,6,78,4,0,,0,1.33,5,10,-5,-0.96,-0.96,5.6,6.1,-0.5,-0.09,+1.03,Matches
768,Boubakary Soumaré,fr FRA,MF,es Sevilla,24,1999,4,216,54,40.0,2.4,2,90,2,2,18,1,0.25,2,4,-2,-0.83,0.00,2.3,4.1,-1.8,-0.74,+0.12,Matches
769,Lino Sousa,eng ENG,DF,eng Arsenal,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
770,Djibril Sow,ch SUI,MF,es Sevilla,26,1997,6,370,62,68.5,4.1,5,69,1,1,25,0,0.33,6,10,-4,-0.97,-0.44,4.3,7.6,-3.3,-0.80,+0.05,Matches
771,Çağlar Söyüncü,tr TUR,DF,es Atlético Madrid,27,1996,2,59,30,6.3,0.7,0,,0,2,30,2,3.00,2,0,+2,+3.05,+2.22,1.2,0.3,+0.8,+1.27,+0.94,Matches
772,Uroš Spajić,rs SRB,DF,rs Red Star,30,1993,1,64,64,11.9,0.7,1,64,0,0,,5,0.00,0,2,-2,-2.81,-1.68,0.5,0.5,0.0,+0.02,+1.18,Matches
773,Marco Sportiello,it ITA,GK,it Milan,31,1992,1,10,10,1.9,0.1,0,,0,1,10,1,1.00,0,0,0,0.00,+0.51,0.1,0.1,0.0,+0.02,-0.30,Matches
774,Giacomo Stabile,it ITA,DF,it Inter,18,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
775,Marko Stamenic,nz NZL,MF,rs Red Star,21,2002,4,296,74,54.8,3.3,4,74,1,0,,2,0.25,3,9,-6,-1.82,-1.09,3.7,9.0,-5.3,-1.62,-1.33,Matches
776,Aleksandar Stanković,rs SRB,MF,it Inter,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
777,Yannic Stein,de GER,GK,de Union Berlin,18,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
778,Orri Steinn Óskarsson,is ISL,FW,dk FC Copenhagen,18,2004,6,146,24,20.3,1.6,1,68,0,5,16,2,1.45,3,3,0,0.00,+0.63,3.4,1.6,+1.7,+1.08,+1.93,Matches
779,Calvin Stengs,nl NED,"FW,MF",nl Feyenoord,24,1998,6,470,78,87.0,5.2,6,78,3,0,,0,1.00,7,7,0,0.00,+1.29,8.6,5.9,+2.7,+0.53,+0.71,Matches
780,Taras Stepanenko,ua UKR,MF,ua Shakhtar,33,1989,6,495,83,91.7,5.5,6,83,3,0,,0,1.50,10,12,-2,-0.36,-0.36,7.2,10.4,-3.2,-0.59,-0.08,Matches
