Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Matches
107,Franco Cervi,ar ARG,"FW,MF",pt Benfica,24,1994,6,3,310,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,10,25,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
108,Nacer Chadli,be BEL,MF,fr Monaco,28,1989,5,4,313,3.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,11,14,16,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches
109,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,6,6,505,5.6,2,0,2,2,0,0,1,0,0.6,0.6,0.9,1.5,10,10,29,0.36,0.00,0.36,0.36,0.36,0.11,0.16,0.27,0.11,0.27,Matches
110,Pape Cheikh Diop,sn SEN,MF,fr Lyon,20,1997,5,1,105,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.23,0.15,0.23,Matches
111,Nikita Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,5,4,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
112,Denis Cheryshev,ru RUS,"MF,DF",es Valencia,27,1990,3,1,108,1.2,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.2,10,8,24,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.20,0.03,0.15,Matches
113,Giorgio Chiellini,it ITA,DF,it Juventus,33,1984,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,43,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
114,Tahith Chong,nl NED,MF,eng Manchester Utd,18,1999,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,23,1995,3,3,244,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,3,5,11,0.37,0.00,0.37,0.37,0.37,0.26,0.03,0.29,0.26,0.29,Matches
116,Dmytro Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,22,1996,3,1,130,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,7,1,20,0.69,0.00,0.69,0.69,0.69,0.08,0.02,0.10,0.08,0.10,Matches
119,Germán Conti,ar ARG,DF,pt Benfica,24,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
120,Dion Cools,my MAS,"DF,FW",be Club Brugge,22,1996,2,0,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
121,Francis Coquelin,fr FRA,MF,es Valencia,27,1991,4,3,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,4,18,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
122,Ante Ćorić,hr CRO,MF,it Roma,21,1997,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
123,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,32,1986,3,3,270,3.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Maxwel Cornet,ci CIV,"FW,MF",fr Lyon,21,1996,5,2,216,2.4,3,0,3,3,0,0,0,0,1.5,1.5,0.7,2.2,5,5,19,1.25,0.00,1.25,1.25,1.25,0.61,0.30,0.91,0.61,0.91,Matches
125,Jesús Corona,mx MEX,"FW,MF",pt Porto,25,1993,8,7,556,6.2,3,2,5,3,0,0,3,0,1.1,1.1,1.3,2.5,32,22,58,0.49,0.32,0.81,0.49,0.81,0.18,0.22,0.40,0.18,0.40,Matches
126,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,23,1995,8,3,355,3.9,0,0,0,0,0,0,2,0,1.1,1.1,0.7,1.7,14,13,32,0.00,0.00,0.00,0.00,0.00,0.27,0.17,0.44,0.27,0.44,Matches
127,Uroš Ćosić,rs SRB,"DF,MF",gr AEK Athens,25,1992,4,3,293,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,11,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
128,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,21,1997,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Diego Costa,es ESP,FW,es Atlético Madrid,29,1988,4,4,305,3.4,1,1,2,1,0,0,3,0,1.1,1.1,0.5,1.6,5,8,27,0.30,0.30,0.59,0.30,0.59,0.32,0.14,0.46,0.32,0.46,Matches
130,Douglas Costa,br BRA,"FW,DF",it Juventus,27,1990,5,1,160,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,20,12,23,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.25,0.20,0.25,Matches
131,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,12,11,852,9.5,3,3,6,3,0,0,0,0,2.8,2.8,0.9,3.7,41,56,78,0.32,0.32,0.63,0.32,0.63,0.29,0.09,0.39,0.29,0.39,Matches
133,Bryan Cristante,it ITA,MF,it Roma,23,1995,7,5,517,5.7,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.0,7,47,14,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19,Matches
134,Juan Cuadrado,co COL,"MF,DF",it Juventus,30,1988,5,4,326,3.6,0,2,2,0,0,0,1,0,0.8,0.8,2.2,3.0,14,21,28,0.00,0.55,0.55,0.00,0.55,0.22,0.61,0.83,0.22,0.83,Matches
135,Danilo D'Ambrosio,it ITA,DF,it Inter,29,1988,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,8,24,14,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
136,Colin Dagba,fr FRA,FW,fr Paris S-G,19,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Mahmoud Dahoud,de GER,MF,de Dortmund,22,1996,5,3,318,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,25,7,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
138,Diogo Dalot,pt POR,"DF,MF",eng Manchester Utd,19,1999,4,2,244,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,5,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
139,Oleh Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
140,Danilo,br BRA,DF,eng Manchester City,27,1991,2,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
141,Arnaut Danjuma,nl NED,"DF,FW",be Club Brugge,21,1997,2,2,165,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,13,2,11,0.55,0.00,0.55,0.55,0.55,0.07,0.09,0.16,0.07,0.16,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham,25,1993,9,6,570,6.3,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,17,41,29,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.11,0.03,0.11,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,27,1991,4,3,246,2.7,0,4,4,0,0,0,0,0,0.4,0.4,1.4,1.8,10,12,22,0.00,1.46,1.46,0.00,1.46,0.15,0.51,0.66,0.15,0.66,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,35,1983,4,4,304,3.4,1,0,1,0,1,1,1,0,0.9,0.1,0.1,0.1,1,23,1,0.30,0.00,0.30,0.00,0.00,0.26,0.02,0.27,0.03,0.04,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,25,1992,4,4,306,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
146,Saulo Decarli,ch SUI,MF,be Club Brugge,26,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Miloš Degenek,au AUS,DF,rs Red Star,24,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Thomas Delaney,dk DEN,MF,de Dortmund,26,1991,6,4,296,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,3,26,1,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,Matches
149,Fabian Delph,eng ENG,"DF,MF",eng Manchester City,28,1989,6,2,261,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,16,13,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
150,Mousa Dembélé,be BEL,MF,eng Tottenham,31,1987,2,2,163,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,10,0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,Matches
151,Moussa Dembélé,fr FRA,FW,fr Lyon,22,1996,6,3,298,3.3,1,0,1,1,0,0,1,0,1.7,1.7,0.4,2.1,4,7,25,0.30,0.00,0.30,0.30,0.30,0.51,0.12,0.62,0.51,0.62,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,8,5,414,4.6,3,1,4,3,0,0,0,0,2.4,2.4,1.3,3.8,30,18,57,0.65,0.22,0.87,0.65,0.87,0.53,0.29,0.82,0.53,0.82,Matches
153,Kerem Demirbay,de GER,MF,de Hoffenheim,25,1993,5,4,369,4.1,0,2,2,0,0,0,3,0,0.7,0.7,1.4,2.1,11,31,14,0.00,0.49,0.49,0.00,0.49,0.16,0.35,0.51,0.16,0.51,Matches
154,Jason Denayer,be BEL,DF,fr Lyon,23,1995,8,8,720,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
155,Igor Denisov,ru RUS,MF,ru Loko Moscow,34,1984,6,5,469,5.2,0,0,0,0,0,0,2,0,0.6,0.6,0.3,0.8,1,27,3,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches
156,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,20,1997,3,2,179,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,10,3,28,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.13,0.10,0.13,Matches
157,Stefano Denswil,sr SUR,DF,be Club Brugge,25,1993,6,6,540,6.0,0,0,0,0,0,0,2,0,0.5,0.5,0.5,1.0,15,42,0,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17,Matches
158,Dentinho,br BRA,"MF,FW",ua Shakhtar,29,1989,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Eren Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,4,4,330,3.7,2,0,2,2,0,0,0,0,2.5,2.5,0.6,3.1,1,4,16,0.55,0.00,0.55,0.55,0.55,0.67,0.17,0.84,0.67,0.84,Matches
160,Ángel Di María,ar ARG,"MF,FW",fr Paris S-G,30,1988,8,8,656,7.3,2,3,5,2,0,0,1,0,1.5,1.5,3.8,5.3,23,46,48,0.27,0.41,0.69,0.27,0.69,0.21,0.52,0.73,0.21,0.73,Matches
161,Franco Di Santo,ar ARG,FW,de Schalke 04,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Moussa Diaby,fr FRA,DF,fr Paris S-G,19,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Mouctar Diakhaby,gn GUI,DF,es Valencia,21,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
164,Abdou Diallo,sn SEN,DF,de Dortmund,22,1996,7,7,619,6.9,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,13,33,25,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.13,0.10,0.13,Matches
165,Rúben Dias,pt POR,DF,pt Benfica,21,1997,5,5,404,4.5,0,0,0,0,0,0,2,1,0.3,0.3,0.0,0.3,1,10,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
166,Krépin Diatta,sn SEN,"DF,FW",be Club Brugge,19,1999,2,1,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Eric Dier,eng ENG,MF,eng Tottenham,24,1994,6,2,271,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,19,3,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
168,Sofiane Diop,fr FRA,"FW,MF",fr Monaco,18,2000,4,2,269,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,14,13,30,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Matches
169,Kasper Dolberg,dk DEN,FW,nl Ajax,20,1997,9,3,301,3.3,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,4,0,21,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches
170,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Ryan Donk,sr SUR,"MF,DF",tr Galatasaray,32,1986,6,6,472,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,7,18,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04,Matches
172,Julian Draxler,de GER,MF,fr Paris S-G,24,1993,7,3,287,3.2,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,12,23,16,0.00,0.31,0.31,0.00,0.31,0.03,0.26,0.29,0.03,0.29,Matches
173,Leo Dubois,fr FRA,DF,fr Lyon,23,1994,5,3,287,3.2,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,3,13,6,0.31,0.00,0.31,0.31,0.31,0.18,0.01,0.19,0.18,0.19,Matches
174,Denzel Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6,6,540,6.0,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.6,10,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches
175,Paulo Dybala,ar ARG,"FW,MF",it Juventus,24,1993,9,6,518,5.8,5,0,5,5,0,0,1,0,3.6,3.6,0.4,4.0,22,35,51,0.87,0.00,0.87,0.87,0.87,0.63,0.08,0.70,0.63,0.70,Matches
176,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,28,1990,3,2,171,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,13,17,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.29,0.11,0.29,Matches
177,Edin Džeko,ba BIH,FW,it Roma,32,1986,6,6,570,6.3,5,3,8,5,0,0,2,0,3.5,3.5,1.4,4.9,13,22,58,0.79,0.47,1.26,0.79,1.26,0.58,0.23,0.82,0.58,0.82,Matches
178,Lorenzo Ebecilio,nl NED,"MF,FW",rs Red Star,26,1991,4,1,115,1.3,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,7,5,0.00,0.78,0.78,0.00,0.78,0.03,0.39,0.43,0.03,0.43,Matches
179,Éder,pt POR,FW,ru Loko Moscow,30,1987,6,4,310,3.4,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,2,4,24,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.31,0.28,0.31,Matches
180,Ederson,br BRA,GK,eng Manchester City,24,1993,10,10,900,10.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,1,0,0.00,0.10,0.10,0.00,0.10,0.00,0.03,0.03,0.00,0.03,Matches
181,Carel Eiting,nl NED,MF,nl Ajax,20,1998,1,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,6,21,5,0.00,1.00,1.00,0.00,1.00,0.06,0.62,0.68,0.06,0.68,Matches
182,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,1,0,16,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches
183,Breel Embolo,ch SUI,"FW,MF",de Schalke 04,21,1997,5,5,381,4.2,1,0,1,1,0,0,2,0,2.2,2.2,0.4,2.6,8,9,19,0.24,0.00,0.24,0.24,0.24,0.52,0.09,0.61,0.52,0.61,Matches
184,Christian Eriksen,dk DEN,"MF,FW",eng Tottenham,26,1992,12,11,1003,11.1,2,3,5,2,0,0,0,0,2.4,2.4,4.4,6.8,19,87,46,0.18,0.27,0.45,0.18,0.45,0.22,0.39,0.61,0.22,0.61,Matches
185,Fabinho,br BRA,"MF,DF",eng Liverpool,24,1993,11,7,730,8.1,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.7,1,51,4,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
186,Ralf Fährmann,de GER,GK,de Schalke 04,29,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Radamel Falcao,co COL,FW,fr Monaco,32,1986,5,4,339,3.8,0,0,0,0,0,1,2,0,1.5,0.8,0.3,1.0,2,8,21,0.00,0.00,0.00,0.00,0.00,0.41,0.07,0.48,0.20,0.27,Matches
188,Jefferson Farfán,pe PER,"FW,MF",ru Loko Moscow,33,1984,4,3,303,3.4,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,4,9,17,0.30,0.00,0.30,0.30,0.30,0.28,0.05,0.33,0.28,0.33,Matches
189,Christian Fassnacht,ch SUI,MF,ch Young Boys,24,1993,6,5,381,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,10,12,22,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.25,0.13,0.25,Matches
190,Federico Fazio,ar ARG,DF,it Roma,31,1987,6,6,540,6.0,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.9,2,24,0,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.31,0.28,0.31,Matches
191,Sofiane Feghouli,dz ALG,"MF,FW",tr Galatasaray,28,1989,3,1,138,1.5,1,0,1,0,1,2,0,0,1.7,0.1,1.3,1.4,8,10,17,0.65,0.00,0.65,0.00,0.00,1.12,0.86,1.98,0.09,0.94,Matches
192,Ljubomir Fejsa,rs SRB,MF,pt Benfica,29,1988,5,5,435,4.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,1,17,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
193,Nabil Fekir,fr FRA,"MF,FW",fr Lyon,25,1993,6,6,502,5.6,3,2,5,3,0,0,3,0,1.8,1.8,0.9,2.7,17,27,34,0.54,0.36,0.90,0.54,0.90,0.32,0.17,0.49,0.32,0.49,Matches
194,Felipe,br BRA,DF,pt Porto,29,1989,10,10,930,10.3,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.1,1,34,2,0.10,0.00,0.10,0.10,0.10,0.11,0.00,0.11,0.11,0.11,Matches
195,João Félix,pt POR,"FW,MF",pt Benfica,18,1999,1,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,3,13,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
196,Marouane Fellaini,be BEL,MF,eng Manchester Utd,30,1987,5,3,304,3.4,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,1,15,13,0.30,0.00,0.30,0.30,0.30,0.11,0.21,0.32,0.11,0.32,Matches
197,Gedson Fernandes,pt POR,MF,pt Benfica,19,1999,6,5,463,5.1,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,6,11,16,0.19,0.00,0.19,0.19,0.19,0.17,0.03,0.19,0.17,0.19,Matches
198,Manuel Fernandes,pt POR,"FW,MF",ru Loko Moscow,32,1986,4,4,290,3.2,0,0,0,0,0,1,0,0,1.0,0.2,0.3,0.5,11,12,12,0.00,0.00,0.00,0.00,0.00,0.30,0.09,0.39,0.06,0.15,Matches
199,Mário Fernandes,ru RUS,DF,ru CSKA Moscow,27,1990,6,6,461,5.1,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.8,17,24,31,0.00,0.20,0.20,0.00,0.20,0.03,0.13,0.15,0.03,0.15,Matches
200,Fernandinho,br BRA,"MF,DF",eng Manchester City,33,1985,8,7,643,7.1,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,14,82,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
201,Fernando,br BRA,"FW,MF",pt Porto,25,1993,4,1,145,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,1,11,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
202,Fernando,br BRA,FW,ua Shakhtar,19,1999,2,1,84,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.5,4,1,4,0.00,0.00,0.00,0.00,0.00,0.53,0.05,0.58,0.53,0.58,Matches
203,Fernando,br BRA,MF,tr Galatasaray,31,1987,4,4,323,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,16,6,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
204,Jordan Ferri,fr FRA,MF,fr Lyon,26,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,26,1991,11,8,700,7.8,4,1,5,4,0,0,0,0,2.4,2.4,1.1,3.5,13,39,66,0.51,0.13,0.64,0.51,0.64,0.30,0.13,0.43,0.30,0.43,Matches
206,Alessandro Florenzi,it ITA,"DF,FW",it Roma,27,1991,8,6,619,6.9,0,1,1,0,0,0,1,0,1.1,1.1,0.5,1.6,10,40,41,0.00,0.15,0.15,0.00,0.15,0.17,0.08,0.25,0.17,0.25,Matches
207,Phil Foden,eng ENG,MF,eng Manchester City,18,2000,4,1,122,1.4,1,0,1,1,0,0,0,0,1.0,1.0,0.5,1.5,5,4,9,0.74,0.00,0.74,0.74,0.74,0.76,0.36,1.12,0.76,1.12,Matches
208,Hernâni Fortes,pt POR,"FW,MF",pt Porto,26,1991,6,1,127,1.4,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.7,8,5,15,0.00,0.71,0.71,0.00,0.71,0.11,0.47,0.59,0.11,0.59,Matches
209,Juan Foyth,ar ARG,DF,eng Tottenham,20,1998,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
210,Fred,br BRA,MF,eng Manchester Utd,25,1993,6,6,458,5.1,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,7,37,7,0.00,0.20,0.20,0.00,0.20,0.06,0.05,0.10,0.06,0.10,Matches
211,Gabriel,br BRA,"MF,FW",pt Benfica,24,1993,4,2,221,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.6,7,18,1,0.00,0.00,0.00,0.00,0.00,0.16,0.10,0.26,0.16,0.26,Matches
212,Cody Gakpo,nl NED,MF,nl PSV Eindhoven,19,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
213,Konstantinos Galanopoulos,gr GRE,MF,gr AEK Athens,20,1997,6,6,486,5.4,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,5,12,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
214,Rodrigo Galo Brito,br BRA,"DF,MF",gr AEK Athens,31,1986,5,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
