Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
919,Kermit Erasmus,za RSA,"FW,MF",Rennes,fr Ligue 1,26,1990,8,169,21,4.9,1.9,1,,0,7,,4,1.25,2,4,-2,-1.07,-0.95,Matches
920,Javier Eraso,es ESP,MF,Athletic Club,es La Liga,26,1990,7,379,54,11.1,4.2,4,83,3,3,16,7,1.00,2,6,-4,-0.95,-1.36,Matches
921,Mevlüt Erdinç,tr TUR,FW,Metz,fr Ligue 1,29,1987,24,1405,59,41.1,15.6,15,,8,9,,2,1.13,11,35,-24,-1.54,-1.14,Matches
922,Christian Eriksen,dk DEN,"FW,MF",Tottenham,eng Premier League,24,1992,36,3157,88,92.3,35.1,36,,26,0,,2,2.22,76,24,+52,+1.48,-1.26,Matches
923,Caner Erkin,tr TUR,"DF,MF",Inter,it Serie A,27,1988,0,,,,,0,,0,0,,1,,,,,,,Matches
924,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches
925,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,23,1993,30,2016,67,58.9,22.4,24,81,14,6,14,4,1.37,35,34,+1,+0.04,-0.21,Matches
926,Aarón Escandell,es ESP,GK,Málaga,es La Liga,20,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
927,Sergio Escudero,es ESP,"DF,MF",Sevilla,es La Liga,26,1989,26,2282,88,66.7,25.4,25,88,24,1,77,2,2.12,48,32,+16,+0.63,+0.31,Matches
928,Bernardo Espinosa,co COL,DF,Middlesbrough,eng Premier League,27,1989,11,975,89,28.5,10.8,10,,9,1,,23,0.45,4,13,-9,-0.83,-0.21,Matches
929,Cristian Espinoza,ar ARG,"FW,MF",Alavés,es La Liga,21,1995,6,163,27,4.8,1.8,1,82,0,5,16,3,1.67,0,2,-2,-1.10,-1.10,Matches
930,Michael Esser,de GER,GK,Darmstadt 98,de Bundesliga,28,1987,28,2484,89,81.2,27.6,28,,27,0,,0,0.75,23,50,-27,-0.98,+0.27,Matches
931,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,26,1990,29,1322,46,43.2,14.7,15,,1,14,,4,1.28,16,22,-6,-0.41,-0.51,Matches
932,Pervis Estupiñán,ec ECU,"DF,MF",Granada,es La Liga,18,1998,2,180,90,5.3,2.0,2,90,2,0,,6,0.50,1,3,-2,-1.00,+0.39,Matches
933,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,29,1987,32,2399,75,70.1,26.7,28,81,13,4,30,3,1.72,37,30,+7,+0.26,0.00,Matches
934,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,28,1987,10,713,71,20.8,7.9,7,82,6,3,45,13,1.00,6,9,-3,-0.38,-0.81,Matches
935,Lucas Evangelista,br BRA,MF,Udinese,it Serie A,21,1995,6,207,35,6.1,2.3,2,,0,4,,24,1.17,6,3,+3,+1.30,+1.64,Matches
936,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,28,1988,31,2637,85,77.1,29.3,30,,28,1,,0,1.13,29,39,-10,-0.34,-0.57,Matches
937,Patrice Evra,fr FRA,DF,Juventus,it Serie A,35,1981,6,252,42,7.4,2.8,3,,2,3,,10,3.00,7,2,+5,+1.79,+0.51,Matches
938,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,35,1981,11,868,79,25.4,9.6,11,,5,0,,1,1.91,19,9,+10,+1.04,+0.83,Matches
939,Ewandro,br BRA,"FW,MF",Udinese,it Serie A,20,1996,5,61,12,1.8,0.7,0,,0,5,,21,0.40,0,0,0,0.00,+0.24,Matches
940,Edu Expósito,es ESP,MF,La Coruña,es La Liga,19,1996,1,44,44,1.3,0.5,1,44,0,0,,2,0.00,0,2,-2,-4.09,-3.66,Matches
941,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,20,1996,2,166,83,4.9,1.8,2,83,1,0,,4,0.00,0,4,-4,-2.17,-1.70,Matches
942,Valentin Eysseric,fr FRA,"FW,MF",Nice,fr Ligue 1,24,1992,29,2076,72,60.7,23.1,23,,9,6,,1,2.31,40,21,+19,+0.82,+0.29,Matches
943,Marco Fabián,mx MEX,"FW,MF",Eint Frankfurt,de Bundesliga,27,1989,24,2054,86,67.1,22.8,23,,19,1,,2,1.33,30,26,+4,+0.18,+1.16,Matches
944,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,31,1985,37,3330,90,97.4,37.0,37,,37,0,,0,1.03,43,69,-26,-0.70,-1.70,Matches
945,Fabinho,br BRA,"DF,MF",Monaco,fr Ligue 1,22,1993,37,3073,83,89.9,34.1,33,,32,4,,0,2.49,101,27,+74,+2.17,+1.65,Matches
946,Fábio,br BRA,DF,Middlesbrough,eng Premier League,26,1990,24,1847,77,54.0,20.5,21,,16,3,,4,0.67,11,30,-19,-0.93,-0.53,Matches
947,Cesc Fàbregas,es ESP,"FW,MF",Chelsea,eng Premier League,29,1987,29,1339,46,39.2,14.9,13,,8,16,,5,2.28,39,14,+25,+1.68,+0.51,Matches
948,Diego Faccioli,it ITA,GK,Genoa,it Serie A,18,1998,0,,,,,0,,0,0,,4,,,,,,,Matches
949,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,27,1988,34,3060,90,100.0,34.0,34,,34,0,,0,1.26,45,40,+5,+0.15,,Matches
950,Fayçal Fajr,ma MAR,MF,La Coruña,es La Liga,27,1988,24,1207,50,35.3,13.4,14,79,8,10,10,4,0.88,8,21,-13,-0.97,-0.77,Matches
951,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,30,1986,29,1927,66,56.3,21.4,22,,5,7,,1,2.52,60,15,+45,+2.10,+0.23,Matches
952,Diego Falcinelli,it ITA,"FW,MF",Crotone,it Serie A,25,1991,35,3124,89,91.3,34.7,35,,30,0,,0,0.89,32,53,-21,-0.60,+0.31,Matches
953,Diego Falcinelli,it ITA,"FW,MF",Sassuolo,it Serie A,25,1991,1,16,16,0.5,0.2,0,,0,1,,1,3.00,0,0,0,0.00,+0.13,Matches
954,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,21,1995,0,,,,,0,,0,0,,9,,,,,,,Matches
955,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,24,1992,35,3089,88,90.3,34.3,35,,34,0,,0,1.23,36,66,-30,-0.87,-0.06,Matches
956,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,26,1990,35,2516,72,73.6,28.0,31,,15,4,,2,1.46,52,43,+9,+0.32,+0.72,Matches
957,Rod Fanni,fr FRA,DF,Marseille,fr Ligue 1,34,1981,28,2396,86,70.1,26.6,27,,26,1,,3,1.75,39,30,+9,+0.34,-0.28,Matches
958,Paolo Faragò,it ITA,"DF,MF",Cagliari,it Serie A,23,1993,9,347,39,10.1,3.9,1,,1,8,,3,1.11,6,4,+2,+0.52,+1.19,Matches
959,Davide Faraoni,it ITA,"DF,MF",Udinese,it Serie A,24,1991,5,329,66,9.6,3.7,4,,3,1,,5,0.80,0,3,-3,-0.82,-0.65,Matches
960,Diego Farias,br BRA,FW,Cagliari,it Serie A,26,1990,20,1166,58,34.1,13.0,12,,6,8,,3,1.15,24,24,0,0.00,+0.84,Matches
961,Federico Fazio,ar ARG,DF,Roma,it Serie A,29,1987,37,3116,84,91.1,34.6,35,,32,2,,1,2.27,82,34,+48,+1.39,+0.20,Matches
962,Nicolò Fazzi,it ITA,"DF,MF",Crotone,it Serie A,21,1995,1,7,7,0.2,0.1,0,,0,1,,12,0.00,0,1,-1,-12.86,-12.25,Matches
963,Zouhair Feddal,ma MAR,"DF,MF",Alavés,es La Liga,27,1989,27,2242,83,65.6,24.9,27,83,23,0,,0,1.48,27,25,+2,+0.08,+0.39,Matches
964,Adam Federici,au AUS,GK,Bournemouth,eng Premier League,31,1985,2,180,90,5.3,2.0,2,,2,0,,20,1.50,2,3,-1,-0.50,-0.19,Matches
965,Artem Fedetskyi,ua UKR,DF,Darmstadt 98,de Bundesliga,31,1985,16,1110,69,36.3,12.3,13,,8,3,,10,0.69,7,23,-16,-1.30,-0.42,Matches
966,Sofiane Feghouli,dz ALG,"FW,MF",West Ham,eng Premier League,26,1989,21,1041,50,30.4,11.6,11,,4,10,,10,1.19,19,21,-2,-0.17,+0.39,Matches
967,Mike Feigenspan,de GER,MF,Gladbach,de Bundesliga,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
968,Nabil Fekir,fr FRA,"FW,MF",Lyon,fr Ligue 1,23,1993,32,2209,69,64.6,24.5,28,,9,4,,0,1.88,55,32,+23,+0.94,+0.49,Matches
969,Nicolas Feldhahn,de GER,"DF,MF",Bayern Munich,de Bundesliga,29,1986,0,,,,,0,,0,0,,1,,,,,,,Matches
970,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,28,1987,28,1605,57,46.9,17.8,18,,13,10,,4,1.89,24,14,+10,+0.56,-0.18,Matches
971,Kiko Femenía,es ESP,"DF,FW",Alavés,es La Liga,25,1991,31,2500,81,73.1,27.8,28,85,23,3,37,2,1.39,23,25,-2,-0.07,-0.07,Matches
972,Leroy Fer,nl NED,MF,Swansea City,eng Premier League,26,1990,34,2404,71,70.3,26.7,27,,20,7,,4,1.09,33,49,-16,-0.60,+0.20,Matches
973,Julien Féret,fr FRA,MF,Caen,fr Ligue 1,34,1982,35,3116,89,91.1,34.6,35,,32,0,,0,0.97,34,61,-27,-0.78,-0.19,Matches
974,Bruno Fernandes,pt POR,"FW,MF",Sampdoria,it Serie A,21,1994,33,1714,52,50.1,19.0,22,,4,11,,5,1.36,24,25,-1,-0.05,+0.21,Matches
975,Edimilson Fernandes,ch SUI,"DF,MF",West Ham,eng Premier League,20,1996,28,1001,36,29.3,11.1,8,,5,20,,5,1.21,12,18,-6,-0.54,-0.13,Matches
976,Gelson Fernandes,ch SUI,MF,Rennes,fr Ligue 1,29,1986,27,1836,68,53.7,20.4,21,,11,6,,8,1.52,18,28,-10,-0.49,-0.72,Matches
977,Álvaro Fernández,es ESP,GK,Osasuna,es La Liga,18,1998,1,45,45,1.3,0.5,0,,0,1,45,4,0.00,0,0,0,0.00,+1.44,Matches
978,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,29,1986,15,1316,88,38.5,14.6,14,90,14,1,56,21,1.87,26,18,+8,+0.55,-0.09,Matches
979,Augusto Fernández,ar ARG,MF,Atlético Madrid,es La Liga,30,1986,3,141,47,4.1,1.6,2,48,0,1,45,1,2.33,2,0,+2,+1.28,+0.15,Matches
980,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,20,1996,3,89,30,2.6,1.0,1,61,0,2,14,1,2.00,3,1,+2,+2.02,+1.54,Matches
981,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,27,1989,27,2430,90,71.1,27.0,27,,27,0,,2,1.37,36,41,-5,-0.19,+1.63,Matches
982,Mario Fernández,es ESP,GK,Osasuna,es La Liga,28,1988,7,585,84,17.1,6.5,7,84,6,0,,21,0.57,10,14,-4,-0.62,+0.97,Matches
983,Matías Fernández,cl CHI,MF,Fiorentina,it Serie A,30,1986,0,,,,,0,,0,0,,2,,,,,,,Matches
984,Matías Fernández,cl CHI,MF,Milan,it Serie A,30,1986,13,652,50,19.1,7.2,8,,2,5,,9,1.31,11,11,0,0.00,-0.39,Matches
985,Pablo Fernández,es ESP,MF,Sporting Gijón,es La Liga,19,1996,2,22,11,0.6,0.2,0,,0,2,11,1,0.00,1,0,+1,+4.09,+4.91,Matches
986,Fernandinho,br BRA,"DF,MF",Manchester City,eng Premier League,31,1985,32,2756,86,80.6,30.6,31,,29,1,,0,2.13,63,26,+37,+1.21,+0.67,Matches
987,Fernando,br BRA,"DF,MF",Manchester City,eng Premier League,29,1987,15,568,38,16.6,6.3,5,,4,10,,15,2.47,14,10,+4,+0.63,-0.53,Matches
988,Alex Ferrari,it ITA,DF,Bologna,it Serie A,22,1994,1,90,90,2.6,1.0,1,,1,0,,15,0.00,0,3,-3,-3.00,-2.59,Matches
989,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,24,1992,28,1052,38,30.8,11.7,11,,5,17,,10,1.82,18,14,+4,+0.34,-0.61,Matches
990,Marco Festa,it ITA,GK,Crotone,it Serie A,24,1992,3,184,61,5.4,2.0,2,,2,1,,35,0.00,1,4,-3,-1.47,-0.88,Matches
991,Markus Feulner,de GER,MF,Augsburg,de Bundesliga,34,1982,1,18,18,0.6,0.2,0,,0,1,,8,1.00,0,0,0,0.00,+0.47,Matches
992,Riccardo Fiamozzi,it ITA,"DF,MF",Genoa,it Serie A,23,1993,4,107,27,3.1,1.2,1,,1,3,,15,2.00,2,0,+2,+1.68,+2.44,Matches
993,Sam Field,eng ENG,MF,West Brom,eng Premier League,18,1998,8,275,34,8.0,3.1,4,,1,4,,14,1.38,0,1,-1,-0.33,-0.13,Matches
994,Afonso Figueiredo,pt POR,DF,Rennes,fr Ligue 1,23,1993,5,260,52,7.6,2.9,2,,2,3,,6,0.80,5,5,0,0.00,+0.17,Matches
995,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,27,1989,13,1128,87,36.9,12.5,13,,7,0,,1,1.23,15,14,+1,+0.08,+0.87,Matches
996,Vincenzo Fiorillo,it ITA,GK,Pescara,it Serie A,26,1990,9,810,90,23.7,9.0,9,,9,0,,28,0.67,8,15,-7,-0.78,+0.50,Matches
997,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,24,1991,35,3062,87,89.5,34.0,34,,27,1,,0,1.91,69,39,+30,+0.88,-0.63,Matches
998,Viktor Fischer,dk DEN,"FW,MF",Middlesbrough,eng Premier League,22,1994,13,438,34,12.8,4.9,6,,1,7,,11,1.00,5,6,-1,-0.21,+0.55,Matches
999,Pierrick Fito,fr FRA,MF,Montpellier,fr Ligue 1,20,1996,0,,,,,0,,0,0,,6,,,,,,,Matches
1000,Mathieu Flamini,fr FRA,MF,Crystal Palace,eng Premier League,32,1984,10,274,27,8.0,3.0,3,,1,7,,16,1.60,1,7,-6,-1.97,-1.77,Matches
1001,Jon Flanagan,eng ENG,DF,Burnley,eng Premier League,23,1993,6,360,60,10.5,4.0,3,,2,3,,25,2.17,6,4,+2,+0.50,+1.03,Matches
1002,Javier Flaño,es ESP,DF,Osasuna,es La Liga,31,1984,4,131,33,3.8,1.5,2,48,1,2,18,0,0.50,3,2,+1,+0.69,+2.19,Matches
1003,Miguel Flaño,es ESP,DF,Osasuna,es La Liga,31,1984,12,1035,86,30.3,11.5,12,86,11,0,,1,0.50,12,25,-13,-1.13,+0.42,Matches
1004,Ashley Fletcher,eng ENG,FW,West Ham,eng Premier League,20,1995,16,367,23,10.7,4.1,2,,2,14,,15,1.44,5,13,-8,-1.96,-1.70,Matches
1005,Darren Fletcher,sct SCO,MF,West Brom,eng Premier League,32,1984,38,3231,85,94.5,35.9,37,,32,1,,0,1.18,43,45,-2,-0.06,+2.80,Matches
1006,Sergio Floccari,it ITA,FW,Bologna,it Serie A,34,1981,5,240,48,7.0,2.7,3,,0,2,,12,0.40,2,3,-1,-0.37,+0.11,Matches
1007,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,25,1991,9,747,83,21.8,8.3,8,,5,1,,0,2.11,21,12,+9,+1.08,-0.36,Matches
1008,Antonio Floro Flores,it ITA,FW,Chievo,it Serie A,33,1983,12,553,46,16.2,6.1,6,,0,6,,5,1.25,6,7,-1,-0.16,+0.37,Matches
1009,Moryké Fofana,ci CIV,"FW,MF",Lorient,fr Ligue 1,24,1991,7,353,50,10.3,3.9,4,,0,3,,5,0.14,4,7,-3,-0.76,-0.09,Matches
1010,Seko Fofana,ci CIV,MF,Udinese,it Serie A,21,1995,22,1821,83,53.2,20.2,21,,17,1,,5,1.18,24,25,-1,-0.05,+0.40,Matches
1011,Jonas Föhrenbach,de GER,DF,Freiburg,de Bundesliga,20,1996,3,102,34,3.3,1.1,1,,0,2,,2,0.00,1,3,-2,-1.76,-1.28,Matches
1012,Michael Folivi,eng ENG,FW,Watford,eng Premier League,18,1998,1,10,10,0.3,0.1,0,,0,1,,1,0.00,0,0,0,0.00,+0.74,Matches
1013,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,26,1989,17,1460,86,42.7,16.2,17,86,15,0,,11,1.47,26,24,+2,+0.12,+0.95,Matches
1014,José Fonte,pt POR,DF,Southampton,eng Premier League,32,1983,17,1530,90,44.7,17.0,17,,17,0,,3,1.18,14,21,-7,-0.41,-0.41,Matches
1015,José Fonte,pt POR,DF,West Ham,eng Premier League,32,1983,16,1404,88,41.1,15.6,16,,15,0,,0,1.06,18,25,-7,-0.45,0.00,Matches
1016,Pablo Fornals,es ESP,"FW,MF",Málaga,es La Liga,20,1996,32,2666,83,78.0,29.6,31,86,23,1,7,3,1.28,38,43,-5,-0.17,-0.05,Matches
1017,Michele Fornasier,it ITA,DF,Pescara,it Serie A,22,1993,22,1618,74,47.3,18.0,16,,15,6,,9,0.41,16,36,-20,-1.11,+0.09,Matches
1018,Emil Forsberg,se SWE,"FW,MF",RB Leipzig,de Bundesliga,24,1991,30,2338,78,76.4,26.0,27,,13,3,,0,2.00,55,33,+22,+0.85,+0.22,Matches
1019,Adam Forshaw,eng ENG,MF,Middlesbrough,eng Premier League,24,1991,34,2695,79,78.8,29.9,30,,21,4,,4,0.82,20,36,-16,-0.53,+0.71,Matches
1020,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,28,1988,38,3420,90,100.0,38.0,38,,38,0,,0,1.21,41,48,-7,-0.18,,Matches
1021,Francesco Forte,it ITA,DF,Pescara,it Serie A,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1022,Ben Foster,eng ENG,GK,West Brom,eng Premier League,33,1983,38,3420,90,100.0,38.0,38,,38,0,,0,1.18,43,51,-8,-0.21,,Matches
1023,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,18,1998,4,97,24,2.8,1.1,1,,1,3,,6,2.50,2,0,+2,+1.86,+1.23,Matches
1024,Dimitri Foulquier,fr FRA,"DF,MF",Granada,es La Liga,23,1993,22,1873,85,54.8,20.8,21,88,20,1,28,2,0.73,20,42,-22,-1.06,+0.69,Matches
1025,Gianluca Frabotta,it ITA,DF,Bologna,it Serie A,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1026,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,20,1995,3,142,47,4.6,1.6,2,,1,1,,3,2.33,3,3,0,0.00,+0.49,Matches
1027,Simone Franchini,it ITA,MF,Sassuolo,it Serie A,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches
1028,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,31,1985,34,2939,86,85.9,32.7,34,,31,0,,0,1.29,47,53,-6,-0.18,+0.94,Matches
1029,Dominik Franke,de GER,DF,RB Leipzig,de Bundesliga,17,1998,0,,,,,0,,0,0,,5,,,,,,,Matches
1030,Mike Frantz,de GER,"FW,MF",Freiburg,de Bundesliga,29,1986,30,2495,83,81.5,27.7,29,,21,1,,1,1.47,30,48,-18,-0.65,-0.65,Matches
1031,Ryan Fraser,sct SCO,"FW,MF",Bournemouth,eng Premier League,22,1994,28,1764,63,51.6,19.6,19,,6,9,,4,1.07,33,32,+1,+0.05,+0.76,Matches
1032,Davide Frattesi,it ITA,MF,Roma,it Serie A,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
1033,Fabian Frei,ch SUI,"DF,MF",Mainz 05,de Bundesliga,27,1989,24,1666,69,54.4,18.5,19,,13,5,,6,1.17,27,34,-7,-0.38,-0.12,Matches
1034,Vinícius Freitas,br BRA,DF,Lazio,it Serie A,23,1993,0,,,,,0,,0,0,,7,,,,,,,Matches
1035,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,24,1992,33,2611,79,76.3,29.0,29,,26,4,,3,2.06,49,27,+22,+0.76,+0.87,Matches
1036,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,32,1984,15,1182,79,34.6,13.1,13,,11,2,,20,0.87,14,21,-7,-0.53,-0.09,Matches
1037,Marco Friedl,at AUT,DF,Bayern Munich,de Bundesliga,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1038,George Friend,eng ENG,"DF,MF",Middlesbrough,eng Premier League,28,1987,24,1964,82,57.4,21.8,20,,20,4,,0,0.79,17,35,-18,-0.82,-0.33,Matches
1039,Clemens Fritz,de GER,"DF,MF",Werder Bremen,de Bundesliga,35,1980,18,1291,72,42.2,14.3,17,,8,1,,1,1.00,16,33,-17,-1.19,-1.90,Matches
1040,Lukas Fröde,de GER,"DF,MF",Werder Bremen,de Bundesliga,21,1995,3,14,5,0.5,0.2,0,,0,3,,8,1.33,1,2,-1,-6.43,-6.37,Matches
1041,Dael Fry,eng ENG,DF,Middlesbrough,eng Premier League,18,1997,0,,,,,0,,0,0,,4,,,,,,,Matches
1042,Zeki Fryers,eng ENG,DF,Crystal Palace,eng Premier League,23,1992,8,188,24,5.5,2.1,0,,0,8,,11,0.50,11,7,+4,+1.91,+2.39,Matches
1043,Christian Fuchs,at AUT,"DF,MF",Leicester City,eng Premier League,30,1986,36,3103,86,90.7,34.5,35,,33,1,,0,1.22,45,57,-12,-0.35,+0.50,Matches
1044,Javi Fuego,es ESP,MF,Espanyol,es La Liga,32,1984,31,2564,83,75.0,28.5,29,88,25,2,13,4,1.45,32,32,0,0.00,+0.11,Matches
1045,Andrea Fulignati,it ITA,"FW,GK",Palermo,it Serie A,21,1994,9,810,90,23.7,9.0,9,,9,0,,24,1.22,7,14,-7,-0.78,+0.50,Matches
1046,Jay Fulton,sct SCO,MF,Swansea City,eng Premier League,22,1994,11,690,63,20.2,7.7,9,,4,2,,6,1.18,11,15,-4,-0.52,+0.17,Matches
1047,Ramiro Funes Mori,ar ARG,DF,Everton,eng Premier League,25,1991,23,1543,67,45.1,17.1,16,,16,7,,6,1.87,33,19,+14,+0.82,+0.62,Matches
1048,Matteo Gabbia,it ITA,DF,Milan,it Serie A,16,1999,0,,,,,0,,0,0,,3,,,,,,,Matches
1049,Manolo Gabbiadini,it ITA,FW,Southampton,eng Premier League,24,1991,11,724,66,21.2,8.0,10,,2,1,,0,0.82,7,13,-6,-0.75,-0.71,Matches
1050,Manolo Gabbiadini,it ITA,FW,Napoli,it Serie A,24,1991,13,515,40,15.1,5.7,7,,1,6,,6,1.77,11,5,+6,+1.05,-0.47,Matches
1051,Gabi,es ESP,MF,Atlético Madrid,es La Liga,33,1983,34,2892,85,84.6,32.1,33,85,27,1,72,1,2.00,58,23,+35,+1.09,-0.27,Matches
1052,Gabriel,br BRA,GK,Cagliari,it Serie A,23,1992,3,270,90,7.9,3.0,3,,3,0,,12,1.33,4,7,-3,-1.00,-0.49,Matches
1053,Gabriel,br BRA,GK,Milan,it Serie A,23,1992,0,,,,,0,,0,0,,18,,,,,,,Matches
1054,Gabriel,br BRA,MF,Leganés,es La Liga,22,1993,34,2741,81,80.1,30.5,33,82,20,1,32,0,1.00,30,46,-16,-0.53,-0.13,Matches
1055,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,21,1995,28,2233,80,73.0,24.8,26,,13,2,,3,1.43,27,31,-4,-0.16,+0.17,Matches
1056,Roberto Gagliardini,it ITA,MF,Atalanta,it Serie A,22,1994,13,777,60,22.7,8.6,8,,5,5,,5,2.00,16,7,+9,+1.04,+0.63,Matches
1057,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,22,1994,18,1575,88,46.1,17.5,18,,17,0,,0,1.61,41,23,+18,+1.03,+0.78,Matches
1058,Nicolás Gaitán,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28,1988,23,1027,45,30.0,11.4,11,67,4,12,24,11,2.13,29,5,+24,+2.10,+1.39,Matches
1059,Milan Gajić,rs SRB,"DF,MF",Bordeaux,fr Ligue 1,20,1996,14,1137,81,33.2,12.6,11,,11,3,,17,1.71,18,15,+3,+0.24,-0.04,Matches
1060,Serge Gakpé,tg TOG,"FW,MF",Genoa,it Serie A,29,1987,7,311,44,9.1,3.5,2,,0,5,,7,1.57,4,3,+1,+0.29,+1.07,Matches
1061,Serge Gakpé,tg TOG,"FW,MF",Chievo,it Serie A,29,1987,8,256,32,7.5,2.8,1,,0,7,,6,0.88,4,4,0,0.00,+0.51,Matches
1062,Brendan Galloway,zw ZIM,DF,West Brom,eng Premier League,20,1996,3,247,82,7.2,2.7,3,,2,0,,13,1.33,4,3,+1,+0.36,+0.62,Matches
1063,Brendan Galloway,zw ZIM,DF,Everton,eng Premier League,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1064,Álex Gálvez,es ESP,"DF,MF",Eibar,es La Liga,27,1989,19,1333,70,39.0,14.8,14,85,13,5,29,13,1.45,16,16,0,0.00,-0.22,Matches
1065,Bruno Gama,pt POR,"FW,MF",La Coruña,es La Liga,28,1987,22,1442,66,42.2,16.0,18,76,5,4,18,7,1.05,17,25,-8,-0.50,-0.04,Matches
1066,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,34,1981,20,1666,83,48.7,18.5,20,,15,0,,14,1.05,20,27,-7,-0.38,+0.19,Matches
1067,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,29,1987,31,1707,55,49.9,19.0,21,69,3,10,26,2,1.90,36,19,+17,+0.90,-0.47,Matches
1068,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,26,1989,33,2681,81,78.4,29.8,32,,24,1,,1,1.55,42,31,+11,+0.37,-0.48,Matches
1069,Ganso,br BRA,MF,Sevilla,es La Liga,26,1989,10,486,49,14.2,5.4,5,74,1,5,23,13,2.30,10,6,+4,+0.74,+0.25,Matches
1070,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,29,1986,27,2338,87,68.4,26.0,27,87,25,0,,0,1.30,39,44,-5,-0.19,+0.14,Matches
1071,Aleix García,es ESP,MF,Manchester City,eng Premier League,19,1997,4,77,19,2.3,0.9,1,,0,3,,10,2.00,1,2,-1,-1.17,-2.30,Matches
1072,Dani García,es ESP,MF,Eibar,es La Liga,26,1990,36,3182,88,93.0,35.4,36,88,33,0,,0,1.50,54,47,+7,+0.20,+0.95,Matches
1073,David García,es ESP,DF,Las Palmas,es La Liga,34,1982,22,1651,75,48.3,18.3,17,87,16,5,36,9,1.14,31,35,-4,-0.22,+0.65,Matches
1074,David García,es ESP,"DF,MF",Osasuna,es La Liga,22,1994,25,2191,88,64.1,24.3,23,90,23,2,61,6,0.60,22,54,-32,-1.31,+0.30,Matches
1075,Imanol García,es ESP,MF,Osasuna,es La Liga,20,1995,8,526,66,15.4,5.8,6,77,4,2,31,4,0.38,6,13,-7,-1.20,+0.26,Matches
1076,Manu García,es ESP,MF,Alavés,es La Liga,30,1986,25,2011,80,58.8,22.3,23,87,20,2,6,5,1.56,24,21,+3,+0.13,+0.45,Matches
1077,Manu García,es ESP,"FW,MF",Alavés,es La Liga,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1078,Mateo García,ar ARG,"FW,MF",Las Palmas,es La Liga,19,1996,19,724,38,21.2,8.0,8,69,1,11,16,5,0.89,8,18,-10,-1.24,-0.88,Matches
1079,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,30,1986,36,2869,80,83.9,31.9,34,83,18,2,30,0,1.58,39,37,+2,+0.06,-1.24,Matches
