Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
2336,Adalberto Peñaranda,ve VEN,"FW,MF",Udinese,it Serie A,19,1997,6,160,27,4.7,1.8,1,,0,5,,5,0.67,1,4,-3,-1.69,-1.52,Matches
2337,Adalberto Peñaranda,ve VEN,"FW,MF",Málaga,es La Liga,19,1997,3,173,58,5.1,1.9,1,78,0,2,48,2,1.00,2,4,-2,-1.04,-0.93,Matches
2338,Matthew Pennington,eng ENG,DF,Everton,eng Premier League,21,1994,3,180,60,5.3,2.0,2,,1,1,,6,1.33,5,6,-1,-0.50,-1.03,Matches
2339,Nicholas Pennington,au AUS,MF,Cagliari,it Serie A,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2340,Pepe,pt POR,"DF,MF",Real Madrid,es La Liga,33,1983,13,1079,83,31.5,12.0,13,83,11,0,,5,2.69,35,12,+23,+1.92,+0.30,Matches
2341,Nicolas Pépé,ci CIV,"FW,MF",Angers,fr Ligue 1,21,1995,33,1321,40,38.6,14.7,11,,2,22,,1,1.24,9,17,-8,-0.55,-0.50,Matches
2342,Simone Pepe,it ITA,"FW,MF",Pescara,it Serie A,32,1983,12,400,33,11.7,4.4,3,,2,9,,8,0.42,6,10,-4,-0.90,+0.29,Matches
2343,Luis Perea,es ESP,MF,Osasuna,es La Liga,18,1997,1,20,20,0.6,0.2,0,,0,1,20,1,3.00,1,0,+1,+4.50,+5.96,Matches
2344,Andreas Pereira,br BRA,MF,Granada,es La Liga,20,1996,35,2819,81,82.4,31.3,34,82,22,1,35,0,0.54,27,70,-43,-1.37,-0.03,Matches
2345,Dion Pereira,ag ATG,MF,Watford,eng Premier League,17,1999,2,25,13,0.7,0.3,0,,0,2,,3,0.00,0,1,-1,-3.60,-2.88,Matches
2346,Matheus Pereira,br BRA,"FW,MF",Empoli,it Serie A,20,1996,1,6,6,0.2,0.1,0,,,1,,0,,,,,,,Matches
2347,Pedro Pereira,pt POR,FW,Sampdoria,it Serie A,32,1984,12,791,66,23.1,8.8,8,,,4,,0,,,,,,,Matches
2348,Pedro Pereira,pt POR,"DF,MF",Sampdoria,it Serie A,18,1998,0,,,,,0,,0,0,,9,,,,,,,Matches
2349,Ricardo Pereira,pt POR,"DF,FW",Nice,fr Ligue 1,22,1993,24,2055,86,60.1,22.8,23,,20,1,,2,2.17,45,19,+26,+1.14,+1.07,Matches
2350,Bruno Peres,br BRA,"DF,MF",Roma,it Serie A,26,1990,30,2219,74,64.9,24.7,24,,16,6,,5,2.10,56,22,+34,+1.38,+0.03,Matches
2351,Roberto Pereyra,ar ARG,"DF,FW",Watford,eng Premier League,25,1991,13,1037,80,30.3,11.5,12,,8,1,,0,1.31,16,16,0,0.00,+1.06,Matches
2352,Enzo Pérez,ar ARG,MF,Valencia,es La Liga,30,1986,27,2190,81,64.0,24.3,26,83,19,1,24,2,1.37,40,39,+1,+0.04,+0.77,Matches
2353,Hernán Pérez,py PAR,"FW,MF",Espanyol,es La Liga,27,1989,32,1790,56,52.3,19.9,20,73,5,12,27,1,1.44,28,26,+2,+0.10,+0.27,Matches
2354,Joshua Pérez,sv SLV,"FW,MF",Fiorentina,it Serie A,18,1998,1,16,16,0.5,0.2,0,,0,1,,6,0.00,0,1,-1,-5.63,-5.81,Matches
2355,Juan Pérez,es ESP,GK,Osasuna,es La Liga,20,1996,0,,,,,0,,0,0,,3,,,,,,,Matches
2356,Lucas Pérez,es ESP,"FW,MF",Arsenal,eng Premier League,27,1988,11,272,25,8.0,3.0,2,,0,9,,6,1.82,9,2,+7,+2.32,+1.57,Matches
2357,Lucas Pérez,es ESP,"FW,MF",La Coruña,es La Liga,27,1988,1,90,90,2.6,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,+1.51,Matches
2358,Nauzet Pérez,es ESP,GK,Osasuna,es La Liga,31,1985,13,1170,90,34.2,13.0,13,90,13,0,,9,0.46,11,29,-18,-1.38,+0.06,Matches
2359,Rubén Pérez,es ESP,MF,Leganés,es La Liga,27,1989,30,2335,78,68.3,25.9,26,86,23,4,26,4,1.03,28,34,-6,-0.23,+0.85,Matches
2360,Stipe Perica,hr CRO,FW,Udinese,it Serie A,21,1995,27,1086,40,31.8,12.1,5,,1,22,,8,0.89,19,23,-4,-0.33,-0.14,Matches
2361,Mattia Perin,it ITA,GK,Genoa,it Serie A,23,1992,16,1357,85,39.7,15.1,16,,14,0,,2,1.06,15,19,-4,-0.27,+0.69,Matches
2362,Samuele Perisan,it ITA,GK,Udinese,it Serie A,18,1997,0,,,,,0,,0,0,,30,,,,,,,Matches
2363,Ivan Perišić,hr CRO,"DF,FW",Inter,it Serie A,27,1989,36,2750,76,80.4,30.6,31,,20,5,,1,1.56,60,39,+21,+0.69,+0.42,Matches
2364,Diego Perotti,ar ARG,"FW,MF",Roma,it Serie A,28,1988,32,1744,55,51.0,19.4,20,,7,12,,2,2.16,43,24,+19,+0.98,-0.79,Matches
2365,Gaëtan Perrin,fr FRA,"FW,MF",Lyon,fr Ligue 1,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
2366,Loïc Perrin,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,30,1985,27,2245,83,65.6,24.9,26,,24,1,,0,1.63,31,23,+8,+0.32,+1.01,Matches
2367,Aleksandar Pešić,rs SRB,FW,Atalanta,it Serie A,24,1992,6,88,15,2.6,1.0,0,,0,6,,18,1.67,3,2,+1,+1.02,+0.48,Matches
2368,Andrea Petagna,it ITA,FW,Atalanta,it Serie A,21,1995,34,2614,77,76.4,29.0,31,,16,3,,4,1.94,48,27,+21,+0.72,+0.72,Matches
2369,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,27,1988,33,1251,38,40.9,13.9,7,,3,26,,1,1.42,22,35,-13,-0.94,-0.69,Matches
2370,Bruno Petković,hr CRO,FW,Bologna,it Serie A,21,1994,12,529,44,15.5,5.9,4,,3,8,,7,0.67,4,10,-6,-1.02,-0.65,Matches
2371,Denis Petrić,rs SRB,GK,Angers,fr Ligue 1,28,1988,9,810,90,23.7,9.0,9,,9,0,,17,0.56,5,15,-10,-1.11,-1.15,Matches
2372,Denis Petro,sk SVK,DF,Lazio,it Serie A,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
2373,Petros,br BRA,MF,Betis,es La Liga,27,1989,32,2142,67,62.6,23.8,24,82,14,8,21,4,1.03,27,46,-19,-0.80,-0.52,Matches
2374,Thanos Petsos,gr GRE,"DF,MF",Werder Bremen,de Bundesliga,25,1991,3,144,48,4.7,1.6,2,,1,1,,3,0.33,3,5,-2,-1.25,-1.22,Matches
2375,Stefano Pettinari,it ITA,"FW,MF",Pescara,it Serie A,24,1992,6,258,43,7.5,2.9,2,,1,4,,9,0.33,3,5,-2,-0.70,+0.50,Matches
2376,Mathieu Peybernes,fr FRA,DF,Bastia,fr Ligue 1,25,1990,19,1640,86,48.0,18.2,19,,18,0,,0,1.05,16,21,-5,-0.27,+0.74,Matches
2377,Mathieu Peybernes,fr FRA,DF,Lorient,fr Ligue 1,25,1990,18,1530,85,44.7,17.0,18,,16,0,,0,1.00,16,28,-12,-0.71,-0.04,Matches
2378,Germán Pezzella,ar ARG,DF,Betis,es La Liga,25,1991,36,3099,86,90.6,34.4,36,86,33,0,,0,1.00,37,59,-22,-0.64,-0.36,Matches
2379,Giuseppe Pezzella,it ITA,"DF,MF",Palermo,it Serie A,18,1997,10,805,81,23.5,8.9,9,,8,1,,20,0.40,7,21,-14,-1.57,-0.53,Matches
2380,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,22,1994,25,1929,77,63.0,21.4,23,,14,2,,0,1.28,31,40,-9,-0.42,+0.30,Matches
2381,Romain Philippoteaux,fr FRA,"FW,MF",Lorient,fr Ligue 1,28,1988,30,1557,52,45.5,17.3,18,,3,12,,3,0.93,20,27,-7,-0.40,+0.51,Matches
2382,Chris Philipps,lu LUX,"DF,MF",Metz,fr Ligue 1,22,1994,11,815,74,23.8,9.1,9,,7,2,,9,1.18,8,9,-1,-0.11,+1.00,Matches
2383,Matt Phillips,sct SCO,"DF,FW",West Brom,eng Premier League,25,1991,27,2181,81,63.8,24.2,26,,13,1,,1,1.37,30,28,+2,+0.08,+0.81,Matches
2384,Michael Phillips,eng ENG,"DF,MF",Crystal Palace,eng Premier League,18,1997,0,,,,,0,,0,0,,3,,,,,,,Matches
2385,Jessy Pi,fr FRA,MF,Toulouse,fr Ligue 1,22,1993,15,428,29,12.5,4.8,3,,0,12,,9,1.50,5,3,+2,+0.42,+0.60,Matches
2386,Pablo Piatti,ar ARG,"FW,MF",Espanyol,es La Liga,27,1989,30,2332,78,68.2,25.9,30,78,12,0,,0,1.60,40,34,+6,+0.23,+0.81,Matches
2387,Alberto Picchi,it ITA,MF,Empoli,it Serie A,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
2388,Cristiano Piccini,it ITA,DF,Betis,es La Liga,23,1992,23,1738,76,50.8,19.3,21,81,15,2,15,2,1.04,17,26,-9,-0.47,+0.28,Matches
2389,Jordan Pickford,eng ENG,GK,Sunderland,eng Premier League,22,1994,29,2610,90,76.3,29.0,29,,29,0,,2,0.66,19,50,-31,-1.07,-0.07,Matches
2390,Jérémy Pied,fr FRA,"DF,FW",Southampton,eng Premier League,27,1989,4,129,32,3.8,1.4,1,,1,3,,5,1.25,2,1,+1,+0.70,+0.92,Matches
2391,Steven Pienaar,za RSA,MF,Sunderland,eng Premier League,34,1982,15,802,53,23.5,8.9,10,,0,5,,4,0.67,4,13,-9,-1.01,+0.06,Matches
2392,Nicholas Pierini,it ITA,FW,Sassuolo,it Serie A,17,1998,0,,,,,0,,0,0,,10,,,,,,,Matches
2393,Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,1998,14,963,69,28.2,10.7,11,,7,3,,8,1.07,6,12,-6,-0.56,-0.74,Matches
2394,Erik Pieters,nl NED,"DF,MF",Stoke City,eng Premier League,27,1988,36,3151,88,92.1,35.0,35,,35,1,,2,1.19,38,50,-12,-0.34,+0.66,Matches
2395,Mirko Pigliacelli,it ITA,GK,Pescara,it Serie A,23,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
2396,Alex Pike,eng ENG,DF,West Ham,eng Premier League,19,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
2397,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,17,1999,2,21,11,0.6,0.2,0,,0,2,,6,3.00,0,0,0,0.00,-0.61,Matches
2398,Óscar Pinchi,es ESP,"FW,MF",La Coruña,es La Liga,20,1996,1,1,1,0.0,0.0,0,,0,1,1,2,1.00,0,0,0,0.00,+0.47,Matches
2399,Mauricio Pinilla,cl CHI,FW,Genoa,it Serie A,32,1984,12,553,46,16.2,6.1,6,,3,6,,2,0.50,3,9,-6,-0.98,-0.35,Matches
2400,Mauricio Pinilla,cl CHI,FW,Atalanta,it Serie A,32,1984,4,157,39,4.6,1.7,2,,0,2,,4,2.25,1,0,+1,+0.57,+0.02,Matches
2401,Laurent Pionnier,fr FRA,GK,Montpellier,fr Ligue 1,34,1982,25,2250,90,65.8,25.0,25,,25,0,,12,1.04,31,38,-7,-0.28,+0.57,Matches
2402,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,29,1987,25,2191,88,64.1,24.3,25,88,23,0,,3,2.28,73,24,+49,+2.01,-0.18,Matches
2403,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,30,1986,29,2549,88,74.5,28.3,29,,24,0,,7,1.38,39,57,-18,-0.64,-0.33,Matches
2404,Łukasz Piszczek,pl POL,"DF,MF",Dortmund,de Bundesliga,31,1985,25,2038,82,66.6,22.6,23,,22,2,,3,2.08,50,22,+28,+1.24,+0.88,Matches
2405,Claudio Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,37,1978,19,854,45,27.9,9.5,10,,2,9,,4,1.53,14,5,+9,+0.95,+1.44,Matches
2406,Marko Pjaca,hr CRO,"FW,MF",Juventus,it Serie A,21,1995,14,459,33,13.4,5.1,3,,1,11,,6,2.43,8,2,+6,+1.18,-0.16,Matches
2407,Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,26,1990,30,2166,72,63.3,24.1,25,,15,5,,7,2.33,52,18,+34,+1.41,+0.26,Matches
2408,Johny Placide,ht HAI,GK,Guingamp,fr Ligue 1,28,1988,0,,,,,0,,0,0,,6,,,,,,,Matches
2409,Carles Planas,es ESP,DF,Celta Vigo,es La Liga,25,1991,12,946,79,27.7,10.5,11,86,9,1,1,4,1.08,10,13,-3,-0.29,+0.19,Matches
2410,Jaroslav Plašil,cz CZE,MF,Bordeaux,fr Ligue 1,34,1982,37,2400,65,70.2,26.7,26,,20,11,,1,1.59,36,37,-1,-0.04,-1.01,Matches
2411,Felix Platte,de GER,FW,Darmstadt 98,de Bundesliga,20,1996,9,467,52,15.3,5.2,6,,1,3,,0,1.33,7,4,+3,+0.58,+1.90,Matches
2412,Marvin Plattenhardt,de GER,"DF,MF",Hertha BSC,de Bundesliga,24,1992,27,2430,90,79.4,27.0,27,,27,0,,0,1.59,37,36,+1,+0.04,+0.75,Matches
2413,Alassane Pléa,fr FRA,"FW,MF",Nice,fr Ligue 1,23,1993,25,1840,74,53.8,20.4,22,,10,3,,0,2.12,28,19,+9,+0.44,-0.59,Matches
2414,Alessandro Plizzari,it ITA,GK,Milan,it Serie A,16,2000,0,,,,,0,,0,0,,29,,,,,,,Matches
2415,Morgan Poaty,cg CGO,"DF,FW",Montpellier,fr Ligue 1,19,1997,3,51,17,1.5,0.6,1,,0,2,,4,0.33,1,3,-2,-3.53,-3.10,Matches
2416,Florentin Pogba,gn GUI,DF,Saint-Étienne,fr Ligue 1,25,1990,17,1363,80,39.9,15.1,16,,15,1,,7,1.53,20,17,+3,+0.20,+0.37,Matches
2417,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,23,1993,30,2608,87,76.3,29.0,29,,26,1,,1,1.97,46,21,+25,+0.86,+0.86,Matches
2418,Cesare Pogliano,it ITA,DF,Chievo,it Serie A,18,1998,0,,,,,0,,0,0,,5,,,,,,,Matches
2419,Denis-Will Poha,fr FRA,MF,Rennes,fr Ligue 1,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2420,Joel Pohjanpalo,fi FIN,FW,Leverkusen,de Bundesliga,21,1994,11,191,17,6.2,2.1,1,,0,10,,8,1.73,9,4,+5,+2.36,+2.58,Matches
2421,Lukáš Pokorný,cz CZE,DF,Montpellier,fr Ligue 1,23,1993,13,1089,84,31.8,12.1,12,,12,1,,4,1.15,13,17,-4,-0.33,+0.21,Matches
2422,Eugen Polanski,pl POL,MF,Hoffenheim,de Bundesliga,30,1986,14,634,45,20.7,7.0,7,,3,7,,19,2.14,9,8,+1,+0.14,-0.82,Matches
2423,Andrea Poli,it ITA,MF,Milan,it Serie A,26,1989,13,389,30,11.4,4.3,3,,1,10,,20,2.15,3,6,-3,-0.69,-1.14,Matches
2424,Matteo Politano,it ITA,"FW,MF",Sassuolo,it Serie A,22,1993,32,2313,72,67.6,25.7,25,,15,7,,0,1.31,37,40,-3,-0.12,+0.05,Matches
2425,Valère Pollet,fr FRA,MF,Lille,fr Ligue 1,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2426,Pierre-Yves Polomat,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1993,11,645,59,18.9,7.2,6,,6,5,,10,1.18,6,11,-5,-0.70,-0.83,Matches
2427,Alberto Pomini,it ITA,GK,Sassuolo,it Serie A,35,1981,0,,,,,0,,0,0,,32,,,,,,,Matches
2428,Marco Pompetti,it ITA,MF,Pescara,it Serie A,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
2429,Ezequiel Ponce,ar ARG,FW,Granada,es La Liga,19,1997,25,1138,46,33.3,12.6,10,81,7,15,22,4,0.36,10,28,-18,-1.42,-0.08,Matches
2430,Nick Pope,eng ENG,GK,Burnley,eng Premier League,24,1992,0,,,,,0,,0,0,,11,,,,,,,Matches
2431,Finn Porath,de GER,MF,Hamburger SV,de Bundesliga,19,1997,1,1,1,0.0,0.0,0,,0,1,,4,1.00,0,0,0,0.00,+0.82,Matches
2432,Josip Posavec,hr CRO,GK,Palermo,it Serie A,20,1996,29,2610,90,76.3,29.0,29,,29,0,,9,0.52,26,63,-37,-1.28,-0.50,Matches
2433,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2434,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,22,1994,29,2084,72,68.1,23.2,25,,8,4,,0,2.07,42,21,+21,+0.91,+0.35,Matches
2435,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,23,1992,7,585,84,17.1,6.5,7,,6,0,,6,1.86,11,10,+1,+0.15,-0.13,Matches
2436,Simon Pouplin,fr FRA,GK,Nice,fr Ligue 1,31,1985,0,,,,,0,,0,0,,2,,,,,,,Matches
2437,Darío Poveda,es ESP,FW,Villarreal,es La Liga,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2438,Alejandro Pozo Pozo,es ESP,"DF,MF",Sevilla,es La Liga,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
2439,Dennis Praet,be BEL,MF,Sampdoria,it Serie A,22,1994,32,1799,56,52.6,20.0,19,,7,13,,5,1.13,26,20,+6,+0.30,+0.97,Matches
2440,Franjo Prce,hr CRO,DF,Lazio,it Serie A,20,1996,1,2,2,0.1,0.0,0,,0,1,,7,1.00,0,1,-1,-45.00,-45.63,Matches
2441,Sanjin Prcić,ba BIH,MF,Rennes,fr Ligue 1,22,1993,25,1852,74,54.2,20.6,22,,16,3,,5,1.44,20,23,-3,-0.15,+0.03,Matches
2442,Nicolas de Préville,fr FRA,"FW,MF",Lille,fr Ligue 1,25,1991,30,2059,69,60.2,22.9,23,,11,7,,1,1.30,28,28,0,0.00,+0.46,Matches
2443,Andrés Prieto,es ESP,GK,Espanyol,es La Liga,22,1993,0,,,,,0,,0,0,,7,,,,,,,Matches
2444,Xabi Prieto,es ESP,MF,Real Sociedad,es La Liga,32,1983,38,2816,74,82.3,31.3,32,84,23,6,23,0,1.68,53,41,+12,+0.38,+1.28,Matches
2445,Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,20,1995,14,1260,90,36.8,14.0,14,,14,0,,21,1.43,15,21,-6,-0.43,-1.10,Matches
2446,Sloan Privat,fr FRA,FW,Guingamp,fr Ligue 1,27,1989,20,881,44,25.8,9.8,12,,0,8,,6,1.65,13,5,+8,+0.82,+1.35,Matches
2447,Sebastian Prödl,at AUT,"DF,MF",Watford,eng Premier League,29,1987,33,2769,84,81.0,30.8,32,,27,1,,2,1.09,32,49,-17,-0.55,+0.97,Matches
2448,Manuel Pucciarelli,it ITA,"FW,MF",Empoli,it Serie A,25,1991,32,2303,72,67.3,25.6,25,,18,7,,3,0.78,17,45,-28,-1.09,-0.77,Matches
2449,Christian Puggioni,it ITA,GK,Sampdoria,it Serie A,35,1981,21,1890,90,55.3,21.0,21,,21,0,,17,1.05,26,35,-9,-0.43,-0.61,Matches
2450,Marc Pugh,eng ENG,"FW,MF",Bournemouth,eng Premier League,29,1987,21,1328,63,38.8,14.8,16,,6,5,,4,1.29,23,24,-1,-0.07,+0.41,Matches
2451,Maurizio Pugliesi,it ITA,GK,Empoli,it Serie A,39,1976,0,,,,,0,,0,0,,25,,,,,,,Matches
2452,Erick Pulgar,cl CHI,"DF,MF",Bologna,it Serie A,22,1994,27,1595,59,46.6,17.7,17,,11,10,,7,1.11,16,30,-14,-0.79,-0.59,Matches
2453,Christian Pulisic,us USA,"FW,MF",Dortmund,de Bundesliga,17,1998,29,1525,53,49.8,16.9,15,,10,14,,5,1.97,39,20,+19,+1.12,+0.36,Matches
2454,Jason Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,30,1986,36,3091,86,90.4,34.3,35,,29,1,,0,1.14,42,53,-11,-0.32,+0.23,Matches
2455,Andrea Punzi,it ITA,DF,Palermo,it Serie A,19,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
2456,Loïc Puyo,fr FRA,"FW,MF",Nancy,fr Ligue 1,27,1988,22,1433,65,41.9,15.9,15,,11,7,,3,1.00,12,21,-9,-0.57,+0.07,Matches
2457,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,33,1983,37,2875,78,84.1,31.9,35,,23,2,,1,1.27,44,49,-5,-0.16,+0.01,Matches
2458,Alessandro Quaini,it ITA,MF,Genoa,it Serie A,17,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
2459,Robin Quaison,se SWE,"FW,MF",Palermo,it Serie A,22,1993,17,1079,63,31.5,12.0,11,,7,6,,0,0.35,11,19,-8,-0.67,+0.72,Matches
2460,Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,22,1993,11,482,44,15.8,5.4,6,,1,5,,1,1.00,5,9,-4,-0.75,-0.50,Matches
2461,Domingos Quina,pt POR,MF,West Ham,eng Premier League,16,1999,0,,,,,0,,0,0,,12,,,,,,,Matches
2462,Dani Raba,es ESP,"FW,MF",Villarreal,es La Liga,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
2463,Mohamed Rabbas,ma MAR,MF,Chievo,it Serie A,16,1999,0,,,,,0,,0,0,,3,,,,,,,Matches
2464,Antoine Rabillard,fr FRA,FW,Marseille,fr Ligue 1,20,1995,2,16,8,0.5,0.2,0,,0,2,,3,1.50,0,0,0,0.00,-0.42,Matches
2465,Adrien Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,21,1995,27,1935,72,56.6,21.5,20,,18,7,,1,2.37,53,13,+40,+1.86,+0.89,Matches
2466,Nemanja Radoja,rs SRB,"DF,MF",Celta Vigo,es La Liga,23,1993,31,2417,78,70.7,26.9,27,86,21,4,21,0,1.42,45,45,0,0.00,+1.44,Matches
2467,Ivan Radovanović,rs SRB,"DF,MF",Chievo,it Serie A,27,1988,35,2894,83,84.6,32.2,32,,31,3,,1,1.14,38,54,-16,-0.50,-0.16,Matches
2468,Ionuț Radu,ro ROU,GK,Inter,it Serie A,19,1997,0,,,,,0,,0,0,,3,,,,,,,Matches
2469,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,29,1986,29,2405,83,70.3,26.7,29,,20,0,,3,1.76,36,29,+7,+0.26,-1.16,Matches
2470,Rafael,br BRA,GK,Cagliari,it Serie A,34,1982,21,1802,86,52.7,20.0,19,,18,2,,17,1.38,34,32,+2,+0.10,+1.38,Matches
2471,Rafael,br BRA,"DF,MF",Lyon,fr Ligue 1,26,1990,27,2149,80,62.8,23.9,25,,21,2,,2,1.56,46,32,+14,+0.59,-0.48,Matches
2472,Juan Rafael Fuentes,es ESP,DF,Osasuna,es La Liga,26,1990,17,1283,75,37.5,14.3,16,78,11,1,30,10,0.65,18,39,-21,-1.47,-0.08,Matches
2473,Albert Rafetraniaina,mg MAD,"DF,MF",Nice,fr Ligue 1,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
2474,Raffael,br BRA,"FW,MF",Gladbach,de Bundesliga,31,1985,20,1497,75,48.9,16.6,18,,9,2,,0,1.45,25,23,+2,+0.12,+0.47,Matches
2475,Rafinha,br BRA,MF,Barcelona,es La Liga,23,1993,18,1073,60,31.4,11.9,14,73,6,4,13,3,2.72,42,10,+32,+2.68,+0.88,Matches
2476,Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,30,1985,20,1029,51,33.6,11.4,10,,8,10,,13,2.10,25,8,+17,+1.49,-0.73,Matches
2477,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,32,1984,14,966,69,28.2,10.7,11,,8,3,,18,2.43,34,9,+25,+2.33,+0.46,Matches
2478,Antonino Ragusa,it ITA,"FW,MF",Sassuolo,it Serie A,26,1990,25,1436,57,42.0,16.0,16,,10,9,,10,1.08,24,18,+6,+0.38,+0.88,Matches
2479,Baba Rahman,gh GHA,"DF,MF",Schalke 04,de Bundesliga,22,1994,13,712,55,23.3,7.9,7,,7,6,,3,1.08,5,14,-9,-1.14,-1.67,Matches
2480,Cristian Raimondi,it ITA,"DF,MF",Atalanta,it Serie A,35,1981,7,283,40,8.3,3.1,3,,2,4,,28,2.00,6,7,-1,-0.32,-0.95,Matches
2481,Slobodan Rajković,rs SRB,DF,Palermo,it Serie A,27,1989,4,298,75,8.7,3.3,4,,2,0,,1,0.25,1,7,-6,-1.81,-0.72,Matches
2482,Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,28,1988,32,2341,73,68.5,26.0,26,82,16,6,35,4,2.50,85,24,+61,+2.35,+0.84,Matches
2483,André Ramalho,br BRA,DF,Mainz 05,de Bundesliga,24,1992,18,1135,63,37.1,12.6,12,,8,6,,5,0.89,17,15,+2,+0.16,+0.77,Matches
2484,Adil Rami,fr FRA,DF,Sevilla,es La Liga,30,1985,21,1782,85,52.1,19.8,21,85,19,0,,4,1.86,34,20,+14,+0.71,+0.38,Matches
2485,Benito Ramírez,es ESP,"DF,MF",Las Palmas,es La Liga,21,1995,2,17,9,0.5,0.2,0,,0,2,9,1,1.00,0,0,0,0.00,+0.56,Matches
2486,Gastón Ramírez,uy URU,"FW,MF",Middlesbrough,eng Premier League,25,1990,24,1540,64,45.0,17.1,20,,5,4,,0,0.83,14,20,-6,-0.35,+0.61,Matches
2487,Sandro Ramírez,es ESP,"FW,MF",Málaga,es La Liga,21,1995,30,2306,77,67.4,25.6,28,81,17,2,21,0,1.33,38,34,+4,+0.16,+0.96,Matches
2488,Toño Ramírez,es ESP,GK,Real Sociedad,es La Liga,29,1986,0,,,,,0,,0,0,,33,,,,,,,Matches
2489,Iván Ramis,es ESP,DF,Eibar,es La Liga,31,1984,22,1717,78,50.2,19.1,20,81,14,2,52,3,1.68,36,21,+15,+0.79,+1.31,Matches
2490,Adrián Ramos,co COL,FW,Granada,es La Liga,30,1986,14,1128,81,33.0,12.5,13,84,9,1,36,0,0.64,11,26,-15,-1.20,+0.26,Matches
2491,Adrián Ramos,co COL,FW,Dortmund,de Bundesliga,30,1986,7,357,51,11.7,4.0,4,,3,3,,5,1.29,11,5,+6,+1.51,+0.65,Matches
2492,Omar Ramos,es ESP,"FW,MF",Leganés,es La Liga,28,1988,15,970,65,28.4,10.8,11,75,4,4,37,1,0.67,9,17,-8,-0.74,-0.34,Matches
2493,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,30,1986,28,2487,89,72.7,27.6,28,89,26,0,,1,2.32,70,34,+36,+1.30,-1.49,Matches
2494,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2495,Aaron Ramsey,wls WAL,MF,Arsenal,eng Premier League,25,1990,23,1236,54,36.1,13.7,13,,10,10,,1,2.09,30,20,+10,+0.73,-0.22,Matches
2496,Connor Randall,eng ENG,"DF,MF",Liverpool,eng Premier League,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
2497,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,29,1987,22,1980,90,57.9,22.0,22,,22,0,,14,1.18,33,39,-6,-0.27,+0.41,Matches
2498,Iu Ranera,es ESP,MF,Leganés,es La Liga,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
