Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
2442,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,31,1984,36.0,,,,,,,,,,,,,,,,,Matches
2443,Neven Subotić,rs SRB,DF,Köln,de Bundesliga,27,1988,9.9,,,,,,,,,,,,,,,,,Matches
2444,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,20,1996,5.8,,,,,,,,,,,,,,,,,Matches
2445,Niklas Süle,de GER,DF,Hoffenheim,de Bundesliga,20,1995,32.1,,,,,,,,,,,,,,,,,Matches
2446,Ćazim Suljić,ba BIH,FW,Crotone,it Serie A,19,1996,0.1,,,,,,,,,,,,,,,,,Matches
2447,Aytaç Sulu,,DF,Darmstadt 98,de Bundesliga,30,1985,27.0,,,,,,,,,,,,,,,,,Matches
2448,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,27,1989,14.3,,,,,,,,,,,,,,,,,Matches
2449,Toni Šunjić,ba BIH,DF,Palermo,it Serie A,27,1988,2.7,,,,,,,,,,,,,,,,,Matches
2450,Gilles Sunu,tg TOG,"FW,MF",Angers,fr Ligue 1,25,1991,9.0,,,,,,,,,,,,,,,,,Matches
2451,Stoppila Sunzu,zm ZAM,"DF,MF",Lille,fr Ligue 1,27,1989,2.2,,,,,,,,,,,,,,,,,Matches
2452,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,29,1986,20.0,,,,,,,,,,,,,,,,,Matches
2453,Markel Susaeta,es ESP,"FW,MF",Athletic Club,es La Liga,28,1987,12.4,,,,,,,,,,,,,,,,,Matches
2454,Suso,es ESP,"FW,MF",Milan,it Serie A,22,1993,31.2,,,,,,,,,,,,,,,,,Matches
2455,Markus Suttner,at AUT,"DF,GK",Ingolstadt 04,de Bundesliga,29,1987,30.4,,,,,,,,,,,,,,,,,Matches
2456,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,20,1995,0.5,,,,,,,,,,,,,,,,,Matches
2457,Issiaga Sylla,gn GUI,"DF,MF",Toulouse,fr Ligue 1,22,1994,18.6,,,,,,,,,,,,,,,,,Matches
2458,Yacouba Sylla,ml MLI,MF,Montpellier,fr Ligue 1,25,1990,12.0,,,,,,,,,,,,,,,,,Matches
2459,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,28,1987,8.7,,,,,,,,,,,,,,,,,Matches
2460,Wojciech Szczęsny,pl POL,GK,Roma,it Serie A,26,1990,38.0,,,,,,,,,,,,,,,,,Matches
2461,Alexander Søderlund,no NOR,FW,Saint-Étienne,fr Ligue 1,28,1987,10.0,,,,,,,,,,,,,,,,,Matches
2462,Frederik Sørensen,dk DEN,DF,Köln,de Bundesliga,24,1992,29.8,,,,,,,,,,,,,,,,,Matches
2463,Adel Taarabt,ma MAR,"FW,MF",Genoa,it Serie A,27,1989,2.4,,,,,,,,,,,,,,,,,Matches
2464,Franck Tabanou,fr FRA,"DF,FW",Granada,es La Liga,27,1989,4.1,,,,,,,,,,,,,,,,,Matches
2465,Panagiotis Tachtsidis,gr GRE,MF,Cagliari,it Serie A,25,1991,23.8,,,,,,,,,,,,,,,,,Matches
2466,Dušan Tadić,rs SRB,"FW,MF",Southampton,eng Premier League,27,1988,26.8,,,,,,,,,,,,,,,,,Matches
2467,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,20,1996,18.2,,,,,,,,,,,,,,,,,Matches
2468,Mehdi Tahrat,dz ALG,"DF,MF",Angers,fr Ligue 1,26,1990,3.3,,,,,,,,,,,,,,,,,Matches
2469,Saphir Taïder,dz ALG,MF,Bologna,it Serie A,24,1992,21.1,,,,,,,,,,,,,,,,,Matches
2470,Flavien Tait,fr FRA,"FW,MF",Angers,fr Ligue 1,23,1993,4.9,,,,,,,,,,,,,,,,,Matches
2471,Tana,es ESP,"FW,MF",Las Palmas,es La Liga,25,1990,24.6,,,,,,,,,,,,,,,,,Matches
2472,Oussama Tannane,ma MAR,"FW,MF",Saint-Étienne,fr Ligue 1,22,1994,14.2,,,,,,,,,,,,,,,,,Matches
2473,Shani Tarashaj,ch SUI,"FW,MF",Eint Frankfurt,de Bundesliga,21,1995,3.7,,,,,,,,,,,,,,,,,Matches
2474,Matt Targett,eng ENG,"DF,MF",Southampton,eng Premier League,20,1995,4.1,,,,,,,,,,,,,,,,,Matches
2475,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,23,1992,6.3,,,,,,,,,,,,,,,,,Matches
2476,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,it Serie A,30,1986,34.4,,,,,,,,,,,,,,,,,Matches
2477,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,27,1988,30.7,,,,,,,,,,,,,,,,,Matches
2478,Taleb Tawatha,il ISR,DF,Eint Frankfurt,de Bundesliga,24,1992,7.7,,,,,,,,,,,,,,,,,Matches
2479,Neil Taylor,wls WAL,"DF,MF",Swansea City,eng Premier League,27,1989,10.2,,,,,,,,,,,,,,,,,Matches
2480,Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,25,1991,7.4,,,,,,,,,,,,,,,,,Matches
2481,Álvaro Tejero,es ESP,DF,Real Madrid,es La Liga,20,1996,0.0,,,,,,,,,,,,,,,,,Matches
2482,Bernard Tekpetey,gh GHA,"FW,MF",Schalke 04,de Bundesliga,18,1997,0.1,,,,,,,,,,,,,,,,,Matches
2483,Jordan Tell,gp GLP,"FW,MF",Caen,fr Ligue 1,19,1997,0.7,,,,,,,,,,,,,,,,,Matches
2484,Andrés Tello,co COL,"FW,MF",Empoli,it Serie A,19,1996,9.2,,,,,,,,,,,,,,,,,Matches
2485,Cristian Tello,es ESP,"FW,MF",Fiorentina,it Serie A,24,1991,23.0,,,,,,,,,,,,,,,,,Matches
2486,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,24,1992,36.0,,,,,,,,,,,,,,,,,Matches
2487,Emanuele Terranova,it ITA,DF,Sassuolo,it Serie A,29,1987,2.2,,,,,,,,,,,,,,,,,Matches
2488,Marco Terrazzino,de GER,"FW,MF",Hoffenheim,de Bundesliga,25,1991,4.0,,,,,,,,,,,,,,,,,Matches
2489,Martin Terrier,fr FRA,"FW,MF",Lille,fr Ligue 1,19,1997,2.8,,,,,,,,,,,,,,,,,Matches
2490,John Terry,eng ENG,DF,Chelsea,eng Premier League,35,1980,5.5,,,,,,,,,,,,,,,,,Matches
2491,Florian Thauvin,fr FRA,"FW,MF",Marseille,fr Ligue 1,23,1993,32.8,,,,,,,,,,,,,,,,,Matches
2492,Alexis Thébaux,fr FRA,GK,Bastia,fr Ligue 1,31,1985,1.0,,,,,,,,,,,,,,,,,Matches
2493,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1989,30.3,,,,,,,,,,,,,,,,,Matches
2494,Cyril Théréau,fr FRA,FW,Udinese,it Serie A,33,1983,27.6,,,,,,,,,,,,,,,,,Matches
2495,Vincent Thill,lu LUX,MF,Metz,fr Ligue 1,16,2000,0.1,,,,,,,,,,,,,,,,,Matches
2496,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,28,1988,35.6,,,,,,,,,,,,,,,,,Matches
2497,Adrien Thomasson,fr FRA,"DF,FW",Nantes,fr Ligue 1,22,1993,21.5,,,,,,,,,,,,,,,,,Matches
2498,Nicolaj Thomsen,dk DEN,MF,Nantes,fr Ligue 1,23,1993,8.3,,,,,,,,,,,,,,,,,Matches
2499,Lennart Thy,de GER,FW,Werder Bremen,de Bundesliga,24,1992,1.0,,,,,,,,,,,,,,,,,Matches
2500,Fausto Tienza,es ESP,MF,Osasuna,es La Liga,26,1990,13.6,,,,,,,,,,,,,,,,,Matches
2501,David Timor,es ESP,"DF,MF",Leganés,es La Liga,26,1989,20.8,,,,,,,,,,,,,,,,,Matches
2502,Marcel Tisserand,cd COD,DF,Monaco,fr Ligue 1,23,1993,1.0,,,,,,,,,,,,,,,,,Matches
2503,Marcel Tisserand,cd COD,DF,Ingolstadt 04,de Bundesliga,23,1993,26.5,,,,,,,,,,,,,,,,,Matches
2504,Tito,es ESP,DF,Leganés,es La Liga,31,1985,9.7,,,,,,,,,,,,,,,,,Matches
2505,Tito,es ESP,DF,Granada,es La Liga,31,1985,11.1,,,,,,,,,,,,,,,,,Matches
2506,Ola Toivonen,se SWE,"FW,MF",Toulouse,fr Ligue 1,30,1986,20.1,,,,,,,,,,,,,,,,,Matches
2507,Karl Toko Ekambi,cm CMR,"FW,MF",Angers,fr Ligue 1,23,1992,27.0,,,,,,,,,,,,,,,,,Matches
2508,Corentin Tolisso,fr FRA,"DF,MF",Lyon,fr Ligue 1,21,1994,28.6,,,,,,,,,,,,,,,,,Matches
2509,Jeremy Toljan,de GER,"DF,MF",Hoffenheim,de Bundesliga,21,1994,14.6,,,,,,,,,,,,,,,,,Matches
2510,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,25,1990,30.2,,,,,,,,,,,,,,,,,Matches
2511,James Tomkins,eng ENG,"DF,MF",Crystal Palace,eng Premier League,27,1989,21.9,,,,,,,,,,,,,,,,,Matches
2512,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,28,1987,20.2,,,,,,,,,,,,,,,,,Matches
2513,Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,26,1990,3.0,,,,,,,,,,,,,,,,,Matches
2514,Aleksandar Tonev,bg BUL,MF,Crotone,it Serie A,26,1990,8.3,,,,,,,,,,,,,,,,,Matches
2515,Ömer Toprak,tr TUR,DF,Leverkusen,de Bundesliga,27,1989,23.3,,,,,,,,,,,,,,,,,Matches
2516,Gaizka Toquero,es ESP,"FW,MF",Alavés,es La Liga,31,1984,13.6,,,,,,,,,,,,,,,,,Matches
2517,Jon Toral,es ESP,"FW,MF",Granada,es La Liga,21,1995,2.9,,,,,,,,,,,,,,,,,Matches
2518,Gökhan Töre,tr TUR,"FW,MF",West Ham,eng Premier League,24,1992,2.7,,,,,,,,,,,,,,,,,Matches
2519,Vasilis Torosidis,gr GRE,"DF,MF",Bologna,it Serie A,31,1985,21.5,,,,,,,,,,,,,,,,,Matches
2520,Lucas Torreira,uy URU,MF,Sampdoria,it Serie A,20,1996,33.8,,,,,,,,,,,,,,,,,Matches
2521,Marc Torrejón,es ESP,DF,Freiburg,de Bundesliga,30,1986,10.4,,,,,,,,,,,,,,,,,Matches
2522,Daniel Torres,co COL,MF,Alavés,es La Liga,26,1989,16.0,,,,,,,,,,,,,,,,,Matches
2523,Fernando Torres,es ESP,FW,Atlético Madrid,es La Liga,32,1984,15.8,,,,,,,,,,,,,,,,,Matches
2524,Miguel Torres,es ESP,DF,Málaga,es La Liga,30,1986,17.4,,,,,,,,,,,,,,,,,Matches
2525,Roberto Torres,es ESP,MF,Osasuna,es La Liga,27,1989,25.6,,,,,,,,,,,,,,,,,Matches
2526,Xavi Torres,es ESP,"DF,MF",Sporting Gijón,es La Liga,29,1986,9.6,,,,,,,,,,,,,,,,,Matches
2527,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,18,1997,5.4,,,,,,,,,,,,,,,,,Matches
2528,Alin Toșca,ro ROU,DF,Betis,es La Liga,24,1992,16.7,,,,,,,,,,,,,,,,,Matches
2529,Francesco Totti,it ITA,"FW,MF",Roma,it Serie A,39,1976,4.2,,,,,,,,,,,,,,,,,Matches
2530,Jérémy Toulalan,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,32,1983,28.9,,,,,,,,,,,,,,,,,Matches
2531,Mamadou Tounkara,sn SEN,FW,Lazio,it Serie A,20,1996,0.1,,,,,,,,,,,,,,,,,Matches
2532,Abdoulaye Touré,gn GUI,"FW,MF",Nantes,fr Ligue 1,22,1994,4.2,,,,,,,,,,,,,,,,,Matches
2533,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,20,1996,12.0,,,,,,,,,,,,,,,,,Matches
2534,Thomas Touré,ci CIV,"FW,MF",Bordeaux,fr Ligue 1,22,1993,4.1,,,,,,,,,,,,,,,,,Matches
2535,Yaya Touré,ci CIV,MF,Manchester City,eng Premier League,33,1983,21.6,,,,,,,,,,,,,,,,,Matches
2536,Zargo Touré,sn SEN,"DF,MF",Lorient,fr Ligue 1,26,1989,20.9,,,,,,,,,,,,,,,,,Matches
2537,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,19,1997,18.2,,,,,,,,,,,,,,,,,Matches
2538,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25,1991,28.0,,,,,,,,,,,,,,,,,Matches
2539,Aleksandar Trajkovski,mk MKD,"FW,MF",Palermo,it Serie A,23,1992,4.9,,,,,,,,,,,,,,,,,Matches
2540,Abdou Traoré,ml MLI,MF,Bordeaux,fr Ligue 1,28,1988,1.1,,,,,,,,,,,,,,,,,Matches
2541,Adama Traoré,es ESP,"FW,MF",Middlesbrough,eng Premier League,20,1996,17.1,,,,,,,,,,,,,,,,,Matches
2542,Adama Traoré,ml MLI,"FW,MF",Monaco,fr Ligue 1,21,1995,3.1,,,,,,,,,,,,,,,,,Matches
2543,Ibrahima Traoré,gn GUI,MF,Gladbach,de Bundesliga,28,1988,9.3,,,,,,,,,,,,,,,,,Matches
2544,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,29,1986,31.2,,,,,,,,,,,,,,,,,Matches
2545,Lacina Traoré,ci CIV,FW,Sporting Gijón,es La Liga,26,1990,5.1,,,,,,,,,,,,,,,,,Matches
2546,Kevin Trapp,de GER,GK,Paris S-G,fr Ligue 1,26,1990,23.6,,,,,,,,,,,,,,,,,Matches
2547,Christian Träsch,de GER,"DF,MF",Wolfsburg,de Bundesliga,28,1987,7.7,,,,,,,,,,,,,,,,,Matches
2548,Óscar Trejo,ar ARG,"FW,MF",Toulouse,fr Ligue 1,28,1988,25.6,,,,,,,,,,,,,,,,,Matches
2549,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,24,1991,33.7,,,,,,,,,,,,,,,,,Matches
2550,Kieran Trippier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1990,6.3,,,,,,,,,,,,,,,,,Matches
2551,Marcello Trotta,it ITA,FW,Crotone,it Serie A,23,1992,20.8,,,,,,,,,,,,,,,,,Matches
2552,Axel Tuanzebe,cd COD,DF,Manchester Utd,eng Premier League,18,1997,3.4,,,,,,,,,,,,,,,,,Matches
2553,Arda Turan,tr TUR,"FW,MF",Barcelona,es La Liga,29,1987,13.8,,,,,,,,,,,,,,,,,Matches
2554,Josh Tymon,eng ENG,"DF,MF",Hull City,eng Premier League,17,1999,3.6,,,,,,,,,,,,,,,,,Matches
2555,Tyronne,es ESP,"FW,MF",Las Palmas,es La Liga,25,1991,0.5,,,,,,,,,,,,,,,,,Matches
2556,Przemysław Tytoń,pl POL,GK,La Coruña,es La Liga,29,1987,12.5,,,,,,,,,,,,,,,,,Matches
2557,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,20,1996,3.0,,,,,,,,,,,,,,,,,Matches
2558,Leonardo Ulloa,ar ARG,FW,Leicester City,eng Premier League,30,1986,5.0,,,,,,,,,,,,,,,,,Matches
2559,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,27,1988,5.0,,,,,,,,,,,,,,,,,Matches
2560,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,22,1993,23.7,,,,,,,,,,,,,,,,,Matches
2561,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,17,1998,7.4,,,,,,,,,,,,,,,,,Matches
2562,Takashi Usami,jp JPN,"FW,MF",Augsburg,de Bundesliga,24,1992,4.9,,,,,,,,,,,,,,,,,Matches
2563,Mark Uth,de GER,"FW,MF",Hoffenheim,de Bundesliga,24,1991,12.8,,,,,,,,,,,,,,,,,Matches
2564,Valentín Vada,ar ARG,"FW,MF",Bordeaux,fr Ligue 1,20,1996,20.9,,,,,,,,,,,,,,,,,Matches
2565,William Vainqueur,fr FRA,MF,Marseille,fr Ligue 1,27,1988,28.3,,,,,,,,,,,,,,,,,Matches
2566,Mathieu Valbuena,fr FRA,"FW,MF",Lyon,fr Ligue 1,31,1984,17.3,,,,,,,,,,,,,,,,,Matches
2567,Víctor Valdés,es ESP,GK,Middlesbrough,eng Premier League,34,1982,28.0,,,,,,,,,,,,,,,,,Matches
2568,Mirko Valdifiori,it ITA,MF,Torino,it Serie A,30,1986,19.7,,,,,,,,,,,,,,,,,Matches
2569,Mirko Valdifiori,it ITA,MF,Napoli,it Serie A,30,1986,1.0,,,,,,,,,,,,,,,,,Matches
2570,Antonio Valencia,ec ECU,"DF,MF",Manchester Utd,eng Premier League,30,1985,27.6,,,,,,,,,,,,,,,,,Matches
2571,Enner Valencia,ec ECU,"FW,MF",West Ham,eng Premier League,26,1989,2.3,,,,,,,,,,,,,,,,,Matches
2572,Enner Valencia,ec ECU,"FW,MF",Everton,eng Premier League,26,1989,8.0,,,,,,,,,,,,,,,,,Matches
2573,Borja Valero,es ESP,MF,Fiorentina,it Serie A,31,1985,29.8,,,,,,,,,,,,,,,,,Matches
2574,Borja Valle,es ESP,"FW,MF",La Coruña,es La Liga,24,1992,2.3,,,,,,,,,,,,,,,,,Matches
2575,Jesús Vallejo,es ESP,DF,Eint Frankfurt,de Bundesliga,19,1997,22.9,,,,,,,,,,,,,,,,,Matches
2576,Virgil van Dijk,nl NED,DF,Southampton,eng Premier League,25,1991,20.6,,,,,,,,,,,,,,,,,Matches
2577,Anthony Vanden Borre,be BEL,"DF,MF",Montpellier,fr Ligue 1,28,1987,8.8,,,,,,,,,,,,,,,,,Matches
2578,Leonel Vangioni,ar ARG,"DF,MF",Milan,it Serie A,29,1987,10.5,,,,,,,,,,,,,,,,,Matches
2579,Raphaël Varane,fr FRA,"DF,MF",Real Madrid,es La Liga,23,1993,21.4,,,,,,,,,,,,,,,,,Matches
2580,Javi Varas,es ESP,GK,Las Palmas,es La Liga,33,1982,25.0,,,,,,,,,,,,,,,,,Matches
2581,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,29,1987,31.1,,,,,,,,,,,,,,,,,Matches
2582,Guillermo Varela,uy URU,DF,Eint Frankfurt,de Bundesliga,23,1993,4.8,,,,,,,,,,,,,,,,,Matches
2583,Eduardo Vargas,cl CHI,"FW,MF",Hoffenheim,de Bundesliga,26,1989,1.1,,,,,,,,,,,,,,,,,Matches
2584,Ivan Vargić,hr CRO,GK,Lazio,it Serie A,29,1987,1.0,,,,,,,,,,,,,,,,,Matches
2585,Cédric Varrault,fr FRA,DF,Dijon,fr Ligue 1,36,1980,31.0,,,,,,,,,,,,,,,,,Matches
2586,Álvaro Vázquez,es ESP,FW,Espanyol,es La Liga,25,1991,3.5,,,,,,,,,,,,,,,,,Matches
2587,Franco Vázquez,ar ARG,"FW,MF",Sevilla,es La Liga,27,1989,23.1,,,,,,,,,,,,,,,,,Matches
2588,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,es La Liga,25,1991,15.6,,,,,,,,,,,,,,,,,Matches
2589,Matías Vecino,uy URU,"FW,MF",Fiorentina,it Serie A,24,1991,26.2,,,,,,,,,,,,,,,,,Matches
2590,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,es La Liga,27,1989,28.3,,,,,,,,,,,,,,,,,Matches
2591,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,20,1995,20.1,,,,,,,,,,,,,,,,,Matches
2592,Miguel Veloso,pt POR,MF,Genoa,it Serie A,30,1986,19.8,,,,,,,,,,,,,,,,,Matches
2593,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,36,1980,33.8,,,,,,,,,,,,,,,,,Matches
2594,Simone Verdi,it ITA,"FW,MF",Bologna,it Serie A,24,1992,23.5,,,,,,,,,,,,,,,,,Matches
2595,Jordan Veretout,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,1993,32.7,,,,,,,,,,,,,,,,,Matches
2596,Paul Verhaegh,nl NED,DF,Augsburg,de Bundesliga,32,1983,30.7,,,,,,,,,,,,,,,,,Matches
2597,Thomas Vermaelen,be BEL,DF,Roma,it Serie A,30,1985,4.4,,,,,,,,,,,,,,,,,Matches
2598,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,23,1992,23.9,,,,,,,,,,,,,,,,,Matches
2599,Valerio Verre,it ITA,"FW,MF",Pescara,it Serie A,22,1994,21.2,,,,,,,,,,,,,,,,,Matches
2600,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,29,1987,32.2,,,,,,,,,,,,,,,,,Matches
2601,Freddie Veseli,al ALB,DF,Empoli,it Serie A,23,1992,13.1,,,,,,,,,,,,,,,,,Matches
2602,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,23,1993,3.2,,,,,,,,,,,,,,,,,Matches
2603,Mikel Vesga,es ESP,MF,Sporting Gijón,es La Liga,23,1993,15.7,,,,,,,,,,,,,,,,,Matches
2604,Dušan Veškovac,rs SRB,DF,Toulouse,fr Ligue 1,30,1986,1.0,,,,,,,,,,,,,,,,,Matches
2605,Jannik Vestergaard,dk DEN,DF,Gladbach,de Bundesliga,23,1992,29.6,,,,,,,,,,,,,,,,,Matches
2606,Rúben Vezo,pt POR,DF,Granada,es La Liga,22,1994,16.5,,,,,,,,,,,,,,,,,Matches
2607,Rúben Vezo,pt POR,DF,Valencia,es La Liga,22,1994,0.5,,,,,,,,,,,,,,,,,Matches
2608,Aleix Vidal,es ESP,"DF,MF",Barcelona,es La Liga,26,1989,5.3,,,,,,,,,,,,,,,,,Matches
2609,Arturo Vidal,cl CHI,MF,Bayern Munich,de Bundesliga,29,1987,20.2,,,,,,,,,,,,,,,,,Matches
2610,Vieirinha,pt POR,"DF,FW",Wolfsburg,de Bundesliga,30,1986,13.5,,,,,,,,,,,,,,,,,Matches
2611,Jonathan Viera,es ESP,"FW,MF",Las Palmas,es La Liga,26,1989,28.7,,,,,,,,,,,,,,,,,Matches
2612,Luciano Vietto,ar ARG,"FW,MF",Sevilla,es La Liga,22,1993,14.6,,,,,,,,,,,,,,,,,Matches
2613,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,21,1994,10.5,,,,,,,,,,,,,,,,,Matches
2614,Emanuel Vignato,it ITA,"FW,MF",Chievo,it Serie A,15,2000,0.4,,,,,,,,,,,,,,,,,Matches
2615,Borja Viguera,es ESP,FW,Athletic Club,es La Liga,29,1987,0.3,,,,,,,,,,,,,,,,,Matches
2616,Borja Viguera,es ESP,FW,Sporting Gijón,es La Liga,29,1987,8.3,,,,,,,,,,,,,,,,,Matches
2617,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,18,1997,0.9,,,,,,,,,,,,,,,,,Matches
2618,Mikel Villanueva,ve VEN,DF,Málaga,es La Liga,23,1993,14.0,,,,,,,,,,,,,,,,,Matches
2619,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,19,1997,1.0,,,,,,,,,,,,,,,,,Matches
2620,Thomas Vincensini,fr FRA,GK,Bastia,fr Ligue 1,22,1993,3.0,,,,,,,,,,,,,,,,,Matches
2621,Thibaut Vion,fr FRA,"DF,FW",Metz,fr Ligue 1,22,1993,5.9,,,,,,,,,,,,,,,,,Matches
2622,Roberto Vitiello,it ITA,DF,Palermo,it Serie A,33,1983,4.1,,,,,,,,,,,,,,,,,Matches
2623,Vitolo,es ESP,"FW,MF",Sevilla,es La Liga,26,1989,25.9,,,,,,,,,,,,,,,,,Matches
2624,Davide Vitturini,it ITA,DF,Pescara,it Serie A,19,1997,1.6,,,,,,,,,,,,,,,,,Matches
2625,Giuseppe Vives,it ITA,MF,Torino,it Serie A,36,1980,2.5,,,,,,,,,,,,,,,,,Matches
2626,Federico Viviani,it ITA,MF,Bologna,it Serie A,24,1992,12.4,,,,,,,,,,,,,,,,,Matches
2627,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,30,1985,17.0,,,,,,,,,,,,,,,,,Matches
2628,Oswaldo Vizcarrondo,ve VEN,DF,Nantes,fr Ligue 1,32,1984,15.7,,,,,,,,,,,,,,,,,Matches
2629,Kevin Vogt,de GER,"DF,MF",Hoffenheim,de Bundesliga,24,1991,28.8,,,,,,,,,,,,,,,,,Matches
2630,Sam Vokes,wls WAL,FW,Burnley,eng Premier League,26,1989,22.9,,,,,,,,,,,,,,,,,Matches
2631,Kevin Volland,de GER,"FW,MF",Leverkusen,de Bundesliga,24,1992,16.4,,,,,,,,,,,,,,,,,Matches
2632,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,32,1983,4.6,,,,,,,,,,,,,,,,,Matches
2633,Mario Vrančić,ba BIH,MF,Darmstadt 98,de Bundesliga,27,1989,17.1,,,,,,,,,,,,,,,,,Matches
2634,Stefan de Vrij,nl NED,DF,Lazio,it Serie A,24,1992,25.2,,,,,,,,,,,,,,,,,Matches
2635,Šime Vrsaljko,hr CRO,"DF,MF",Atlético Madrid,es La Liga,24,1992,10.3,,,,,,,,,,,,,,,,,Matches
2636,Nikola Vujadinović,me MNE,DF,Osasuna,es La Liga,30,1986,8.7,,,,,,,,,,,,,,,,,Matches
2637,Matěj Vydra,cz CZE,"FW,MF",Watford,eng Premier League,24,1992,0.0,,,,,,,,,,,,,,,,,Matches
2638,Sandro Wagner,de GER,FW,Hoffenheim,de Bundesliga,28,1987,28.9,,,,,,,,,,,,,,,,,Matches
2639,Molla Wagué,ml MLI,DF,Udinese,it Serie A,25,1991,6.0,,,,,,,,,,,,,,,,,Matches
2640,Wakaso,gh GHA,MF,Granada,es La Liga,26,1990,9.6,,,,,,,,,,,,,,,,,Matches
2641,Alhassan Wakaso,gh GHA,"DF,MF",Lorient,fr Ligue 1,24,1992,7.6,,,,,,,,,,,,,,,,,Matches
2642,Walace,br BRA,MF,Hamburger SV,de Bundesliga,21,1995,8.0,,,,,,,,,,,,,,,,,Matches
2643,Theo Walcott,eng ENG,"FW,MF",Arsenal,eng Premier League,27,1989,21.3,,,,,,,,,,,,,,,,,Matches
2644,Luca Waldschmidt,de GER,"FW,MF",Hamburger SV,de Bundesliga,20,1996,4.0,,,,,,,,,,,,,,,,,Matches
2645,Kyle Walker,eng ENG,"DF,MF",Tottenham,eng Premier League,26,1990,30.0,,,,,,,,,,,,,,,,,Matches
2646,Wallace,br BRA,DF,Lazio,it Serie A,21,1994,19.4,,,,,,,,,,,,,,,,,Matches
2647,Anthony Walongwa,,DF,Nantes,fr Ligue 1,22,1993,2.8,,,,,,,,,,,,,,,,,Matches
2648,Rémi Walter,fr FRA,MF,Nice,fr Ligue 1,21,1995,15.7,,,,,,,,,,,,,,,,,Matches
2649,Jonathan Walters,ie IRL,"FW,MF",Stoke City,eng Premier League,32,1983,14.5,,,,,,,,,,,,,,,,,Matches
2650,Victor Wanyama,ke KEN,MF,Tottenham,eng Premier League,25,1991,33.5,,,,,,,,,,,,,,,,,Matches
2651,Joel Ward,eng ENG,"DF,MF",Crystal Palace,eng Premier League,26,1989,38.0,,,,,,,,,,,,,,,,,Matches
2652,Stephen Ward,ie IRL,"DF,FW",Burnley,eng Premier League,30,1985,35.9,,,,,,,,,,,,,,,,,Matches
2653,James Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,21,1994,20.9,,,,,,,,,,,,,,,,,Matches
2654,Marcin Wasilewski,pl POL,DF,Leicester City,eng Premier League,36,1980,1.0,,,,,,,,,,,,,,,,,Matches
2655,Daniel Wass,dk DEN,"DF,MF",Celta Vigo,es La Liga,27,1989,26.4,,,,,,,,,,,,,,,,,Matches
