Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
1010,Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,34,2349,69,68.7,26.1,25,86,19,9,23,3,2.09,41,17,+24,+0.92,-0.09,36.0,25.2,+10.8,+0.42,+0.11,Matches
1011,Ali Gabr,eg EGY,DF,West Brom,eng Premier League,28,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1012,Gabri,es ESP,FW,Leganés,es La Liga,21,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1013,Gabriel,br BRA,GK,Milan,it Serie A,24,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1014,Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,29,2377,82,69.5,26.4,28,84,16,1,29,1,1.21,23,32,-9,-0.34,+0.35,29.4,31.2,-1.8,-0.07,+0.44,Matches
1015,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,22,1995,29,1815,63,59.3,20.2,22,,9,7,,4,1.69,22,21,+1,+0.05,+0.12,23.1,25.1,-2.0,-0.10,-0.27,Matches
1016,Luca Gagliano,it ITA,FW,Cagliari,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1017,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,23,1994,30,1988,66,58.1,22.1,23,,18,7,,4,1.87,28,17,+11,+0.50,-1.07,31.7,21.0,+10.7,+0.48,-0.07,Matches
1018,Nicolás Gaitán,ar ARG,"MF,FW",Atlético Madrid,es La Liga,29,1988,6,219,37,6.4,2.4,1,59,0,5,32,5,2.00,4,1,+3,+1.23,+0.31,2.8,4.4,-1.6,-0.66,-1.11,Matches
1019,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4,360,90,10.5,4.0,4,90,4,0,,10,1.50,6,4,+2,+0.50,+0.41,3.4,5.1,-1.7,-0.43,-0.70,Matches
1020,Serge Gakpé,tg TOG,"FW,MF",Amiens,fr Ligue 1,30,1987,29,1825,63,53.4,20.3,23,72,7,6,28,1,1.28,21,16,+5,+0.25,+0.81,16.2,24.1,-7.9,-0.39,+0.41,Matches
1021,Andrey Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,20,1129,56,33.0,12.5,12,,4,8,,13,1.20,12,12,0,0.00,+0.39,13.6,13.8,-0.2,-0.02,-0.06,Matches
1022,Álex Gálvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18,1619,90,47.3,18.0,18,90,17,0,,0,0.56,9,31,-22,-1.22,+0.18,16.7,33.2,-16.5,-0.92,-0.14,Matches
1023,Álex Gálvez,es ESP,DF,Eibar,es La Liga,28,1989,4,360,90,10.5,4.0,4,90,4,0,,6,0.75,3,13,-10,-2.50,-2.62,3.2,6.3,-3.1,-0.76,-0.75,Matches
1024,Bruno Gama,pt POR,"FW,MF",La Coruña,es La Liga,29,1987,6,115,19,3.4,1.3,1,48,0,5,13,0,0.83,1,5,-4,-3.13,-2.20,1.8,2.6,-0.8,-0.63,-0.45,Matches
1025,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,23,1815,79,53.1,20.2,20,,15,3,,8,0.96,18,32,-14,-0.69,-0.19,17.7,28.7,-11.0,-0.54,+0.03,Matches
1026,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,30,1987,25,1125,45,32.9,12.5,11,75,3,14,22,11,2.12,19,10,+9,+0.72,-0.34,17.7,12.3,+5.4,+0.43,+0.08,Matches
1027,Jesús Gámez,es ESP,DF,Newcastle Utd,eng Premier League,32,1985,2,98,49,2.9,1.1,1,,1,1,,9,1.50,1,0,+1,+0.92,+1.16,1.3,1.2,+0.1,+0.08,+0.38,Matches
1028,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,27,1989,33,2750,83,80.4,30.6,32,,24,1,,1,1.33,38,42,-4,-0.13,+1.21,32.1,40.1,-8.1,-0.26,+0.25,Matches
1029,Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,18,1999,6,69,12,2.0,0.8,0,,0,6,12,3,1.50,1,0,+1,+1.30,+1.30,1.8,0.9,+0.9,+1.20,+1.23,Matches
1030,Najib Gandi,fr FRA,"FW,MF",Nantes,fr Ligue 1,23,1994,5,96,19,2.8,1.1,0,,0,5,19,4,2.20,1,0,+1,+0.94,+1.10,0.5,1.7,-1.2,-1.15,-1.29,Matches
1031,Ganso,br BRA,MF,Sevilla,es La Liga,27,1989,8,519,65,15.2,5.8,7,74,2,1,1,6,2.13,5,2,+3,+0.52,+0.89,9.6,6.1,+3.4,+0.60,+0.54,Matches
1032,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,30,1986,24,2028,85,59.3,22.5,23,87,20,1,25,3,1.92,38,25,+13,+0.58,-0.33,33.7,29.7,+4.0,+0.18,-0.06,Matches
1033,Luke Garbutt,eng ENG,"DF,MF",Everton,eng Premier League,24,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1034,Aleix García,es ESP,MF,Girona,es La Liga,20,1997,20,852,43,24.9,9.5,7,87,5,13,19,14,1.60,13,21,-8,-0.85,-0.81,12.3,14.6,-2.2,-0.24,-0.32,Matches
1035,Borja García,es ESP,MF,Girona,es La Liga,26,1990,37,2798,76,81.8,31.1,34,80,15,3,29,1,1.38,40,43,-3,-0.10,+0.77,41.5,39.2,+2.3,+0.07,+0.38,Matches
1036,Dani García,es ESP,MF,Eibar,es La Liga,27,1990,32,2775,87,81.1,30.8,32,87,26,0,,3,1.53,42,38,+4,+0.13,+1.53,35.6,35.4,+0.2,+0.01,+0.53,Matches
1037,David García,es ESP,DF,Las Palmas,es La Liga,35,1982,11,860,78,25.1,9.6,9,90,9,2,25,17,0.18,5,23,-18,-1.88,-0.76,7.2,19.3,-12.1,-1.27,-0.57,Matches
1038,Imanol García,es ESP,MF,Villarreal,es La Liga,21,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1039,Javi García,es ESP,"MF,DF",Betis,es La Liga,30,1987,32,2410,75,70.5,26.8,27,86,22,5,17,2,1.69,41,39,+2,+0.07,+0.34,28.8,34.1,-5.3,-0.20,-0.40,Matches
1040,Manu García,es ESP,MF,Alavés,es La Liga,31,1986,30,2439,81,71.3,27.1,27,89,25,3,16,5,1.30,31,33,-2,-0.07,+0.66,28.6,36.2,-7.5,-0.28,+0.63,Matches
1041,Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,31,1986,34,2627,77,76.8,29.2,30,83,17,4,32,0,1.18,31,34,-3,-0.10,+0.46,40.4,38.8,+1.6,+0.06,+0.31,Matches
1042,Raúl García,es ESP,DF,Leganés,es La Liga,28,1989,19,1392,73,40.7,15.5,15,90,15,4,11,14,1.00,18,24,-6,-0.39,+0.10,14.2,22.4,-8.3,-0.53,-0.56,Matches
1043,Samu García,es ESP,MF,Málaga,es La Liga,27,1990,7,177,25,5.2,2.0,2,53,0,5,14,5,0.14,1,4,-3,-1.53,-0.58,1.3,3.0,-1.7,-0.87,-0.33,Matches
1044,Samu García,es ESP,"FW,MF",Levante,es La Liga,27,1990,11,191,17,5.6,2.1,2,29,0,9,15,3,0.91,2,4,-2,-0.94,-0.61,2.1,4.5,-2.5,-1.17,-0.72,Matches
1045,Sergio García,es ESP,"FW,MF",Espanyol,es La Liga,34,1983,33,1641,50,48.0,18.2,14,80,10,19,27,1,1.30,20,15,+5,+0.27,+0.83,24.2,22.6,+1.7,+0.09,+0.74,Matches
1046,Ulisses Garcia,ch SUI,FW,Werder Bremen,de Bundesliga,21,1996,1,90,90,2.9,1.0,1,,1,0,,9,1.00,0,0,0,0.00,+0.09,0.5,1.0,-0.5,-0.47,-0.30,Matches
1047,Luca Garritano,it ITA,"MF,FW",Chievo,it Serie A,23,1994,11,189,17,5.5,2.1,0,,0,11,,11,0.82,2,5,-3,-1.43,-0.87,3.2,3.3,-0.2,-0.07,+0.51,Matches
1048,Bruno Gaspar,ao ANG,DF,Fiorentina,it Serie A,24,1993,15,781,52,22.8,8.7,6,,5,9,,21,1.53,16,14,+2,+0.23,+0.03,12.3,10.6,+1.7,+0.20,-0.21,Matches
1049,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,26,1990,32,2806,88,82.0,31.2,31,90,31,1,16,2,1.63,47,42,+5,+0.16,-0.13,45.2,42.6,+2.5,+0.08,+0.47,Matches
1050,Daniele Gasparetto,it ITA,DF,SPAL,it Serie A,29,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1051,Manuel Gasparini,it ITA,GK,Udinese,it Serie A,15,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1052,Daniele Gastaldello,it ITA,DF,Bologna,it Serie A,34,1983,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1053,Gianluca Gaudino,de GER,MF,Chievo,it Serie A,20,1996,2,18,9,0.5,0.2,0,,0,2,,18,1.50,0,1,-1,-5.00,-4.42,0.1,0.2,-0.1,-0.47,+0.08,Matches
1054,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,26,1990,35,1958,56,57.3,21.8,23,,8,12,,1,1.06,19,31,-12,-0.55,-0.80,23.2,32.1,-8.8,-0.41,-0.28,Matches
1055,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,25,1992,1,90,90,2.6,1.0,1,,1,0,,1,3.00,1,0,+1,+1.00,0.00,0.9,0.8,0.0,+0.04,-0.79,Matches
1056,Marcello Gazzola,it ITA,DF,Sassuolo,it Serie A,32,1985,9,739,82,21.6,8.2,9,,6,0,,11,0.78,4,12,-8,-0.97,-0.24,10.6,11.3,-0.7,-0.08,-0.02,Matches
1057,Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,de Bundesliga,21,1995,30,2591,86,84.7,28.8,29,,28,1,,1,1.07,33,42,-9,-0.31,+0.65,30.6,38.1,-7.5,-0.26,+0.70,Matches
1058,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37,3330,90,97.4,37.0,37,,37,0,,0,2.11,67,28,+39,+1.05,+0.05,55.3,40.1,+15.2,+0.41,+0.62,Matches
1059,Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,de Bundesliga,30,1986,32,2828,88,92.4,31.4,31,,30,1,,0,1.28,34,35,-1,-0.03,+0.74,35.0,40.7,-5.8,-0.18,-0.03,Matches
1060,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,19,1998,21,1588,76,51.9,17.6,20,,12,1,,1,1.71,30,23,+7,+0.40,-0.28,22.8,21.0,+1.9,+0.11,+0.02,Matches
1061,Johannes Geis,de GER,"DF,MF",Sevilla,es La Liga,23,1993,14,676,48,19.8,7.5,7,86,6,7,11,9,1.79,11,9,+2,+0.27,+0.63,8.8,11.7,-2.9,-0.38,-0.65,Matches
1062,Johannes Geis,de GER,"DF,MF",Schalke 04,de Bundesliga,23,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1063,Jérémy Gélin,fr FRA,"DF,MF",Rennes,fr Ligue 1,20,1997,28,2315,83,67.7,25.7,25,89,24,3,29,1,1.75,34,27,+7,+0.27,+0.35,35.2,29.3,+5.8,+0.23,+0.67,Matches
1064,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,29,1987,24,1808,75,52.9,20.1,22,80,15,2,22,10,0.88,14,25,-11,-0.55,+0.23,24.8,22.2,+2.5,+0.13,+0.56,Matches
1065,Santiago Gentiletti,ar ARG,DF,Genoa,it Serie A,32,1985,4,291,73,8.5,3.2,3,,3,1,,17,0.25,3,6,-3,-0.93,-0.73,3.1,4.4,-1.3,-0.41,-0.48,Matches
1066,Christian Gentner,de GER,MF,Stuttgart,de Bundesliga,31,1985,27,2412,89,78.8,26.8,27,,25,0,,0,1.63,29,26,+3,+0.11,+0.53,31.9,34.2,-2.4,-0.09,+0.02,Matches
1067,Alec Georgen,fr FRA,DF,Paris S-G,fr Ligue 1,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1068,Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,de Bundesliga,23,1994,17,1228,72,40.1,13.6,12,,11,5,,5,1.29,18,16,+2,+0.15,+0.83,15.1,18.6,-3.5,-0.25,+0.45,Matches
1069,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,27,1990,35,2167,62,63.4,24.1,24,80,10,11,23,3,2.00,45,33,+12,+0.50,-1.01,46.0,30.2,+15.8,+0.66,-0.81,Matches
1070,Gerson,br BRA,"MF,FW",Roma,it Serie A,20,1997,24,909,38,26.6,10.1,8,,2,16,,14,2.42,20,8,+12,+1.19,+0.44,17.1,8.6,+8.5,+0.84,+0.21,Matches
1071,Edvinas Gertmonas,lt LTU,GK,Rennes,fr Ligue 1,21,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1072,Willem Geubbels,fr FRA,"FW,MF",Lyon,fr Ligue 1,15,2001,2,33,17,1.0,0.4,0,,0,2,17,1,2.00,2,0,+2,+5.45,+4.34,0.8,1.0,-0.1,-0.41,-1.03,Matches
1073,Yassine El Ghanassy,be BEL,"MF,FW",Nantes,fr Ligue 1,27,1990,20,644,32,18.8,7.2,5,63,0,15,22,10,1.35,7,7,0,0.00,+0.16,10.5,6.6,+3.8,+0.54,+0.54,Matches
1074,Anwar El Ghazi,nl NED,"FW,MF",Lille,fr Ligue 1,22,1995,27,1648,61,48.2,18.3,19,75,13,8,27,4,0.89,21,31,-10,-0.55,+0.27,17.2,28.2,-11.0,-0.60,-0.07,Matches
1075,Rachid Ghezzal,dz ALG,"FW,MF",Monaco,fr Ligue 1,25,1992,26,1006,39,29.4,11.2,7,78,2,19,24,4,2.00,29,12,+17,+1.52,+0.66,24.8,14.1,+10.7,+0.96,+0.85,Matches
1076,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,26,1991,11,985,90,28.8,10.9,11,,10,0,,3,2.82,32,8,+24,+2.19,+1.31,22.7,6.3,+16.4,+1.49,+0.62,Matches
1077,Emanuele Giaccherini,it ITA,"MF,FW",Chievo,it Serie A,32,1985,13,903,69,26.4,10.0,11,,4,2,,1,1.31,12,10,+2,+0.20,+1.09,6.8,14.0,-7.2,-0.72,-0.22,Matches
1078,Emanuele Giaccherini,it ITA,"FW,MF",Napoli,it Serie A,32,1985,4,64,16,1.9,0.7,0,,0,4,,18,3.00,2,1,+1,+1.41,+0.15,2.2,1.2,+1.0,+1.46,+0.41,Matches
1079,Niccolò Giannetti,it ITA,"FW,DF",Cagliari,it Serie A,26,1991,8,293,37,8.6,3.3,3,,2,5,,27,0.50,1,8,-7,-2.15,-1.55,3.8,5.7,-1.9,-0.58,-0.08,Matches
1080,Pasquale Giannotti,it ITA,MF,Crotone,it Serie A,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1081,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,27,1989,33,2827,86,82.7,31.4,32,,27,1,,0,0.73,23,44,-21,-0.67,-0.06,31.2,39.8,-8.7,-0.28,+0.14,Matches
1082,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,27,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1083,Rafał Gikiewicz,pl POL,GK,Freiburg,de Bundesliga,29,1987,2,154,77,5.0,1.7,1,,1,1,,32,2.00,4,3,+1,+0.58,+1.36,1.3,1.5,-0.2,-0.13,+0.06,Matches
1084,Carles Gil,es ESP,"FW,MF",La Coruña,es La Liga,24,1992,10,476,48,13.9,5.3,6,73,0,4,10,4,0.70,4,12,-8,-1.51,-0.60,5.7,9.7,-4.0,-0.75,-0.65,Matches
1085,Nacho Gil,es ESP,"FW,MF",Las Palmas,es La Liga,21,1995,14,729,52,21.3,8.1,8,71,2,6,27,1,0.43,1,12,-11,-1.36,-0.05,5.7,13.3,-7.6,-0.93,-0.11,Matches
1086,Nacho Gil,es ESP,MF,Valencia,es La Liga,21,1995,6,229,38,6.7,2.5,2,64,0,4,25,9,1.17,3,5,-2,-0.79,-1.60,4.4,4.1,+0.3,+0.12,-0.08,Matches
1087,Guillaume Gillet,be BEL,MF,Nantes,fr Ligue 1,33,1984,1,16,16,0.5,0.2,0,,0,1,16,0,0.00,0,0,0,0.00,+0.13,0.2,0.1,0.0,+0.27,+0.17,Matches
1088,Dani Giménez,es ESP,GK,Betis,es La Liga,34,1983,4,308,77,9.0,3.4,4,77,3,0,,25,2.50,4,0,+4,+1.17,+1.31,4.6,1.7,+2.9,+0.85,+1.02,Matches
1089,Daniel Ginczek,de GER,FW,Stuttgart,de Bundesliga,26,1991,23,1523,66,49.8,16.9,17,,5,6,,1,1.91,26,16,+10,+0.59,+1.18,21.6,19.6,+2.0,+0.12,+0.42,Matches
1090,Matthias Ginter,de GER,DF,Gladbach,de Bundesliga,23,1994,34,3060,90,100.0,34.0,34,,34,0,,0,1.38,47,52,-5,-0.15,,51.1,52.0,-0.8,-0.02,,Matches
1091,Giovanni,es ESP,FW,Atlético Madrid,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1092,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,25,1992,25,2092,84,61.2,23.2,24,86,23,1,20,12,1.00,25,39,-14,-0.60,+0.28,26.2,29.9,-3.7,-0.16,+0.53,Matches
1093,Thibault Giresse,fr FRA,"FW,MF",Guingamp,fr Ligue 1,36,1981,3,23,8,0.7,0.3,0,,0,3,8,18,0.00,0,1,-1,-3.91,-3.65,0.1,1.1,-1.0,-3.74,-3.67,Matches
1094,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,25,1992,25,1520,61,44.4,16.9,18,78,10,7,15,5,1.60,17,14,+3,+0.18,+0.56,18.4,14.4,+4.0,+0.24,+0.25,Matches
1095,Olivier Giroud,fr FRA,FW,Arsenal,eng Premier League,30,1986,16,388,24,11.3,4.3,1,,1,15,,2,1.50,7,4,+3,+0.70,+0.10,8.4,4.2,+4.3,+0.99,+0.51,Matches
1096,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,30,1986,13,613,47,17.9,6.8,6,,2,7,,0,1.54,12,7,+5,+0.73,+0.12,11.6,6.1,+5.5,+0.81,+0.33,Matches
1097,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,29,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,2.14,82,37,+45,+1.25,+3.75,57.0,45.1,+11.9,+0.33,-0.62,Matches
1098,Serge Gnabry,de GER,FW,Hoffenheim,de Bundesliga,22,1995,22,1507,69,49.2,16.7,20,,6,2,,0,1.77,37,20,+17,+1.02,+0.96,25.9,20.8,+5.0,+0.30,+0.41,Matches
1099,Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,20,1997,36,2919,81,85.4,32.4,32,89,30,4,17,2,1.61,45,36,+9,+0.28,+0.82,43.2,42.8,+0.4,+0.01,-0.01,Matches
1100,Massimo Gobbi,it ITA,DF,Chievo,it Serie A,36,1980,24,2048,85,59.9,22.8,23,,21,1,,8,1.21,24,35,-11,-0.48,+0.30,21.0,30.9,-9.9,-0.43,+0.30,Matches
1101,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,31,1986,30,2554,85,74.7,28.4,28,89,27,2,37,5,2.27,49,15,+34,+1.20,+0.99,40.5,28.3,+12.2,+0.43,+0.20,Matches
1102,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,29,1988,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
1103,Edoardo Goldaniga,it ITA,DF,Sassuolo,it Serie A,23,1993,13,1153,89,33.7,12.8,13,,10,0,,8,1.31,10,14,-4,-0.31,+0.72,16.4,14.3,+2.0,+0.16,+0.34,Matches
1104,Connor Goldson,eng ENG,DF,Brighton,eng Premier League,24,1992,3,200,67,5.8,2.2,2,,2,1,,28,1.00,1,5,-4,-1.80,-1.35,2.0,2.9,-0.9,-0.42,-0.06,Matches
1105,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,22,1995,7,622,89,18.2,6.9,7,,6,0,,31,1.57,11,4,+7,+1.01,+0.66,11.6,6.7,+5.0,+0.72,-0.01,Matches
1106,André Gomes,pt POR,MF,Barcelona,es La Liga,24,1993,16,635,40,18.6,7.1,6,77,2,10,17,10,2.75,16,5,+11,+1.56,-0.35,15.1,6.2,+8.9,+1.27,+0.21,Matches
1107,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,36,1981,24,2128,89,62.2,23.6,24,,23,0,,9,1.08,32,40,-8,-0.34,+0.50,29.5,33.1,-3.6,-0.15,+0.07,Matches
1108,Gustavo Gómez,py PAR,DF,Milan,it Serie A,24,1993,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches
1109,Ibai Gómez,es ESP,"MF,FW",Alavés,es La Liga,27,1989,34,2319,68,67.8,25.8,26,82,12,8,23,2,1.26,30,30,0,0.00,+0.82,29.6,35.0,-5.4,-0.21,+0.78,Matches
1110,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,20,1997,23,1902,83,55.6,21.1,21,,21,2,,6,1.96,47,22,+25,+1.18,-0.06,41.1,18.6,+22.5,+1.07,+0.08,Matches
1111,Mario Gómez,de GER,FW,Wolfsburg,de Bundesliga,32,1985,12,936,78,30.6,10.4,11,,9,1,,0,1.25,14,13,+1,+0.10,+0.65,11.7,15.2,-3.4,-0.33,+0.28,Matches
1112,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,32,1985,16,1385,87,45.3,15.4,16,,13,0,,0,1.94,17,12,+5,+0.32,+0.59,16.8,18.7,-1.9,-0.12,-0.06,Matches
1113,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,20,1996,36,3068,85,89.7,34.1,35,86,25,1,45,0,1.19,50,54,-4,-0.12,-0.88,49.5,46.4,+3.1,+0.09,+0.96,Matches
1114,Papu Gómez,ar ARG,"MF,FW",Atalanta,it Serie A,29,1988,33,2750,83,80.4,30.6,31,,23,2,,1,1.52,48,34,+14,+0.46,-0.08,52.6,29.7,+22.9,+0.75,+0.13,Matches
1115,Sergi Gómez,es ESP,DF,Celta Vigo,es La Liga,25,1992,33,2680,81,78.4,29.8,31,86,27,2,11,3,1.36,48,49,-1,-0.03,-0.03,41.7,40.7,+0.9,+0.03,+0.18,Matches
1116,Sergio Gómez,es ESP,MF,Dortmund,de Bundesliga,16,2000,2,9,5,0.3,0.1,0,,0,2,,1,3.00,0,0,0,0.00,-0.50,0.1,0.0,0.0,+0.32,-0.38,Matches
1117,Vicente Gómez,es ESP,MF,Las Palmas,es La Liga,28,1988,25,1525,61,44.6,16.9,17,81,9,8,18,8,0.56,8,37,-29,-1.71,-0.71,14.1,30.3,-16.2,-0.96,-0.20,Matches
1118,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,23,1993,26,2261,87,66.1,25.1,25,,24,1,,12,0.96,31,43,-12,-0.48,+0.14,28.2,37.6,-9.3,-0.37,+0.61,Matches
1119,Maxime Gonalons,fr FRA,MF,Roma,it Serie A,28,1989,16,1096,69,32.0,12.2,12,,11,4,,15,2.25,23,9,+14,+1.15,+0.41,22.9,10.8,+12.1,+0.99,+0.45,Matches
1120,Anthony Gonçalves,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,31,1986,29,1757,61,51.4,19.5,18,84,12,11,23,3,1.00,27,33,-6,-0.31,+0.61,23.3,29.0,-5.7,-0.29,+0.10,Matches
1121,Vagner Gonçalves,cv CPV,FW,Saint-Étienne,fr Ligue 1,21,1996,4,108,27,3.2,1.2,1,55,0,3,18,5,0.25,0,3,-3,-2.50,-2.50,0.5,3.0,-2.5,-2.07,-2.05,Matches
1122,Jérôme Gondorf,de GER,"MF,FW",Werder Bremen,de Bundesliga,29,1988,21,797,38,26.0,8.9,7,,0,14,,5,1.43,8,12,-4,-0.45,-0.49,9.9,14.2,-4.3,-0.48,-0.41,Matches
1123,Cenk Gönen,tr TUR,GK,Málaga,es La Liga,29,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1124,Adrián González,es ESP,"MF,FW",Málaga,es La Liga,29,1988,29,2340,81,68.4,26.0,27,85,24,2,18,3,0.66,21,41,-20,-0.77,+0.65,27.4,40.4,-13.0,-0.50,+0.18,Matches
1125,Alejandro González,uy URU,DF,Hellas Verona,it Serie A,29,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1126,Álvaro González,es ESP,DF,Villarreal,es La Liga,27,1990,33,2898,88,84.7,32.2,32,89,30,1,55,0,1.52,44,45,-1,-0.03,-1.41,45.3,46.8,-1.5,-0.05,-0.28,Matches
1127,Bruno González,es ESP,DF,Getafe,es La Liga,27,1990,20,1540,77,45.0,17.1,17,90,17,3,3,15,1.60,16,11,+5,+0.29,+0.10,20.5,15.6,+4.9,+0.28,+0.11,Matches
1128,Diego González,es ESP,DF,Málaga,es La Liga,22,1995,18,1429,79,41.8,15.9,17,82,12,1,38,11,0.39,9,29,-20,-1.26,-0.49,17.2,26.0,-8.8,-0.55,0.00,Matches
1129,Fabio González,es ESP,MF,Las Palmas,es La Liga,20,1997,1,64,64,1.9,0.7,1,64,0,0,,1,0.00,1,3,-2,-2.81,-1.53,0.4,0.2,+0.2,+0.34,+1.21,Matches
1130,Giancarlo González,cr CRC,DF,Bologna,it Serie A,29,1988,22,1857,84,54.3,20.6,22,,19,0,,8,1.09,22,30,-8,-0.39,-0.16,19.4,28.0,-8.6,-0.42,-0.06,Matches
1131,Mario González,es ESP,FW,Villarreal,es La Liga,21,1996,2,18,9,0.5,0.2,0,,0,2,9,0,1.50,0,2,-2,-10.00,-10.24,0.1,0.9,-0.8,-3.99,-4.01,Matches
1132,Sergi González,es ESP,DF,Atlético Madrid,es La Liga,22,1995,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1133,Georges Gope-Fenepej,nc NCL,FW,Amiens,fr Ligue 1,28,1988,3,47,16,1.4,0.5,0,,0,3,16,5,0.00,0,3,-3,-5.74,-5.69,0.8,3.0,-2.1,-4.10,-3.57,Matches
1134,Jon Gorenc Stanković,si SVN,"DF,MF",Huddersfield,eng Premier League,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1135,Leon Goretzka,de GER,MF,Schalke 04,de Bundesliga,22,1995,26,1982,76,64.8,22.0,21,,17,5,,0,1.85,37,21,+16,+0.73,+0.73,30.6,24.2,+6.4,+0.29,+0.27,Matches
1136,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,26,1990,4,360,90,10.5,4.0,4,90,4,0,,34,1.75,9,6,+3,+0.75,-0.46,5.7,4.9,+0.8,+0.20,-0.47,Matches
1137,Gabriele Gori,it ITA,FW,Fiorentina,it Serie A,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1138,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,20,1996,2,76,38,2.2,0.8,1,66,0,1,10,6,1.50,0,1,-1,-1.18,-1.40,0.6,1.3,-0.6,-0.76,-0.86,Matches
1139,Nicolás Gorosito,ar ARG,DF,Getafe,es La Liga,28,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
