Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
138,El Chadaille Bitshiabu,fr FRA,DF,fr Paris S-G,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
139,Kayky Chagas,br BRA,MF,eng Manchester City,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
140,Trevoh Chalobah,eng ENG,DF,eng Chelsea,22,1999,3,177,59,19.0,2.0,1,90,1,2,44,6,2.00,6,1,+5,+2.54,+1.83,5.0,2.5,+2.5,+1.27,+0.62,Matches
141,Giorgio Chiellini,it ITA,DF,it Juventus,36,1984,1,8,8,1.1,0.1,0,,0,1,8,5,3.00,0,0,0,0.00,-0.13,0.0,0.4,-0.4,-4.61,-5.01,Matches
142,Federico Chiesa,it ITA,"FW,MF",it Juventus,23,1997,4,334,84,46.4,3.7,4,84,2,0,,0,2.25,6,5,+1,+0.27,+0.27,5.3,4.4,+1.0,+0.26,-0.15,Matches
143,Ben Chilwell,eng ENG,DF,eng Chelsea,24,1996,4,187,47,20.1,2.1,2,67,0,2,27,1,2.25,7,1,+6,+2.89,+2.28,5.6,1.4,+4.2,+2.02,+1.57,Matches
144,Dmitri Chistyakov,ru RUS,DF,ru Zenit,27,1994,5,442,88,81.9,4.9,5,88,3,0,,0,0.80,6,7,-1,-0.20,-1.12,6.3,5.2,+1.1,+0.22,-0.52,Matches
145,Andreas Christensen,dk DEN,DF,eng Chelsea,25,1996,8,601,75,64.6,6.7,8,75,5,0,,2,2.00,12,6,+6,+0.90,-0.47,10.6,6.9,+3.6,+0.54,-0.64,Matches
146,Anders Christiansen,dk DEN,MF,se Malmö,31,1990,4,327,82,60.6,3.6,4,82,3,0,,0,1.27,0,12,-12,-3.30,-2.88,1.2,10.4,-9.3,-2.55,-0.77,Matches
147,Samuel Chukwueze,ng NGA,"MF,FW",es Villarreal,22,1999,9,277,31,25.6,3.1,2,80,0,7,17,1,1.56,7,6,+1,+0.32,-0.01,5.6,4.9,+0.7,+0.24,+0.22,Matches
148,Claudinho,br BRA,"MF,FW",ru Zenit,24,1997,6,456,76,84.4,5.1,6,76,1,0,,0,0.83,6,9,-3,-0.59,-3.81,6.3,7.2,-0.9,-0.18,-3.15,Matches
149,Sebastián Coates,uy URU,DF,pt Sporting CP,30,1990,6,540,90,75.0,6.0,6,90,6,0,,0,1.67,11,8,+3,+0.50,+3.50,10.3,7.5,+2.8,+0.46,+2.11,Matches
150,Serafim Cojocari,md MDA,FW,md Sheriff Tiraspol,20,2001,1,1,1,0.2,0.0,0,,0,1,1,5,0.00,0,0,0,0.00,+0.67,0.0,0.1,-0.1,-7.95,-6.64,Matches
151,Maxim Cojocaru,md MDA,"FW,MF",md Sheriff Tiraspol,23,1998,2,17,9,3.1,0.2,0,,0,2,9,4,0.00,0,0,0,0.00,+0.69,0.1,0.8,-0.7,-3.71,-2.47,Matches
152,Antonio Čolak,hr CRO,FW,se Malmö,27,1993,6,498,83,92.2,5.5,6,83,4,0,,0,1.29,1,12,-11,-1.99,+2.30,1.5,13.2,-11.7,-2.10,+1.97,Matches
153,Kingsley Coman,fr FRA,FW,de Bayern Munich,25,1996,9,628,70,69.8,7.0,8,77,3,1,9,0,2.22,21,4,+17,+2.44,+0.12,19.9,5.5,+14.4,+2.06,+0.67,Matches
154,Francisco Conceição,pt POR,MF,pt Porto,18,2002,2,39,20,7.2,0.4,0,,0,2,20,3,0.50,0,1,-1,-2.31,-1.23,0.0,0.3,-0.2,-0.54,-0.44,Matches
155,Francis Coquelin,fr FRA,MF,es Villarreal,30,1991,8,458,57,42.4,5.1,6,68,0,2,26,0,1.75,10,6,+4,+0.79,+0.79,8.9,7.1,+1.7,+0.34,+0.47,Matches
156,Alex Cordaz,it ITA,GK,it Inter,38,1983,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
157,Jesús Corona,mx MEX,"DF,FW",pt Porto,28,1993,4,214,54,39.6,2.4,2,90,2,2,17,2,1.00,2,7,-5,-2.10,-1.55,3.5,5.1,-1.5,-0.65,-0.85,Matches
158,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,26,1995,10,405,41,45.0,4.5,3,85,2,7,22,0,1.20,5,7,-2,-0.44,-0.63,6.4,7.7,-1.3,-0.28,-0.32,Matches
159,Joaquín Correa,ar ARG,FW,it Inter,26,1994,5,111,22,15.4,1.2,0,,0,5,22,1,2.00,1,2,-1,-0.81,-1.25,0.9,2.1,-1.1,-0.94,-1.84,Matches
160,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,24,1997,1,12,12,2.2,0.1,0,,0,1,12,5,1.00,0,0,0,0.00,+1.19,0.0,0.0,0.0,+0.05,+0.18,Matches
161,Diogo Costa,pt POR,GK,pt Porto,21,1999,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,4,11,-7,-1.17,,8.0,8.8,-0.8,-0.13,,Matches
162,Fernando Costanza,br BRA,DF,md Sheriff Tiraspol,22,1998,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,7,11,-4,-0.67,,4.4,12.2,-7.9,-1.32,,Matches
163,Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,13,1230,95,100.0,13.7,13,95,13,0,,0,2.08,29,14,+15,+1.10,,21.6,20.1,+1.5,+0.11,+0.11,Matches
164,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,29,1992,4,111,28,20.6,1.2,0,,0,4,28,2,0.75,0,3,-3,-2.43,-1.59,0.4,3.5,-3.0,-2.47,-2.47,Matches
165,Juan Cuadrado,co COL,"DF,MF",it Juventus,33,1988,7,472,67,65.6,5.2,5,86,3,2,21,1,1.86,6,7,-1,-0.19,-0.92,7.7,7.7,0.0,-0.01,-1.00,Matches
166,Mickaël Cuisance,fr FRA,MF,de Bayern Munich,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
167,Matheus Cunha,br BRA,FW,es Atlético Madrid,22,1999,5,146,29,16.2,1.6,0,,0,5,29,3,0.80,1,2,-1,-0.62,-0.62,3.7,2.4,+1.2,+0.75,+1.02,Matches
168,Danilo D'Ambrosio,it ITA,DF,it Inter,32,1988,3,147,49,20.4,1.6,1,90,1,2,29,5,2.00,1,2,-1,-0.61,-1.08,1.4,2.9,-1.5,-0.89,-1.90,Matches
169,Cosimo Marco Da Graca,it ITA,FW,it Juventus,19,2002,1,1,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-0.13,0.0,0.0,0.0,+1.02,+0.68,Matches
170,Colin Dagba,fr FRA,DF,fr Paris S-G,22,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
171,Johan Dahlin,se SWE,GK,se Malmö,34,1986,4,315,79,58.3,3.5,4,79,3,0,,2,1.50,1,8,-7,-2.00,+0.40,1.0,8.3,-7.3,-2.09,+0.38,Matches
172,Mahmoud Dahoud,de GER,MF,de Dortmund,25,1996,4,212,53,39.3,2.4,3,62,2,1,25,0,2.25,8,2,+6,+2.55,+4.47,7.6,2.2,+5.4,+2.29,+2.71,Matches
173,Diogo Dalot,pt POR,DF,eng Manchester Utd,22,1999,3,234,78,32.5,2.6,2,90,2,1,54,4,1.00,2,4,-2,-0.77,-1.51,2.0,4.0,-2.0,-0.76,-0.90,Matches
174,Danilo,br BRA,FW,nl Ajax,22,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
175,Danilo,br BRA,DF,it Juventus,30,1991,5,450,90,62.5,5.0,5,90,5,0,,1,2.00,9,6,+3,+0.60,+1.27,9.2,6.8,+2.5,+0.49,+0.41,Matches
176,Arnaut Danjuma,nl NED,FW,es Villarreal,24,1997,11,903,82,83.6,10.0,10,87,4,1,31,0,1.64,15,12,+3,+0.30,-0.21,15.2,15.1,+0.1,+0.01,-0.35,Matches
177,Mohamed Daramy,dk DEN,FW,nl Ajax,19,2002,2,53,27,7.4,0.6,1,45,0,1,8,6,3.00,0,1,-1,-1.70,-3.72,0.8,1.9,-1.1,-1.87,-3.22,Matches
178,Matteo Darmian,it ITA,DF,it Inter,31,1989,5,197,39,27.4,2.2,3,59,0,2,10,2,1.80,2,0,+2,+0.91,+0.91,5.7,1.5,+4.2,+1.92,+1.80,Matches
179,Jonathan David,ca CAN,FW,fr Lille,21,2000,8,674,84,93.6,7.5,8,84,2,0,,0,1.38,8,8,0,0.00,0.00,10.2,6.9,+3.3,+0.45,+1.22,Matches
180,Alphonso Davies,ca CAN,DF,de Bayern Munich,20,2000,7,475,68,52.8,5.3,6,79,3,1,4,0,2.29,15,4,+11,+2.08,-0.67,13.7,4.2,+9.5,+1.79,-0.14,Matches
181,Harvey Davies,eng ENG,GK,eng Liverpool,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
182,Kevin De Bruyne,be BEL,MF,eng Manchester City,30,1991,10,730,73,65.8,8.1,9,79,4,1,16,1,1.90,19,9,+10,+1.23,+0.52,14.3,5.6,+8.7,+1.07,-0.43,Matches
183,Charles De Ketelaere,be BEL,FW,be Club Brugge,20,2001,6,496,83,91.9,5.5,6,83,2,0,,0,0.67,5,17,-12,-2.18,+1.91,5.4,16.7,-11.3,-2.05,+2.22,Matches
184,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,27,1994,9,578,64,64.2,6.4,5,85,3,4,38,1,1.22,8,7,+1,+0.16,+0.71,9.7,10.2,-0.5,-0.08,+0.07,Matches
185,Mattia De Sciglio,it ITA,DF,it Juventus,28,1992,4,286,72,39.7,3.2,3,89,2,1,20,2,1.75,2,4,-2,-0.63,-1.25,4.0,4.4,-0.4,-0.12,-0.76,Matches
186,Koni De Winter,be BEL,DF,it Juventus,19,2002,2,81,41,11.3,0.9,1,70,0,1,11,0,1.50,1,1,0,0.00,-0.14,1.6,1.2,+0.4,+0.40,+0.07,Matches
187,Thomas Delaney,dk DEN,MF,es Sevilla,29,1991,4,200,50,37.0,2.2,2,73,1,2,27,2,1.25,2,2,0,0.00,0.00,2.8,3.0,-0.2,-0.07,+0.04,Matches
188,Liam Delap,eng ENG,FW,eng Manchester City,18,2003,1,6,6,0.5,0.1,0,,0,1,6,2,3.00,0,0,0,0.00,-1.06,0.1,0.0,+0.1,+0.86,-0.36,Matches
189,Emirhan Delibaş,tr TUR,MF,tr Beşiktaş,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
190,Ousmane Dembélé,fr FRA,"FW,DF",es Barcelona,24,1997,3,123,41,22.8,1.4,1,72,0,2,26,0,1.33,1,3,-2,-1.46,-0.38,0.9,3.3,-2.4,-1.75,-1.61,Matches
191,Yusuf Demir,at AUT,"DF,FW",es Barcelona,18,2003,3,102,34,18.9,1.1,1,65,0,2,19,3,0.33,0,1,-1,-0.88,+0.35,1.2,2.2,-1.1,-0.97,-0.57,Matches
192,Merih Demiral,tr TUR,DF,it Atalanta,23,1998,6,370,62,68.5,4.1,5,68,2,1,30,0,1.00,8,6,+2,+0.49,+2.07,7.0,4.0,+3.0,+0.72,+1.73,Matches
193,Dentinho,br BRA,FW,ua Shakhtar,32,1989,1,5,5,0.9,0.1,0,,0,1,5,1,1.50,0,0,0,0.00,+1.68,0.1,0.0,0.0,+0.76,+1.32,Matches
194,Sebastiano Desplanches,it ITA,GK,it Milan,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
195,Sergiño Dest,us USA,"DF,FW",es Barcelona,20,2000,4,230,58,42.6,2.6,3,75,2,1,5,2,1.00,1,5,-4,-1.57,-0.69,3.7,3.3,+0.5,+0.18,+1.19,Matches
196,Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,5,450,90,83.3,5.0,5,90,5,0,,1,0.00,2,17,-15,-3.00,-2.00,4.2,17.2,-13.0,-2.59,-2.01,Matches
197,Ángel Di María,ar ARG,FW,fr Paris S-G,33,1988,5,259,52,36.0,2.9,3,75,0,2,17,0,1.40,5,3,+2,+0.69,+0.30,7.0,4.2,+2.8,+0.97,+1.39,Matches
198,Boulaye Dia,sn SEN,FW,es Villarreal,24,1996,8,259,32,24.0,2.9,3,65,0,5,13,1,1.00,4,7,-3,-1.04,-1.81,5.4,4.5,+0.9,+0.31,+0.31,Matches
199,Abdou Diallo,sn SEN,DF,fr Paris S-G,25,1996,2,164,82,22.8,1.8,2,82,1,0,,6,2.00,5,2,+3,+1.65,+1.48,4.2,2.3,+1.9,+1.07,+1.28,Matches
200,Amad Diallo,ci CIV,MF,eng Manchester Utd,19,2002,1,67,67,9.3,0.7,1,67,0,0,,1,1.00,1,1,0,0.00,-0.28,1.2,1.1,+0.1,+0.14,+0.32,Matches
201,Mamady Diambou,ml MLI,MF,at RB Salzburg,18,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
202,Rúben Dias,pt POR,DF,eng Manchester City,24,1997,8,664,83,59.8,7.4,7,94,7,1,4,2,1.88,23,13,+10,+1.36,+0.75,16.7,7.1,+9.6,+1.36,+0.34,Matches
203,Ismael Diawara,ml MLI,GK,se Malmö,26,1994,3,225,75,41.7,2.5,2,90,2,1,45,3,0.00,0,6,-6,-2.40,-0.40,0.7,6.9,-6.2,-2.48,-0.38,Matches
204,Brahim Díaz,ma MAR,MF,it Milan,21,1999,5,348,70,64.4,3.9,5,70,1,0,,0,0.80,5,6,-1,-0.26,+0.68,4.3,6.1,-1.8,-0.47,+0.76,Matches
205,Luis Díaz,co COL,"MF,FW",pt Porto,24,1997,6,521,87,96.5,5.8,6,87,4,0,,0,0.83,4,11,-7,-1.21,-1.21,7.6,8.7,-1.0,-0.18,-1.24,Matches
206,Luis Díaz,co COL,FW,eng Liverpool,24,1997,7,384,55,32.8,4.3,4,75,1,3,28,0,1.86,13,3,+10,+2.34,+1.66,11.3,2.7,+8.5,+1.99,+1.34,Matches
207,Federico Dimarco,it ITA,DF,it Inter,23,1997,7,282,40,39.2,3.1,3,65,0,4,22,1,1.43,2,3,-1,-0.32,-0.94,3.6,3.0,+0.6,+0.19,-0.71,Matches
208,Junior Dina Ebimbe,fr FRA,MF,fr Paris S-G,20,2000,1,7,7,1.0,0.1,0,,0,1,7,6,3.00,0,0,0,0.00,-0.50,0.1,0.2,-0.1,-0.61,-0.70,Matches
209,Elijah Dixon-Bonner,eng ENG,MF,eng Liverpool,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
210,Tiago Djaló,pt POR,DF,fr Lille,21,2000,7,533,76,74.0,5.9,6,88,5,1,8,1,1.43,5,8,-3,-0.51,-1.95,6.8,6.9,-0.1,-0.02,-1.49,Matches
211,Berat Djimsiti,al ALB,DF,it Atalanta,28,1993,5,260,52,48.1,2.9,2,75,1,3,37,0,1.20,6,5,+1,+0.35,+0.99,6.4,3.3,+3.0,+1.04,+1.67,Matches
212,Marko Dmitrović,rs SRB,GK,es Sevilla,29,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
213,Dodô,br BRA,DF,ua Shakhtar,22,1998,6,540,90,100.0,6.0,6,90,6,0,,0,1.20,2,12,-10,-1.67,,6.8,10.1,-3.3,-0.55,,Matches
214,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,22,1999,5,450,90,62.5,5.0,5,90,5,0,,3,2.00,10,6,+4,+0.80,+0.80,9.0,8.4,+0.6,+0.13,+0.14,Matches
215,Bas Dost,nl NED,FW,be Club Brugge,32,1989,3,70,23,13.0,0.8,1,45,0,2,13,3,0.00,1,6,-5,-6.43,-4.71,0.8,4.0,-3.2,-4.10,-2.16,Matches
216,Julian Draxler,de GER,"MF,FW",fr Paris S-G,27,1993,4,143,36,19.9,1.6,1,89,0,3,18,2,1.25,3,3,0,0.00,-0.62,3.2,3.5,-0.3,-0.16,-0.29,Matches
217,Gustavo Dulanto,pe PER,DF,md Sheriff Tiraspol,25,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.93,7,11,-4,-0.67,,4.4,12.2,-7.9,-1.32,,Matches
218,Denzel Dumfries,nl NED,DF,it Inter,25,1996,7,466,67,64.7,5.2,5,77,2,2,41,1,1.43,7,6,+1,+0.19,-0.16,6.7,5.5,+1.2,+0.23,-1.12,Matches
219,Paulo Dybala,ar ARG,"FW,MF",it Juventus,27,1993,5,254,51,35.3,2.8,3,70,0,2,22,0,1.80,8,4,+4,+1.42,+2.00,6.6,3.2,+3.3,+1.17,+1.28,Matches
220,Edin Džeko,ba BIH,FW,it Inter,35,1986,7,537,77,74.6,6.0,7,77,3,0,,1,1.43,7,5,+2,+0.34,+0.34,11.2,5.6,+5.6,+0.94,+1.27,Matches
221,Artem Dzyuba,ru RUS,FW,ru Zenit,32,1988,6,278,46,51.5,3.1,3,78,1,3,15,0,0.83,6,3,+3,+0.97,+2.00,5.8,2.2,+3.5,+1.14,+1.71,Matches
222,Ederson,br BRA,GK,eng Manchester City,27,1993,11,1002,91,90.3,11.1,11,91,10,0,,1,2.09,28,14,+14,+1.26,+2.09,24.3,8.9,+15.4,+1.42,+1.66,Matches
223,Samuel Edozie,eng ENG,"FW,MF",eng Manchester City,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
224,Marcus Edwards,eng ENG,MF,pt Sporting CP,22,1998,1,33,33,4.6,0.4,0,,0,1,33,1,1.00,0,0,0,0.00,+0.39,0.7,0.7,0.0,0.00,+0.07,Matches
225,CJ Egan-Riley,eng ENG,DF,eng Manchester City,18,2003,1,90,90,8.1,1.0,1,90,1,0,,4,1.00,0,0,0,0.00,-1.15,1.5,0.8,+0.7,+0.71,-0.55,Matches
226,Noah Eile,se SWE,DF,se Malmö,19,2002,1,4,4,0.7,0.0,0,,0,1,4,4,0.00,0,1,-1,-22.50,-20.49,0.0,0.8,-0.8,-18.25,-16.12,Matches
227,Anthony Elanga,se SWE,"FW,MF",eng Manchester Utd,19,2002,3,172,57,23.9,1.9,2,78,1,1,16,3,0.67,2,2,0,0.00,-0.33,2.4,1.7,+0.7,+0.36,+0.67,Matches
228,Meschak Elia,cd COD,FW,ch Young Boys,23,1997,6,486,81,90.0,5.4,6,81,2,0,,0,1.58,4,10,-6,-1.11,-2.78,6.4,8.3,-1.9,-0.34,+1.52,Matches
229,Melker Ellborg,se SWE,GK,se Malmö,18,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
230,Harvey Elliott,eng ENG,MF,eng Liverpool,18,2003,1,58,58,5.0,0.6,1,58,0,0,,6,3.00,0,0,0,0.00,-1.29,0.7,0.4,+0.3,+0.45,-0.67,Matches
231,Youssef En-Nesyri,ma MAR,FW,es Sevilla,24,1997,2,83,42,15.4,0.9,1,49,0,1,34,0,0.50,1,1,0,0.00,0.00,1.4,2.8,-1.3,-1.44,-1.60,Matches
232,Aleksandr Erokhin,ru RUS,MF,ru Zenit,31,1989,6,109,18,20.2,1.2,0,,0,6,18,0,0.83,5,2,+3,+2.48,+3.10,4.5,1.1,+3.4,+2.90,+3.22,Matches
233,Ricardo Esgaio,pt POR,DF,pt Sporting CP,28,1993,8,386,48,53.6,4.3,2,90,2,6,34,0,1.25,9,13,-4,-0.93,-1.20,5.3,8.5,-3.2,-0.74,-1.46,Matches
234,Dario Essugo,pt POR,MF,pt Sporting CP,16,2005,1,10,10,1.4,0.1,0,,0,1,10,1,0.00,0,0,0,0.00,+0.38,0.1,0.1,0.0,-0.27,-0.20,Matches
235,Gonçalo Esteves,pt POR,DF,pt Sporting CP,17,2004,1,72,72,10.0,0.8,1,72,0,0,,3,0.00,1,4,-3,-3.75,-3.75,0.9,1.9,-1.0,-1.28,-1.35,Matches
236,Pervis Estupiñán,ec ECU,DF,es Villarreal,23,1998,10,645,65,59.7,7.2,7,84,4,3,19,2,1.40,11,10,+1,+0.14,-0.48,9.8,11.0,-1.2,-0.17,-0.59,Matches
237,Fabian Eutinger,de GER,GK,de RB Leipzig,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
238,Evanilson,br BRA,FW,pt Porto,21,1999,4,310,78,57.4,3.4,4,78,1,0,,2,1.00,3,6,-3,-0.87,+0.69,5.4,5.0,+0.4,+0.13,+0.61,Matches
239,Fabinho,br BRA,MF,eng Liverpool,27,1993,13,849,65,72.6,9.4,9,82,6,4,28,0,2.38,20,10,+10,+1.06,-0.62,23.1,9.1,+14.0,+1.49,+1.44,Matches
240,Guillaume Faivre,ch SUI,GK,ch Young Boys,34,1987,3,270,90,50.0,3.0,3,90,3,0,,2,1.60,4,6,-2,-0.67,+0.33,3.1,4.6,-1.5,-0.51,-0.02,Matches
241,Christian Fassnacht,ch SUI,"MF,FW",ch Young Boys,27,1993,3,269,90,49.8,3.0,3,90,2,0,,0,1.89,3,6,-3,-1.00,-0.34,5.1,4.9,+0.2,+0.06,+1.11,Matches
242,Ansu Fati,es ESP,FW,es Barcelona,18,2002,3,154,51,28.5,1.7,1,86,0,2,34,0,2.00,1,2,-1,-0.58,+0.81,1.4,2.5,-1.1,-0.63,-0.18,Matches
243,Zouhair Feddal,ma MAR,DF,pt Sporting CP,32,1989,6,451,75,62.6,5.0,5,90,4,1,2,1,1.67,12,8,+4,+0.80,+3.14,9.6,7.5,+2.1,+0.42,+1.31,Matches
244,Felipe,br BRA,DF,es Atlético Madrid,32,1989,7,469,67,52.1,5.2,6,78,3,1,1,1,1.14,4,7,-3,-0.58,-0.99,5.2,5.4,-0.1,-0.03,+0.16,Matches
245,João Félix,pt POR,"FW,MF",es Atlético Madrid,21,1999,8,568,71,63.1,6.3,7,74,0,1,51,1,1.13,6,6,0,0.00,+0.27,6.5,7.4,-0.9,-0.14,-0.10,Matches
246,Bruno Fernandes,pt POR,MF,eng Manchester Utd,26,1994,7,518,74,71.9,5.8,6,82,3,1,25,0,1.57,10,8,+2,+0.35,+0.35,7.8,8.0,-0.3,-0.05,+0.35,Matches
247,Gedson Fernandes,pt POR,MF,pt Benfica,22,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
248,Fernandinho,br BRA,"MF,DF",eng Manchester City,36,1985,8,353,44,31.8,3.9,2,90,2,6,29,4,1.75,6,9,-3,-0.76,-2.67,8.6,6.7,+1.9,+0.54,-0.96,Matches
249,Fernando,br BRA,MF,es Sevilla,34,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,5,5,0,0.00,,7.2,7.8,-0.6,-0.09,,Matches
250,Fernando,br BRA,FW,ua Shakhtar,22,1999,5,346,69,64.1,3.8,5,69,0,0,,0,0.33,2,10,-8,-2.08,-1.15,3.9,7.6,-3.7,-0.96,-1.15,Matches
251,Roberto Firmino,br BRA,FW,eng Liverpool,29,1991,7,325,46,27.8,3.6,2,90,1,5,29,0,2.29,11,6,+5,+1.38,+0.21,7.1,4.3,+2.8,+0.78,-0.43,Matches
252,Alessandro Florenzi,it ITA,"DF,FW",it Milan,30,1991,4,92,23,17.0,1.0,0,,0,4,23,0,0.75,1,3,-2,-1.96,-1.76,1.4,2.7,-1.3,-1.30,-0.67,Matches
253,Phil Foden,eng ENG,FW,eng Manchester City,21,2000,11,658,60,59.3,7.3,8,74,3,3,22,0,1.82,19,10,+9,+1.23,+0.43,16.1,7.5,+8.5,+1.22,+0.02,Matches
254,José Fonte,pt POR,DF,fr Lille,37,1983,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,8,8,0,0.00,,10.5,7.5,+2.9,+0.37,,Matches
255,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,29,1991,6,383,64,70.9,4.3,5,75,2,1,8,0,1.17,11,9,+2,+0.47,+1.04,9.0,7.2,+1.8,+0.42,-0.05,Matches
256,Juan Foyth,ar ARG,DF,es Villarreal,23,1998,10,890,89,82.4,9.9,10,89,9,0,,1,1.20,15,16,-1,-0.10,-2.47,14.6,15.9,-1.3,-0.13,-1.16,Matches
257,Denis Franchi,it ITA,GK,fr Paris S-G,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
258,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar,20,2001,2,100,50,18.5,1.1,2,50,1,0,,0,1.83,0,2,-2,-1.80,-0.16,0.9,1.0,-0.2,-0.14,+0.50,Matches
259,Fred,br BRA,MF,eng Manchester Utd,28,1993,6,431,72,59.9,4.8,5,86,2,1,2,1,1.67,8,5,+3,+0.63,+0.94,6.1,5.0,+1.1,+0.23,+0.95,Matches
260,Remo Freuler,ch SUI,MF,it Atalanta,29,1992,6,524,87,97.0,5.8,6,87,4,0,,0,1.00,11,11,0,0.00,+5.63,10.1,8.7,+1.4,+0.24,+2.28,Matches
261,Christian Früchtl,de GER,GK,de Bayern Munich,21,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
262,Toni Fuidias,es ESP,GK,es Real Madrid,20,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
263,Matteo Gabbia,it ITA,DF,it Milan,21,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
264,Roberto Gagliardini,it ITA,MF,it Inter,27,1994,5,71,14,9.9,0.8,0,,0,5,14,3,1.40,0,1,-1,-1.27,-1.68,0.5,0.9,-0.4,-0.52,-1.26,Matches
265,Idrissa Gana Gueye,sn SEN,MF,fr Paris S-G,31,1989,7,399,57,55.4,4.4,5,75,1,2,12,0,1.86,10,8,+2,+0.45,-0.11,6.3,10.2,-3.9,-0.89,-2.17,Matches
266,Eric García,es ESP,DF,es Barcelona,20,2001,4,246,62,45.6,2.7,3,80,1,1,5,1,1.00,1,5,-4,-1.46,-0.55,2.6,5.1,-2.5,-0.90,-0.73,Matches
267,Ulisses Garcia,ch SUI,DF,ch Young Boys,25,1996,5,434,87,80.4,4.8,5,87,4,0,,0,1.64,6,10,-4,-0.83,+0.02,5.9,8.9,-3.0,-0.62,-0.65,Matches
268,Mario Gaspar,es ESP,DF,es Villarreal,30,1990,2,93,47,8.6,1.0,1,90,1,1,3,10,2.00,2,0,+2,+1.94,+1.75,2.3,1.1,+1.2,+1.15,+1.18,Matches
269,Gavi,es ESP,"MF,FW",es Barcelona,16,2004,6,397,66,73.5,4.4,4,77,1,2,45,0,1.17,1,6,-5,-1.13,+0.13,4.8,7.1,-2.3,-0.52,-0.05,Matches
270,David de Gea,es ESP,GK,eng Manchester Utd,30,1990,7,630,90,87.5,7.0,7,90,7,0,,0,1.57,11,9,+2,+0.29,+0.29,8.3,9.3,-1.0,-0.15,-0.02,Matches
271,Yannick Gerhardt,de GER,FW,de Wolfsburg,27,1994,5,191,38,35.4,2.1,3,61,0,2,5,0,1.00,2,3,-1,-0.47,+0.56,2.5,3.1,-0.6,-0.27,+1.18,Matches
272,Rachid Ghezzal,dz ALG,"FW,MF",tr Beşiktaş,29,1992,5,343,69,63.5,3.8,4,80,1,1,22,0,0.00,2,12,-10,-2.62,+0.12,4.7,12.3,-7.6,-1.98,+0.75,Matches
273,Gilberto,br BRA,"DF,MF",pt Benfica,28,1993,9,713,79,79.2,7.9,8,83,3,1,46,1,1.67,13,13,0,0.00,+1.44,10.6,16.4,-5.8,-0.73,+1.11,Matches
274,Daniel Ginczek,de GER,FW,de Wolfsburg,30,1991,1,3,3,0.6,0.0,0,,0,1,3,5,0.00,0,1,-1,-30.00,-29.33,0.0,0.6,-0.6,-18.08,-17.13,Matches
275,Olivier Giroud,fr FRA,FW,it Milan,34,1986,5,260,52,48.1,2.9,3,66,0,2,32,0,0.80,1,4,-3,-1.04,-1.04,1.6,4.6,-3.0,-1.05,-0.58,Matches
