Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
415,Lisandro López,ar ARG,DF,pt Benfica,24,1989,2,166,83,30.7,1.8,2,,1,0,,2,1.00,0,0,0,0.00,+0.96,Matches
416,Unai López,es ESP,MF,es Athletic Club,18,1995,2,16,8,3.0,0.2,0,,0,2,,0,3.00,1,0,+1,+5.63,+5.63,Matches
417,Dejan Lovren,hr CRO,DF,eng Liverpool,25,1989,4,360,90,66.7,4.0,4,,4,0,,1,1.00,3,6,-3,-0.75,-0.25,Matches
418,Ivan Lucic,at AUT,GK,de Bayern Munich,19,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
419,Filipe Luís,br BRA,DF,eng Chelsea,28,1985,5,416,83,55.5,4.6,5,,4,0,,3,2.20,11,3,+8,+1.73,+0.11,Matches
420,Luisão,br BRA,DF,pt Benfica,33,1981,5,450,90,83.3,5.0,5,,4,0,,0,0.80,2,6,-4,-0.80,-0.80,Matches
421,David Luiz,br BRA,"DF,MF",fr Paris S-G,27,1987,10,909,91,97.7,10.1,9,,9,1,,0,1.50,14,14,0,0.00,+4.29,Matches
422,Maicon,br BRA,DF,pt Porto,25,1988,9,810,90,90.0,9.0,9,,9,0,,1,2.18,22,12,+10,+1.11,-4.89,Matches
423,Mike Maignan,fr FRA,GK,fr Paris S-G,19,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
424,Ainsley Maitland-Niles,eng ENG,"DF,FW",eng Arsenal,16,1997,1,44,44,6.1,0.5,0,,0,1,,0,3.00,1,1,0,0.00,-1.07,Matches
425,Vyacheslav Malafeev,ru RUS,GK,ru Zenit,35,1979,0,,,,,0,,0,0,,6,,,,,,,Matches
426,Gustavo Manduca,br BRA,"FW,MF",cy APOEL FC,34,1980,5,320,64,59.3,3.6,4,,1,1,,1,0.71,1,6,-5,-1.41,-1.41,Matches
427,Mario Mandžukić,hr CRO,"FW,MF",es Atlético Madrid,28,1986,10,832,83,89.5,9.2,10,,6,0,,0,1.70,12,5,+7,+0.76,-2.00,Matches
428,Carlos Mané,gw GNB,"FW,MF",pt Sporting CP,20,1994,4,187,47,34.6,2.1,2,,0,2,,1,1.75,6,3,+3,+1.44,+2.21,Matches
429,Eliaquim Mangala,fr FRA,DF,eng Manchester City,23,1991,3,270,90,37.5,3.0,3,,3,0,,4,2.33,7,4,+3,+1.00,+1.80,Matches
430,Giannis Maniatis,gr GRE,"DF,MF",gr Olympiacos,27,1986,6,489,82,90.6,5.4,6,,4,0,,0,1.50,10,11,-1,-0.18,+3.35,Matches
431,Kostas Manolas,gr GRE,DF,it Roma,23,1991,6,526,88,97.4,5.8,6,,5,0,,0,0.83,8,13,-5,-0.86,+5.57,Matches
432,Javier Manquillo,es ESP,DF,eng Liverpool,20,1994,4,360,90,66.7,4.0,4,,4,0,,1,1.00,4,5,-1,-0.25,+1.25,Matches
433,Iván Marcano,es ESP,DF,pt Porto,27,1987,6,512,85,56.9,5.7,6,,4,0,,3,1.50,10,8,+2,+0.35,-2.90,Matches
434,Marcelinho,bg BUL,MF,bg Ludogorets,29,1984,6,449,75,83.1,5.0,6,,4,0,,0,1.08,5,9,-4,-0.80,+0.19,Matches
435,Marcelo,br BRA,"DF,MF",es Real Madrid,26,1988,11,778,71,72.0,8.6,8,,7,3,,0,2.09,17,6,+11,+1.27,+0.08,Matches
436,Claudio Marchisio,it ITA,MF,it Juventus,28,1986,12,997,83,85.2,11.1,11,,9,1,,0,1.92,16,9,+7,+0.63,+0.63,Matches
437,Óscar de Marcos,es ESP,"DF,FW",es Athletic Club,25,1989,6,494,82,91.5,5.5,5,,5,1,,0,1.38,4,4,0,0.00,-1.96,Matches
438,José María Giménez,uy URU,DF,es Atlético Madrid,19,1995,4,304,76,32.7,3.4,3,,3,1,,6,1.75,5,1,+4,+1.18,+0.32,Matches
439,João Mário,pt POR,"FW,MF",pt Sporting CP,21,1993,6,406,68,75.2,4.5,5,,1,1,,0,1.17,9,8,+1,+0.22,+0.89,Matches
440,Lazar Marković,rs SRB,"FW,MF",eng Liverpool,20,1994,4,186,47,34.4,2.1,2,,0,2,,0,0.25,0,2,-2,-0.97,-0.46,Matches
441,Marlos,ua UKR,"FW,MF",ua Shakhtar,26,1988,6,138,23,19.2,1.5,0,,0,6,,1,1.50,3,1,+2,+1.30,+1.00,Matches
442,Marquinhos,br BRA,"DF,MF",fr Paris S-G,20,1994,7,660,94,71.0,7.3,7,,7,0,,2,1.29,11,12,-1,-0.14,-0.14,Matches
443,Anthony Martial,fr FRA,"FW,MF",fr Monaco,18,1995,7,415,59,46.1,4.6,4,,0,3,,1,1.14,4,3,+1,+0.22,+0.03,Matches
444,Emiliano Martínez,ar ARG,GK,eng Arsenal,21,1992,2,180,90,25.0,2.0,2,,2,0,,2,3.00,4,1,+3,+1.50,+0.67,Matches
445,Jackson Martínez,co COL,FW,pt Porto,27,1986,8,629,79,69.9,7.0,7,,5,1,,1,2.30,19,10,+9,+1.29,-1.04,Matches
446,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,25,1988,1,3,3,0.3,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-1.67,Matches
447,André Martins,pt POR,MF,pt Sporting CP,24,1990,3,74,25,13.7,0.8,1,,0,2,,3,1.33,0,0,0,0.00,0.00,Matches
448,Bruno Martins Indi,nl NED,DF,pt Porto,22,1992,9,747,83,83.0,8.3,7,,7,2,,1,2.36,23,11,+12,+1.45,-0.91,Matches
449,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,30,1984,12,1079,90,92.2,12.0,12,,11,0,,0,2.50,29,11,+18,+1.50,-0.48,Matches
450,Arthur Masuaku,cd COD,"DF,MF",gr Olympiacos,20,1993,6,540,90,100.0,6.0,6,,6,0,,0,1.50,10,13,-3,-0.50,,Matches
451,Jérémy Mathieu,fr FRA,DF,es Barcelona,30,1983,7,323,46,27.6,3.6,3,,3,4,,2,2.14,8,6,+2,+0.56,-1.36,Matches
452,Nemanja Matić,rs SRB,MF,eng Chelsea,25,1988,8,714,89,95.2,7.9,8,,7,0,,0,2.00,19,4,+15,+1.89,+4.39,Matches
453,Joël Matip,cm CMR,"DF,MF",de Schalke 04,22,1991,3,270,90,37.5,3.0,3,,3,0,,0,1.33,5,6,-1,-0.33,+0.67,Matches
454,Alessandro Matri,it ITA,FW,it Juventus,29,1984,2,19,10,1.6,0.2,0,,0,2,,2,3.00,1,0,+1,+4.74,+4.27,Matches
455,Federico Mattiello,it ITA,"DF,MF",it Juventus,19,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
456,Blaise Matuidi,fr FRA,MF,fr Paris S-G,27,1987,10,866,87,93.1,9.6,10,,7,0,,0,1.50,12,13,-1,-0.10,-0.10,Matches
457,Maurício,br BRA,DF,pt Sporting CP,25,1988,5,366,73,67.8,4.1,5,,3,0,,0,0.80,6,6,0,0.00,0.00,Matches
458,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",de Schalke 04,25,1989,8,515,64,71.5,5.7,6,,4,2,,0,1.38,8,15,-7,-1.22,-1.66,Matches
459,Maxwell,br BRA,DF,fr Paris S-G,32,1981,10,930,93,100.0,10.3,10,,10,0,,0,1.50,14,15,-1,-0.10,,Matches
460,Chancel Mbemba,cd COD,DF,be Anderlecht,19,1994,6,503,84,93.1,5.6,6,,5,0,,0,1.00,5,9,-4,-0.72,-5.58,Matches
461,Álvaro Medrán,es ESP,MF,es Real Madrid,20,1994,1,7,7,0.6,0.1,0,,0,1,,4,3.00,1,0,+1,+12.86,+11.68,Matches
462,Balázs Megyeri,hu HUN,GK,gr Olympiacos,24,1990,0,,,,,0,,0,0,,6,,,,,,,Matches
463,Agon Mehmeti,al ALB,FW,se Malmö,24,1989,1,37,37,6.9,0.4,0,,0,1,,5,1.50,0,2,-2,-4.86,-3.79,Matches
464,Aleš Mejač,si SVN,"DF,MF",si NK Maribor,31,1983,3,270,90,50.0,3.0,3,,3,0,,2,0.33,2,10,-8,-2.67,-3.67,Matches
465,Felipe Melo,br BRA,"DF,MF",tr Galatasaray,31,1983,6,540,90,100.0,6.0,6,,6,0,,0,0.17,4,19,-15,-2.50,,Matches
466,Tiago Mendes,pt POR,MF,es Atlético Madrid,33,1981,4,298,75,32.0,3.3,4,,1,0,,4,1.50,3,1,+2,+0.60,-0.54,Matches
467,Jean-Philippe Mendy,fr FRA,FW,si NK Maribor,27,1987,6,103,17,19.1,1.1,0,,0,6,,0,1.25,1,2,-1,-0.87,-0.05,Matches
468,Queensy Menig,nl NED,"FW,MF",nl Ajax,18,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
469,Aleš Mertelj,si SVN,MF,si NK Maribor,27,1987,6,530,88,98.1,5.9,6,,5,0,,0,1.10,4,13,-9,-1.53,-37.53,Matches
470,Per Mertesacker,de GER,DF,eng Arsenal,29,1984,8,720,90,100.0,8.0,8,,8,0,,0,2.11,18,11,+7,+0.87,,Matches
471,Lionel Messi,ar ARG,"FW,MF",es Barcelona,27,1987,13,1147,88,98.0,12.7,13,,12,0,,0,2.54,30,10,+20,+1.57,+1.57,Matches
472,Max Meyer,de GER,"FW,MF",de Schalke 04,18,1995,8,336,42,46.7,3.7,3,,1,5,,0,1.38,8,9,-1,-0.27,+0.90,Matches
473,Simon Mignolet,be BEL,GK,eng Liverpool,26,1988,6,540,90,100.0,6.0,6,,6,0,,0,0.83,5,9,-4,-0.67,,Matches
474,Georgi Milanov,bg BUL,"FW,MF",ru CSKA Moscow,22,1992,6,328,55,60.7,3.6,3,,3,3,,0,0.83,4,10,-6,-1.65,-1.22,Matches
475,Arkadiusz Milik,pl POL,FW,nl Ajax,20,1994,5,255,51,47.2,2.8,2,,1,3,,1,0.80,6,5,+1,+0.35,+1.30,Matches
476,Luka Milivojević,rs SRB,MF,gr Olympiacos,23,1991,5,450,90,83.3,5.0,5,,5,0,,0,1.20,6,11,-5,-1.00,-3.00,Matches
477,James Milner,eng ENG,"DF,MF",eng Manchester City,28,1986,8,589,74,81.8,6.5,6,,4,2,,0,1.00,7,10,-3,-0.46,-1.83,Matches
478,Yordan Minev,bg BUL,DF,bg Ludogorets,33,1980,5,450,90,83.3,5.0,5,,5,0,,0,1.22,5,10,-5,-1.00,-1.00,Matches
479,Miranda,br BRA,DF,es Atlético Madrid,29,1984,8,750,94,80.6,8.3,8,,8,0,,0,1.63,11,5,+6,+0.72,-1.28,Matches
480,Virgil Misidjan,sr SUR,"FW,MF",bg Ludogorets,21,1993,5,255,51,47.2,2.8,3,,1,2,,1,1.18,3,4,-1,-0.35,+0.91,Matches
481,Kostas Mitroglou,gr GRE,FW,gr Olympiacos,26,1988,6,517,86,95.7,5.7,6,,4,0,,0,1.50,9,13,-4,-0.70,-4.61,Matches
482,Aleksandar Mitrović,rs SRB,FW,be Anderlecht,19,1994,5,354,71,65.6,3.9,4,,0,1,,1,1.20,6,4,+2,+0.51,+2.44,Matches
483,Henrikh Mkhitaryan,am ARM,"FW,MF",de Dortmund,25,1989,7,603,86,83.8,6.7,7,,6,0,,0,1.43,12,7,+5,+0.75,-0.02,Matches
484,Filip Mladenović,rs SRB,"DF,MF",by BATE Borisov,22,1991,5,432,86,80.0,4.8,5,,4,0,,0,1.25,2,21,-19,-3.96,-4.79,Matches
485,Luka Modrić,hr CRO,MF,es Real Madrid,28,1985,6,448,75,41.5,5.0,5,,3,1,,0,2.17,9,3,+6,+1.21,-0.08,Matches
486,Pavel Mogilevets,ru RUS,MF,ru Zenit,21,1993,1,14,14,2.6,0.2,0,,0,1,,2,3.00,0,0,0,0.00,-0.68,Matches
487,Niklas Moisander,fi FIN,DF,nl Ajax,28,1985,5,450,90,83.3,5.0,5,,5,0,,1,1.00,7,7,0,0.00,+2.00,Matches
488,Nacho Monreal,es ESP,DF,eng Arsenal,28,1986,4,353,88,49.0,3.9,4,,3,0,,1,2.33,9,4,+5,+1.27,+0.54,Matches
489,Fredy Montero,co COL,FW,pt Sporting CP,27,1987,5,118,24,21.9,1.3,0,,0,5,,1,0.80,2,4,-2,-1.53,-1.95,Matches
490,Martín Montoya,es ESP,DF,es Barcelona,23,1991,1,80,80,6.8,0.9,1,,0,0,,1,3.00,3,0,+3,+3.38,+1.97,Matches
491,Artur Moraes,br BRA,GK,pt Benfica,33,1981,3,198,66,36.7,2.2,3,,2,0,,2,0.67,0,1,-1,-0.45,+0.33,Matches
492,Nuno Morais,pt POR,"DF,MF",cy APOEL FC,30,1984,6,512,85,94.8,5.7,6,,4,0,,0,0.90,1,10,-9,-1.58,-14.44,Matches
493,Erik Morán,es ESP,MF,es Athletic Club,23,1991,0,,,,,0,,0,0,,3,,,,,,,Matches
494,Álvaro Morata,es ESP,FW,it Juventus,21,1992,12,744,62,63.6,8.3,9,,2,3,,1,1.92,12,7,+5,+0.60,+0.18,Matches
495,Alberto Moreno,es ESP,"DF,MF",eng Liverpool,22,1992,5,322,64,59.6,3.6,3,,3,2,,1,1.00,3,6,-3,-0.84,-0.43,Matches
496,Cosmin Moți,ro ROU,DF,bg Ludogorets,29,1984,6,471,79,87.2,5.2,6,,5,0,,0,1.08,5,10,-5,-0.96,-0.96,Matches
497,Thiago Motta,it ITA,MF,fr Paris S-G,31,1982,6,570,95,61.3,6.3,6,,6,0,,0,1.83,9,8,+1,+0.16,+0.66,Matches
498,Lucas Moura,br BRA,"FW,MF",fr Paris S-G,21,1992,8,507,63,54.5,5.6,5,,1,3,,0,1.63,10,8,+2,+0.36,+0.99,Matches
499,João Moutinho,pt POR,MF,fr Monaco,27,1986,10,892,89,99.1,9.9,10,,8,0,,0,1.50,7,5,+2,+0.20,+0.20,Matches
500,Thomas Müller,de GER,"FW,MF",de Bayern Munich,24,1989,10,778,78,72.0,8.6,10,,4,0,,2,2.20,24,7,+17,+1.97,+1.07,Matches
501,Iker Muniain,es ESP,"FW,MF",es Athletic Club,21,1992,5,341,68,63.1,3.8,3,,1,2,,1,1.14,3,5,-2,-0.53,-1.88,Matches
502,Ahmed Musa,ng NGA,"FW,MF",ru CSKA Moscow,21,1992,6,531,89,98.3,5.9,6,,4,0,,0,0.83,5,13,-8,-1.36,-11.36,Matches
503,Fernando Muslera,uy URU,GK,tr Galatasaray,28,1986,5,450,90,83.3,5.0,5,,5,0,,0,0.20,3,15,-12,-2.40,+0.60,Matches
504,Welle N'Diaye,sn SEN,MF,si NK Maribor,24,1990,2,10,5,1.9,0.1,0,,0,2,,3,1.00,0,0,0,0.00,+0.85,Matches
505,Delvin N'Dinga,cg CGO,MF,gr Olympiacos,26,1988,6,425,71,78.7,4.7,5,,3,1,,0,1.50,8,11,-3,-0.64,-0.64,Matches
506,Fabrice N'Sakala,cd COD,"DF,MF",be Anderlecht,24,1990,1,90,90,16.7,1.0,1,,1,0,,0,1.00,1,1,0,0.00,+0.40,Matches
507,Kirill Nababkin,ru RUS,"DF,MF",ru CSKA Moscow,27,1986,2,136,68,25.2,1.5,2,,1,0,,4,0.00,0,7,-7,-4.63,-4.63,Matches
508,Nacho,es ESP,DF,es Real Madrid,24,1990,6,199,33,18.4,2.2,2,,2,4,,3,2.50,9,2,+7,+3.17,+2.35,Matches
509,Radja Nainggolan,be BEL,MF,it Roma,26,1988,6,533,89,98.7,5.9,6,,5,0,,0,0.83,8,13,-5,-0.84,+12.01,Matches
510,Andy Najar,hn HON,"DF,MF",be Anderlecht,21,1993,5,450,90,83.3,5.0,5,,5,0,,0,1.00,7,9,-2,-0.40,-0.40,Matches
511,Nani,pt POR,"FW,MF",pt Sporting CP,27,1986,5,449,90,83.1,5.0,5,,4,0,,0,1.40,10,9,+1,+0.20,+1.19,Matches
512,Jefferson Nascimento,br BRA,DF,pt Sporting CP,26,1988,3,270,90,50.0,3.0,3,,3,0,,1,2.33,8,4,+4,+1.33,+2.67,Matches
513,Samir Nasri,fr FRA,"FW,MF",eng Manchester City,27,1987,6,389,65,54.0,4.3,5,,1,1,,0,1.00,5,5,0,0.00,+0.27,Matches
514,Matija Nastasić,rs SRB,DF,de Schalke 04,21,1993,2,180,90,25.0,2.0,2,,2,0,,0,1.50,4,5,-1,-0.50,+0.33,Matches
515,Bibras Natkho,il ISR,MF,ru CSKA Moscow,26,1988,6,492,82,91.1,5.5,6,,4,0,,0,0.83,6,11,-5,-0.91,+2.84,Matches
516,Jesús Navas,es ESP,"DF,FW",eng Manchester City,28,1985,7,400,57,55.6,4.4,5,,1,2,,1,1.14,6,6,0,0.00,+0.28,Matches
517,Keylor Navas,cr CRC,GK,es Real Madrid,27,1986,2,180,90,16.7,2.0,2,,2,0,,10,3.00,5,0,+5,+2.50,+1.50,Matches
518,Amin Nazari,ph PHI,MF,se Malmö,21,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
519,Wellington Nem,br BRA,"FW,MF",ua Shakhtar,22,1992,2,17,9,2.4,0.2,0,,0,2,,1,0.50,0,1,-1,-5.29,-5.93,Matches
520,Luís Neto,pt POR,DF,ru Zenit,26,1988,1,67,67,12.4,0.7,0,,0,1,,5,1.50,1,0,+1,+1.34,+0.77,Matches
521,Manuel Neuer,de GER,GK,de Bayern Munich,28,1986,12,1080,90,100.0,12.0,12,,12,0,,0,2.08,33,13,+20,+1.67,,Matches
522,Roman Neustädter,ru RUS,"DF,MF",de Schalke 04,26,1988,8,687,86,95.4,7.6,8,,7,0,,0,1.38,13,18,-5,-0.66,+2.07,Matches
523,Rúben Neves,pt POR,MF,pt Porto,17,1997,7,173,25,19.2,1.9,1,,0,6,,3,2.22,4,1,+3,+1.56,-0.05,Matches
524,Neymar,br BRA,"FW,MF",es Barcelona,22,1992,12,1027,86,87.8,11.4,12,,9,0,,1,2.50,25,10,+15,+1.31,-1.83,Matches
525,Saúl Ñíguez,es ESP,"DF,MF",es Atlético Madrid,19,1994,5,246,49,26.5,2.7,4,,1,1,,2,1.20,6,0,+6,+2.20,+1.67,Matches
526,Bram Nuytinck,nl NED,DF,be Anderlecht,24,1990,2,113,57,20.9,1.3,2,,1,0,,0,0.50,0,3,-3,-2.39,-2.60,Matches
527,Stefan O'Connor,eng ENG,DF,eng Arsenal,17,1997,1,13,13,1.8,0.1,0,,,1,,1,,,,,,,Matches
528,Chinedu Obasi,ng NGA,FW,de Schalke 04,28,1986,4,162,41,22.5,1.8,2,,0,2,,0,1.25,4,4,0,0.00,+0.97,Matches
529,John Obi Mikel,ng NGA,MF,eng Chelsea,27,1987,2,109,55,14.5,1.2,1,,1,1,,2,3.00,3,1,+2,+1.65,-0.03,Matches
530,Jan Oblak,si SVN,GK,es Atlético Madrid,21,1993,4,367,92,39.5,4.1,3,,3,1,,6,1.00,3,4,-1,-0.25,-2.00,Matches
531,Lucas Ocampos,ar ARG,"FW,MF",fr Monaco,20,1994,6,282,47,31.3,3.1,4,,0,2,,0,1.83,1,0,+1,+0.32,+0.17,Matches
532,Angelo Ogbonna,it ITA,DF,it Juventus,26,1988,1,77,77,6.6,0.9,1,,0,0,,9,0.00,0,1,-1,-1.17,-1.83,Matches
533,Nélson Oliveira,pt POR,FW,pt Benfica,22,1991,1,14,14,2.6,0.2,0,,0,1,,0,1.00,0,0,0,0.00,+0.68,Matches
534,Paulo Oliveira,pt POR,DF,pt Sporting CP,22,1992,5,387,77,71.7,4.3,4,,4,1,,1,1.20,11,10,+1,+0.23,+0.82,Matches
535,Robin Olsen,se SWE,GK,se Malmö,24,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.08,4,15,-11,-1.83,,Matches
536,Ivan Ordets,ua UKR,DF,ua Shakhtar,22,1992,1,90,90,12.5,1.0,1,,1,0,,2,3.00,5,0,+5,+5.00,+5.14,Matches
537,Oscar,br BRA,"FW,MF",eng Chelsea,22,1991,7,338,48,45.1,3.8,4,,0,3,,1,1.86,9,1,+8,+2.13,+0.82,Matches
538,David Ospina,co COL,GK,eng Arsenal,25,1988,3,208,69,28.9,2.3,2,,2,1,,1,2.00,3,4,-1,-0.43,-2.01,Matches
539,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",eng Arsenal,20,1993,7,396,57,55.0,4.4,4,,1,3,,0,1.89,16,5,+11,+2.50,+3.33,Matches
540,Furkan Özçal,tr TUR,MF,tr Galatasaray,23,1990,1,,0,0.0,0.0,0,,0,1,,1,0.00,0,0,0,,,Matches
541,Mesut Özil,de GER,MF,eng Arsenal,25,1988,4,319,80,44.3,3.5,4,,2,0,,0,1.80,7,6,+1,+0.28,-1.29,Matches
542,Yasin Öztekin,tr TUR,MF,tr Galatasaray,27,1987,3,80,27,14.8,0.9,0,,0,3,,1,0.00,1,3,-2,-2.25,+0.29,Matches
543,Levin Öztunalı,de GER,"FW,MF",de Leverkusen,18,1996,1,20,20,2.7,0.2,0,,0,1,,2,3.00,0,0,0,0.00,-0.99,Matches
544,Gonçalo Paciência,pt POR,FW,pt Porto,19,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
545,Simone Padoin,it ITA,"DF,MF",it Juventus,30,1984,4,113,28,9.7,1.3,1,,1,3,,8,2.50,2,0,+2,+1.59,+1.17,Matches
546,Dzyanis Palyakow,by BLR,DF,by BATE Borisov,23,1991,4,360,90,66.7,4.0,4,,4,0,,1,1.20,2,19,-17,-4.25,-3.75,Matches
547,Kirill Panchenko,ru RUS,"FW,MF",ru CSKA Moscow,24,1989,1,24,24,4.4,0.3,0,,0,1,,0,0.00,1,0,+1,+3.75,+5.15,Matches
548,Goran Pandev,mk MKD,"FW,MF",tr Galatasaray,31,1983,3,204,68,37.8,2.3,3,,0,0,,0,0.33,1,8,-7,-3.09,-0.95,Matches
549,Kyriakos Papadopoulos,gr GRE,"DF,MF",de Leverkusen,22,1992,3,136,45,18.1,1.5,1,,1,2,,0,2.25,2,0,+2,+1.32,+0.44,Matches
550,Sokratis Papastathopoulos,gr GRE,DF,de Dortmund,26,1988,6,496,83,68.9,5.5,6,,5,0,,0,2.00,14,6,+8,+1.45,+2.26,Matches
551,Anastasios Papazoglou,gr GRE,"DF,MF",cy APOEL FC,25,1988,1,90,90,16.7,1.0,1,,1,0,,2,1.33,0,4,-4,-4.00,-3.80,Matches
552,Urko Pardo,cy CYP,GK,cy APOEL FC,31,1983,6,540,90,100.0,6.0,6,,6,0,,0,0.90,1,12,-11,-1.83,,Matches
553,Leandro Paredes,ar ARG,MF,it Roma,20,1994,0,,,,,0,,0,0,,3,,,,,,,Matches
554,Javier Pastore,ar ARG,MF,fr Paris S-G,25,1989,10,680,68,73.1,7.6,7,,4,3,,0,1.50,10,11,-1,-0.13,-0.13,Matches
555,Rui Patrício,pt POR,GK,pt Sporting CP,26,1988,6,540,90,100.0,6.0,6,,6,0,,0,1.17,12,12,0,0.00,,Matches
556,Gabriel Paulista,br BRA,DF,eng Arsenal,23,1990,0,,,,,0,,0,0,,2,,,,,,,Matches
557,Alyaksandr Pawlaw,by BLR,MF,by BATE Borisov,29,1984,0,,,,,0,,0,0,,3,,,,,,,Matches
558,Pedro,es ESP,"FW,MF",es Barcelona,27,1987,9,394,44,33.7,4.4,4,,2,5,,3,2.33,13,7,+6,+1.37,-0.25,Matches
559,Pepe,pt POR,"DF,MF",es Real Madrid,31,1983,6,540,90,50.0,6.0,6,,6,0,,5,2.00,15,7,+8,+1.33,+0.17,Matches
560,Simone Pepe,it ITA,"FW,MF",it Juventus,30,1983,1,9,9,0.8,0.1,0,,0,1,,3,3.00,0,0,0,0.00,-0.54,Matches
561,Maxi Pereira,uy URU,DF,pt Benfica,30,1984,5,404,81,74.8,4.5,4,,4,1,,0,0.80,2,4,-2,-0.45,+0.88,Matches
562,Ricardo Pereira,pt POR,"DF,FW",pt Porto,20,1993,2,147,74,16.3,1.6,1,,,1,,2,,,,,,,Matches
563,Roberto Pereyra,ar ARG,"DF,FW",it Juventus,23,1991,12,388,32,33.2,4.3,3,,2,9,,0,1.75,6,1,+5,+1.16,+0.93,Matches
564,Enzo Pérez,ar ARG,MF,pt Benfica,28,1986,5,434,87,80.4,4.8,5,,3,0,,0,0.80,2,6,-4,-0.83,-0.83,Matches
565,Gerard Piqué,es ESP,DF,es Barcelona,27,1987,11,990,90,84.6,11.0,11,,11,0,,2,2.73,27,8,+19,+1.73,+1.23,Matches
566,Andrea Pirlo,it ITA,MF,it Juventus,35,1979,10,787,79,67.3,8.7,10,,6,0,,0,1.80,11,9,+2,+0.23,-0.95,Matches
567,Łukasz Piszczek,pl POL,"DF,MF",de Dortmund,29,1985,5,392,78,54.4,4.4,5,,4,0,,0,1.80,12,4,+8,+1.84,+2.39,Matches
568,Claudio Pizarro,pe PER,FW,de Bayern Munich,35,1978,2,6,3,0.6,0.1,0,,0,2,,6,3.00,1,0,+1,+15.00,+13.41,Matches
569,Pizzi,pt POR,"FW,MF",pt Benfica,24,1989,1,90,90,16.7,1.0,1,,1,0,,4,1.00,0,0,0,0.00,+0.80,Matches
570,Miralem Pjanić,ba BIH,MF,it Roma,24,1990,6,384,64,71.1,4.3,4,,3,2,,0,0.83,7,12,-5,-1.17,-0.59,Matches
571,Felix Platte,de GER,FW,de Schalke 04,18,1996,1,57,57,7.9,0.6,0,,0,1,,0,0.00,0,1,-1,-1.58,-0.90,Matches
572,Lukas Podolski,de GER,"FW,MF",eng Arsenal,29,1985,5,127,25,17.6,1.4,1,,1,4,,1,2.00,6,2,+4,+2.83,+2.23,Matches
573,Paul Pogba,fr FRA,MF,it Juventus,21,1993,10,833,83,71.2,9.3,10,,7,0,,0,1.70,12,9,+3,+0.32,-0.74,Matches
574,José Pozo,es ESP,"FW,MF",eng Manchester City,18,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
575,Dennis Praet,be BEL,MF,be Anderlecht,20,1994,6,520,87,96.3,5.8,6,,3,0,,0,1.00,7,7,0,0.00,+9.00,Matches
576,Silvio Proto,be BEL,GK,be Anderlecht,31,1983,5,450,90,83.3,5.0,5,,5,0,,0,1.00,7,9,-2,-0.40,-0.40,Matches
577,Andriy Pyatov,ua UKR,GK,ua Shakhtar,30,1984,8,720,90,100.0,8.0,8,,8,0,,0,1.25,15,11,+4,+0.50,,Matches
578,Ricardo Quaresma,pt POR,"FW,MF",pt Porto,30,1983,9,470,52,52.2,5.2,5,,2,4,,0,2.30,15,7,+8,+1.53,-0.14,Matches
579,Juan Quintero,co COL,"FW,MF",pt Porto,21,1993,5,167,33,18.6,1.9,2,,0,3,,5,1.80,3,3,0,0.00,-1.96,Matches
580,Juninho Quixadá,br BRA,FW,bg Ludogorets,28,1985,2,39,20,7.2,0.4,0,,0,2,,0,0.50,1,2,-1,-2.31,-1.59,Matches
581,Adrien Rabiot,fr FRA,MF,fr Paris S-G,19,1995,4,188,47,20.2,2.1,2,,0,2,,3,1.00,3,3,0,0.00,+0.12,Matches
582,Rafinha,br BRA,DF,de Bayern Munich,28,1985,11,825,75,76.4,9.2,9,,7,2,,1,2.00,22,12,+10,+1.09,-2.44,Matches
583,Rafinha,br BRA,MF,es Barcelona,21,1993,6,114,19,9.7,1.3,1,,0,5,,5,3.00,5,1,+4,+3.16,+1.79,Matches
584,Andrea Raggi,it ITA,DF,fr Monaco,30,1984,8,701,88,77.9,7.8,8,,7,0,,0,1.50,4,2,+2,+0.26,+0.26,Matches
585,Aleksander Rajčević,si SVN,DF,si NK Maribor,27,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.25,4,13,-9,-1.50,,Matches
586,Erdal Rakip,mk MKD,MF,se Malmö,18,1996,3,14,5,2.6,0.2,0,,0,3,,2,1.00,0,2,-2,-12.86,-11.83,Matches
